geography_code,sex-001,sex-002
E00024141,50.7,49.3
E00024142,49.4,50.6
E00024143,49.1,50.9
E00024144,45.2,54.8
E00024145,49.9,50.1
E00024146,55.5,44.5
E00024147,50.6,49.4
E00024148,50.7,49.3
E00024150,53.2,46.8
E00024151,53.5,46.5
E00024152,55.1,44.9
E00024153,45.7,54.3
E00024154,52.3,47.7
E00024155,51.5,48.5
E00024156,51.1,48.9
E00024157,49.7,50.3
E00024158,55.8,44.2
E00024159,50.6,49.4
E00024160,49.1,50.9
E00024161,51.6,48.4
E00024162,50.6,49.4
E00024163,54,46
E00024164,51.1,48.9
E00024165,50.5,49.5
E00024166,47.7,52.3
E00024167,52.6,47.4
E00024168,50.2,49.8
E00024169,40.6,59.4
E00024170,51.6,48.4
E00024171,50.4,49.6
E00024172,45.8,54.2
E00024173,46.4,53.6
E00024175,48.9,51.1
E00024176,52.2,47.8
E00024177,49,51
E00024178,50.9,49.1
E00024179,47.6,52.4
E00024180,51.5,48.5
E00024181,50.7,49.3
E00024182,49.4,50.6
E00024183,53.3,46.7
E00024184,51.1,48.9
E00024185,57.3,42.7
E00024186,53.1,46.9
E00024187,50.9,49.1
E00024230,50.2,49.8
E00024231,52.2,47.8
E00024232,56.9,43.1
E00024233,51.3,48.7
E00024234,51.1,48.9
E00024235,50.5,49.5
E00024236,53.5,46.5
E00024237,53.9,46.1
E00024238,56.5,43.5
E00024239,52.7,47.3
E00024240,49.8,50.2
E00024241,48.7,51.3
E00024242,54.9,45.1
E00024243,48.2,51.8
E00024244,52.2,47.8
E00024245,51.6,48.4
E00024246,51.9,48.1
E00024247,50.6,49.4
E00024248,48.8,51.2
E00024249,54.1,45.9
E00024250,47.7,52.3
E00024251,50.8,49.2
E00024252,52.3,47.7
E00024253,50.8,49.2
E00024254,51.4,48.6
E00024255,51.1,48.9
E00024256,53.4,46.6
E00024257,52.6,47.4
E00024258,50.9,49.1
E00024259,50.6,49.4
E00024260,52.4,47.6
E00024261,50.5,49.5
E00024262,54.2,45.8
E00024263,53.9,46.1
E00024264,55.2,44.8
E00024265,50,50
E00024266,55.4,44.6
E00024267,54.1,45.9
E00024268,53.6,46.4
E00024269,51.2,48.8
E00024270,51.5,48.5
E00024271,54.7,45.3
E00024272,50.5,49.5
E00024273,52.5,47.5
E00024274,48.5,51.5
E00024275,54.1,45.9
E00024276,52.7,47.3
E00024277,51.6,48.4
E00024278,51.9,48.1
E00024279,57.2,42.8
E00024280,52.7,47.3
E00024281,51.9,48.1
E00024282,50.7,49.3
E00024283,51.9,48.1
E00024284,52.6,47.4
E00024285,58.5,41.5
E00024286,51.4,48.6
E00024287,51.6,48.4
E00024288,50.3,49.7
E00024289,47.2,52.8
E00024290,55.9,44.1
E00024291,52.4,47.6
E00024292,51.8,48.2
E00024293,47.1,52.9
E00024294,46.5,53.5
E00024295,48.7,51.3
E00024296,52.9,47.1
E00024297,52.5,47.5
E00024298,51.8,48.2
E00024299,52.1,47.9
E00024300,52.9,47.1
E00024301,52.2,47.8
E00024302,47.9,52.1
E00024303,51,49
E00024304,54.2,45.8
E00024305,48.3,51.7
E00024306,56.9,43.1
E00024307,51.5,48.5
E00024308,49.1,50.9
E00024309,50.6,49.4
E00024310,49,51
E00024311,51.4,48.6
E00024312,49.5,50.5
E00024314,52,48
E00024315,51.6,48.4
E00024316,52.7,47.3
E00024317,49,51
E00024318,53.1,46.9
E00024319,51.1,48.9
E00024320,51.9,48.1
E00024321,51.8,48.2
E00024322,51.3,48.7
E00024323,52.8,47.2
E00024324,51.6,48.4
E00024325,53.2,46.8
E00024326,48.6,51.4
E00024327,56.4,43.6
E00024328,55,45
E00024329,46.7,53.3
E00024330,54.2,45.8
E00024331,53.6,46.4
E00024332,51.7,48.3
E00024333,54.6,45.4
E00024334,53.3,46.7
E00024335,53.5,46.5
E00024336,50.5,49.5
E00024337,51.2,48.8
E00024338,53.9,46.1
E00024339,52.3,47.7
E00024340,51.3,48.7
E00024341,51.6,48.4
E00024342,49.1,50.9
E00024343,49.7,50.3
E00024344,54,46
E00024345,53.2,46.8
E00024346,53.9,46.1
E00024347,52,48
E00024348,52.2,47.8
E00024349,50.3,49.7
E00024350,53.8,46.2
E00024351,50.9,49.1
E00024352,53.3,46.7
E00024353,52.1,47.9
E00024354,49.2,50.8
E00024355,52.2,47.8
E00024356,50,50
E00024357,52.8,47.2
E00024358,52.7,47.3
E00024359,47.3,52.7
E00024360,47.7,52.3
E00024361,51.8,48.2
E00024362,49.7,50.3
E00024363,54.5,45.5
E00024364,51.5,48.5
E00024365,49,51
E00024366,55.8,44.2
E00024367,47,53
E00024369,51.3,48.7
E00024370,48.2,51.8
E00024371,53.9,46.1
E00024372,50.9,49.1
E00024373,49.2,50.8
E00024374,46.9,53.1
E00024375,55.5,44.5
E00024376,46.3,53.7
E00024377,49.2,50.8
E00024378,49.9,50.1
E00024379,48.3,51.7
E00024380,48.5,51.5
E00024381,48.7,51.3
E00024383,48.5,51.5
E00024384,52.4,47.6
E00024385,54.5,45.5
E00024386,51.4,48.6
E00024387,51.8,48.2
E00024388,50.9,49.1
E00024389,52.4,47.6
E00024391,51,49
E00024392,48.1,51.9
E00024394,44.9,55.1
E00024395,49.8,50.2
E00024396,53.4,46.6
E00024397,38.5,61.5
E00024398,41.7,58.3
E00024399,51.5,48.5
E00024400,46.4,53.6
E00024401,48.1,51.9
E00024402,50,50
E00024403,52.9,47.1
E00024404,46.8,53.2
E00024405,53.9,46.1
E00024406,54,46
E00024407,51.3,48.7
E00024408,48.1,51.9
E00024409,50.3,49.7
E00024410,50.7,49.3
E00024411,49.9,50.1
E00024412,47.6,52.4
E00024413,50,50
E00024416,41.7,58.3
E00024417,52.1,47.9
E00024418,49.8,50.2
E00024419,51.2,48.8
E00024420,48.6,51.4
E00024421,46.2,53.8
E00024422,50,50
E00024423,52,48
E00024424,52.6,47.4
E00024425,53.5,46.5
E00024426,45.9,54.1
E00024427,50.7,49.3
E00024428,47.1,52.9
E00024429,50.8,49.2
E00024430,50,50
E00024431,46.4,53.6
E00024432,30.1,69.9
E00024433,53.4,46.6
E00024434,47.4,52.6
E00024435,50,50
E00024436,51.9,48.1
E00024437,48.8,51.2
E00024438,46.2,53.8
E00024439,50,50
E00024440,46.8,53.2
E00024441,43,57
E00024442,49.4,50.6
E00024443,52.3,47.7
E00024444,54.3,45.7
E00024445,47.2,52.8
E00024446,50.9,49.1
E00024447,50,50
E00024448,47.2,52.8
E00024449,49.7,50.3
E00024450,49.8,50.2
E00024451,49.3,50.7
E00024453,51.7,48.3
E00024454,49.2,50.8
E00024455,50.3,49.7
E00024456,42.7,57.3
E00024457,48.2,51.8
E00024458,48.9,51.1
E00024459,53.3,46.7
E00024460,51,49
E00024461,52.6,47.4
E00024462,51.6,48.4
E00024463,52.3,47.7
E00024464,46.7,53.3
E00024466,52.3,47.7
E00024467,53.2,46.8
E00024468,47.8,52.2
E00024470,50.6,49.4
E00024471,52.9,47.1
E00024472,52.5,47.5
E00024473,49.7,50.3
E00024474,54.4,45.6
E00024476,55.5,44.5
E00024477,50,50
E00024480,44,56
E00024486,46.1,53.9
E00024487,51,49
E00024504,51.7,48.3
E00024535,51.3,48.7
E00024537,55.2,44.8
E00024538,47.5,52.5
E00024539,47.2,52.8
E00024540,48.4,51.6
E00024541,53.3,46.7
E00024542,36.1,63.9
E00024543,44.1,55.9
E00024544,51.8,48.3
E00024545,54.3,45.7
E00024546,50.6,49.4
E00024547,49.8,50.2
E00024548,49,51
E00024551,48.9,51.1
E00024552,45.2,54.8
E00024553,49.4,50.6
E00024554,50.2,49.8
E00024555,44.3,55.7
E00024556,50.3,49.7
E00024557,44.9,55.1
E00024558,49.3,50.7
E00024559,48.6,51.4
E00024560,51.8,48.2
E00024561,49.5,50.5
E00024562,47.9,52.1
E00024563,49.3,50.7
E00024565,49.9,50.1
E00024566,54.8,45.2
E00024567,54.9,45.1
