geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00024141,94.7,0,2.3,3
E00024142,95.5,3.6,0,0.9
E00024143,87.4,7.9,0.8,3.9
E00024144,99.2,0.8,0,0
E00024145,95.3,3.9,0.8,0
E00024146,96.8,1.6,0,1.6
E00024147,95.4,3.1,0,1.5
E00024148,95.9,2.5,0.8,0.8
E00024150,95.3,0.9,0,3.7
E00024151,94.6,2.7,0,2.7
E00024152,93.1,1.4,1.4,4.2
E00024153,82.3,8,2.7,7.1
E00024154,90.5,3.2,2.4,4
E00024155,92.2,4.3,0,3.5
E00024156,95.5,3.2,1.3,0
E00024157,76.5,17.6,2.5,3.4
E00024158,90.4,3.7,3.7,2.2
E00024159,97.5,2.5,0,0
E00024160,85.1,6.6,4.1,4.1
E00024161,93.4,2.6,1.3,2.6
E00024162,97.8,0.7,0,1.5
E00024163,92.1,2.4,2.4,3.2
E00024164,90.3,6.9,1.7,1.1
E00024165,93.9,1.7,0.9,3.5
E00024166,95.6,1.5,1.5,1.5
E00024167,93.4,3.6,2.2,0.7
E00024168,93.7,1.4,1.4,3.5
E00024169,93.8,1.5,0.8,3.8
E00024170,97.8,1.5,0,0.7
E00024171,90.4,4.2,0,5.4
E00024172,85.4,6.6,1.5,6.6
E00024173,90.4,4.4,2.2,3
E00024175,78.4,12,4,5.6
E00024176,97.5,2.5,0,0
E00024177,99.3,0,0,0.7
E00024178,97.5,0.8,0,1.6
E00024179,97.2,2.1,0,0.7
E00024180,97.7,1.6,0,0.8
E00024181,96.1,2.9,0,1
E00024182,100,0,0,0
E00024183,98.4,0.5,0.5,0.5
E00024184,94,3.4,0.9,1.7
E00024185,98.3,0,0,1.7
E00024186,98.5,0,0.8,0.8
E00024187,96,4,0,0
E00024230,100,0,0,0
E00024231,94.1,0.8,0,5.1
E00024232,99.1,0,0.9,0
E00024233,99.2,0,0.8,0
E00024234,99.2,0,0,0.8
E00024235,91.9,4.7,1.3,2
E00024236,99.4,0,0,0.6
E00024237,99.2,0.8,0,0
E00024238,100,0,0,0
E00024239,99.3,0.7,0,0
E00024240,98.3,1.7,0,0
E00024241,95.5,3,0,1.5
E00024242,98.5,0.8,0,0.8
E00024243,99.2,0,0,0.8
E00024244,99.1,0,0,0.9
E00024245,96.6,0.8,0,2.5
E00024246,97.7,2.3,0,0
E00024247,99.2,0,0,0.8
E00024248,99.2,0,0,0.8
E00024249,97.6,2.4,0,0
E00024250,98.4,1.6,0,0
E00024251,99.2,0.8,0,0
E00024252,98.7,0.6,0,0.6
E00024253,96.3,0.9,0.9,1.9
E00024254,96.6,1.7,0.8,0.8
E00024255,94.7,1.5,0,3.8
E00024256,94.4,1.4,2.1,2.1
E00024257,95.8,0,0.8,3.4
E00024258,94.4,0,2.4,3.2
E00024259,97.6,1.6,0,0.8
E00024260,99,0,0,1
E00024261,99.2,0.8,0,0
E00024262,100,0,0,0
E00024263,99.4,0.6,0,0
E00024264,99.2,0,0,0.8
E00024265,98.5,1.5,0,0
E00024266,98.3,0.9,0,0.9
E00024267,100,0,0,0
E00024268,97.6,2.4,0,0
E00024269,100,0,0,0
E00024270,100,0,0,0
E00024271,98.3,0,1.7,0
E00024272,99.1,0.9,0,0
E00024273,100,0,0,0
E00024274,97.7,1.6,0,0.8
E00024275,93.9,3,3,0
E00024276,90,3.8,2.3,3.8
E00024277,97.8,0.7,0,1.4
E00024278,91.8,3.7,0,4.5
E00024279,96.6,1.7,0,1.7
E00024280,87.1,3,4.5,5.3
E00024281,94.7,0,2,3.3
E00024282,98.1,1.3,0,0.6
E00024283,94.3,0.8,0.8,4.1
E00024284,91.7,3.3,2.5,2.5
E00024285,98.5,0.7,0,0.7
E00024286,94.8,1.3,0.6,3.2
E00024287,92.1,4,1.3,2.6
E00024288,89.1,4.7,2.3,3.9
E00024289,95.6,0.7,0,3.6
E00024290,98.3,0.8,0,0.8
E00024291,95.2,1.6,0,3.2
E00024292,92.4,0.8,0,6.7
E00024293,97.7,0,0,2.3
E00024294,93.2,2,0.7,4.1
E00024295,97.9,1.4,0,0.7
E00024296,97.5,2.5,0,0
E00024297,99.1,0.9,0,0
E00024298,92.4,5,0,2.5
E00024299,97.5,1.7,0,0.8
E00024300,94.9,3.4,0,1.7
E00024301,95.9,0.8,0.8,2.5
E00024302,93.8,1.8,0,4.5
E00024303,98.1,1.9,0,0
E00024304,92.2,1.7,2.6,3.4
E00024305,95.3,0.8,1.6,2.4
E00024306,95.4,1.8,0,2.8
E00024307,94.9,0.9,3.4,0.9
E00024308,97,2.3,0,0.8
E00024309,95.5,2.7,0,1.8
E00024310,97.7,2.3,0,0
E00024311,95.9,1.4,0,2.7
E00024312,99.2,0.8,0,0
E00024314,97.4,1.3,1.3,0
E00024315,89.7,1.7,6,2.6
E00024316,88.4,1.4,2.1,8.2
E00024317,88.6,2.9,5,3.6
E00024318,85.9,3.5,2.8,7.7
E00024319,99.1,0,0.4,0.4
E00024320,99.2,0,0,0.8
E00024321,100,0,0,0
E00024322,97.6,1.4,0,1
E00024323,99.2,0.8,0,0
E00024324,96.3,2.2,0.7,0.7
E00024325,96.9,2.4,0,0.8
E00024326,99.3,0.7,0,0
E00024327,99.2,0,0,0.8
E00024328,100,0,0,0
E00024329,98.1,0.5,0,1.4
E00024330,98.4,0,0,1.6
E00024331,98.5,1.5,0,0
E00024332,99.4,0,0,0.6
E00024333,99.3,0.7,0,0
E00024334,99.2,0.8,0,0
E00024335,98.2,0.9,0,0.9
E00024336,99.2,0.8,0,0
E00024337,99.1,0.9,0,0
E00024338,99.2,0.8,0,0
E00024339,98.3,0.8,0,0.8
E00024340,97.3,2.7,0,0
E00024341,88.2,6.3,2.4,3.1
E00024342,91.8,2.2,3.7,2.2
E00024343,88.1,3.7,3.7,4.4
E00024344,91.1,3.8,1.3,3.8
E00024345,83.2,8.4,4.2,4.2
E00024346,94.3,1.9,0,3.8
E00024347,98.5,1.5,0,0
E00024348,100,0,0,0
E00024349,99.2,0.8,0,0
E00024350,97.3,1.8,0,0.9
E00024351,98.7,1.3,0,0
E00024352,99.2,0,0,0.8
E00024353,98.2,0.9,0,0.9
E00024354,99.2,0.8,0,0
E00024355,99.2,0,0,0.8
E00024356,98.9,0.5,0,0.5
E00024357,99.1,0.9,0,0
E00024358,97.5,2.5,0,0
E00024359,97.9,1.4,0,0.7
E00024360,99.1,0,0,0.9
E00024361,99.2,0.8,0,0
E00024362,98.6,0,0,1.4
E00024363,99.2,0.8,0,0
E00024364,100,0,0,0
E00024365,87.9,6,1.7,4.3
E00024366,66.7,12.8,7.1,13.5
E00024367,62.1,22.7,5.3,9.8
E00024369,62.5,17.6,2.9,16.9
E00024370,50.3,21,4.5,24.2
E00024371,58.2,19.4,5.2,17.2
E00024372,59.9,8.8,1.5,29.9
E00024373,57.5,6.7,6,29.9
E00024374,56.4,11.1,6,26.5
E00024375,59.3,18.6,5,17.1
E00024376,61.4,19,3.2,16.5
E00024377,52.4,13.6,8.7,25.2
E00024378,36.2,27,11.2,25.7
E00024379,71.8,18.2,2.7,7.3
E00024380,60.9,17.4,6.1,15.7
E00024381,70.5,16.4,0.8,12.3
E00024383,56.4,20.7,7.9,15
E00024384,69.9,17.5,5.8,6.8
E00024385,68.6,17.8,3.4,10.2
E00024386,77.5,16.7,2.2,3.6
E00024387,57.6,21.6,11.2,9.6
E00024388,86.7,8.9,2.2,2.2
E00024389,93.3,4,0.7,2
E00024391,90.2,2.5,1.6,5.7
E00024392,60.3,23.7,2.6,13.5
E00024394,71.1,10.5,3.5,14.9
E00024395,78.6,10.7,2.7,8
E00024396,80.7,9.2,3.4,6.7
E00024397,71.3,6.2,0.8,21.7
E00024398,61.6,8.5,0.9,28.9
E00024399,85.5,7.9,0.7,5.9
E00024400,75,10.3,2.9,11.8
E00024401,72.2,13.4,2.1,12.3
E00024402,89.8,3.9,2.3,3.9
E00024403,96.7,3.3,0,0
E00024404,96.9,2.3,0.8,0
E00024405,53.1,20.8,10,16.2
E00024406,53.1,15.9,13.8,17.2
E00024407,71.9,9.4,7.4,11.3
E00024408,63,9.9,4.7,22.4
E00024409,39.6,32.8,3,24.6
E00024410,33.3,32.6,11.6,22.5
E00024411,42.3,35.8,2.4,19.5
E00024412,59.3,13,6.5,21.1
E00024413,50,29.2,4.9,16
E00024416,75.7,0.9,1.7,21.7
E00024417,68.8,14.4,6.4,10.4
E00024418,52.8,26.9,2.8,17.6
E00024419,43.3,29.8,5.8,21.2
E00024420,52.9,22.1,2.9,22.1
E00024421,54.8,13.9,8.7,22.6
E00024422,48.1,32.3,3,16.5
E00024423,48.7,34.5,1.7,15.1
E00024424,69,8.6,1.7,20.7
E00024425,62.8,16.5,5,15.7
E00024426,65.1,13.2,5.7,16
E00024427,62,11.1,4.6,22.2
E00024428,61.6,16,4.8,17.6
E00024429,58.7,23.2,4.3,13.8
E00024430,73.8,11.7,2.9,11.7
E00024431,80.7,5.9,5.9,7.4
E00024432,86.6,1.7,0,11.8
E00024433,74.1,5.4,7.1,13.4
E00024434,55,20.8,7.5,16.7
E00024435,56.7,21.1,10,12.2
E00024436,72.9,8.4,3.9,14.8
E00024437,76.2,8.4,3.5,11.9
E00024438,81.3,4.8,3,10.8
E00024439,81.2,1.5,6.8,10.5
E00024440,70.9,4.7,4.7,19.6
E00024441,73.8,2.8,3.5,19.9
E00024442,85.6,5.9,0.8,7.6
E00024443,44.7,21.1,5.3,28.9
E00024444,87.7,3.3,2.5,6.6
E00024445,59.4,15,2.3,23.3
E00024446,55.6,12.6,14.1,17.8
E00024447,63.9,20.6,5.2,10.3
E00024448,50.8,11.5,14.6,23.1
E00024449,77.4,12,0.8,9.8
E00024450,40.7,26.8,10.6,22
E00024451,70.4,5.6,5.6,18.4
E00024453,47.9,23.1,9.9,19
E00024454,42.7,16.8,13,27.5
E00024455,43.5,30.6,3.7,22.2
E00024456,68,7.3,6.7,18
E00024457,62.8,11.5,7.1,18.6
E00024458,92.2,2.6,2.6,2.6
E00024459,49.6,16.3,13.3,20.7
E00024460,71.9,8.5,6.5,13.1
E00024461,53.4,14.5,13,19.1
E00024462,45.3,22.6,4.7,27.4
E00024463,75.6,9.2,4.6,10.7
E00024464,61.9,6.8,4.2,27.1
E00024466,91.5,1.7,3.4,3.4
E00024467,90.8,6.2,0.8,2.3
E00024468,79.2,4,1.6,15.2
E00024470,73.9,12.3,2.9,10.9
E00024471,87,3.5,1.7,7.8
E00024472,87.2,3.8,1.5,7.5
E00024473,89.4,4.5,2.3,3.8
E00024474,98.4,0,0.8,0.8
E00024476,94.7,1.5,0,3.8
E00024477,88.8,4,1.6,5.6
E00024480,97.6,0.8,0.8,0.8
E00024486,78.6,8.2,3.1,10.2
E00024487,86.8,4,4.6,4.6
E00024504,78.4,7.5,3.5,10.6
E00024535,78.9,15.1,0,6
E00024537,26.7,24.4,2.3,46.5
E00024538,49,37.5,5.8,7.7
E00024539,76.5,7.6,2.3,13.6
E00024540,39.2,30.1,7,23.8
E00024541,35.7,26.8,6,31.5
E00024542,61.5,4.3,0.6,33.5
E00024543,67.1,2.1,2.8,28
E00024544,48.6,22.9,2.9,25.7
E00024545,55.2,17.6,1.6,25.6
E00024546,57.7,19.8,5.4,17.1
E00024547,58.6,10,0.7,30.7
E00024548,58.8,14,5.1,22.1
E00024551,45.5,32.8,3.7,17.9
E00024552,49.3,26.5,8.8,15.4
E00024553,37,25.2,10.9,26.9
E00024554,35.8,20.3,6.5,37.4
E00024555,73.1,9.2,3.4,14.3
E00024556,58.1,12.8,9.4,19.7
E00024557,43.1,25.4,3.1,28.5
E00024558,55.2,13.6,4,27.2
E00024559,44.2,30.1,2.7,23
E00024560,27.6,36.2,11.2,25
E00024561,35.5,39.5,4,21
E00024562,38,31.4,6.6,24
E00024563,44.1,21.6,12.6,21.6
E00024565,68.9,7.3,7.3,16.5
E00024566,41.4,35.1,4.5,18.9
E00024567,67.7,19.2,3.8,9.2
E00024568,49.1,22.4,12.7,15.8
E00024569,52.6,19.8,8.6,19
E00024570,57.7,16.2,3.8,22.3
E00024571,50.4,17.3,6.5,25.9
E00024572,82.1,6.6,0,11.3
E00024573,63.9,15.1,12,9
