geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00132009,27.1,45,6.3,18.8,2.9
E00132010,35.1,45.4,7.2,11.3,1
E00132014,17.6,42.7,10.9,24.7,4.2
E00132015,31.7,43.2,10.1,13.1,2
E00132016,25.3,42.5,4.8,23.8,3.6
E00132017,23.3,43.3,6.7,23.6,3.1
E00132018,30.5,43.8,7.9,14,3.7
E00132019,22.8,47.2,7.1,22.8,0
E00132020,24.6,44.4,6,20.3,4.6
E00133256,22.1,50.9,6,18.9,2.1
E00133258,21.8,47.7,4.1,23,3.3
E00133259,19.8,44.5,8.1,24.4,3.2
E00133260,27.2,41.9,7.6,20.2,3.1
E00133261,15.3,51.1,7.8,24.3,1.5
E00133262,29.6,49,7.1,12.8,1.5
E00133264,28.7,40.4,7.6,19.3,4
E00133265,32.4,43.7,5,15.6,3.2
E00133266,23,54.1,7.4,15.5,0
E00133267,20.8,47,7.6,20.8,3.8
E00133268,24.1,45.5,9.4,16.1,4.9
E00133269,14.3,48,5.6,28.4,3.8
E00133270,31.1,42.5,7.1,15.1,4.2
E00133271,27.1,42.2,9,17.1,4.5
E00133272,31.7,40.1,5.3,18.3,4.6
E00133273,17.8,44.6,7.9,22.8,6.9
E00133288,23.6,47.8,7.6,17.4,3.6
E00133289,26.1,39.1,7.8,21.7,5.2
E00133290,28.4,39.9,6.1,23,2.7
E00133291,24,39.8,9.7,23.7,2.9
E00133292,31.7,45.9,6,13.1,3.3
E00133293,32.5,36.3,6.2,19.7,5.2
E00133294,18.9,46.2,4.2,26.9,3.8
E00133305,25.4,49.3,6.3,15.6,3.4
E00133307,23.1,48.7,9,17.1,2.1
E00133316,22.2,46.4,5.1,23.1,3.3
E00133326,22.7,50.2,6,18,3.2
E00133329,25.3,46.8,8.7,16.6,2.6
E00133358,22.1,46.4,7.6,21.3,2.7
E00133359,20.1,44,8.9,21.2,5.8
E00133360,24.3,49.8,6.8,16.6,2.6
E00133361,20.8,45.5,11.4,17.8,4.5
E00133362,19.2,41.8,8.4,25.7,5
E00133363,19.6,46.6,10.9,20.9,1.9
E00133364,30.9,45.2,8,13.8,2.1
E00133365,23.7,38.2,8.3,22.8,7
E00133366,21.9,47.6,8.3,19.8,2.4
E00133367,29,42.5,7.9,16.8,3.7
E00133368,29.8,46.5,3.9,15.8,3.9
E00133369,20.6,44.4,8.8,20.6,5.6
E00133370,32.9,39.5,3.3,21,3.3
E00133371,26.2,45.8,4,20.4,3.6
E00133372,18.5,47.9,6.8,23.4,3.4
E00133373,23.6,42.1,7.1,24.2,3
E00133374,19.8,49.1,7.5,21.8,1.7
E00133376,31.9,40,8.1,20,0
E00133377,30,38.3,6.3,19.6,5.8
E00133378,30.9,29.6,11.1,22.2,6.2
E00133379,21.2,43.5,8.1,24.6,2.7
E00133380,15.1,45.6,6,27.9,5.5
E00133381,17.4,49.1,6.5,24.2,2.7
E00133382,38.8,36.6,7.2,14.7,2.8
E00133383,22.8,39.5,9.6,19.7,8.3
E00133384,28.3,40,8.7,19.7,3.3
E00133385,22.3,46.3,6.6,21.3,3.5
E00133386,28.6,33,10.4,18.5,9.5
E00133388,24.1,39.6,8.5,20.7,7
E00133389,21.7,37.3,10.7,25,5.3
E00133390,36.3,34.9,7.5,14.9,6.4
E00133391,20.9,39.5,9.1,24.7,5.7
E00133392,24.2,38.5,9.1,23.8,4.3
E00133393,29,42.4,9.5,17.6,1.4
E00133394,21.1,44,6.9,24.8,3.2
E00133395,34.6,38.2,7.9,16.1,3.1
E00133396,27.4,42.3,5.1,20.5,4.7
E00133397,19.6,49,6.7,20.4,4.3
E00133398,26.6,44,7.4,17,5
E00133399,24.5,33.6,4.9,11,26
E00133400,16.4,48.5,6.5,26.6,2
E00133401,27.2,35.6,4.7,21.5,11.1
E00133402,25.7,41.5,5.7,21.9,5.3
E00133403,32.3,35.9,6,19.5,6.3
E00133404,27.2,33.8,8,24.6,6.3
E00133405,34.4,39.1,3.9,17.6,5
E00133406,25.6,42.7,8.1,19.1,4.5
E00133407,29.7,33.7,10.3,20,6.3
E00133409,25.1,40,5.6,23.3,6
E00133410,30.1,45.6,6.4,14.6,3.3
E00133411,22.2,43.6,7.3,22.7,4.1
E00133412,28.6,36.1,7.5,20.7,7.1
E00133413,18.4,46.8,6.4,22.4,6
E00133414,29.4,41.8,6.6,16.1,6
E00133415,22.3,38.8,8.1,25.3,5.5
E00133416,26.9,43.5,4.8,18.8,5.9
E00133417,18.7,41.9,10.7,26,2.8
E00133418,23.7,46.1,6.1,20.6,3.5
E00133419,22.5,40.3,9.3,25.6,2.3
E00133420,28.4,38,7.5,19.5,6.5
E00133421,40.8,32.6,8.2,14.6,3.7
E00133422,48.3,28.2,8,10.3,5.2
E00133423,27,35.7,9.2,25,3.1
E00133424,30.8,38.3,7.5,17.8,5.6
E00133425,27.3,38.1,6,22.5,6
