geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00132009,10.1,18.8,50,21
E00132010,13.7,11.8,62.7,11.8
E00132014,11.3,12.8,61,14.9
E00132015,8.1,20.7,54.1,17.1
E00132016,7.6,21.8,54.9,15.6
E00132017,7.2,26.8,51.2,14.8
E00132018,8.4,21.5,56,14.1
E00132019,15.1,22.6,46.2,16
E00132020,12.5,22.5,46.7,18.3
E00133256,7.6,14,57.9,20.5
E00133258,12,18,55.3,14.7
E00133259,12.4,21.6,50.5,15.5
E00133260,14.9,16.1,47.2,21.7
E00133261,5,18.6,64.5,11.8
E00133262,6.9,20.6,55.9,16.7
E00133264,12.2,16.9,52.7,18.2
E00133265,7.3,23.6,51.7,17.4
E00133266,10.8,15.7,56,17.5
E00133267,11.8,21.5,54.2,12.5
E00133268,11.6,22.3,52.9,13.2
E00133269,10.3,23,52.5,14.2
E00133270,15.5,14.4,52.6,17.5
E00133271,12.1,15.4,57.1,15.4
E00133272,8.3,25,52.6,14.1
E00133273,13,20.4,50,16.7
E00133288,8.9,20.5,50,20.5
E00133289,14.2,15.1,52.8,17.9
E00133290,5.3,26.3,42.1,26.3
E00133291,13.2,19.9,50,16.9
E00133292,6.7,22.5,50.6,20.2
E00133293,4.5,18,63.9,13.5
E00133294,10.9,22.4,47.3,19.4
E00133305,11,15.6,55,18.3
E00133307,9.1,20.9,58.2,11.8
E00133316,9.4,20.7,57.3,12.7
E00133326,7,17.1,56.7,19.3
E00133329,1.5,18.2,66.4,13.9
E00133358,7.2,20.5,55.4,16.9
E00133359,4.5,16.6,65,14
E00133360,11.4,13,57.7,17.9
E00133361,10.4,23.9,50,15.7
E00133362,10.1,16.2,58.8,14.9
E00133363,6.8,21.4,59.9,12
E00133364,8.5,23.9,57.7,9.9
E00133365,6.6,16.4,62.3,14.8
E00133366,5.6,17.5,61.9,15
E00133367,7.3,21.9,55.2,15.6
E00133368,10.1,15.1,55.5,19.3
E00133369,3.8,22.1,56.7,17.3
E00133370,9.7,19.4,61.2,9.7
E00133371,5,25.2,56.3,13.4
E00133372,8.9,17.9,58.5,14.7
E00133373,7,20.9,56.3,15.8
E00133374,12.2,18.2,50.3,19.3
E00133376,17.1,11.8,57.9,13.2
E00133377,8.2,12.5,69.5,9.8
E00133378,2.6,15.6,68.2,13.5
E00133379,14.3,13.6,55.1,17
E00133380,7.5,16.4,58,18.1
E00133381,5.1,19.2,54.8,20.9
E00133382,6.2,12.4,65.8,15.5
E00133383,8.9,23.7,57.8,9.6
E00133384,9.2,13.3,64.6,12.8
E00133385,7.7,24.9,55.6,11.8
E00133386,7.4,21.5,57,14.1
E00133388,5.7,16.6,66.3,11.4
E00133389,4.3,16.1,68.3,11.2
E00133390,6.4,10.8,69.4,13.4
E00133391,8.8,19.6,61.8,9.8
E00133392,7.3,18.5,58.1,16.1
E00133393,7.8,19.1,57.4,15.7
E00133394,4.1,14.2,68.8,12.9
E00133395,7.5,15,57.1,20.4
E00133396,12.5,17.1,56.6,13.8
E00133397,3.6,9.6,70.5,16.3
E00133398,4.2,14.2,69.8,11.8
E00133399,9.9,14.4,60.4,15.3
E00133400,4.8,19.6,59.8,15.9
E00133401,6.5,14.8,64.8,13.9
E00133402,4.7,7.9,74.7,12.6
E00133403,5.7,10,70.4,13.9
E00133404,3.9,13.1,67,16
E00133405,6.4,15.2,68,10.4
E00133406,6.6,14.6,61.5,17.4
E00133407,2.8,15,65.3,16.9
E00133409,6.3,23.4,58.6,11.7
E00133410,5.3,15.9,67.1,11.6
E00133411,7.9,17.4,61,13.7
E00133412,6.4,13.6,59.3,20.7
E00133413,2.9,20.9,62.2,14
E00133414,8.6,16.6,62,12.9
E00133415,7.4,20.2,56.4,16
E00133416,4.6,13.2,69.5,12.6
E00133417,8.8,11.8,64.1,15.3
E00133418,9.2,17.6,56.9,16.3
E00133419,7.5,15.8,63.9,12.8
E00133420,8.1,18,55,18.9
E00133421,5.4,11.6,74.8,8.2
E00133422,13.1,18,57.4,11.5
E00133423,7.8,22.5,63.7,5.9
E00133424,6,24.6,55.2,14.2
E00133425,8.2,14.3,61.2,16.3
E00133426,10,13.1,65.4,11.5
E00133427,5.5,16.6,66.9,11
E00133428,3.5,13.1,74.4,9
E00133429,8.7,19.9,62.1,9.3
E00133430,6.9,19.7,63.6,9.8
E00133431,4.6,18.3,62.3,14.9
E00133432,2.8,12.8,66.5,17.9
E00133433,9.3,13.4,63.9,13.4
E00133434,8.4,16.2,60.2,15.2
E00133435,4.8,11.8,68.6,14.8
E00133436,8,13.4,62.7,15.9
E00133437,4.3,15.1,66.1,14.5
E00133438,11.6,19.5,55.5,13.4
E00133439,6.6,17.5,54.4,21.5
E00133440,8.8,14.9,60.2,16
E00133441,8.6,15.1,64.5,11.8
E00133442,7.6,27.1,55.9,9.3
E00133443,8.3,21.8,55.8,14.1
E00133444,6.8,13.1,69.5,10.6
E00133446,8.6,16.9,65.2,9.4
E00133448,4.9,11.5,71.3,12.3
E00133449,5.6,18,66.3,10.1
E00133450,4.5,16.8,62,16.8
E00133451,7.5,17.9,60.4,14.2
E00133452,10.5,14.6,60.2,14.6
E00133454,5.3,15.1,65.3,14.2
E00133455,6.4,16.8,68.3,8.4
E00133456,7.9,15.8,62.4,13.9
E00133457,16.6,23.4,46.3,13.7
E00133458,10.9,25.5,46.4,17.3
E00133459,7.7,21.9,54.4,16
E00133460,9,17.9,56.6,16.6
E00133461,14.8,17,48.3,19.9
E00133462,8.6,27.9,46.4,17.1
E00133463,11.2,19.1,51.7,18
E00133487,3.4,20.5,57.3,18.8
E00133488,10.3,14.2,61.9,13.5
E00133489,6.3,17.2,67.2,9.4
E00133490,8.4,13.5,61.8,16.3
E00133491,10.9,17.2,52.3,19.5
E00133492,12.1,15.6,50.9,21.4
E00133493,15.3,20,53.7,11.1
E00133494,16.1,23.2,47,13.7
E00133495,8.8,16.8,55.2,19.2
E00133496,13.1,24.4,42.3,20.2
E00133497,7.5,18,56.6,18
E00133498,12.9,17.3,51.8,18
E00133499,9.2,13.8,55.4,21.5
