geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00132009,95.4,0.3,4.3
E00132010,89.9,1.8,8.3
E00132014,93.6,1.1,5.3
E00132015,92,0.4,7.6
E00132016,95.4,0,4.6
E00132017,96.6,1.1,2.4
E00132018,97.1,0.6,2.2
E00132019,96,0.9,3.1
E00132020,97.5,0,2.5
E00133256,93.9,0.3,5.8
E00133258,94.3,1,4.8
E00133259,96,1.6,2.4
E00133260,98.6,0,1.4
E00133261,96.5,0,3.5
E00133262,97.3,0,2.7
E00133264,93.3,0.6,6
E00133265,97.3,0.4,2.2
E00133266,98.6,0.6,0.8
E00133267,96.3,0.6,3.1
E00133268,96.8,1.1,2.2
E00133269,95.3,0.7,4
E00133270,97.1,0,2.9
E00133271,93.6,1.3,5.2
E00133272,92,0,8
E00133273,98.2,1.8,0
E00133288,97.9,0.9,1.2
E00133289,94.8,1.2,4
E00133290,99.4,0.6,0
E00133291,95.4,1.9,2.8
E00133292,90.8,2.9,6.3
E00133293,92.6,0.9,6.5
E00133294,91.7,0.3,8
E00133305,97.8,0.4,1.8
E00133307,97.4,0,2.6
E00133316,92.9,0.2,6.8
E00133326,94.4,1,4.6
E00133329,95.5,1,3.5
E00133358,91.4,0.9,7.7
E00133359,83.2,3.1,13.7
E00133360,95.6,1.1,3.3
E00133361,93,0.3,6.7
E00133362,95.6,1,3.4
E00133363,91.9,1.3,6.8
E00133364,94.5,1.3,4.2
E00133365,80.9,2.2,17
E00133366,95.6,1.5,2.9
E00133367,90,2.7,7.3
E00133368,95.7,1.4,2.8
E00133369,84.2,0,15.8
E00133370,92.3,1.1,6.6
E00133371,91.1,1.5,7.4
E00133372,92.8,0,7.2
E00133373,92.2,3.8,4.1
E00133374,90.3,1.9,7.8
E00133376,98.7,0.6,0.6
E00133377,51.1,2.1,46.8
E00133378,51.6,1.4,47
E00133379,92.9,0.6,6.4
E00133380,90.1,0.5,9.4
E00133381,85.7,3.4,10.9
E00133382,73.8,1.5,24.8
E00133383,80.1,2.8,17.1
E00133384,57.9,3.3,38.9
E00133385,86.3,2.1,11.6
E00133386,86,0.2,13.8
E00133388,75.6,0.9,23.5
E00133389,69.3,2.4,28.4
E00133390,62.3,2,35.7
E00133391,71.4,1.7,26.9
E00133392,86.1,1.1,12.7
E00133393,89.2,0.4,10.3
E00133394,74.2,2.1,23.7
E00133395,74.3,1,24.7
E00133396,80,0.7,19.3
E00133397,64.1,1.2,34.7
E00133398,69.4,1.3,29.3
E00133399,89,0,11
E00133400,84.9,0.9,14.2
E00133401,65.3,0.9,33.8
E00133402,59,2.8,38.3
E00133403,45.3,5.3,49.4
E00133404,57.7,3.3,39
E00133405,58.4,2.2,39.4
E00133406,73.9,2,24.1
E00133407,51.1,2.3,46.6
E00133409,80.3,0.8,18.9
E00133410,73.6,1.3,25.1
E00133411,77.6,0.4,22
E00133412,77,0.4,22.7
E00133413,92.8,0.6,6.7
E00133414,81.3,1.3,17.4
E00133415,80.9,1.3,17.8
E00133416,64.4,2.3,33.2
E00133417,87.1,0,12.9
E00133418,78.7,1.9,19.5
E00133419,90.4,0.7,8.9
E00133420,90.6,0.3,9.1
E00133421,65.4,2,32.6
E00133422,77.6,0,22.4
E00133423,90.9,0,9.1
E00133424,78,0,22
E00133425,75.4,1.5,23.1
E00133426,74,2,24
E00133427,85.4,1,13.6
E00133428,51.5,3.8,44.7
E00133429,71.3,2.1,26.6
E00133430,66.6,2.3,31.1
E00133431,72.8,1.5,25.7
E00133432,61.9,1.4,36.8
E00133433,70.1,2.5,27.4
E00133434,60.2,1.1,38.7
E00133435,66.7,2.2,31.1
E00133436,72.6,3.5,23.9
E00133437,55.3,6.8,37.9
E00133438,94.8,0.6,4.6
E00133439,79.2,1.9,18.9
E00133440,68.1,1.8,30.1
E00133441,64.2,2,33.8
E00133442,86.6,5.1,8.3
E00133443,85.3,1.2,13.5
E00133444,80.3,0.7,19
E00133446,76.8,2.2,21
E00133448,91.6,1.1,7.3
E00133449,84.9,0,15.1
E00133450,70.4,2.9,26.8
E00133451,69.6,2.4,28
E00133452,82.5,0.6,17
E00133454,63.8,1.5,34.7
E00133455,69.1,3.3,27.6
E00133456,92.5,0,7.5
E00133457,98.4,0,1.6
E00133458,100,0,0
E00133459,97.8,0.6,1.7
E00133460,93.6,0.3,6.1
E00133461,95.9,0.9,3.1
E00133462,94.3,0.9,4.7
E00133463,92.7,1.3,6
E00133487,96.9,0.3,2.7
E00133488,96.2,0.9,2.8
E00133489,91.2,4.8,4.1
E00133490,97.7,0.3,2.1
E00133491,100,0,0
E00133492,96.2,1.9,1.9
E00133493,92.9,0.9,6.2
