geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00127023,83.1,8.7,2.6,5.6
E00127411,86.1,8.5,2.2,3.2
E00129625,88.7,6.5,1.3,3.5
E00129626,90,3.5,2.2,4.3
E00129709,86.1,4.7,4.1,5.1
E00129712,88,6.2,2.7,3.1
E00129713,87.1,7.5,1.7,3.7
E00129717,88.9,6.3,2.4,2.4
E00129718,86.6,8.2,2.3,2.8
E00129719,87.3,6.2,3.4,3.1
E00129720,88.4,7.3,1.2,3
E00129721,90.4,6.1,0.4,3.2
E00129723,89.2,4.9,2,3.9
E00129724,89.1,5.4,2.7,2.7
E00129725,89.3,6.9,1.9,1.9
E00129726,90.7,3.2,3.2,2.9
E00129727,92.1,3.7,0.5,3.7
E00129728,82,9.4,3.3,5.3
E00129729,87.1,3.4,1.3,8.2
E00129730,87.4,6.2,3.5,3
E00129731,84.9,5,1.4,8.6
E00129732,89.8,4.5,2.9,2.9
E00129733,87.1,5.5,2.6,4.7
E00129734,87.9,6.3,2,3.8
E00129840,87.6,7.5,3.2,1.7
E00129841,82.9,5.4,1.4,10.3
E00129842,89.6,3.5,1.2,5.8
E00129843,84.8,10.6,1.3,3.3
E00129844,86.8,6.1,1.7,5.4
E00129845,87.7,5.5,3.6,3.2
E00129848,90.3,3.8,2.2,3.8
E00129849,88.4,4.7,2.1,4.7
E00129852,88.2,2.9,1.8,7.1
E00129853,87.9,6.2,1,4.9
E00129854,88.4,4.4,1.4,5.8
E00129855,88.2,4.4,3.7,3.7
E00129856,88.5,4.5,3.3,3.6
E00129857,88.7,6.1,0.6,4.6
E00129859,91.2,4.9,0.4,3.5
E00129860,90.4,1.8,1.8,6
E00129863,90.6,3.5,2,3.9
E00129864,87,5.7,2.8,4.4
E00129865,85.9,5.2,1.6,7.3
E00170174,90,5.7,1.4,2.8
E00170180,88.1,7.8,0.4,3.7
E00185571,87.5,7,2.2,3.4
E00185579,88.1,4.4,3.2,4.4
E00185588,90.4,6.4,1.1,2.1
E00185601,86.2,8,1.4,4.3
E00185616,89.8,7.2,0.8,2.2
