geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00127023,87,0.8,12.1
E00127411,80.3,3,16.7
E00129625,87.2,2.4,10.4
E00129626,84.5,0,15.5
E00129709,78.4,0,21.6
E00129712,89.9,1,9.1
E00129713,90.6,0.8,8.7
E00129717,85.9,1.1,12.9
E00129718,85.5,1.6,12.8
E00129719,92,0.6,7.4
E00129720,81.3,1.2,17.5
E00129721,75.2,1.4,23.4
E00129723,86,1.2,12.8
E00129724,88,0,12
E00129725,85.9,0.4,13.8
E00129726,90.6,1.6,7.8
E00129727,78.8,0,21.2
E00129728,80.4,0,19.6
E00129729,87.1,0.3,12.5
E00129730,85.2,0.8,14
E00129731,69.1,2.9,28.1
E00129732,86.3,0,13.7
E00129733,83.6,0.7,15.7
E00129734,83.3,1.2,15.5
E00129840,81.9,0.2,18
E00129841,85.8,1.4,12.8
E00129842,76,0,24
E00129843,83.1,1.4,15.5
E00129844,89.5,0,10.5
E00129845,79.1,0.3,20.6
E00129848,73.5,1.5,25
E00129849,73,0.4,26.6
E00129852,79.9,0.3,19.8
E00129853,82.6,1.3,16.1
E00129854,81.7,0,18.3
E00129855,82.5,0.3,17.2
E00129856,80.8,0.7,18.5
E00129857,83.8,0.6,15.6
E00129859,75.7,0,24.3
E00129860,76.1,0.7,23.2
E00129863,70.4,1.1,28.6
E00129864,81.9,2.5,15.6
E00129865,78.7,0.5,20.8
E00170174,86.6,0.3,13.1
E00170180,81.8,2.7,15.4
E00185571,92.5,0.5,7
E00185579,86.5,2.3,11.2
E00185588,85.2,0,14.8
E00185601,89.3,2.7,8.1
E00185616,85.1,1.5,13.4
