areacd,heating_type_3a-001,heating_type_3a-002
E02003352,0.6,99.4
E02003353,0.6,99.4
E02003354,0.7,99.3
E02003355,1.3,98.7
E02003357,1.5,98.5
E02003358,1.2,98.8
E02003359,1.1,98.9
E02003360,0.7,99.3
E02003361,1.3,98.7
E02003362,1.3,98.7
E02003363,0.6,99.4
E02003364,0.7,99.3
E02003365,0.7,99.3
E02003366,0.7,99.3
E02003367,1,99
E02003369,0.5,99.5
E02003370,0.8,99.2
E02003371,0.6,99.4
E02003372,0.4,99.6
E02003373,1.1,98.9
E02003374,1.5,98.5
E02003375,1,99
E02003377,1,99
E02003378,1.6,98.4
E02003379,1.1,98.9
E02003380,0.8,99.2
E02003381,0.7,99.3
E02003382,1.1,98.9
E02003383,0.8,99.2
E02003385,2,98
E02003386,1.1,98.9
E02003387,0.7,99.3
E02003388,1,99
E02003389,0.3,99.7
E02003390,0.7,99.3
E02003391,1,99
E02003392,2.4,97.6
E02003393,0.9,99.1
E02003394,1.7,98.3
E02003395,2.9,97.1
E02003396,2.2,97.8
E02003397,1.3,98.7
E02003398,2.5,97.5
E02003400,2.4,97.6
E02003401,2.9,97.1
E02003402,3.4,96.6
E02003403,1.4,98.6
E02003404,1.8,98.2
E02003405,2.2,97.8
E02003406,1.1,98.9
E02003421,0.3,99.7
E02003422,1,99
E02003423,1,99
E02003424,0.9,99.1
E02003425,1.8,98.2
E02003426,0.5,99.5
E02003427,1.3,98.7
E02003428,0.8,99.2
E02003429,0.7,99.3
E02003439,0.4,99.6
E02003440,0.7,99.3
E02003441,0.4,99.6
E02003442,0.4,99.6
E02003443,0.8,99.2
E02003444,0.7,99.3
E02003445,1,99
E02003446,0.8,99.2
E02003447,0.6,99.4
E02003448,0.6,99.4
E02003449,1.8,98.2
E02003450,1,99
E02003451,0.9,99.1
E02003452,0.3,99.7
E02003453,0.3,99.7
E02003454,0.5,99.5
E02003455,0.8,99.2
E02003456,0.7,99.3
E02003457,0.4,99.6
E02003458,0.6,99.4
E02003712,0.7,99.3
E02003713,0.5,99.5
E02003715,0.5,99.5
E02003716,1,99
E02003717,0.6,99.4
E02003718,0.6,99.4
E02004675,0.6,99.4
E02004676,1.1,98.9
E02004677,1,99
E02004678,0.8,99.2
E02004679,0.4,99.6
E02004680,0.3,99.7
E02004681,0.9,99.1
E02004682,0.7,99.3
E02004683,0.9,99.1
E02004684,0.7,99.3
E02004685,2.5,97.5
E02004686,2.1,97.9
E02004687,0.8,99.2
E02004688,0.8,99.2
E02004689,0.3,99.7
E02004690,1,99
E02004691,0.8,99.2
E02004692,0.4,99.6
E02004693,1.1,98.9
E02004694,1.5,98.5
E02004695,0.5,99.5
E02004696,0.8,99.2
E02004751,0.5,99.5
E02004752,0.8,99.2
E02004753,0.8,99.2
E02004754,0.5,99.5
E02004755,0.8,99.2
E02004756,0.5,99.5
E02004757,0.5,99.5
E02004758,0.8,99.2
E02004759,0.8,99.2
E02004760,0.3,99.7
E02004761,0.4,99.6
E02004802,0.9,99.1
E02004803,1,99
E02004804,1.2,98.8
E02004805,0.8,99.2
E02004806,0.5,99.5
E02004807,1.6,98.4
E02004808,1.4,98.6
E02004809,2.2,97.8
E02004810,1.2,98.8
E02004811,1.6,98.4
E02004812,1.3,98.7
E02004813,1.2,98.8
E02005966,0.5,99.5
E02005967,1,99
E02005968,1.1,98.9
E02005969,0.8,99.2
E02005970,3.2,96.8
E02005971,1.4,98.6
E02005972,0.7,99.3
E02005973,0.8,99.2
E02005974,0.7,99.3
E02005975,0.5,99.5
E02005976,0.9,99.1
E02005977,0.6,99.4
E02005992,0.7,99.3
E02006347,1,99
E02006353,1.2,98.8
E02006357,0.8,99.2
E02006419,0.9,99.1
E02006420,0.5,99.5
E02006422,0.7,99.3
E02006423,1.2,98.8
E02006424,0.4,99.6
E02006425,1,99
E02006426,0.3,99.7
E02006427,0.8,99.2
E02006439,0.6,99.4
E02006440,0.7,99.3
E02006441,1,99
E02006442,0.5,99.5
E02006444,0.6,99.4
E02006447,0.5,99.5
E02006939,4.1,95.9
E02006940,3.9,96.1
