areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02003352,12.5,17.4,53.1,16.9
E02003353,8.6,14.3,64.5,12.7
E02003354,9.5,15.5,63.6,11.4
E02003355,9.2,15.8,65.8,9.2
E02003357,8.5,15.8,64.9,10.8
E02003358,8,15.3,66.1,10.6
E02003359,7.8,16,65.8,10.3
E02003360,8.1,16.4,65.3,10.2
E02003361,8.6,17.2,64.3,9.9
E02003362,8.1,17.7,63.4,10.8
E02003363,9.2,13.7,62.3,14.8
E02003364,9.9,17.8,61.4,10.9
E02003365,9.8,17.6,61.3,11.3
E02003366,8.9,16.8,58.7,15.6
E02003367,12,17.9,54.4,15.8
E02003369,12.3,15.7,54,18.1
E02003370,11.6,17.4,58.5,12.5
E02003371,10.6,18.3,62.4,8.8
E02003372,10.6,19.6,60.8,9.1
E02003373,11,16.1,55.5,17.4
E02003374,10.2,18,62.5,9.3
E02003375,9.3,16.7,63.3,10.7
E02003377,10.9,16.5,55.2,17.3
E02003378,10.2,16.5,63.3,10
E02003379,8.9,15.4,66.2,9.5
E02003380,9,17.1,63.3,10.6
E02003381,9.8,17,61,12.2
E02003382,8.5,17.8,63.8,9.9
E02003383,9,17.2,63.9,9.8
E02003385,7.9,13.8,67.8,10.6
E02003386,9.5,17.9,61.4,11.2
E02003387,11.7,16.6,59.5,12.1
E02003388,11.5,15.5,58.5,14.4
E02003389,11.4,18,59.9,10.7
E02003390,11.8,16.6,57.2,14.3
E02003391,8.8,17.7,61.7,11.8
E02003392,7.6,13.9,67.9,10.6
E02003393,9.8,17.4,62.4,10.4
E02003394,9.5,18.6,63.5,8.5
E02003395,7.8,15.2,68.1,8.9
E02003396,8.6,14.9,67.7,8.8
E02003397,10.3,19.9,62,7.8
E02003398,11.4,15.9,64.5,8.2
E02003400,17.9,14.2,58.2,9.7
E02003401,8.7,14.4,67.3,9.6
E02003402,8.8,14.3,68.2,8.7
E02003403,8.5,18.3,65.6,7.6
E02003404,17,17.2,56.8,9
E02003405,8.9,17.2,66,7.9
E02003406,9.4,18.3,63.7,8.7
E02003421,12.3,18,56.8,12.9
E02003422,12.5,16.9,52.4,18.2
E02003423,10.8,18.2,60.4,10.6
E02003424,10.5,13.2,60.4,15.9
E02003425,9.4,14.3,63.9,12.4
E02003426,10.1,15.9,60.3,13.7
E02003427,10,16.7,63.2,10.1
E02003428,9.2,17.2,63,10.6
E02003429,10.5,16.4,56.1,17
E02003439,13.2,16.5,53.4,16.9
E02003440,11.1,16.4,59.7,12.8
E02003441,11.5,17.6,58.8,12.1
E02003442,9.5,16.5,62.2,11.8
E02003443,11.1,17.2,61.8,9.8
E02003444,12,17.2,61,9.9
E02003445,9.4,17.8,64.4,8.4
E02003446,14,15.9,60,10.1
E02003447,8.9,14.8,65.7,10.7
E02003448,10.5,15.3,60.5,13.7
E02003449,8.5,14.8,65.9,10.8
E02003450,8.9,14.5,66,10.6
E02003451,9.6,15.5,63.3,11.6
E02003452,8.7,14.8,63.3,13.1
E02003453,11,15,61.3,12.7
E02003454,9.5,15.6,63.8,11.1
E02003455,8.4,14.1,65,12.6
E02003456,8.7,15.3,61.8,14.2
E02003457,11.7,15.8,58.8,13.7
E02003458,12.2,16,57.5,14.4
E02003712,10.6,16.8,61.2,11.5
E02003713,11.7,19.4,55.4,13.5
E02003715,13.5,16.8,51.7,18
E02003716,11.9,16.2,57.2,14.6
E02003717,12.6,17.7,54.5,15.2
E02003718,12.8,17.6,55.5,14.2
E02004675,8.7,16,65.5,9.8
E02004676,10.1,16.9,60.6,12.4
E02004677,12.5,17.6,54.3,15.6
E02004678,10,16.2,58.9,14.9
E02004679,8.7,15.1,62.8,13.5
E02004680,7.2,13.7,67,12.1
E02004681,7.2,14.6,69.1,9
E02004682,8.4,15.6,65,11.1
E02004683,7.8,14.2,70.1,7.9
E02004684,7.6,14.5,69.5,8.4
E02004685,7.4,13.3,70.8,8.5
E02004686,8.9,13.9,68,9.2
E02004687,9.3,17.5,63.8,9.4
E02004688,9.5,18.4,63,9.1
E02004689,11.7,17.4,59,11.8
E02004690,8.2,16.9,66,9
E02004691,12.8,17.7,53.2,16.3
E02004692,10.6,17.9,60.7,10.9
E02004693,7.5,16.9,65.8,9.7
E02004694,10.3,18.2,58.4,13.1
E02004695,8.8,16,64,11.2
E02004696,10.4,15.9,60.5,13.2
E02004751,10.3,18.6,58.9,12.2
E02004752,10.2,18.4,58.6,12.7
E02004753,9.5,16.2,61.9,12.4
E02004754,12,17.2,55.4,15.3
E02004755,9.4,14.1,63,13.5
E02004756,10.6,16.6,57.8,15
E02004757,12.1,18.7,56.1,13.1
E02004758,11.5,16.4,57.6,14.5
E02004759,11,17.7,59.7,11.6
E02004760,10.2,16.9,58.1,14.9
E02004761,10.4,15,57.4,17.2
E02004802,9.7,17.9,63.5,9
E02004803,8.4,18.2,65.5,7.9
E02004804,8.4,16.8,65,9.7
E02004805,9.6,15.5,63,12
E02004806,8.1,17,64.5,10.4
E02004807,8.8,17.3,64.1,9.8
E02004808,8.2,14.6,63.9,13.4
E02004809,6.8,14.1,66.7,12.4
E02004810,8.8,16.7,65.2,9.3
E02004811,9.2,16.5,64.2,10.1
E02004812,9,16,63.9,11.1
E02004813,9.4,19.2,62.1,9.3
E02005966,7.5,14.6,68.7,9.2
E02005967,7.3,15.3,67.3,10
E02005968,9.3,16.9,60.1,13.7
E02005969,10.2,20.6,57.7,11.5
E02005970,8.4,15.2,68.7,7.7
E02005971,8,17.8,66,8.1
E02005972,9.8,16.3,60.7,13.2
E02005973,13,18.4,54.3,14.3
E02005974,12.9,16.8,53.6,16.8
E02005975,14,17.2,51.9,16.9
E02005976,16.5,16.9,47.3,19.3
E02005977,12.9,18.6,54.3,14.2
E02005992,9.1,15.7,61.9,13.4
E02006347,8.3,17.2,63.6,10.9
E02006353,10,18.4,61.8,9.7
E02006357,9.8,15.9,62.7,11.6
E02006419,10,16.9,61.3,11.8
E02006420,10.9,16,57.7,15.4
E02006422,10.6,17.8,59.4,12.1
E02006423,9.8,16.2,61.7,12.3
E02006424,11.1,17,59.6,12.3
E02006425,8.7,16.8,64.7,9.8
E02006426,10,19.6,59.5,10.9
E02006427,8.3,16.4,62.4,12.8
E02006439,11.1,17.1,59.3,12.5
E02006440,12.1,18.8,57.5,11.6
E02006441,13.2,18.4,55.6,12.7
E02006442,13.9,17.9,48.4,19.8
E02006444,13.8,19.5,52.2,14.5
E02006447,12.9,17.5,55.2,14.4
E02006939,6.5,10.1,74.1,9.3
E02006940,7.7,9.5,74.1,8.8
