areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02003352,95.4,2.8,0.6,1.1
E02003353,93.4,3,1.1,2.5
E02003354,91.6,3.9,1.1,3.3
E02003355,90.2,3.7,1.7,4.4
E02003357,86.4,4.9,2.1,6.6
E02003358,86.2,5,1.7,7.1
E02003359,91.1,3.7,1.3,3.9
E02003360,89.7,4.8,1.9,3.6
E02003361,91.2,4.2,1.4,3.2
E02003362,90.3,3.8,1.8,4.1
E02003363,95.3,2.1,1,1.6
E02003364,93.7,3.1,1.1,2.1
E02003365,95.3,2.6,0.5,1.6
E02003366,88.8,4.4,2.2,4.5
E02003367,97.3,1.7,0.4,0.7
E02003369,96.7,1.9,0.2,1.2
E02003370,94.9,2.6,0.6,1.9
E02003371,96.2,2.3,0.6,1
E02003372,93.6,2.7,1.4,2.4
E02003373,96.1,2.3,0.5,1.1
E02003374,90.9,3.3,1.4,4.4
E02003375,95.1,2.1,0.6,2.2
E02003377,96.3,2.2,0.3,1.1
E02003378,91.6,2.8,1.2,4.4
E02003379,87.1,4.5,2.1,6.4
E02003380,95.2,2,0.6,2.2
E02003381,96,2.3,0.6,1.1
E02003382,94.4,2.2,0.8,2.5
E02003383,94.8,2.8,0.9,1.5
E02003385,87.6,3.6,1.7,7.2
E02003386,91.7,3.1,0.9,4.3
E02003387,94.6,2.4,0.8,2.1
E02003388,95.7,2.8,0.6,0.9
E02003389,90.5,5,1.3,3.3
E02003390,92.4,3.9,1.2,2.4
E02003391,90.3,4.5,1.6,3.5
E02003392,84.4,6.8,2,6.7
E02003393,93.5,3.4,0.8,2.3
E02003394,81.4,7.2,3.6,7.8
E02003395,64.9,11.6,4.9,18.6
E02003396,76.9,8.2,3.2,11.8
E02003397,90.7,4.1,2,3.2
E02003398,66.1,12.7,4,17.2
E02003400,76.9,10.2,1.6,11.4
E02003401,76.4,8,3.6,12.1
E02003402,68.8,11.1,2.9,17.3
E02003403,85.3,6.1,3.1,5.5
E02003404,77.3,9.4,3.7,9.6
E02003405,75.6,7.4,3.5,13.6
E02003406,82.4,7.6,2.6,7.4
E02003421,88.4,7.6,1.3,2.7
E02003422,95.7,2.7,0.2,1.5
