areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00037597,27.1,72.9
E00037598,32.8,67.2
E00037643,24.8,75.2
E00055464,31.7,68.3
E00055465,32.5,67.5
E00055466,30.6,69.4
E00055467,31.2,68.8
E00055468,31.1,68.9
E00055470,25.9,74.1
E00055471,30.4,69.6
E00055473,32.8,67.2
E00055474,26.5,73.5
E00055476,40.7,59.3
E00055477,25.9,74.1
E00055479,29.4,70.6
E00055480,24.8,75.2
E00055482,22.1,77.9
E00055483,33.9,66.1
E00055484,34.5,65.5
E00055485,39.4,60.6
E00055487,33.6,66.4
E00055488,32.4,67.6
E00055489,28.4,71.6
E00055490,29.6,70.4
E00055491,29.2,70.8
E00055492,30.8,69.2
E00055493,32.5,67.5
E00055494,18,82
E00055495,30.8,69.2
E00055496,42.7,57.3
E00055497,29.7,70.3
E00055498,43.6,56.4
E00055499,33.7,66.3
E00055500,26.2,73.8
E00055501,31,69
E00055502,33.6,66.4
E00055503,29.2,70.8
E00055505,28.3,71.7
E00055506,40.4,59.6
E00055507,23.8,76.3
E00055984,24,76
E00055985,25.2,74.8
E00055986,29.7,70.3
E00055987,28.6,71.4
E00055988,24.3,75.7
E00055989,33,67
E00055990,17.3,82.7
E00055991,25,75
E00055992,28.8,71.2
E00055993,31.4,68.6
E00055994,25,75
E00055995,22.6,77.4
E00055996,32.5,67.5
E00055997,26.2,73.8
E00055998,35.9,64.1
E00055999,28.8,71.2
E00056000,28.1,71.9
E00056001,33.7,66.3
E00056002,34,66
E00056003,26.9,73.1
E00056004,33.3,66.7
E00056005,31,69
E00056006,28.9,71.1
E00056008,27.5,72.5
E00056009,25.7,74.3
E00056010,26,74
E00056011,18.2,81.8
E00056012,25.7,74.3
E00056013,28.1,71.9
E00056014,31.6,68.4
E00056015,28.3,71.7
E00056016,29.4,70.6
E00056017,27.3,72.7
E00056018,28.5,71.5
E00056019,24.1,75.9
E00056020,30.5,69.5
E00056021,23.3,76.7
E00056022,24.8,75.2
E00056023,20.8,79.2
E00056024,36.1,63.9
E00056025,35,65
E00056026,22.8,77.2
E00056027,26.1,73.9
E00056028,24.7,75.3
E00056029,33.3,66.7
E00056030,29.2,70.8
E00056031,29.6,70.4
E00056032,30,70
E00056033,31.6,68.4
E00056034,28.7,71.3
E00056035,33.2,66.8
E00056036,25.3,74.7
E00056037,28,72
E00056038,29.8,70.2
E00056039,31.8,68.2
E00056040,32.2,67.8
E00056041,26.8,73.2
E00056042,37.1,62.9
E00056280,20.8,79.2
E00056325,31.8,68.2
E00056331,26.3,73.7
E00056353,30.6,69.4
E00056357,28.6,71.4
E00056358,22.1,77.9
E00056362,33.5,66.5
E00056380,69.4,30.6
E00056381,21.4,78.6
E00056382,31.8,68.2
E00056383,33.8,66.2
E00056384,30.9,69.1
E00056385,25,75
E00056386,31.5,68.5
E00056387,24.8,75.2
E00056389,31.9,68.1
E00056390,31.8,68.2
E00056391,29.9,70.1
E00056392,31.1,68.9
E00056394,31.3,68.7
E00056395,26.2,73.8
E00056396,27.3,72.7
E00056397,25.5,74.5
E00056398,34.2,65.8
E00056399,27.7,72.3
E00056400,37.5,62.5
E00056401,36.7,63.3
E00056402,25.3,74.7
E00056403,26.8,73.2
E00056404,27.9,72.1
E00056405,33.6,66.4
E00056406,29.6,70.4
E00056407,24.6,75.4
E00056408,26.9,73.1
E00056409,25.8,74.2
E00056410,23.3,76.7
E00056411,36.6,63.4
E00056412,26.4,73.6
E00056413,31.2,68.8
E00056414,29.2,70.8
E00056415,33.3,66.7
E00056416,42.3,57.7
E00056417,32,68
E00056418,33.9,66.1
E00056419,38.6,61.4
E00056420,31.4,68.6
E00056421,28.1,71.9
E00056422,24.3,75.7
E00056423,27.5,72.5
E00056424,34.9,65.1
E00056425,33.8,66.2
E00056426,26,74
E00056427,28,72
E00056428,29.4,70.6
E00056429,35.3,64.7
E00056430,36.8,63.2
E00056431,31.3,68.8
E00056432,39.6,60.4
E00060193,34.1,65.9
E00060195,25.7,74.3
E00168748,34.8,65.2
E00175535,29.3,70.7
E00175546,27,73
E00175547,23.7,76.3
E00175548,20.4,79.6
E00178670,27.5,72.5
E00178681,25.3,74.7
E00178706,25.9,74.1
E00178719,24.4,75.6
E00180032,16.1,83.9
E00180074,27.8,72.2
