areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00037597,98,2
E00037598,96.1,3.9
E00037643,96.9,3.1
E00055464,97.1,2.9
E00055465,91.2,8.8
E00055466,87.8,12.2
E00055467,90.4,9.6
E00055468,94.6,5.4
E00055470,92.6,7.4
E00055471,90.3,9.7
E00055473,96.9,3.1
E00055474,87.9,12.1
E00055476,91.2,8.8
E00055477,93.2,6.8
E00055479,94.1,5.9
E00055480,91.5,8.5
E00055482,95,5
E00055483,84,16
E00055484,85.9,14.1
E00055485,82.3,17.7
E00055487,92,8
E00055488,93.3,6.7
E00055489,80.9,19.1
E00055490,95.7,4.3
E00055491,85.7,14.3
E00055492,92.4,7.6
E00055493,97.5,2.5
E00055494,88.8,11.2
E00055495,83.8,16.2
E00055496,93.4,6.6
E00055497,96.3,3.7
E00055498,90.8,9.2
E00055499,94.8,5.2
E00055500,91.7,8.3
E00055501,97.3,2.7
E00055502,97.1,2.9
E00055503,96,4
E00055505,94.3,5.7
E00055506,89.5,10.5
E00055507,91.7,8.3
E00055984,98.4,1.6
E00055985,97,3
E00055986,96.9,3.1
E00055987,96.9,3.1
E00055988,97.5,2.5
E00055989,98.2,1.8
E00055990,96.8,3.2
E00055991,98.5,1.5
E00055992,96.9,3.1
E00055993,97.3,2.7
E00055994,97.5,2.5
E00055995,98.4,1.6
E00055996,98.7,1.3
E00055997,96.8,3.2
E00055998,97.1,2.9
E00055999,97,3
E00056000,99.4,0.6
E00056001,100,0
E00056002,97.7,2.3
E00056003,95.6,4.4
E00056004,99,1
E00056005,98.7,1.3
E00056006,96.4,3.6
E00056008,97.8,2.2
E00056009,95.3,4.7
E00056010,95.5,4.5
E00056011,94.8,5.2
E00056012,96.4,3.6
E00056013,98.7,1.3
E00056014,98.5,1.5
E00056015,95,5
E00056016,97.5,2.5
E00056017,97.6,2.4
E00056018,96.8,3.2
E00056019,97,3
E00056020,97.9,2.1
E00056021,97.6,2.4
E00056022,97.3,2.7
E00056023,99.2,0.8
E00056024,97.5,2.5
E00056025,96.1,3.9
E00056026,96.9,3.1
E00056027,97,3
E00056028,96.1,3.9
E00056029,98.3,1.7
E00056030,98.1,1.9
E00056031,96.7,3.3
E00056032,99.6,0.4
E00056033,97.2,2.8
E00056034,97.4,2.6
E00056035,97.9,2.1
E00056036,95.3,4.7
E00056037,98.6,1.4
E00056038,97.1,2.9
E00056039,98,2
E00056040,97.8,2.2
E00056041,96.2,3.8
E00056042,96.3,3.8
E00056280,96.3,3.7
E00056325,97.5,2.5
E00056331,96.3,3.7
E00056353,98,2
E00056357,95.7,4.3
E00056358,96.7,3.3
E00056362,95.7,4.3
E00056380,88.5,11.5
E00056381,96.1,3.9
E00056382,95.7,4.3
E00056383,98.1,1.9
E00056384,95.7,4.3
E00056385,97.1,2.9
E00056386,96.9,3.1
E00056387,97,3
E00056389,94.5,5.5
E00056390,95.7,4.3
E00056391,94.8,5.2
E00056392,96.6,3.4
E00056394,96.1,3.9
E00056395,92.1,7.9
E00056396,95.9,4.1
E00056397,97.2,2.8
E00056398,96.7,3.3
E00056399,93.3,6.7
E00056400,96.9,3.1
E00056401,96,4
E00056402,97.3,2.7
E00056403,96.8,3.2
E00056404,95.5,4.5
E00056405,90.9,9.1
E00056406,96,4
E00056407,96.8,3.2
E00056408,97.4,2.6
E00056409,97.6,2.4
E00056410,97.2,2.8
E00056411,98.2,1.8
E00056412,92.9,7.1
E00056413,94.7,5.3
E00056414,98.7,1.3
E00056415,95.2,4.8
E00056416,96.7,3.3
E00056417,96.4,3.6
E00056418,96.4,3.6
E00056419,95.4,4.6
E00056420,97.3,2.7
E00056421,96.5,3.5
E00056422,96.4,3.6
E00056423,95.1,4.9
E00056424,98.2,1.8
E00056425,98.2,1.8
E00056426,98,2
E00056427,98.5,1.5
E00056428,97.6,2.4
E00056429,98.3,1.7
E00056430,99.3,0.7
E00056431,94.4,5.6
E00056432,96,4
E00060193,95.7,4.3
E00060195,96.2,3.8
E00168748,95.7,4.3
E00175535,91.2,8.8
E00175546,96.7,3.3
E00175547,91.7,8.3
E00175548,93.2,6.8
E00178670,95.1,4.9
E00178681,98.1,1.9
E00178706,95.5,4.5
E00178719,99.5,0.5
E00180032,97.5,2.5
E00180074,96.8,3.2
