areacd,heating_type_3a-001,heating_type_3a-002
E00037597,4.2,95.8
E00037598,1.7,98.3
E00037643,0,100
E00055464,0,100
E00055465,0.8,99.2
E00055466,1.5,98.5
E00055467,2.1,97.9
E00055468,2,98
E00055470,1,99
E00055471,1.6,98.4
E00055473,3.4,96.6
E00055474,1.9,98.1
E00055476,0,100
E00055477,0.7,99.3
E00055479,1.6,98.4
E00055480,0,100
E00055482,2.6,97.4
E00055483,3.2,96.8
E00055484,2.6,97.4
E00055485,2.5,97.5
E00055487,2.8,97.2
E00055488,1.4,98.6
E00055489,2.2,97.8
E00055490,2.4,97.6
E00055491,3,97
E00055492,1.2,98.8
E00055493,0,100
E00055494,0.9,99.1
E00055495,3.2,96.8
E00055496,0.8,99.2
E00055497,0.8,99.2
E00055498,2.7,97.3
E00055499,0.9,99.1
E00055500,5.6,94.4
E00055501,2.4,97.6
E00055502,0,100
E00055503,1.8,98.2
E00055505,1.5,98.5
E00055506,2.6,97.4
E00055507,4.9,95.1
E00055984,0.8,99.2
E00055985,0.8,99.2
E00055986,3.4,96.6
E00055987,0.7,99.3
E00055988,0.5,99.5
E00055989,0,100
E00055990,0,100
E00055991,0,100
E00055992,1.5,98.5
E00055993,0.8,99.2
E00055994,0.8,99.2
E00055995,0.6,99.4
E00055996,0.7,99.3
E00055997,2.3,97.7
E00055998,0,100
E00055999,2,98
E00056000,0,100
E00056001,1.5,98.5
E00056002,1.2,98.8
E00056003,1.9,98.1
E00056004,1.5,98.5
E00056005,0,100
E00056006,2.1,97.9
E00056008,4.3,95.7
E00056009,0.9,99.1
E00056010,0,100
E00056011,0.6,99.4
E00056012,1.6,98.4
E00056013,0,100
E00056014,4.8,95.2
E00056015,1.3,98.7
E00056016,0,100
E00056017,0,100
E00056018,3.9,96.1
E00056019,0.5,99.5
E00056020,0,100
E00056021,0.7,99.3
E00056022,1.2,98.8
E00056023,0.9,99.1
E00056024,2.4,97.6
E00056025,1.1,98.9
E00056026,1,99
E00056027,0,100
E00056028,1.4,98.6
E00056029,4.3,95.7
E00056030,1.3,98.7
E00056031,0,100
E00056032,0,100
E00056033,0,100
E00056034,0,100
E00056035,0,100
E00056036,0.7,99.3
E00056037,0.8,99.2
E00056038,0.9,99.1
E00056039,2.4,97.6
E00056040,0.9,99.1
E00056041,0,100
E00056042,0,100
E00056280,6.8,93.2
E00056325,1.6,98.4
E00056331,0,100
E00056353,0,100
E00056357,0.8,99.2
E00056358,1.2,98.8
E00056362,0,100
E00056380,0,100
E00056381,1.4,98.6
E00056382,0,100
E00056383,0.7,99.3
E00056384,0,100
E00056385,0,100
E00056386,2.2,97.8
E00056387,0,100
E00056389,4.6,95.4
E00056390,0.8,99.2
E00056391,2.9,97.1
E00056392,0.8,99.2
E00056394,0.5,99.5
E00056395,0.5,99.5
E00056396,0,100
E00056397,1.7,98.3
E00056398,3.7,96.3
E00056399,2.2,97.8
E00056400,0,100
E00056401,0.8,99.2
E00056402,0,100
E00056403,2.6,97.4
E00056404,1.7,98.3
E00056405,0.9,99.1
E00056406,0,100
E00056407,0.5,99.5
E00056408,0.8,99.2
E00056409,0.8,99.2
E00056410,1.6,98.4
E00056411,2.5,97.5
E00056412,2.2,97.8
E00056413,5,95
E00056414,1.6,98.4
E00056415,0,100
E00056416,0,100
E00056417,0,100
E00056418,5,95
E00056419,0,100
E00056420,2.5,97.5
E00056421,0,100
E00056422,2.3,97.7
E00056423,0.7,99.3
E00056424,3.5,96.5
E00056425,0,100
E00056426,1.5,98.5
E00056427,4.3,95.7
E00056428,0.7,99.3
E00056429,2.3,97.7
E00056430,0.8,99.2
E00056431,0.8,99.2
E00056432,0,100
E00060193,0,100
E00060195,0,100
E00168748,0,100
E00175535,0,100
E00175546,2.9,97.1
E00175547,1,99
E00175548,0,100
E00178670,2.9,97.1
E00178681,1.5,98.5
E00178706,0,100
E00178719,1.4,98.6
E00180032,0,100
E00180074,0.9,99.1
