areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00037597,5.1,30.8,64.1
E00037598,5.2,29.3,65.5
E00037643,3.4,9,87.6
E00055464,5,21.7,73.3
E00055465,3.1,33.3,63.6
E00055466,7.4,31,61.6
E00055467,7,35,58
E00055468,4.8,26.9,68.3
E00055470,2.4,31.7,65.9
E00055471,4,33.1,62.9
E00055473,9.3,39,51.7
E00055474,1.9,62.5,35.6
E00055476,0,77.3,22.7
E00055477,8.7,29.5,61.7
E00055479,4.9,29.3,65.9
E00055480,2.4,24,73.6
E00055482,0.8,27.5,71.7
E00055483,2,53.5,44.4
E00055484,4.4,32.7,62.8
E00055485,5.8,23.1,71.1
E00055487,5.5,37.6,56.9
E00055488,2,34,63.9
E00055489,6.7,35.1,58.2
E00055490,4,29,66.9
E00055491,6.5,22.5,71
E00055492,4.2,32.5,63.3
E00055493,3.1,30,66.9
E00055494,9.7,31.9,58.4
E00055495,5.7,22,72.4
E00055496,4,34.9,61.1
E00055497,3,30.4,66.7
E00055498,5.4,37.8,56.8
E00055499,0.9,29.7,69.4
E00055500,0.7,32.1,67.1
E00055501,3.1,52.3,44.5
E00055502,5.8,33.3,60.9
E00055503,3.5,33.9,62.6
E00055505,4.5,28.4,67.2
E00055506,3.5,36.8,59.6
E00055507,0.8,48.8,50.4
E00055984,3.1,26.9,70
E00055985,4.8,16.7,78.6
E00055986,1.4,41.8,56.7
E00055987,1.5,19.9,78.7
E00055988,4.5,30.7,64.9
E00055989,0,28.3,71.7
E00055990,1.7,47.9,50.4
E00055991,0,25.3,74.7
E00055992,2.9,18.8,78.3
E00055993,3.1,23.4,73.4
E00055994,4.4,25,70.6
E00055995,4.3,24.1,71.6
E00055996,2,29.5,68.5
E00055997,6.3,31.5,62.2
E00055998,3.5,36,60.5
E00055999,1.3,28,70.7
E00056000,7.9,25.8,66.2
E00056001,2.3,33.1,64.6
E00056002,3,22.9,74.1
E00056003,4.6,25.3,70
E00056004,2.2,26.1,71.7
E00056005,4.6,23.7,71.8
E00056006,6.3,26.1,67.6
E00056008,0,23.4,76.6
E00056009,2.7,19.6,77.7
E00056010,3.7,21.4,74.9
E00056011,1.8,18.2,80
E00056012,3.3,26.8,69.9
E00056013,3.2,21.8,75
E00056014,4.8,38.1,57.1
E00056015,0,46.2,53.8
E00056016,3.2,26.6,70.1
E00056017,3,63.2,33.8
E00056018,3,19.2,77.8
E00056019,4.3,20.8,74.9
E00056020,1.4,28.7,69.9
E00056021,0.7,32.6,66.7
E00056022,3,26.8,70.2
E00056023,4.3,23.9,71.8
E00056024,4.7,32.9,62.4
E00056025,2.1,23.4,74.5
E00056026,2,29.3,68.8
E00056027,1.9,28.7,69.4
E00056028,4.1,15.2,80.7
E00056029,2.1,30.1,67.8
E00056030,0.6,28.3,71.1
E00056031,3,18.5,78.5
E00056032,2.5,27.5,70
E00056033,7.5,24.3,68.2
E00056034,0.9,11.1,88
E00056035,3.7,13.4,82.8
E00056036,4.9,23.1,72
E00056037,1.6,33.3,65.1
E00056038,3.4,21.4,75.2
E00056039,4.7,38,57.4
E00056040,4.4,10.6,85
E00056041,0,3.9,96.1
E00056042,2.9,19,78.1
E00056280,6.7,22.2,71.1
E00056325,2.3,26.9,70.8
E00056331,4.9,22.6,72.6
E00056353,1.9,28,70.1
E00056357,7,22.7,70.3
E00056358,1.2,43.4,55.5
E00056362,4.2,31,64.9
E00056380,0,13.3,86.7
E00056381,2.9,42.1,55
E00056382,1.4,23.7,74.8
E00056383,2.2,30.7,67.2
E00056384,0.7,25.5,73.8
E00056385,6.6,24.5,68.9
E00056386,5,32.9,62.1
E00056387,5.2,26.7,68.1
E00056389,3.1,41.4,55.5
E00056390,3.2,22.4,74.4
E00056391,1.1,31.4,67.4
E00056392,4.8,21.8,73.4
E00056394,4.8,16.3,78.9
E00056395,7.8,25.5,66.7
E00056396,2.9,22.3,74.9
E00056397,3.8,17.5,78.6
E00056398,0,46.7,53.3
E00056399,5.2,21.5,73.3
E00056400,3.1,18,78.9
E00056401,3.2,29.8,66.9
E00056402,3.5,38.1,58.4
E00056403,5.2,28.7,66.1
E00056404,4.2,28.6,67.2
E00056405,3.4,21.2,75.4
E00056406,1.7,26.5,71.8
E00056407,2.5,21,76.5
E00056408,0,30.8,69.2
E00056409,3.4,24.4,72.3
E00056410,2.5,25,72.5
E00056411,0,21.3,78.8
E00056412,4.5,38.6,56.8
E00056413,0,29.5,70.5
E00056414,1.1,30.6,68.3
E00056415,1,37.5,61.5
E00056416,2.3,26,71.8
E00056417,3,25.7,71.3
E00056418,2.4,28.8,68.8
E00056419,4,27.6,68.4
E00056420,3.4,34.2,62.4
E00056421,2.9,26.3,70.8
E00056422,1.6,34.1,64.3
E00056423,2.9,20.4,76.6
E00056424,4.2,47.9,47.9
E00056425,0,26,74
E00056426,1.5,18.3,80.2
E00056427,2.9,25.9,71.2
E00056428,2.9,22.1,75
E00056429,3.9,27.9,68.2
E00056430,2.5,19.2,78.3
E00056431,3.4,28.8,67.8
E00056432,3.6,22.9,73.5
E00060193,1.5,31.8,66.7
E00060195,0,32.5,67.5
E00168748,0,22.6,77.4
E00175535,6.1,15.2,78.8
E00175546,4,35,61
E00175547,4,11,85
E00175548,6.3,14.6,79.2
E00178670,7.2,23.2,69.6
E00178681,2.9,24.5,72.5
E00178706,0,22.6,77.4
E00178719,1.9,12.6,85.5
E00180032,4,21.3,74.7
E00180074,3.5,22.9,73.6
