geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00043747,49.6,3.2,47.1
E00043750,47,2.4,50.6
E00043752,60.3,0.4,39.4
E00043757,55.5,3.2,41.3
E00043768,56.6,3.1,40.3
E00043770,48.7,2.7,48.7
E00043771,40.3,2.5,57.1
E00043772,50,7.4,42.6
E00043773,28.9,8.5,62.7
E00043779,45.9,2.2,51.9
E00043780,30.3,4.6,65.1
E00043784,37.6,1.2,61.2
E00043785,41.9,2.6,55.5
E00043787,59.6,4.8,35.7
E00043788,68.9,1,30.1
E00043789,26.2,3.7,70.1
E00043790,53.1,4.5,42.5
E00043791,49.5,2.2,48.4
E00043792,37.9,3.4,58.6
E00043793,35.1,8.2,56.7
E00043794,40,12.9,47.1
E00043796,52.8,3.5,43.7
E00043827,48.1,3.8,48.1
E00043828,47.9,6,46.1
E00043830,39.5,5.7,54.8
E00043833,54.8,5.3,39.9
E00043834,37.1,5.9,56.9
E00043843,61,5.9,33.1
E00043846,56.5,3.7,39.7
E00043847,60.8,3.2,36
E00043848,55.3,4.9,39.8
E00043849,49.1,8.2,42.8
E00043850,49,5.4,45.6
E00043851,52.5,5,42.5
E00044089,34.4,4.1,61.5
E00044090,43.6,7.2,49.2
E00044091,61.2,2.6,36.1
E00044092,56.2,4.7,39.1
E00044093,60.4,6.1,33.5
E00044094,45.1,3.2,51.6
E00044095,47,3.9,49.2
E00044096,43,0,57
E00044097,48.9,1.6,49.5
E00044098,51.1,3.4,45.5
E00044099,51,3.5,45.5
E00044100,49.3,4.1,46.5
E00044101,58.4,2.7,38.9
E00044102,41.8,2.4,55.9
E00044103,34.1,3.9,62
E00044104,45.1,0,54.9
E00044105,44.3,3.8,51.9
E00044106,51.7,2.6,45.7
E00044109,50.5,3.4,46.1
E00044111,68.2,3.1,28.7
E00044112,50.5,2.7,46.8
E00044113,53.5,1.1,45.4
E00044176,41.4,8.3,50.3
E00044178,45.6,2.3,52.1
E00044179,33.6,8.4,58
E00044180,14.2,6.8,79
E00044181,48.6,2.9,48.6
E00044182,46.5,5.4,48
E00044183,46.7,5.7,47.6
E00044187,44.9,6.4,48.7
E00044188,45.9,9.9,44.2
E00044190,58.6,5.5,35.9
E00044193,51.9,9.5,38.6
E00044194,49.5,4.3,46.2
E00044195,19,5,76
E00044196,50.9,5.3,43.9
E00044198,43,4.3,52.6
E00044199,22.6,4.4,73.1
E00044201,48.3,4.2,47.5
E00044202,57.4,4.8,37.8
E00044204,49.6,6.3,44.2
E00044205,53.3,7.7,39
E00044206,51.5,3.3,45.2
E00044207,42.7,7.9,49.4
E00044208,51.8,4,44.1
E00044209,55.4,3,41.6
E00044210,42.5,7.3,50.2
E00044211,34.3,7.4,58.3
E00044212,31.6,2.8,65.6
E00044213,57.8,5.1,37.1
E00044214,58.5,1.7,39.8
E00044216,23.5,3.2,73.3
E00044217,36.6,7.7,55.7
E00044218,58.3,4.1,37.6
E00044219,53.1,1.9,45
E00044220,64.2,3.4,32.3
E00044221,50.7,6.6,42.6
E00044222,58.5,1.8,39.7
E00044224,63.3,5.1,31.6
E00044226,62.3,3.7,34
E00044227,44.2,6.8,49
E00044228,41,5.3,53.7
E00044230,34.4,4.5,61.1
E00044231,42.3,2.6,55.1
E00044232,46,6.1,47.9
E00044233,42.1,10.1,47.8
E00044234,61.8,3.1,35.1
E00044235,47.2,5.6,47.2
E00044236,57.6,2.2,40.2
E00044237,40.7,3.6,55.7
E00044238,56.8,3,40.3
E00044239,51,3.8,45.2
E00044240,58.8,2.5,38.8
E00044241,64,1.6,34.4
E00044283,54.3,2.5,43.1
E00044284,61.3,1.9,36.8
E00044285,59.4,1.2,39.4
E00044286,45,2.1,52.9
E00044287,60.3,1.3,38.4
E00044288,50,2.7,47.3
E00044289,58.6,2.8,38.6
E00044290,64,0.5,35.4
E00044291,61.2,0.8,38
E00044292,49.7,2.7,47.6
E00044293,44.4,1.5,54.1
E00044294,59.2,2.2,38.6
E00044295,50,0.5,49.5
E00044296,52.3,3.4,44.3
E00044297,65.1,2.4,32.5
E00044298,51.6,1.8,46.5
E00044299,60.4,2.3,37.4
E00044300,49,1.7,49.3
E00044301,64,0.9,35.1
E00044302,49.7,4.3,46
E00044303,59.7,2.6,37.8
E00044304,58.4,0.8,40.7
E00044305,63.5,2.5,34
E00044306,69.7,2.9,27.5
E00044307,60.6,0.4,39
E00044308,51.1,1.9,47
E00044309,60.8,0.7,38.4
E00044310,33,0.9,66
E00044311,59.3,0.4,40.3
E00044312,54.6,0,45.4
E00044313,55,2.5,42.6
E00044314,53.6,1.7,44.8
E00044315,61.4,1.8,36.8
E00044316,59.5,2.5,38
E00044350,23.2,9.1,67.7
E00044351,36.5,7.3,56.2
E00044352,51.6,6.8,41.6
E00044353,41.7,4.4,53.9
E00044354,52.9,3.4,43.7
E00044355,48.2,2.1,49.6
E00044356,59.7,4.7,35.7
E00044357,36.3,3.5,60.2
E00044358,55.3,3,41.7
E00044359,40,7.9,52.1
E00044360,47.1,4.7,48.3
E00044361,43.2,3.6,53.1
E00044362,31.9,0.4,67.8
E00044363,58.2,2.8,39
E00044364,31.2,10.4,58.4
E00044365,49.6,8.1,42.2
E00044366,45.6,0.7,53.6
E00044367,50,8.3,41.7
E00044368,63.6,2.1,34.3
E00044369,43.4,5.7,50.9
E00044370,60.1,3.6,36.3
E00044371,61.3,2.3,36.5
E00044372,58.1,1.7,40.2
E00044373,47.4,7.3,45.3
E00044374,52.2,9.2,38.6
E00044375,28.4,5.4,66.2
E00044376,42.3,5.7,52
E00044377,35.8,7.3,57
E00044378,40.9,9.7,49.4
E00044379,38.3,7.6,54.2
E00044381,52.1,7.8,40.1
E00044382,44.4,10.6,45
E00044383,54.7,3.1,42.2
E00044384,34.6,13.5,51.9
E00044498,58.6,0.4,41
E00044499,62.3,2.2,35.5
E00044500,46.2,3.1,50.8
E00044501,56.3,3.4,40.4
E00044502,59.7,2.9,37.4
E00044511,58.5,0,41.5
E00044516,50.7,4.8,44.5
E00044517,44.8,4.4,50.8
E00044518,54.7,3.3,42
E00044519,60.4,2.6,37
E00044520,43.1,4.6,52.3
E00044521,41.6,3.2,55.2
E00044522,47.6,7.1,45.3
E00044523,52.8,6.8,40.4
E00044524,51,5,44
E00044525,46.4,4.6,49
E00044526,39.1,3,57.9
