geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00043747,96.9,1.5,1.5
E00043750,96.4,1.4,2.2
E00043752,98,1.4,0.6
E00043757,97.6,1.7,0.7
E00043768,96.9,0.6,2.5
E00043770,99.4,0,0.6
E00043771,98.6,0.5,0.8
E00043772,98.3,0.7,1
E00043773,96.3,1.2,2.4
E00043779,98.3,0,1.7
E00043780,99.6,0,0.4
E00043784,98.6,1.1,0.4
E00043785,99.2,0,0.8
E00043787,99.6,0,0.4
E00043788,100,0,0
E00043789,100,0,0
E00043790,98.6,0,1.4
E00043791,100,0,0
E00043792,100,0,0
E00043793,98.7,0.4,0.9
E00043794,99,0.5,0.5
E00043796,99.6,0,0.4
E00043827,100,0,0
E00043828,99.3,0.3,0.3
E00043830,96.4,0.6,3
E00043833,98.8,1.2,0
E00043834,100,0,0
E00043843,98.2,0.3,1.5
E00043846,98.6,0.4,1.1
E00043847,99.3,0.3,0.3
E00043848,99.6,0,0.4
E00043849,98.1,0,1.9
E00043850,98.6,0.4,1.1
E00043851,97.1,1.1,1.8
E00044089,98.1,0,1.9
E00044090,99.6,0.4,0
E00044091,99,0,1
E00044092,99.5,0,0.5
E00044093,98.3,0.7,1
E00044094,99.4,0,0.6
E00044095,97.2,2.4,0.5
E00044096,98.1,0,1.9
E00044097,95.3,0.9,3.7
E00044098,97.5,0.4,2.2
E00044099,99.6,0,0.4
E00044100,100,0,0
E00044101,99.7,0,0.3
E00044102,97,2.1,0.9
E00044103,98.4,0,1.6
E00044104,97.9,0.9,1.3
E00044105,97.6,1,1.5
E00044106,98.3,0,1.7
E00044109,99.6,0,0.4
E00044111,98.8,0,1.2
E00044112,98.9,0.4,0.7
E00044113,99,0.3,0.7
E00044176,98.3,1.1,0.6
E00044178,99.2,0.8,0
E00044179,93.8,0.7,5.5
E00044180,94.7,0.4,4.9
E00044181,90.1,2.5,7.4
E00044182,96,0.4,3.6
E00044183,95.3,0.4,4.2
E00044187,85.1,0.7,14.1
E00044188,91.7,1.7,6.6
E00044190,83.9,1.8,14.2
E00044193,88.2,0.3,11.4
E00044194,89.4,1.8,8.8
E00044195,95.8,1.7,2.5
E00044196,88.4,0,11.6
E00044198,84.4,1.1,14.5
E00044199,97.3,0.3,2.4
E00044201,90.4,3.9,5.6
E00044202,87.8,1.4,10.8
E00044204,68.8,2.8,28.4
E00044205,76.3,2.8,20.9
E00044206,81.8,1.3,16.9
E00044207,82.1,2.7,15.2
E00044208,85.2,0,14.8
E00044209,87.9,0,12.1
E00044210,97.2,0,2.8
E00044211,93,0,7
E00044212,98.2,0.7,1.1
E00044213,98.5,0,1.5
E00044214,98.6,0,1.4
E00044216,97.6,0.6,1.8
E00044217,97,0.4,2.6
E00044218,97,0,3
E00044219,99,0,1
E00044220,98.9,0,1.1
E00044221,97.6,0,2.4
E00044222,97.2,0.7,2.1
E00044224,97.6,0.3,2.1
E00044226,96.5,0.3,3.2
E00044227,94.7,0.4,4.9
E00044228,99.6,0,0.4
E00044230,98.8,0,1.2
E00044231,99.4,0,0.6
E00044232,97,0,3
E00044233,96.1,0,3.9
E00044234,98.8,0,1.2
E00044235,94.7,2,3.3
E00044236,97.6,0.3,2.2
E00044237,98.5,0.5,1
E00044238,99.2,0.8,0
E00044239,98.5,0.4,1.2
E00044240,96.1,3.5,0.4
E00044241,92.2,2.2,5.6
E00044283,99.6,0,0.4
E00044284,97,0.4,2.5
E00044285,100,0,0
E00044286,99.1,0.6,0.3
E00044287,100,0,0
E00044288,98.3,0.4,1.3
E00044289,98,0,2
E00044290,100,0,0
E00044291,97.7,2,0.3
E00044292,98.5,0,1.5
E00044293,98.6,0,1.4
E00044294,98.7,0.9,0.3
E00044295,96.4,1.2,2.4
E00044296,98.2,0,1.8
E00044297,99,0.3,0.7
E00044298,98.3,0.8,0.8
E00044299,97.2,0,2.8
E00044300,98.2,0.6,1.2
E00044301,97.4,0.5,2.2
E00044302,94.5,2.2,3.3
E00044303,99.6,0,0.4
E00044304,99.3,0,0.7
E00044305,97.6,2.1,0.3
E00044306,98.9,0,1.1
E00044307,96.3,1,2.7
E00044308,98.7,0,1.3
E00044309,98.4,1,0.6
E00044310,99.1,0.9,0
E00044311,98.1,0,1.9
E00044312,97.9,0.7,1.4
E00044313,97.9,0.3,1.7
E00044314,99.6,0,0.4
E00044315,98.7,0,1.3
E00044316,100,0,0
E00044350,94.5,0,5.5
E00044351,94.3,0.4,5.3
E00044352,97.8,0,2.2
E00044353,92.1,0.9,7
E00044354,97.7,0.4,1.9
E00044355,97.6,0.6,1.8
E00044356,93.6,2.1,4.2
E00044357,92.7,1,6.2
E00044358,97.4,1,1.6
E00044359,94.7,0.6,4.7
E00044360,95.1,1.8,3.1
E00044361,97.2,0,2.8
E00044362,96.4,1.7,2
E00044363,97.9,1.4,0.7
E00044364,92,0.7,7.3
E00044365,93.7,0.3,6
E00044366,95.9,0.9,3.1
E00044367,95.3,0,4.7
E00044368,97.1,0.7,2.2
E00044369,93.4,0,6.6
E00044370,98.6,0.8,0.5
E00044371,99.7,0.3,0
E00044372,99.6,0,0.4
E00044373,90.9,0,9.1
E00044374,91.5,0,8.5
E00044375,100,0,0
E00044376,94,1.3,4.6
E00044377,85.9,0.5,13.6
E00044378,90.4,5.6,4.1
E00044379,89.5,1.3,9.2
E00044381,79.3,0.5,20.2
E00044382,94.7,0,5.3
E00044383,93,0.9,6
E00044384,77.6,1.2,21.2
E00044498,96.8,1.6,1.6
E00044499,99.4,0,0.6
E00044500,99.7,0.3,0
E00044501,97.1,0,2.9
E00044502,95.8,0.8,3.4
E00044511,99.5,0,0.5
E00044516,98.4,0.7,1
E00044517,98,0,2
E00044518,94.4,2,3.6
E00044519,96.7,1.2,2.1
