geography_code,sex-001,sex-002
E00043747,49.2,50.8
E00043750,51.8,48.2
E00043752,49.7,50.3
E00043757,50.7,49.3
E00043768,53.4,46.6
E00043770,55.1,44.9
E00043771,55.4,44.6
E00043772,54.2,45.8
E00043773,48.5,51.5
E00043779,50.7,49.3
E00043780,46.2,53.8
E00043784,51.8,48.2
E00043785,54.5,45.5
E00043787,51.3,48.7
E00043788,51,49
E00043789,47.3,52.7
E00043790,53.2,46.8
E00043791,53.8,46.2
E00043792,54.8,45.2
E00043793,57,43
E00043794,55.9,44.1
E00043796,51.4,48.6
E00043827,49,51
E00043828,54.4,45.6
E00043830,52.5,47.5
E00043833,53.3,46.7
E00043834,53.6,46.4
E00043843,47.6,52.4
E00043846,51.3,48.7
E00043847,51,49
E00043848,54.4,45.6
E00043849,56.4,43.6
E00043850,52.1,47.9
E00043851,53.8,46.2
E00044089,55.3,44.7
E00044090,51.7,48.3
E00044091,48.6,51.4
E00044092,52,48
E00044093,50.2,49.8
E00044094,50.6,49.4
E00044095,53.3,46.7
E00044096,53.1,46.9
E00044097,53.1,46.9
E00044098,51.3,48.7
E00044099,55.2,44.8
E00044100,49.8,50.2
E00044101,54.5,45.5
E00044102,58.6,41.4
E00044103,53.5,46.5
E00044104,52.8,47.2
E00044105,51.4,48.6
E00044106,52.7,47.3
E00044109,52.2,47.8
E00044111,47.9,52.1
E00044112,55.3,44.7
E00044113,50.8,49.2
E00044176,50,50
E00044178,54.8,45.2
E00044179,44.5,55.5
E00044180,38.1,61.9
E00044181,48.7,51.3
E00044182,50,50
E00044183,48.5,51.5
E00044187,52.5,47.5
E00044188,54.3,45.7
E00044190,48.7,51.3
E00044193,49.3,50.7
E00044194,50.4,49.6
E00044195,43.8,56.2
E00044196,46.8,53.2
E00044198,46.6,53.4
E00044199,51.8,48.2
E00044201,47,53
E00044202,52.9,47.1
E00044204,46.6,53.4
E00044205,50,50
E00044206,52.9,47.1
E00044207,46.4,53.6
E00044208,45.7,54.3
E00044209,52.9,47.1
E00044210,55.4,44.6
E00044211,50.7,49.3
E00044212,50.9,49.1
E00044213,50.6,49.4
E00044214,51.7,48.3
E00044216,56.2,43.8
E00044217,53.6,46.4
E00044218,51.1,48.9
E00044219,50.3,49.7
E00044220,50.9,49.1
E00044221,48.2,51.8
E00044222,49.3,50.7
E00044224,52.1,47.9
E00044226,53.9,46.1
E00044227,48,52
E00044228,55.6,44.4
E00044230,47.1,52.9
E00044231,49.7,50.3
E00044232,50.6,49.4
E00044233,50.9,49.1
E00044234,48.5,51.5
E00044235,43.6,56.4
E00044236,46.9,53.1
E00044237,55.5,44.5
E00044238,48.8,51.2
E00044239,45.8,54.2
E00044240,51.2,48.8
E00044241,48.9,51.1
E00044283,51.3,48.7
E00044284,52.3,47.7
E00044285,50.9,49.1
E00044286,47.8,52.2
E00044287,54,46
E00044288,51.7,48.3
E00044289,52.7,47.3
E00044290,54.8,45.2
E00044291,53.3,46.7
E00044292,54.8,45.2
E00044293,54.4,45.6
E00044294,49.7,50.3
E00044295,57.3,42.7
E00044296,50.7,49.3
E00044297,54.3,45.7
E00044298,50.2,49.8
E00044299,53.6,46.4
E00044300,52.4,47.6
E00044301,49.8,50.2
E00044302,53,47
E00044303,55.5,44.5
E00044304,50.7,49.3
E00044305,54.1,45.9
E00044306,48.8,51.2
E00044307,53.4,46.6
E00044308,50.5,49.5
E00044309,51.9,48.1
E00044310,49.4,50.6
E00044311,51.1,48.9
E00044312,50.7,49.3
E00044313,50.9,49.1
E00044314,49.8,50.2
E00044315,51,49
E00044316,53.2,46.8
E00044350,47.5,52.5
E00044351,53.9,46.1
E00044352,47.5,52.5
E00044353,47.6,52.4
E00044354,51.4,48.6
E00044355,46.1,53.9
E00044356,51.7,48.3
E00044357,49.2,50.8
E00044358,49.2,50.8
E00044359,51.2,48.8
E00044360,57,43
E00044361,51.4,48.6
E00044362,52,48
E00044363,47.6,52.4
E00044364,53.7,46.3
E00044365,50.4,49.6
E00044366,49.1,50.9
E00044367,50.2,49.8
E00044368,49.4,50.6
E00044369,52.1,47.9
E00044370,49.2,50.8
E00044371,51.5,48.5
E00044372,50.8,49.2
E00044373,52.9,47.1
E00044374,53.3,46.7
E00044375,42.7,57.3
E00044376,54.3,45.7
E00044377,53.8,46.2
E00044378,50.3,49.7
E00044379,52.6,47.4
E00044381,47.3,52.7
E00044382,53.8,46.2
E00044383,45.7,54.3
E00044384,49.4,50.6
E00044498,52,48
E00044499,55.5,44.5
E00044500,52.3,47.7
E00044501,56.3,43.7
E00044502,51.5,48.5
E00044511,50.7,49.3
E00044516,55,45
E00044517,54.5,45.5
E00044518,50.4,49.6
E00044519,50.4,49.6
E00044520,55.5,44.5
E00044521,50.8,49.2
E00044522,52.2,47.8
E00044523,52.5,47.5
E00044524,56,44
E00044525,59.6,40.4
E00044526,49.5,50.5
E00044527,53.1,46.9
E00044528,51.3,48.7
E00044529,46.6,53.4
E00044530,50.1,49.9
E00044531,46.8,53.2
E00044532,52.9,47.1
E00044533,50.8,49.2
E00044534,50.5,49.5
E00044535,51.6,48.4
E00044536,54.1,45.9
E00044537,52.8,47.2
E00044538,53.1,46.9
E00044539,48.1,51.9
E00044540,55,45
E00044541,50.3,49.7
E00044578,53,47
E00044579,50.7,49.3
E00044580,51.6,48.4
E00044581,52.6,47.4
E00044582,52.4,47.6
