geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00043609,28.2,34.7,26.6,10.5
E00043610,71.4,13.4,10.1,5
E00043611,46.5,36.4,14,3.1
E00043612,30.8,33.8,24.1,11.3
E00043613,42.6,26.1,22.6,8.7
E00043614,29.5,29.5,25.9,15.2
E00043615,26.3,34.2,25.4,14
E00043616,39.5,31.6,18.4,10.5
E00043617,38.9,34.5,15.9,10.6
E00043619,40.4,31.3,18.2,10.1
E00043620,60,24.5,9.1,6.4
E00043621,59.6,28.9,8.8,2.6
E00043622,54.3,25.6,14.7,5.4
E00043623,54.9,25.4,8.2,11.5
E00043624,55,24.8,15.6,4.6
E00043625,36.7,46.8,10.1,6.4
E00043626,49.5,26.7,14.3,9.5
E00043627,46.3,29.3,13.8,10.6
E00043628,46.2,30.2,15.1,8.5
E00043629,45.1,31.7,19.5,3.7
E00043630,41.8,45.5,7.3,5.5
E00043631,37.3,33.3,19.8,9.5
E00043632,52,33.1,9.4,5.5
E00043633,41,30.6,12.5,16
E00043634,24.6,28.9,28.2,18.3
E00043636,43,34.2,14.6,8.2
E00043663,25.4,39.6,20.1,14.9
E00043664,40.3,32.3,14.5,12.9
E00043665,41.2,26.7,12.2,19.8
E00043666,39.4,35.8,14.6,10.2
E00043667,50.7,18.5,17.8,13
E00043668,50.4,25.9,11.9,11.9
E00043669,27.9,51,12.5,8.7
E00043679,31.6,31.6,19.5,17.3
E00043680,24.8,32.5,17.9,24.8
E00043681,37.3,33.1,13.6,16.1
E00043682,33.6,28.4,17.2,20.9
E00043683,26.8,35.8,22.8,14.6
E00043684,33.3,45.8,10.8,10
E00043685,22.6,41.9,17.7,17.7
E00043686,34.6,33.8,15,16.5
E00043687,33.3,24.6,21.9,20.2
E00043688,31.7,30.8,17.3,20.2
E00043689,26.4,31.8,29.5,12.4
E00043691,23.9,49.6,15.9,10.6
E00043692,36.5,29.2,19.7,14.6
E00043693,22.8,40.7,21.1,15.4
E00043694,42.9,33,14.3,9.9
E00043695,44.3,16.4,28.7,10.7
E00043696,22.2,27.4,29.1,21.4
E00043697,41.1,23.4,24.2,11.3
E00043698,41.3,21,18.8,18.8
E00043699,24.3,42.6,20.9,12.2
E00043700,33.6,37.6,16,12.8
E00043701,15.6,41.8,19.7,23
E00043702,64.9,27.7,5.3,2.1
E00043703,27.5,30.5,19.1,22.9
E00043704,17.7,48.7,19.5,14.2
E00043705,30.3,33.9,22.9,12.8
E00043706,29.9,31.6,18.8,19.7
E00043707,18.4,39.7,18.4,23.4
E00043708,50.4,28.9,9.6,11.1
E00043709,25.4,40,22.3,12.3
E00043710,22,43.2,20.5,14.4
E00043711,29.3,46.6,15.8,8.3
E00043712,20,49.2,16.9,13.8
E00043713,31.5,42.3,15.4,10.8
E00043714,33.9,37.3,16.1,12.7
E00043715,19.5,41.5,19.5,19.5
E00043716,48.4,24.2,14.5,12.9
E00043717,33.9,33.1,20.2,12.9
E00043718,31.5,37.9,17.7,12.9
E00043719,25.3,40.3,17.5,16.9
E00043720,28.4,44.1,13.7,13.7
E00043721,22.5,40.2,18.6,18.6
E00043722,38.1,23.8,16.2,21.9
E00043723,21.2,45.5,19.2,14.1
E00043724,55.9,21.2,12.7,10.2
E00043725,42.2,24.2,14.1,19.5
E00043726,22.3,24.3,26.2,27.2
E00043727,23,35.3,23,18.7
E00043728,62.9,23.4,3.2,10.5
E00043729,42.7,26.7,18.7,12
E00043730,26.8,30.9,23.6,18.7
E00043731,16.8,34.4,21.4,27.5
E00043732,43.1,31,15.5,10.3
E00043733,29.2,39.8,22.1,8.8
E00043734,23.7,35.6,25.4,15.3
E00043735,44.2,36.2,15.2,4.3
E00043736,40.4,36,13.2,10.5
E00043737,21.7,41.3,26.1,10.9
E00043738,36.4,44.9,11.9,6.8
E00043739,46.4,40,5.5,8.2
E00043740,37.2,31.7,20.7,10.3
E00043741,15,46.7,19.2,19.2
E00043742,42.1,37.2,9.9,10.7
E00043743,25.6,33.3,13.2,27.9
E00043744,23,40.7,15.9,20.4
E00043745,19.1,45.2,20,15.7
E00043746,27.2,36,20.8,16
E00043748,26.8,41.5,16.3,15.4
E00043749,31.4,38,14.9,15.7
E00043751,39.1,38.3,10.9,11.7
E00043753,24.1,41.4,19.5,15
E00043754,15.7,40.9,13.4,29.9
E00043755,25.2,31.1,19.3,24.4
E00043756,18.8,37.7,15.2,28.3
E00043758,51.1,28.5,10.9,9.5
E00043759,26.6,34.7,15.3,23.4
E00043760,21.1,43.6,13.5,21.8
E00043761,17.6,47.1,16,19.3
E00043762,30.8,37.7,14.6,16.9
E00043763,31.9,44,14.7,9.5
E00043764,24.3,39.2,17.6,18.9
E00043765,50.5,26.1,7.2,16.2
E00043766,27,32,22.1,18.9
E00043767,23.5,41.7,14.4,20.5
E00043769,34.6,40,10,15.4
E00043774,29,32.6,21.7,16.7
E00043776,30.6,32.9,23.1,13.3
E00043777,27.5,32.1,18.3,22.1
E00043781,34.4,38.9,13.7,13
E00043783,25.7,37.5,18.4,18.4
E00043786,32.2,36.5,18.3,13
E00043795,26.5,29.5,21.2,22.7
E00043797,35.4,26.5,20.4,17.7
E00043798,25.3,36.7,18.7,19.3
E00043799,22,36,25,17
E00043800,42.4,25.4,16.9,15.3
E00043801,35.3,30.2,12.9,21.6
E00043802,27,50.8,15.6,6.6
E00043803,30.5,33.9,22,13.6
E00043804,33.3,40.2,14.4,12.1
E00043805,26.7,46.7,13.3,13.3
E00043807,32.3,30.1,19.5,18
