geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00043609,53.7,14.6,11,20.7
E00043610,43.6,21.8,23.1,11.5
E00043611,47.2,12,21.3,19.4
E00043612,52.1,13.2,22.3,12.4
E00043613,49.2,9.2,20,21.5
E00043614,48.4,19,23,9.5
E00043615,58.9,12.9,11.3,16.9
E00043616,53.3,15.6,13.3,17.8
E00043617,54.5,13,20.8,11.7
E00043619,43,14,22.6,20.4
E00043620,47.8,20.3,15.9,15.9
E00043621,55.1,16.9,18,10.1
E00043622,41.2,15.7,21.6,21.6
E00043623,40,16.5,31.3,12.2
E00043624,38.4,22.1,22.1,17.4
E00043625,53.1,11.2,23.5,12.2
E00043626,43.5,18.8,22.4,15.3
E00043627,55.1,12.2,18.4,14.3
E00043628,42.9,20.8,16.9,19.5
E00043629,53.9,14.5,15.8,15.8
E00043630,55.6,11.1,17.8,15.6
E00043631,56.8,14.4,11.7,17.1
E00043632,53.6,15.5,23.8,7.1
E00043633,44.2,12.4,23,20.4
E00043634,72.4,10.2,1,16.3
E00043636,50,12.7,20.9,16.4
E00043663,56.4,14.3,13.5,15.8
E00043664,52.9,11.8,19.6,15.7
E00043665,55.7,13.4,14.8,16.1
E00043666,50.9,12.3,17.9,18.9
E00043667,50.4,13.4,20.2,16
E00043668,54.9,17.6,16.7,10.8
E00043669,45.7,12.4,24.8,17.1
E00043679,52.8,11.8,17.3,18.1
E00043680,50.9,17.3,11.8,20
E00043681,54.2,12.5,11.5,21.9
E00043682,50,12.8,18.1,19.1
E00043683,44.6,9.8,26.8,18.8
E00043684,59,11,16,14
E00043685,57.7,13.1,13.1,16.2
E00043686,51.3,10.4,21.7,16.5
E00043687,58.4,8.9,17.8,14.9
E00043688,61.2,16.5,15.3,7.1
E00043689,55.9,14.7,11.8,17.6
E00043691,57.4,9.9,13.9,18.8
E00043692,57.5,11.3,12.3,18.9
E00043693,47.5,15,20,17.5
E00043694,57.3,20,13.3,9.3
E00043695,56,17.3,9.3,17.3
E00043696,50,10.7,26.8,12.5
E00043697,66,9.6,14.9,9.6
E00043698,61.7,14.8,8.7,14.8
E00043699,44.8,14.6,20.8,19.8
E00043700,58.3,13.1,8.3,20.2
E00043701,56.6,18.2,14.1,11.1
E00043702,73.3,6.7,16.7,3.3
E00043703,54.1,13.1,17.2,15.6
E00043704,43,21.5,17.4,18.2
E00043705,56.6,13.2,10.5,19.7
E00043706,52.8,12,13,22.2
E00043707,57.3,11.5,13,18.3
E00043708,57,16,11,16
E00043709,61.3,10,13.8,15
E00043710,57.1,7.7,14.3,20.9
E00043711,41.8,17.9,27.6,12.7
E00043712,47.6,11.9,25.9,14.7
E00043713,54.1,14.4,18.9,12.6
E00043714,39.2,14.6,30,16.2
E00043715,48.8,12.4,27.9,10.9
E00043716,54.4,13.2,15.8,16.7
E00043717,60.7,15.4,14.5,9.4
E00043718,49.6,11.3,21.3,17.7
E00043719,37.8,11.6,30.5,20.1
E00043720,53.9,13,18.3,14.8
E00043721,44.4,11.1,29.2,15.3
E00043722,45.7,16.4,27.6,10.3
E00043723,45.6,13.6,26,14.8
E00043724,52.2,11.6,17.4,18.8
E00043725,61.2,10.2,10.2,18.4
E00043726,44.6,15.1,27.4,13
E00043727,59.5,16.5,11.6,12.4
E00043728,54.7,16,13.3,16
E00043729,54.8,11.6,17.8,15.8
E00043730,66,9,13,12
E00043731,52.1,12.3,20.2,15.3
E00043732,47.3,17.6,20.3,14.9
E00043733,45.8,14.4,23.7,16.1
E00043734,45.6,19.2,20,15.2
E00043735,46.4,24.5,19.1,10
E00043736,50.5,11.1,24.2,14.1
E00043737,46.1,15.1,21.7,17.1
E00043738,41.9,12.2,31.8,14.2
E00043739,47.5,19.7,32.8,0
E00043740,41.7,16.7,28,13.6
E00043741,34.7,18,36,11.3
E00043742,53.2,16.2,21.6,9
E00043743,35.4,20.5,33.1,11
E00043744,38.8,15.5,37.2,8.5
E00043745,27.8,16.7,42.6,13
E00043746,32.8,14.5,39.7,13
E00043748,36.1,15,38.8,10.2
E00043749,41.7,16.7,25.8,15.8
E00043751,42.9,15.8,30.8,10.5
E00043753,42,16.1,30.1,11.9
E00043754,30.1,25.9,34.3,9.6
E00043755,35.6,12.9,40.2,11.4
E00043756,30.3,20,39.4,10.3
E00043758,40.7,14.3,34.1,11
E00043759,35.8,24.8,31.4,8
E00043760,35.6,16.7,41.4,6.3
E00043761,33.6,11.2,41.8,13.4
E00043762,35.8,17.9,34.4,11.9
E00043763,38.8,17.6,32.9,10.6
E00043764,32.5,21.7,34.9,10.8
E00043765,44.4,10,33.3,12.2
E00043766,37.4,14.8,32.9,14.8
E00043767,25.7,14.5,50,9.9
E00043769,34.4,22.6,28,15.1
E00043774,41.9,21.3,17.4,19.4
E00043776,46.2,13.3,23.1,17.3
E00043777,46.1,17,17,19.9
E00043781,42.9,13.4,22.3,21.4
E00043783,51.7,13.3,20.8,14.2
E00043786,44.2,24.2,20,11.6
E00043795,46,14.3,18.3,21.4
E00043797,45,13.5,25.2,16.2
E00043798,52.1,11.8,18.1,18.1
E00043799,50,17,19.6,13.4
E00043800,57.8,11.8,13.7,16.7
E00043801,52.7,10.7,17.9,18.8
E00043802,57.1,8.2,19.4,15.3
E00043803,55.6,7.4,20.4,16.7
E00043804,61.2,4.9,20.4,13.6
E00043805,49.1,12.7,20,18.2
E00043807,63.4,8.6,11.8,16.1
E00043808,48.7,10.3,29.1,12
E00043809,51.7,9.2,20.8,18.3
E00043812,50,12.2,20,17.8
E00043813,49.6,6,27.1,17.3
E00043814,55.7,13.6,18.2,12.5
E00043815,55.4,19.4,14.4,10.8
E00043816,58.5,5.7,26.4,9.4
E00043817,51.7,5.9,21.6,20.8
E00043818,54,13.5,19,13.5
E00043819,47.8,11.6,28,12.6
E00043820,59.5,10.7,14.3,15.5
E00043821,52.2,8.8,24.3,14.7
E00043822,57.9,14,15.8,12.3
E00043823,55.9,8.7,22,13.4
E00043824,48.4,9,23.8,18.9
E00043825,50.4,14.7,24.8,10.1
E00043826,62.5,10.6,15.4,11.5
E00043829,43.5,21.3,22.2,13
E00043831,53.5,12.6,18.1,15.7
E00043832,50,11.8,21.6,16.7
E00043945,47.3,13.7,33.6,5.5
E00043948,51.3,18.8,22.5,7.5
E00043956,52.6,12.3,23.7,11.4
E00043957,53.5,10.1,23.3,13.2
