geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00043609,97.6,2.4,0
E00043610,18,82,0
E00043611,34.6,65.4,0
E00043612,99.2,0.8,0
E00043613,80.9,19.1,0
E00043614,94.6,5.4,0
E00043615,100,0,0
E00043616,81.6,18.4,0
E00043617,96.5,3.5,0
E00043619,30.9,69.1,0
E00043620,40.7,59.3,0
E00043621,9.7,90.3,0
E00043622,36.4,63.6,0
E00043623,29.3,70.7,0
E00043624,9,91,0
E00043625,81.1,18.9,0
E00043626,29.5,70.5,0
E00043627,45.5,54.5,0
E00043628,38.8,61.2,0
E00043629,56.6,43.4,0
E00043630,67.3,32.7,0
E00043631,90.2,9.8,0
E00043632,51.2,48.8,0
E00043633,79.4,20.6,0
E00043634,99.3,0.7,0
E00043636,79.7,20.3,0
E00043663,87.4,12.6,0
E00043664,64.8,35.2,0
E00043665,62.8,37.2,0
E00043666,81.9,18.1,0
E00043667,73.3,26.7,0
E00043668,66.2,33.8,0
E00043669,94.2,5.8,0
E00043679,94.9,5.1,0
E00043680,99.1,0.9,0
E00043681,80.7,19.3,0
E00043682,94,6,0
E00043683,97.6,2.4,0
E00043684,98.3,1.7,0
E00043685,99.2,0.8,0
E00043686,85.6,14.4,0
E00043687,94.8,5.2,0
E00043688,100,0,0
E00043689,96.9,3.1,0
E00043691,97.3,2.7,0
E00043692,90.5,9.5,0
E00043693,99.2,0.8,0
E00043694,87.8,12.2,0
E00043695,79,21,0
E00043696,97.4,2.6,0
E00043697,85.5,14.5,0
E00043698,88.1,11.9,0
E00043699,100,0,0
E00043700,100,0,0
E00043701,99.2,0.8,0
E00043702,64.5,35.5,0
E00043703,97.7,2.3,0
E00043704,100,0,0
E00043705,99.1,0.9,0
E00043706,96.6,3.4,0
E00043707,99.3,0.7,0
E00043708,48.5,51.5,0
E00043709,100,0,0
E00043710,99.2,0.8,0
E00043711,98.5,1.5,0
E00043712,97.7,2.3,0
E00043713,84.4,15.6,0
E00043714,89.8,10.2,0
E00043715,100,0,0
E00043716,71,29,0
E00043717,99.2,0.8,0
E00043718,95.2,4.8,0
E00043719,88.8,11.2,0
E00043720,94.1,5.9,0
E00043721,98,2,0
E00043722,99.1,0.9,0
E00043723,87.7,12.3,0
E00043724,77,23,0
E00043725,99.2,0.8,0
E00043726,97.1,2.9,0
E00043727,100,0,0
E00043728,35.9,64.1,0
E00043729,66.9,33.1,0
E00043730,98.4,1.6,0
E00043731,99.2,0.8,0
E00043732,47.4,52.6,0
E00043733,100,0,0
E00043734,98.3,1.7,0
E00043735,99.3,0.7,0
E00043736,97.4,2.6,0
E00043737,100,0,0
E00043738,80.8,19.2,0
E00043739,76.9,23.1,0
E00043740,93.1,6.9,0
E00043741,100,0,0
E00043742,94.2,5.8,0
E00043743,100,0,0
E00043744,100,0,0
E00043745,99.2,0.8,0
E00043746,97.6,2.4,0
E00043748,97.6,2.4,0
E00043749,100,0,0
E00043751,100,0,0
E00043753,99.2,0.8,0
E00043754,99.2,0.8,0
E00043755,99.2,0.8,0
E00043756,100,0,0
E00043758,57.2,42.8,0
E00043759,93.5,6.5,0
E00043760,90.2,9.8,0
E00043761,99.2,0.8,0
E00043762,88.5,11.5,0
E00043763,100,0,0
E00043764,86.5,13.5,0
E00043765,68.5,31.5,0
E00043766,89.4,10.6,0
E00043767,100,0,0
E00043769,67.7,32.3,0
E00043774,91.5,8.5,0
E00043776,77,23,0
E00043777,100,0,0
E00043781,96.9,3.1,0
E00043783,100,0,0
E00043786,95.7,4.3,0
E00043795,99.2,0.8,0
E00043797,81.3,18.8,0
E00043798,100,0,0
E00043799,98,1,1
E00043800,79.2,20.8,0
E00043801,100,0,0
E00043802,99.2,0.8,0
E00043803,78.8,21.2,0
E00043804,99.2,0.8,0
E00043805,82.9,17.1,0
E00043807,83.3,16.7,0
E00043808,74.1,25.9,0
E00043809,78.1,21.9,0
E00043812,98.3,1.7,0
E00043813,80.5,19.5,0
E00043814,61.4,38.6,0
E00043815,98.5,1.5,0
E00043816,100,0,0
E00043817,98.5,1.5,0
E00043818,91.8,8.2,0
E00043819,93,7,0
E00043820,85.3,14.7,0
E00043821,96.7,3.3,0
E00043822,72.7,27.3,0
E00043823,90.7,9.3,0
E00043824,92.4,7.6,0
E00043825,100,0,0
E00043826,74.8,25.2,0
E00043829,54.7,45.3,0
E00043831,99.2,0.8,0
E00043832,80.7,19.3,0
E00043945,76.9,23.1,0
E00043948,96.2,3.8,0
E00043956,53.7,46.3,0
E00043957,100,0,0
E00043959,91.3,8.7,0
E00043960,90,9.2,0.8
E00043961,79.5,20.5,0
E00043962,84.1,15.9,0
E00043963,96,4,0
E00043964,99.3,0.7,0
E00043965,99.1,0.9,0
E00043966,99.2,0.8,0
E00043967,79.3,20.7,0
E00043968,98.5,1.5,0
E00043970,100,0,0
E00043971,100,0,0
E00043972,100,0,0
E00043973,100,0,0
E00043976,100,0,0
E00043983,87.7,12.3,0
E00044014,54.5,45.5,0
E00044016,99.3,0.7,0
E00044017,99.2,0,0.8
E00044018,98.4,1.6,0
E00044019,68.9,31.1,0
E00044020,94.2,5.8,0
E00044021,84,15.3,0.8
E00044022,99.1,0.9,0
E00044023,73.6,26.4,0
E00044024,92.8,7.2,0
E00044025,95.3,4.7,0
E00044026,92.4,7.6,0
E00044027,95.4,4.6,0
E00044028,77.9,22.1,0
E00044029,87.8,12.2,0
E00044030,83.2,16.8,0
E00044031,98.9,1.1,0
E00044032,88.2,11.8,0
E00044066,96,4,0
E00044078,99.2,0.8,0
E00044079,77.4,22.6,0
E00044080,99.2,0.8,0
E00044081,67.9,32.1,0
E00044082,92.9,7.1,0
E00044083,86.2,13.8,0
E00044084,81.1,18.9,0
E00044085,85.8,14.2,0
E00044086,74.8,25.2,0
E00044114,80.1,19.9,0
E00044115,98.5,1.5,0
E00044116,89.9,10.1,0
E00044117,99.2,0.8,0
E00044118,85.5,14.5,0
E00044119,80.5,19.5,0
E00044120,91.7,8.3,0
E00044121,93.3,6.7,0
E00044122,89,11,0
E00044123,88.1,11.9,0
E00044124,100,0,0
E00044125,100,0,0
E00044126,92.1,7.9,0
E00044127,100,0,0
E00044128,85.5,14.5,0
E00044129,85.6,14.4,0
E00044130,82.6,17.4,0
E00044131,81.6,18.4,0
E00044132,82.2,17.8,0
E00044133,91.2,8.8,0
E00044134,98.3,1.7,0
E00044135,66.9,33.1,0
E00044136,96.9,3.1,0
E00044137,89.2,10.8,0
E00044138,84.2,15.8,0
E00044167,65.6,34.4,0
E00044774,95,5,0
E00044775,96.5,3.5,0
E00044776,99.1,0.9,0
E00044778,98.5,1.5,0
E00044779,100,0,0
E00044780,75.7,24.3,0
E00044782,85.9,14.1,0
E00044867,100,0,0
E00044868,99.1,0.9,0
E00044870,89.6,10.4,0
E00044871,94.8,5.2,0
E00044872,43.8,56.3,0
E00044873,93.2,6.8,0
E00044874,99.1,0.9,0
E00044882,95.6,4.4,0
E00044883,18.2,81.8,0
E00044884,72.8,27.2,0
E00044885,85.8,14.2,0
E00044886,98.5,1.5,0
E00044887,83,17,0
E00044888,94.6,5.4,0
E00044889,57,43,0
E00044890,87.2,12.8,0
E00044891,92.2,7.8,0
E00044892,100,0,0
E00044893,97.8,2.2,0
E00044894,69.8,30.2,0
E00044895,100,0,0
E00044897,99.1,0,0.9
E00170186,96.5,3.5,0
E00170193,72,28,0
E00182872,99.3,0.7,0
E00182876,98.1,1.9,0
E00182882,98.3,1.7,0
E00182885,98.5,1.5,0
E00182897,96.4,3.6,0
