geography_code,sex-001,sex-002
E00043609,56.7,43.3
E00043610,50,50
E00043611,50.6,49.4
E00043612,53.7,46.3
E00043613,51.3,48.7
E00043614,53.7,46.3
E00043615,51.7,48.3
E00043616,51.7,48.3
E00043617,53.2,46.8
E00043619,50,50
E00043620,55.3,44.7
E00043621,54.8,45.2
E00043622,48.2,51.8
E00043623,49.8,50.2
E00043624,43.8,56.3
E00043625,48.6,51.4
E00043626,47.2,52.8
E00043627,48.3,51.7
E00043628,51.8,48.2
E00043629,54.1,45.9
E00043630,47.5,52.5
E00043631,54.3,45.7
E00043632,43.6,56.4
E00043633,55,45
E00043634,55.9,44.1
E00043636,48.5,51.5
E00043663,52.7,47.3
E00043664,48.2,51.8
E00043665,45.2,54.8
E00043666,49.3,50.7
E00043667,47.6,52.4
E00043668,48.1,51.9
E00043669,49.5,50.5
E00043679,54.7,45.3
E00043680,53.2,46.8
E00043681,50.2,49.8
E00043682,53.2,46.8
E00043683,51.7,48.3
E00043684,54.7,45.3
E00043685,55.7,44.3
E00043686,49.3,50.7
E00043687,52,48
E00043688,52.9,47.1
E00043689,55.4,44.6
E00043691,52.7,47.3
E00043692,55.1,44.9
E00043693,58.3,41.7
E00043694,50.9,49.1
E00043695,51.1,48.9
E00043696,52.2,47.8
E00043697,53.7,46.3
E00043698,46.5,53.5
E00043699,50.7,49.3
E00043700,56.6,43.4
E00043701,55.8,44.2
E00043702,57,43
E00043703,57.1,42.9
E00043704,49.4,50.6
E00043705,53.9,46.1
E00043706,51.8,48.2
E00043707,59.1,40.9
E00043708,54.9,45.1
E00043709,56.7,43.3
E00043710,60.3,39.7
E00043711,51.3,48.7
E00043712,51.4,48.6
E00043713,53.2,46.8
E00043714,48.2,51.8
E00043715,49.8,50.2
E00043716,50.8,49.2
E00043717,53.1,46.9
E00043718,52.2,47.8
E00043719,50,50
E00043720,57.6,42.4
E00043721,47,53
E00043722,54.8,45.2
E00043723,48,52
E00043724,57,43
E00043725,52.3,47.7
E00043726,51.6,48.4
E00043727,55.1,44.9
E00043728,46.5,53.5
E00043729,50.6,49.4
E00043730,55.2,44.8
E00043731,52.4,47.6
E00043732,47.2,52.8
E00043733,52.6,47.4
E00043734,51.8,48.2
E00043735,51,49
E00043736,57.3,42.7
E00043737,53,47
E00043738,53.7,46.3
E00043739,58.2,41.8
E00043740,49.5,50.5
E00043741,47.5,52.5
E00043742,53.2,46.8
E00043743,52,48
E00043744,48.9,51.1
E00043745,51.5,48.5
E00043746,51.4,48.6
E00043748,53.2,46.8
E00043749,51.7,48.3
E00043751,50.8,49.2
E00043753,54.2,45.8
E00043754,53.3,46.7
E00043755,52.5,47.5
E00043756,49.2,50.8
E00043758,58.1,41.9
E00043759,55.6,44.4
E00043760,51.3,48.8
E00043761,50,50
E00043762,50.2,49.8
E00043763,53.9,46.1
E00043764,47.6,52.4
E00043765,50,50
E00043766,50,50
E00043767,50.8,49.2
E00043769,52.2,47.8
E00043774,50.4,49.6
E00043776,50.1,49.9
E00043777,49.7,50.3
E00043781,49.8,50.2
E00043783,56.2,43.8
E00043786,49.2,50.8
E00043795,53.1,46.9
E00043797,54.1,45.9
E00043798,54.1,45.9
E00043799,50.8,49.2
E00043800,54.6,45.4
E00043801,58.5,41.5
E00043802,51,49
E00043803,52.1,47.9
E00043804,51.1,48.9
E00043805,50.6,49.4
E00043807,57.7,42.3
E00043808,49.6,50.4
E00043809,49.7,50.3
E00043812,58.8,41.2
E00043813,51.4,48.6
E00043814,46.7,53.3
E00043815,55.1,44.9
E00043816,54.8,45.2
E00043817,51.4,48.6
E00043818,54.1,45.9
E00043819,51.1,48.9
E00043820,53.2,46.8
E00043821,55.5,44.5
E00043822,50.3,49.7
E00043823,57.1,42.9
E00043824,53.9,46.1
E00043825,51,49
E00043826,50.4,49.6
E00043829,55.9,44.1
E00043831,54.7,45.3
E00043832,51,49
E00043945,48.4,51.6
E00043948,50,50
E00043956,52.5,47.5
E00043957,49.8,50.2
E00043959,54.3,45.7
E00043960,46.9,53.1
E00043961,53.8,46.2
E00043962,55.5,44.5
E00043963,56.7,43.3
E00043964,50.7,49.3
E00043965,52.3,47.7
E00043966,52.1,47.9
E00043967,55.4,44.6
E00043968,51.2,48.8
E00043970,50.7,49.3
E00043971,50.5,49.5
E00043972,50.9,49.1
E00043973,49,51
E00043976,51,49
E00043983,50,50
E00044014,50.3,49.7
E00044016,49.6,50.4
E00044017,50,50
E00044018,52.7,47.3
E00044019,50,50
E00044020,49.8,50.2
E00044021,50,50
E00044022,48.6,51.4
E00044023,53.2,46.8
E00044024,47.5,52.5
E00044025,51.9,48.1
E00044026,48.4,51.6
E00044027,54.3,45.7
E00044028,49.2,50.8
E00044029,54.3,45.7
E00044030,50.5,49.5
E00044031,54.7,45.3
E00044032,55.6,44.4
E00044066,50.3,49.7
E00044078,55,45
E00044079,50.7,49.3
E00044080,52.7,47.3
E00044081,49.4,50.6
E00044082,55.5,44.5
E00044083,53.5,46.5
E00044084,51.8,48.2
E00044085,52.8,47.2
E00044086,52.6,47.4
E00044114,50.3,49.7
E00044115,54.9,45.1
E00044116,51.9,48.1
E00044117,51.3,48.7
E00044118,53,47
E00044119,54.5,45.5
E00044120,46.6,53.4
E00044121,49.8,50.2
E00044122,54.6,45.4
E00044123,53.9,46.1
E00044124,51.5,48.5
E00044125,49.3,50.7
E00044126,54.4,45.6
E00044127,49.3,50.7
E00044128,57.7,42.3
E00044129,49.5,50.5
E00044130,55.9,44.1
E00044131,55.1,44.9
E00044132,49.1,50.9
E00044133,53.3,46.7
E00044134,54.5,45.5
E00044135,53.3,46.7
E00044136,54.1,45.9
E00044137,51.7,48.3
E00044138,53.3,46.7
E00044167,52.5,47.5
E00044774,52.4,47.6
E00044775,54,46
E00044776,56.5,43.5
E00044778,56.8,43.2
E00044779,53.5,46.5
E00044780,51.2,48.8
E00044782,53.3,46.7
E00044867,52.2,47.8
E00044868,51.4,48.6
E00044870,57.5,42.5
E00044871,52.7,47.3
E00044872,52.3,47.7
E00044873,52.7,47.3
E00044874,57.8,42.2
E00044882,54.6,45.4
E00044883,42.2,57.8
E00044884,53.7,46.3
E00044885,49.3,50.7
E00044886,48.5,51.5
E00044887,49.5,50.5
E00044888,49.5,50.5
E00044889,58.9,41.1
E00044890,52.3,47.7
E00044891,48.7,51.3
E00044892,50.9,49.1
E00044893,54.3,45.7
E00044894,55.2,44.8
E00044895,51.9,48.1
E00044897,56.4,43.6
E00170186,50,50
E00170193,54.5,45.5
E00182872,50,50
E00182876,54.5,45.5
E00182882,55.6,44.4
E00182885,50.8,49.2
E00182897,50,50
