geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00043609,63.8,5.1,31.2
E00043610,65.8,6.5,27.7
E00043611,70,1.3,28.7
E00043612,81.9,1,17
E00043613,72.5,1.3,26.2
E00043614,78.4,4.6,17
E00043615,75.8,1.1,23.1
E00043616,74.1,1.7,24.1
E00043617,65.8,2.1,32.1
E00043619,77.4,3.5,19.1
E00043620,66.5,3.4,30.2
E00043621,68.4,7.3,24.3
E00043622,69.8,3.1,27.1
E00043623,69.2,11.3,19.5
E00043624,68,5.7,26.3
E00043625,82.8,2.4,14.8
E00043626,66.8,2,31.2
E00043627,73.3,3.3,23.5
E00043628,64.8,3.6,31.6
E00043629,62.4,4.4,33.1
E00043630,84.9,2,13.2
E00043631,67.7,0.4,31.9
E00043632,68.8,2.8,28.4
E00043633,71.6,1,27.4
E00043634,69.9,3.2,26.9
E00043636,78.5,0,21.5
E00043663,67.5,0.6,31.8
E00043664,78,2.4,19.7
E00043665,80,3.9,16.1
E00043666,75.9,1.8,22.3
E00043667,76.6,0,23.4
E00043668,65.5,4.7,29.8
E00043669,82.9,1.4,15.6
E00043679,73.2,1.9,24.9
E00043680,77.2,1.6,21.2
E00043681,75.4,2.3,22.3
E00043682,76.6,0.3,23.1
E00043683,72.6,3.2,24.2
E00043684,74.2,0.4,25.4
E00043685,70.4,0.7,28.9
E00043686,74.4,0.7,24.9
E00043687,71.9,3.3,24.8
E00043688,76.9,0.4,22.7
E00043689,66.1,0.3,33.6
E00043691,72.7,5.3,22
E00043692,73.6,0.7,25.8
E00043693,64.4,4.2,31.5
E00043694,74.6,0,25.4
E00043695,65.3,0.4,34.4
E00043696,76.8,0,23.2
E00043697,69.8,1.2,29
E00043698,65.4,3,31.5
E00043699,67.2,0.7,32.1
E00043700,69.4,0.4,30.2
E00043701,62.3,3.5,34.2
E00043702,65.2,0,34.8
E00043703,74.3,0.3,25.4
E00043704,93.5,1.1,5.3
E00043705,65.8,1.3,32.9
E00043706,72.5,1.4,26.1
E00043707,61.4,3.8,34.8
E00043708,56.6,5.9,37.5
E00043709,62.7,1.4,35.9
E00043710,66.3,2,31.7
E00043711,88.2,2.2,9.6
E00043712,90.8,0.3,8.8
E00043713,87.8,0,12.2
E00043714,86.8,2.1,11.1
E00043715,92.6,1.1,6.3
E00043716,75.7,2.1,22.2
E00043717,81,0.4,18.6
E00043718,83.9,0,16.1
E00043719,84,1.4,14.6
E00043720,83.6,0,16.4
E00043721,92.3,1.6,6.1
E00043722,74.3,1.5,24.1
E00043723,91.1,3.1,5.9
E00043724,77,0.5,22.5
E00043725,78,1.4,20.6
E00043726,85.7,2.3,12
E00043727,53.4,6.8,39.7
E00043728,56.9,4.2,38.9
E00043729,76.8,3.8,19.4
E00043730,68.7,0.7,30.6
E00043731,84,0.8,15.2
E00043732,65.2,3.5,31.3
E00043733,82.8,0.9,16.4
E00043734,83.5,0,16.5
E00043735,76.1,1.5,22.3
E00043736,86,0.4,13.5
E00043737,79,1,20
E00043738,92,1.8,6.2
E00043739,72.1,1.5,26.4
E00043740,85.5,1,13.5
E00043741,93.6,1,5.4
