geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00054799,5.1,36,58.8
E00054800,1.9,33,65.1
E00054803,1.4,58.5,40.1
E00054826,5.1,18.1,76.8
E00055508,1.8,38,60.1
E00055509,10,33,57
E00055510,11.4,50,38.6
E00055511,9.4,16.2,74.4
E00055512,10.8,17.2,72
E00055513,11.5,24.1,64.4
E00055514,4.7,38.3,57
E00055515,3.4,26.9,69.7
E00055516,6.5,23.1,70.4
E00055517,5.2,27.6,67.2
E00055518,1.8,26.3,71.9
E00055519,6,31,62.9
E00055520,7.4,15.6,77
E00055521,4.4,28.5,67.2
E00055522,3.2,24.2,72.6
E00055523,0,17.8,82.2
E00055524,9.3,16.9,73.7
E00055525,4.5,28.6,67
E00055526,8.7,21.3,70.1
E00055527,3.9,24.8,71.3
E00055528,15.5,20.9,63.6
E00055529,9.8,17.2,73
E00055530,4.2,27.5,68.3
E00055531,11.6,29.5,58.9
E00055532,10,28.7,61.3
E00055533,2.6,23.1,74.4
E00055534,9.6,30.8,59.6
E00055535,1.9,64.2,34
E00055536,3.8,24.5,71.7
E00055537,5.6,28,66.4
E00055538,7.8,34.9,57.4
E00055539,5.9,24.4,69.7
E00055540,19.7,5.1,75.2
E00055541,6.8,25.6,67.7
E00055542,26.9,13.4,59.7
E00055543,12.3,30.7,57.1
E00055544,15.3,10.2,74.5
E00055545,12.4,24.7,62.9
E00055546,15.7,20.9,63.5
E00055547,18.9,15.6,65.6
E00055548,6.3,31.3,62.5
E00055549,17,14.2,68.9
E00055550,13.4,18.1,68.5
E00055551,11.3,16.5,72.2
E00055552,3.1,37.5,59.4
E00055553,14.4,24.2,61.4
E00055554,1.8,42.1,56.1
E00055555,2.5,36.4,61
E00055556,3.5,31.3,65.3
E00055557,7.4,14,78.5
E00055558,0,26.1,73.9
E00055559,5.2,32.2,62.6
E00055560,5.4,22.8,71.7
E00055561,1.8,21.8,76.4
E00055562,7.8,21.9,70.3
E00055563,8.4,33.6,58
E00055564,3.8,50.4,45.8
E00055565,7.7,17.4,74.9
E00055566,4,37.3,58.7
E00055567,4.8,29,66.2
E00055568,1.3,35.7,63.1
E00055569,2.4,29.1,68.5
E00055570,4.6,35.9,59.5
E00055571,3.9,27.9,68.2
E00055573,7.1,17.1,75.7
E00055574,4.6,28.1,67.3
E00055575,1.6,39.8,58.5
E00055576,5.3,30.1,64.6
E00055577,5.6,53.2,41.3
E00055579,8.5,23.6,67.9
E00055580,6.7,22.2,71.1
E00055582,3,43.1,53.9
E00055583,2.4,29.8,67.7
E00055584,4.3,48.7,47
E00055585,4.9,31.7,63.4
E00055586,4.7,32,63.4
E00055588,5.1,21.3,73.5
E00055589,7.5,20,72.5
E00055590,9.7,16.8,73.5
E00055591,6.5,38.7,54.8
E00055592,6.5,30.6,63
E00055593,22.4,9.5,68.1
E00055594,16.4,20.9,62.7
E00055595,10.6,16.3,73.1
E00055596,9.1,25,65.9
E00055597,5.8,32.6,61.6
E00055598,9.5,41,49.5
E00055599,12.4,30.5,57.1
E00055600,10.9,19.1,70
E00055602,12.4,21.5,66.1
E00055603,13.4,26.1,60.4
E00055604,10.1,28.4,61.5
E00055605,25.2,8.7,66.1
E00055606,17.3,15,67.7
E00055607,5.3,47,47.7
E00055608,10.4,29.3,60.4
E00055609,3.1,32.3,64.6
E00055610,2.6,26.1,71.3
E00055611,6.1,22.6,71.3
E00055612,4.8,26.9,68.3
E00055613,7.9,21.7,70.4
E00055614,4.5,27.1,68.4
E00055615,3.6,23.6,72.7
E00055616,7.9,18,74.1
E00055617,5.5,16.4,78.1
E00055618,8,44.6,47.3
E00055619,7.1,24.8,68.1
E00055620,4.3,32.6,63
E00055621,6.2,15.5,78.3
E00055672,0.9,20,79.1
E00055673,1.5,37.3,61.2
E00055674,5.8,20.8,73.3
E00055675,3.1,33.1,63.8
E00055678,0.9,48.1,50.9
E00055679,5.5,29.5,65
E00055680,5.3,16,78.6
E00055681,4.9,26,69.1
E00055682,5.9,30.5,63.6
E00055683,0.8,64.3,34.9
E00055684,2.5,19.7,77.9
E00055685,2.5,23.5,73.9
E00055686,0,33.1,66.9
E00055687,4.4,21.1,74.4
E00055698,6.1,24.2,69.7
E00055699,0.8,34.4,64.8
E00055700,2.5,14.4,83.1
E00055701,3.5,27.2,69.3
E00055702,2.8,18.3,78.9
E00055703,3.6,43.9,52.5
E00055704,4.5,26.1,69.4
E00055705,2.7,28.1,69.2
E00055706,3.1,33.9,63
E00055707,5.6,27.8,66.7
E00055708,3.3,31.7,65
E00055709,2.5,18.2,79.3
E00055710,4,41.2,54.8
E00055711,2.3,32.8,64.9
E00055712,3.6,27,69.3
E00055713,4.9,17.8,77.3
E00055714,5,14.2,80.8
E00055715,3.1,30.5,66.4
E00055716,2.3,25.6,72.2
E00055717,6.5,26.5,67.1
E00055718,2,31,67
E00055719,2.4,26,71.7
E00055720,2.6,15.5,81.9
E00055721,2.8,19.6,77.6
E00055722,5.9,30.5,63.6
E00055723,3.9,45.8,50.3
E00055724,2.7,37.5,59.8
E00055725,1.9,48.1,50
E00055726,2.3,26.9,70.8
E00055727,0,37.3,62.7
E00055728,5.6,59.2,35.2
E00055729,4.2,38.9,56.9
E00055730,3.8,39.7,56.5
E00055731,3.8,19.4,76.9
E00055732,3.9,12.6,83.5
E00055733,4.1,29.1,66.9
E00055734,2.6,24.4,73.1
E00055735,3.8,22,74.2
E00055736,4.6,24.4,71
E00055737,0,67.8,32.2
E00055738,0,51.9,48.1
E00055739,2.2,26.1,71.7
E00055740,4.8,33.7,61.4
E00055741,4.8,31.5,63.7
E00055742,3.6,28.1,68.3
E00055743,3,34.1,63
E00055744,4.2,18.9,76.9
E00055745,0.9,31.8,67.3
E00055746,3.2,29.6,67.2
E00055747,0,32.7,67.3
E00055748,0.7,65.3,34
E00055749,2.9,22.5,74.6
E00055750,2.2,36,61.9
E00055751,4.8,40,55.2
E00055752,1.4,17.3,81.3
E00055753,2.5,46.2,51.3
E00055754,1.4,21.1,77.6
E00055755,5.4,36.4,58.1
E00055756,2.7,49.2,48.1
E00055757,3.8,61.6,34.6
E00055758,4.3,49.6,46.2
E00055759,2.2,50.3,47.6
E00055760,6.1,31.9,62
E00055761,3.4,28.7,67.8
E00055762,3.8,39.7,56.5
E00055763,2.2,37.7,60.1
E00055764,3.2,32.9,63.9
E00055765,6.4,32,61.6
E00055766,0,50,50
E00055767,3.4,23.1,73.5
E00055768,3.6,21.8,74.5
E00055769,2.3,34.4,63.3
E00055771,4.7,38.6,56.7
E00055772,2.3,23.3,74.4
E00055773,3,27.3,69.7
E00055774,0.9,26.5,72.6
E00055775,6.1,23.7,70.2
E00055776,3.9,18.9,77.2
E00055777,2.4,43.9,53.7
E00055778,1.7,31.7,66.7
E00055779,6.5,29,64.5
E00055780,8.6,27.2,64.2
E00055781,0.9,31.6,67.5
E00055884,2.3,25.6,72.2
E00055888,6.3,16.7,77
E00055889,4.7,12,83.3
E00055890,5.4,40.5,54.1
E00055891,4.8,48.4,46.8
E00055893,3.6,35.5,60.9
E00055894,0.8,27.3,72
E00055895,5.5,34.5,60
E00055896,0.9,36.8,62.4
E00055897,5,27.9,67.1
E00055898,2.2,38.1,59.7
E00055901,9.4,36.7,53.9
E00055903,2.2,36,61.8
E00055904,1.9,56.7,41.3
E00055905,8.3,36.4,55.3
E00055906,4,48.9,47.1
E00055907,7,31,62
E00055908,5.3,30.1,64.6
E00055910,8.5,25.4,66.2
E00055912,2.3,36.4,61.4
E00055914,5.8,31.7,62.5
E00055917,0,23.1,76.9
E00055918,3.1,40.5,56.5
E00055920,1.6,27.4,71
E00055921,1.9,29.4,68.8
E00055922,4.6,38.9,56.5
E00055924,5.8,33.3,60.8
E00055925,5.1,17.9,76.9
E00055926,2.5,35.6,61.9
E00055927,6.8,19.5,73.7
E00055928,4.4,31.1,64.4
E00055929,2.4,19.4,78.2
E00055930,3.8,25.5,70.8
E00055931,2.5,19.8,77.7
E00055932,2.8,32.7,64.5
E00055933,3.5,28.3,68.1
E00055934,4.5,38.3,57.1
E00055935,3.4,47.5,49.2
E00055936,0.8,23.8,75.4
E00055937,0,28.4,71.6
E00055938,4,26.4,69.6
E00055939,6.6,20.5,73
E00055940,3.4,35.6,61
E00055941,5.6,43.5,50.8
E00055942,2.8,43.1,54.1
E00055944,5.9,17.6,76.5
E00055946,5,28.9,66.1
E00055947,1.4,51.4,47.3
E00055949,7.9,20.5,71.7
E00055950,2.8,41.3,56
E00055952,4,32.8,63.2
E00055953,4.7,38,57.4
E00055954,4.6,45,50.4
E00055955,4.4,51.5,44.1
E00055956,2.4,33.3,64.3
E00055958,3.9,39.5,56.6
E00055959,3.2,49.5,47.3
E00055960,0.8,45.8,53.4
E00055962,1.5,42.4,56.1
E00055963,9.7,37.2,53.1
E00055965,5.7,25.2,69.1
E00055969,4.6,52.6,42.8
