areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00039240,95.6,0.3,4
E00039241,98.6,0.4,1.1
E00039242,98.5,1,0.5
E00039243,98,0,2
E00039244,98.6,1,0.3
E00039245,98.3,0.8,0.8
E00039246,98.1,1.3,0.6
E00040632,96.4,0.3,3.3
E00040633,97.8,0,2.2
E00040634,98.1,0,1.9
E00040637,99.2,0,0.8
E00040638,97,0.9,2.1
E00040639,93,1.3,5.6
E00040640,95.8,1,3.1
E00040641,98.2,0,1.8
E00040669,99.4,0.6,0
E00040673,99,0,1
E00040676,98.2,0,1.8
E00040677,99.2,0,0.8
E00040678,98.5,0.4,1.1
E00040679,96.7,0.7,2.6
E00040681,94.1,1.4,4.5
E00040683,97.6,1.2,1.2
E00040684,96.1,0.9,3
E00040685,97.4,0.6,1.9
E00040686,96.5,2.6,1
E00040687,98.7,0.8,0.4
E00040688,98.2,0.7,1.1
E00040689,99.1,0,0.9
E00040690,97.7,0.5,1.8
E00040691,99.3,0.7,0
E00040693,99.6,0,0.4
E00040695,98.3,0.3,1.4
E00098508,98.3,0.6,1.1
E00098509,94.9,1.4,3.7
E00098510,97.1,0.7,2.2
E00098511,94.6,2.9,2.5
E00098512,96.9,0.5,2.6
E00098513,97.2,1.4,1.4
E00098514,94.2,0.8,4.9
E00098515,97.8,0,2.2
E00098516,98.6,0.4,1.1
E00098517,99.3,0,0.7
E00098532,99.4,0,0.6
E00098533,95.9,0,4.1
E00098534,96.6,0.4,3
E00098535,98.7,0.3,1
E00098536,98.7,0.3,1.1
E00098537,98.4,0.4,1.1
E00098538,95.2,0,4.8
E00098539,89.5,0,10.5
E00098540,95.6,0.3,4.1
E00098541,95.9,0,4.1
E00098542,97.1,0.3,2.6
E00098543,99.7,0,0.3
E00098544,96,1.6,2.4
E00098545,97.2,0,2.8
E00098546,99.6,0,0.4
E00098547,98.2,0.6,1.2
E00098548,98.2,0.4,1.5
E00098549,99.5,0,0.5
E00098550,93.3,1.5,5.2
E00098551,100,0,0
E00098554,99,0,1
E00098555,99.2,0.4,0.4
E00098556,96.4,1.7,2
E00098557,97.1,1.5,1.5
E00098565,96.4,0,3.6
E00098566,98.4,0,1.6
