areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
W00006029,1.5,6.1,76.5,15.9
W00006030,0.9,17.2,69,12.9
W00006031,0.7,13,76.1,10.1
W00006032,0,9.1,42.2,48.7
W00006033,8.8,16.7,63.2,11.4
W00006034,30.6,14.5,45.2,9.7
W00006035,0,17.9,66.7,15.4
W00006036,2.5,21.8,58.8,16.8
W00006037,16.7,32.6,41,9.7
W00006038,3.2,23.8,64.3,8.7
W00006039,1.8,10.6,75.2,12.4
W00006046,0,13.9,74.3,11.9
W00006047,22.4,5.2,69,3.4
W00006048,12.3,20.5,47.5,19.7
W00006049,1.7,19.2,65.8,13.3
W00006142,0.8,13.7,80.6,4.8
W00006143,0.8,22,51.5,25.8
W00006144,7.7,28.2,56.3,7.7
W00006145,1.3,23.9,66.7,8.2
W00006148,1.5,24.1,64.7,9.8
W00006149,5.6,23.8,67.8,2.8
W00006220,19.9,34.6,39,6.6
W00006221,1.9,61.5,34.6,1.9
W00006222,24.1,8.9,41.1,25.9
W00006223,4,33.9,53.2,8.9
W00006224,24.8,13.2,61.2,0.8
W00006225,8.7,18.3,62.6,10.4
W00006226,0,22.8,73.1,4.1
W00006227,5.5,34.6,52,7.9
W00006229,25.4,56.8,11.9,5.9
W00006721,0,22.8,44.1,33.1
W00006725,0,12.7,54.5,32.7
W00006726,7.5,13.4,54.5,24.6
W00006756,0.7,18.5,67.1,13.7
W00006757,20.3,39.8,29.7,10.2
W00006758,1.7,27.4,68.4,2.6
W00006759,1.7,37.1,56.9,4.3
W00006760,2,11.8,71.1,15.1
W00006761,2.6,28.4,52.6,16.4
W00006762,0.8,6,84.2,9
W00006763,0,10.4,77.6,12
W00006765,1.4,11,66.4,21.2
W00006766,1.6,38.2,58.5,1.6
W00006832,2.5,30,66.7,0.8
W00006833,1,26.8,59.8,12.4
W00006838,12.1,32.9,49.7,5.4
W00006911,2.4,30.1,51.2,16.3
W00006912,0.8,10.2,71.9,17.2
W00006913,2.3,29.5,55,13.2
W00006914,0.9,34.5,37.9,26.7
W00006915,0,13.5,37.8,48.6
W00006916,0,3,88.6,8.3
W00006917,1.2,16.4,57.6,24.8
W00006918,0,30.2,63.3,6.5
W00006919,1.6,18.4,64,16
W00006920,1.5,24.1,70.7,3.8
W00006921,8.1,11.3,54.8,25.8
W00006922,2.1,26.1,62,9.9
W00006923,2.3,30.1,63.9,3.8
W00006924,0.7,15.8,61.2,22.3
W00006925,7.3,33.8,49.7,9.3
W00006926,11.7,41.4,42.8,4.1
W00006927,0.7,12.8,47.3,39.2
W00006928,0.6,7.5,43.8,48.1
W00006929,4.2,22.9,50,22.9
W00006930,2.9,44.8,47.6,4.8
W00006943,1.8,53.5,36,8.8
W00006944,0,9.6,47.8,42.7
W00006945,0.8,38.2,56.9,4.1
W00006946,8.7,22,60.7,8.7
W00006947,0,32.5,64,3.5
W00006948,2.3,20.3,70.3,7
W00006949,4.4,31.1,44.8,19.7
W00006950,0.9,8.7,82.6,7.8
W00006951,0.8,3.8,86.9,8.5
W00006952,0,14.9,79.3,5.8
W00006953,23.4,15.6,55.5,5.5
W00006954,9.2,48.9,36.9,5
W00006992,7,34.1,51.2,7.8
W00006993,0.5,5.9,76.9,16.7
W00006994,0,32.4,52.9,14.7
W00006995,2.9,21.8,55.7,19.5
W00006996,4.5,46.8,45.9,2.7
W00006997,3.3,13.3,76.7,6.7
W00006998,1.7,42.4,53.4,2.5
W00006999,0,14.3,74.8,10.9
W00007000,0.8,52.5,40,6.7
W00007001,0,6.9,88.8,4.3
W00007002,2.9,34.3,60.7,2.1
W00007003,2.1,22.5,72.5,2.8
W00007004,15.3,38.7,40.9,5.1
W00007005,1.7,3.3,88.3,6.7
W00007006,0,25.6,65.6,8.8
W00007007,2.4,16,62.4,19.2
W00007008,14.7,16.2,62.5,6.6
W00007009,0,14.9,77.7,7.4
W00007010,1.8,19.3,73.7,5.3
W00007011,11.4,15.7,62.1,10.7
W00007012,5.7,21.1,64.2,8.9
W00007013,4,18.3,65.9,11.9
W00007014,5.4,64,27.9,2.7
W00007015,3.2,8.3,71.8,16.7
W00007016,2.4,13,77.2,7.3
W00007017,16.4,54.9,27.9,0.8
W00007018,10.1,29.4,41.3,19.3
W00007019,1.5,31.3,65.6,1.5
W00007020,7.7,27.3,58.7,6.3
W00007055,0.6,9,38.9,51.5
W00007056,0.8,14.7,68.2,16.3
W00007057,0.8,24,62.8,12.4
W00007058,11,23.2,56.8,9
W00007059,12.9,37.9,47.6,1.6
