areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00006029,81.5,14.8,3.7
W00006030,80,14.4,5.6
W00006031,77.7,12.3,10
W00006032,83,11.2,5.9
W00006033,77.7,15.5,6.9
W00006034,66.7,22.8,10.6
W00006035,76.3,12.9,10.8
W00006036,81.4,10.2,8.4
W00006037,73.4,16.7,9.9
W00006038,81.1,12.8,6
W00006039,80.3,17,2.7
W00006046,80.6,14.2,5.3
W00006047,69,18.7,12.3
W00006048,78.8,14.1,7.1
W00006049,76.9,18.7,4.5
W00006142,80.5,13.9,5.6
W00006143,82.2,12.3,5.5
W00006144,77.4,16,6.6
W00006145,76,14.8,9.2
W00006148,74.3,19,6.7
W00006149,80.3,12.9,6.9
W00006220,63.6,23,13.4
W00006221,69.7,11.6,18.7
W00006222,75,14.8,10.2
W00006223,76,15.4,8.6
W00006224,68.4,17.3,14.3
W00006225,66.8,21.1,12.1
W00006226,74.2,18.5,7.3
W00006227,71.4,16.4,12.3
W00006229,60.2,19.9,19.9
W00006721,83.9,12.3,3.9
W00006725,86.3,9.6,4.1
W00006726,82.4,11.5,6.2
W00006756,80.1,14.1,5.9
W00006757,65.3,19.4,15.3
W00006758,67.3,22.4,10.3
W00006759,75.1,16,8.9
W00006760,71.6,17.2,11.3
W00006761,78.5,13.1,8.5
W00006762,83.3,11.3,5.4
W00006763,74.2,11.8,13.9
W00006765,70.5,22.7,6.7
W00006766,63.7,18.7,17.6
W00006832,76.4,13.4,10.2
W00006833,79.7,16.3,4
W00006838,70.5,18.1,11.4
W00006911,76.2,15.7,8
W00006912,78.1,14.5,7.4
W00006913,75.7,17.4,6.9
W00006914,74.4,17.1,8.5
W00006915,85.3,9.8,4.9
W00006916,73.9,20.1,6.1
W00006917,80,13,7
W00006918,76.2,14.9,8.8
W00006919,77.5,14.6,7.9
W00006920,78.1,12.8,9.1
W00006921,74.9,15.3,9.8
W00006922,74.5,16.7,8.8
W00006923,69.8,20.1,10.1
W00006924,75.4,16.1,8.5
W00006925,75.2,12.9,11.9
W00006926,72.8,13,14.1
W00006927,79.9,13.1,7
W00006928,85.9,9.5,4.6
W00006929,65.6,21.2,13.2
W00006930,69.4,16.9,13.7
W00006943,60.7,23.4,16
W00006944,80.3,14.2,5.5
W00006945,71.2,16.2,12.6
W00006946,73,16.7,10.3
W00006947,71.9,17.7,10.4
W00006948,69.7,20.8,9.5
W00006949,72.7,16.3,11
W00006950,70.8,16.2,13.1
W00006951,71.4,17.3,11.3
W00006952,73.5,15.9,10.7
W00006953,73.3,14.3,12.4
W00006954,66.4,19.9,13.7
W00006992,78.3,14.8,6.9
W00006993,80.3,12.5,7.2
W00006994,77.6,16,6.4
W00006995,79.3,11.5,9.3
W00006996,75.3,16.6,8.1
W00006997,76.8,12.2,11
W00006998,59.8,23.1,17
W00006999,72.6,16.7,10.7
W00007000,73.5,16,10.5
W00007001,72.1,15.9,12
W00007002,76.1,16.8,7.1
W00007003,71.1,17.3,11.6
W00007004,71.7,16.1,12.2
W00007005,71.2,19.2,9.6
W00007006,72.7,17,10.3
W00007007,79.6,14.3,6.1
W00007008,72.1,16.5,11.4
W00007009,77.8,16,6.1
W00007010,68.6,17.6,13.7
W00007011,72.8,17.6,9.7
W00007012,66.8,19.5,13.7
W00007013,75.1,16.3,8.6
W00007014,69.7,11.8,18.5
W00007015,75.3,17.5,7.2
W00007016,66.8,22.9,10.3
W00007017,64.5,22.1,13.4
W00007018,63,21.9,15.1
W00007019,69.2,18.8,12
W00007020,78.2,13.9,7.9
W00007055,81.1,13.6,5.3
W00007056,75,17.3,7.7
W00007057,82.2,11.4,6.3
W00007058,78.7,17.2,4.1
W00007059,66.1,19.8,14.1
W00007060,71.9,17.6,10.5
W00007061,80.8,13,6.1
W00007062,84.7,11.7,3.6
W00007063,78.3,12.8,8.9
W00007064,76,17.6,6.4
W00007065,77.5,16.7,5.8
W00007066,74.1,15.7,10.2
W00007067,85.8,7.1,7.1
W00007068,83.4,13.1,3.5
W00007069,75.4,17.6,6.9
W00007070,82.8,12.8,4.4
W00007071,72.5,17,10.6
W00007072,77.4,15.1,7.5
W00007073,75.1,16.3,8.6
W00007074,77.2,14,8.8
W00007075,74.9,18.1,7
W00007076,69.7,19.7,10.7
W00007077,78.4,14.9,6.7
W00007078,77.7,13,9.3
W00007079,72.4,17.7,9.9
W00007080,76.7,16.3,7.1
W00007081,67.6,26.2,6.1
W00007082,81,12.4,6.6
W00007083,69.3,18.8,11.9
W00007084,70.2,14.7,15.1
W00007085,73.6,17.1,9.3
W00007086,68,18,13.9
W00007087,65.5,15.7,18.8
W00007088,67.1,17.2,15.7
W00007089,70.9,17.3,11.8
W00007090,71.8,14.4,13.7
W00007091,64.3,18.5,17.1
W00007092,57,23.5,19.6
W00007110,82.9,13.4,3.7
W00007123,68.1,23.8,8.1
W00007128,72.4,16.9,10.7
W00007129,77.2,14.1,8.7
W00007130,79,14.9,6
W00007131,63.9,22.4,13.7
W00007132,72.5,18,9.5
W00007133,73.8,14.1,12.1
W00007134,70.8,19.6,9.6
W00007135,79.7,12.5,7.8
W00007136,67.2,19.3,13.5
W00007137,79.6,13.6,6.8
W00007138,77,13.6,9.4
W00007139,71.7,14.6,13.7
W00007140,67.8,20.3,11.9
W00007141,71,17.2,11.9
W00007142,73.7,14.5,11.8
W00007143,82.5,8.4,9.1
W00007144,73.3,17.9,8.8
W00007145,77.8,14.5,7.7
W00007147,78.6,13.8,7.6
W00007148,70.6,15.2,14.2
W00007149,71.9,17.5,10.6
W00007150,66.4,21.7,11.9
W00007151,81.2,12.9,5.9
