areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
W00006029,43.3,56.7
W00006030,50,50
W00006031,37.3,62.7
W00006032,58.6,41.4
W00006033,40.7,59.3
W00006034,29.1,70.9
W00006035,43.8,56.2
W00006036,40.5,59.5
W00006037,31.1,68.9
W00006038,35.8,64.2
W00006039,40.3,59.7
W00006046,42.4,57.6
W00006047,32.5,67.5
W00006048,38.5,61.5
W00006049,55.9,44.1
W00006142,39.2,60.8
W00006143,47.7,52.3
W00006144,33.3,66.7
W00006145,54.5,45.5
W00006148,42.4,57.6
W00006149,40.9,59.1
W00006220,39.1,60.9
W00006221,25.9,74.1
W00006222,44.9,55.1
W00006223,50.2,49.8
W00006224,34.5,65.5
W00006225,41.1,58.9
W00006226,35.4,64.6
W00006227,41,59
W00006229,23.3,76.7
W00006721,49,51
W00006725,50.3,49.7
W00006726,53,47
W00006756,44.6,55.4
W00006757,39.5,60.5
W00006758,37.8,62.2
W00006759,37.1,62.9
W00006760,54.6,45.4
W00006761,52.2,47.8
W00006762,47,53
W00006763,43,57
W00006765,51.5,48.5
W00006766,27.5,72.5
W00006832,31.7,68.3
W00006833,39.5,60.5
W00006838,33.2,66.8
W00006911,47.5,52.5
W00006912,53.3,46.7
W00006913,46.3,53.7
W00006914,59.8,40.2
W00006915,57.1,42.9
W00006916,38.4,61.6
W00006917,52.8,47.2
W00006918,38,62
W00006919,44.2,55.8
W00006920,38.1,61.9
W00006921,44,56
W00006922,44.8,55.2
W00006923,39.5,60.5
W00006924,50.3,49.7
W00006925,43.6,56.4
W00006926,41.6,58.4
W00006927,55.7,44.3
W00006928,64.4,35.6
W00006929,48,52
W00006930,20.6,79.4
W00006943,35.2,64.8
W00006944,53.8,46.2
W00006945,33.8,66.2
W00006946,34,66
W00006947,45,55
W00006948,31,69
W00006949,45.1,54.9
W00006950,41.9,58.1
W00006951,43.2,56.8
W00006952,38.9,61.1
W00006953,30.7,69.3
W00006954,24.8,75.2
W00006992,37.7,62.3
W00006993,47.9,52.1
W00006994,39.7,60.3
W00006995,51.5,48.5
W00006996,32.5,67.5
W00006997,38.1,61.9
W00006998,39.9,60.1
W00006999,38.8,61.2
W00007000,36.5,63.5
W00007001,30.5,69.5
W00007002,38.4,61.6
W00007003,35.6,64.4
W00007004,30.6,69.4
W00007005,43.5,56.5
W00007006,43.5,56.5
W00007007,56.7,43.3
W00007008,40.3,59.7
W00007009,36.8,63.2
W00007010,43.1,56.9
W00007011,35.5,64.5
W00007012,35.8,64.2
W00007013,43.7,56.3
W00007014,31.5,68.5
W00007015,45.5,54.5
W00007016,41.1,58.9
W00007017,25.9,74.1
W00007018,37.4,62.6
