areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00006029,38.6,52.3,0,9.1
W00006030,50,43.1,0,6.9
W00006031,48.6,31.2,0.7,19.6
W00006032,53.5,36.8,0,9.7
W00006033,35.1,34.2,11.4,19.3
W00006034,26.6,16.1,32.3,25
W00006035,44.4,33.9,0,21.8
W00006036,42.9,31.1,0.8,25.2
W00006037,25.7,16.7,14.6,43.1
W00006038,47.2,27.6,8.7,16.5
W00006039,35.1,35.1,0.9,28.8
W00006046,45.5,34.7,1,18.8
W00006047,21.7,23.5,37.4,17.4
W00006048,42.6,23.8,14.8,18.9
W00006049,50,35,0,15
W00006142,33.9,40.3,0,25.8
W00006143,45.5,45.5,0,9.1
W00006144,35.9,31,8.5,24.6
W00006145,34.2,35.4,12.7,17.7
W00006148,43.8,33.8,1.5,20.8
W00006149,32.2,37.8,3.5,26.6
W00006220,26.3,16.8,47.4,9.5
W00006221,21.2,21.8,31.4,25.6
W00006222,37.2,29.2,21.2,12.4
W00006223,30.5,48.4,7.8,13.3
W00006224,24.2,22.5,40.8,12.5
W00006225,46.5,26.3,16.7,10.5
W00006226,24.8,18.6,43.4,13.1
W00006227,25.4,38.5,29.2,6.9
W00006229,15,12.5,61.7,10.8
W00006721,41.9,49.3,0,8.8
W00006725,37,50.9,1.2,10.9
W00006726,50.7,42.5,0,6.7
W00006756,37.8,35,9.1,18.2
W00006757,42.7,14.5,24.8,17.9
W00006758,42.6,15.7,16.5,25.2
W00006759,40.7,33.1,3.4,22.9
W00006760,59.2,26.3,2,12.5
W00006761,50,25,0.9,24.1
W00006762,43.6,45.1,3,8.3
W00006763,38.3,29.7,10.9,21.1
W00006765,40.7,44.8,0.7,13.8
W00006766,17.7,16.9,54.8,10.5
W00006832,43.3,25,17.5,14.2
W00006833,40,34.7,6.3,18.9
W00006838,34.9,21.5,30.2,13.4
W00006911,48,37.4,1.6,13
W00006912,48.1,32.1,9.9,9.9
W00006913,48.1,31,0.8,20.2
W00006914,68.1,26.7,0.9,4.3
W00006915,59.6,34.9,0.7,4.8
W00006916,30.3,31.8,25,12.9
W00006917,36.1,36.1,14.5,13.3
W00006918,22.9,32.1,22.1,22.9
W00006919,39,28.5,22.8,9.8
W00006920,36.4,33.3,3.8,26.5
W00006921,35.5,37.1,11.3,16.1
W00006922,38.8,33.1,2.9,25.2
W00006923,34.3,19.4,10.4,35.8
W00006924,50.7,35,0,14.3
W00006925,30.5,30.5,23.8,15.2
W00006926,44.8,22.1,13.1,20
W00006927,51,38.9,1.3,8.7
W00006928,39,56,0.6,4.4
W00006929,49.3,26.4,14.6,9.7
W00006930,15.2,7.6,63.8,13.3
W00006943,16.7,12.3,65.8,5.3
W00006944,34.3,53.1,4.6,8
W00006945,28.9,19,37.2,14.9
W00006946,29.5,18.5,35.6,16.4
W00006947,33.6,26.7,22.4,17.2
W00006948,33.6,26.6,16.4,23.4
W00006949,25,42.9,21.7,10.3
W00006950,24.1,32.1,39.3,4.5
W00006951,31.3,35.9,24.4,8.4
W00006952,30.1,30.1,28.5,11.4
W00006953,22.7,26.6,32.8,18
W00006954,18.3,20.4,40.8,20.4
W00006992,27,27,23,23
W00006993,37,39.7,15.3,7.9
W00006994,40.8,41.4,4.1,13.6
W00006995,48.8,38.4,3.5,9.3
W00006996,16.5,26.6,39.4,17.4
W00006997,24.2,25,42.5,8.3
W00006998,21.2,13.6,58.5,6.8
W00006999,35.8,30.8,21.7,11.7
W00007000,28.6,20.2,40.3,10.9
W00007001,23,25.7,40.7,10.6
W00007002,42.8,25.4,0,31.9
W00007003,35.3,33.8,7.9,23
W00007004,27.2,23.5,0.7,48.5
W00007005,29.7,37.3,28.8,4.2
W00007006,40,24,2.4,33.6
W00007007,57.9,31,0,11.1
W00007008,33.1,33.1,11.8,22.1
W00007009,41.3,33.9,3.3,21.5
W00007010,42.2,25,24.1,8.6
W00007011,36,26.6,9.4,28.1
W00007012,47.5,23,2.5,27
W00007013,42.6,35.7,1.6,20.2
W00007014,9.9,9,70.3,10.8
W00007015,41,25,20.5,13.5
W00007016,52.9,26.4,4.1,16.5
W00007017,19.8,5,67.8,7.4
W00007018,36.1,30.6,24.1,9.3
W00007019,16,12.2,64.1,7.6
W00007020,33.3,29.9,5.6,31.3
W00007055,60.5,32.9,1.2,5.4
W00007056,21.5,33.8,32.3,12.3
W00007057,44.1,42.5,3.9,9.4
W00007058,34.2,27.8,0,38
W00007059,17.1,13,58.5,11.4
W00007060,19.1,24.1,46.2,10.6
W00007061,41,38.5,1.6,18.9
W00007062,30.2,51.6,1.6,16.7
W00007063,45.3,33.6,7,14.1
W00007064,35.7,38.8,13.2,12.4
W00007065,42.9,35.3,0,21.8
W00007066,44.1,29.4,17.5,9.1
W00007067,34.7,58.4,0,6.9
W00007068,29.8,34.2,27.2,8.8
W00007069,58.9,29.5,8.5,3.1
W00007070,58.6,28.1,8.6,4.7
W00007071,54.8,23.4,1.6,20.2
W00007072,57.8,27.5,11.9,2.8
W00007073,54.9,32.3,0,12.8
W00007074,45.5,36.6,17,0.9
W00007075,36.9,36.9,21.3,5
W00007076,40,29.6,22.4,8
W00007077,43.1,31,12.1,13.8
W00007078,42.6,32.8,11.5,13.1
W00007079,39,30.2,15.7,15.1
W00007080,19.5,37.6,30.8,12
W00007081,66.9,28.1,1.7,3.3
W00007082,60.5,31.5,0,8.1
W00007083,33.6,30.8,21,14.7
W00007084,31.5,19.8,40.5,8.1
W00007085,32.8,31,25,11.2
W00007086,33.3,25.2,23.4,18
W00007087,31.9,26.1,28.6,13.4
W00007088,24.8,21.3,48.2,5.7
W00007089,35,29.3,27.6,8.1
W00007090,31.5,27.4,33.9,7.3
W00007091,20.7,15.7,59.3,4.3
W00007092,27.2,8.8,60.5,3.5
W00007110,53.3,35.2,4.1,7.4
W00007123,43.8,21.9,15.3,19
W00007128,43.6,33.8,11.3,11.3
W00007129,45.5,33.8,5.8,14.9
W00007130,58.7,32.6,0,8.7
W00007131,40,23.8,26.9,9.2
W00007132,44.7,31.7,18.7,4.9
W00007133,30.6,27.8,18.8,22.9
W00007134,47.1,23.6,4.3,25
W00007135,33.1,44.6,3.3,19
W00007136,23.5,26.1,21.8,28.6
W00007137,33.1,33.1,25.6,8.3
W00007138,31.1,46.7,11.1,11.1
W00007139,22.1,25.2,32.8,19.8
W00007140,21.9,19.2,52.3,6.6
W00007141,33.1,44.4,16.9,5.6
W00007142,13.1,18.7,63.6,4.7
W00007143,32,45.6,8.8,13.6
W00007144,42.5,27.5,25.8,4.2
W00007145,46.9,40.6,4.2,8.4
W00007147,31.8,46.2,5.8,16.2
W00007148,38.3,25,10.2,26.6
W00007149,27.9,35.1,25.2,11.7
W00007150,24.6,28.7,38.5,8.2
W00007151,26.1,44.7,9.3,19.9
W00007152,37.6,45.7,5.9,10.8
W00007160,42.7,40.3,3.2,13.7
W00007168,54.4,28.4,2.4,14.8
W00007169,43.5,39.5,3.2,13.7
W00007171,55.8,30,3.3,10.8
W00007172,29.9,48,10.2,11.8
W00007173,18.6,18.6,58.9,3.9
W00007174,32.3,36.8,21.1,9.8
W00007213,38.1,50.3,0,11.6
W00007214,45,27,23.8,4.2
W00007215,64.7,30.8,0,4.5
W00007216,44.5,23.2,25.8,6.5
W00007217,24.4,16.7,46.7,12.2
W00007218,54,28.3,3.5,14.2
W00007219,45.8,41.5,2.5,10.2
W00007220,48.4,33,12.1,6.6
W00007221,49.5,29.5,10.5,10.5
W00007222,55.1,29.9,6.5,8.4
W00007223,24.4,8.7,56.7,10.2
W00007224,58.5,36.2,1.5,3.8
W00007225,39.8,40.6,2.3,17.2
W00007226,39.5,24.4,11.8,24.4
W00007227,28.6,19.4,35.7,16.3
W00007228,37.7,31.2,26.8,4.3
W00007247,36,41,7.2,15.8
W00007248,37.2,24.3,21.6,16.9
W00007249,43.2,25.3,4.8,26.7
W00007250,30.1,28.6,8.3,33.1
W00007251,40.6,36.2,3.6,19.6
W00007252,38.1,20.1,18.7,23.1
W00007253,27,18,40.5,14.4
W00007254,29.7,22.2,8.9,39.2
W00007256,47,26.1,2.6,24.3
W00007257,18.3,11,64.6,6.1
W00007258,32.3,20.5,18.1,29.1
W00007259,39.5,35,0.6,24.8
W00007261,38.3,22.5,30,9.2
W00007262,29.1,26.2,33,11.7
W00007263,25.4,9.6,56.1,8.8
W00007264,44.9,27.2,8.1,19.9
W00007265,18.9,12.6,47.7,20.7
W00007266,50.7,34,8.7,6.7
W00007267,34,19.1,11.3,35.5
W00007268,19.7,21.2,43.1,16.1
W00007269,37.1,35,6.3,21.7
W00007270,4.6,24.9,64.7,5.8
W00007271,47.8,31.2,8,13
W00007272,39.3,35.1,14.3,11.3
W00007273,28.8,28.8,30.4,12
W00007274,20.7,24.3,38.7,16.2
W00007275,32,30.7,17.6,19.6
W00007276,40.8,24,22.4,12.8
W00007277,41.1,40.5,8.1,10.3
W00007278,58.9,28.7,3.1,9.3
W00007279,52.3,32.6,2.3,12.8
W00007280,41.1,43.7,3.2,12
W00007281,36.4,39,11.8,12.8
W00007282,36.2,41.5,7.7,14.6
W00007284,42.4,33.3,6.8,17.4
W00007285,56.6,31,0,12.4
W00007286,49.4,39.6,3.9,7.1
W00007287,41.2,23.5,26.5,8.8
W00007288,34.3,33.6,17.1,15
W00007289,31.6,25.6,33.1,9.8
W00007290,29.6,54.6,10,5.8
W00007291,45.7,42.6,0.6,11.1
W00007328,45.9,39,3.4,11.6
W00007329,32.3,33.8,22.6,11.3
W00007330,61.5,30.8,0.7,7
W00007331,54.8,40.3,0,4.8
W00007332,71.5,23.6,1.6,3.3
W00007333,74.6,22.1,0.8,2.5
W00007334,35,34.2,27.4,3.4
W00007335,25.6,39.2,19.9,15.3
W00007336,43.2,39.5,1.4,15.9
W00007337,32.9,35,20.7,11.4
W00007338,36.3,34.8,5.9,23
W00007339,25,20.2,44.4,10.5
W00007340,39.3,24,8,28.7
W00007341,19.6,19.6,42,18.8
W00007342,25.8,23.5,39.4,11.4
W00007343,33.9,21.3,34.6,10.2
W00007344,28.1,21.6,38.1,12.2
W00007345,27.3,33.1,28.9,10.7
W00007346,54.5,27.6,5.7,12.2
W00007347,43.2,38.1,12.5,6.3
W00007348,31.5,34.7,10.5,23.4
W00007349,50.5,40.6,2,6.9
W00007350,25,14.2,50,10.8
W00007351,41.9,33.8,19.1,5.1
W00007352,34.2,34.2,13.3,18.3
W00007353,16.2,12.4,63.8,7.6
W00007354,32.8,26.2,27,13.9
W00007400,41.4,37.5,10.2,10.9
W00007401,41.4,42.7,8.9,7
W00007402,32.2,53.1,0.7,14
W00007403,41.1,29,17.7,12.1
W00007404,48.5,33.8,3.8,13.8
W00007405,66.7,23.3,2.3,7.8
W00007406,33.1,30.8,7.5,28.6
W00007407,52.2,38.9,0.9,8
W00007408,52.1,32.9,5.7,9.3
W00007409,28.9,26,23.1,22
W00007410,20.9,29.9,35.8,13.4
W00007411,24.3,8.8,52.9,14
W00007412,19.9,16.9,56.6,6.6
W00007413,23.4,60.2,4.1,12.3
W00007414,16.3,19.4,53.5,10.9
