areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00108432,95,5
E00108433,95.9,4.1
E00108434,95.4,4.6
E00108435,93.2,6.8
E00108436,94.2,5.8
E00108442,93.7,6.3
E00108443,92.1,7.9
E00108444,90.4,9.6
E00108445,89.9,10.1
E00108446,93,7
E00108447,90.6,9.4
E00108449,91.7,8.3
E00108450,89.4,10.6
E00108451,93.7,6.3
E00108452,96.5,3.5
E00108453,90.8,9.2
E00108454,92.6,7.4
E00108455,90.8,9.2
E00108456,96.5,3.5
E00108457,92,8
E00108458,91.9,8.1
E00108459,93.6,6.4
E00108460,95.9,4.1
E00108461,88.9,11.1
E00108462,89.8,10.2
E00108463,91,9
E00108464,86,14
E00108465,79.6,20.4
E00108466,94.9,5.1
E00108467,95.5,4.5
E00108468,96.3,3.7
E00108469,94.1,5.9
E00108470,94.2,5.8
E00108471,95.3,4.7
E00108472,95.9,4.1
E00108474,94.1,5.9
E00108475,88.4,11.6
E00108476,93,7
E00108477,94.6,5.4
E00108478,96.5,3.5
E00108479,90.6,9.4
E00108480,92.3,7.7
E00108481,92,8
E00108482,95.8,4.2
E00108484,91.5,8.5
E00108485,87.2,12.8
E00108486,91,9
E00108488,92.6,7.4
E00108489,88.5,11.5
E00108490,89.3,10.7
E00108491,86.3,13.8
E00108492,88.7,11.3
E00108493,88.9,11.1
E00108494,94.8,5.2
E00108495,87.7,12.3
E00108496,97,3
E00108497,99.1,0.9
E00108501,97.8,2.2
E00108502,93.8,6.2
E00108503,93.6,6.4
E00108504,95.5,4.5
E00108505,94.1,5.9
E00108506,94,6
E00108508,93.4,6.6
E00108509,98.1,1.9
E00108510,94.7,5.3
E00108511,97.6,2.4
E00108512,92.2,7.8
E00108513,95.6,4.4
E00108514,79.4,20.6
E00108515,93,7
E00108516,87.6,12.4
E00108517,67.9,32.1
E00108518,92.8,7.2
E00108520,91,9
E00108521,88.3,11.7
E00108522,92,8
E00108523,89.2,10.8
E00108524,92.8,7.2
E00108525,91.4,8.6
E00108526,79.4,20.6
E00108527,85.2,14.8
E00108528,88.9,11.1
E00108529,88.3,11.7
E00108530,89.4,10.6
E00108532,86.8,13.2
E00108533,70.2,29.8
E00108536,91.6,8.4
E00108537,90.6,9.4
E00108538,94.1,5.9
E00108539,91.9,8.1
E00108540,90,10
E00108542,92.6,7.4
E00108543,90.3,9.7
E00108544,87.8,12.2
E00108545,86.8,13.2
E00108546,83.2,16.8
E00108547,93.1,6.9
E00108548,96.5,3.5
E00108549,90.1,9.9
E00108550,91.7,8.3
E00108551,92.2,7.8
E00108552,89.6,10.4
E00108553,88.6,11.4
E00108554,91.5,8.5
E00108555,83,17
E00108556,91.5,8.5
E00108557,92.8,7.2
E00108559,92.8,7.2
E00108560,94.8,5.2
E00108561,83.1,16.9
E00108562,95.4,4.6
E00108563,89.3,10.7
E00108564,88,12
E00108566,90,10
E00108567,89.7,10.3
E00108568,91.4,8.6
E00108569,90.1,9.9
E00108571,82.9,17.1
E00108572,91.3,8.7
E00108573,94.5,5.5
E00108574,97.3,2.7
E00108575,91.2,8.8
E00108576,89.3,10.7
E00108577,85.7,14.3
E00108578,92.4,7.6
E00108579,91.2,8.8
E00108580,97.7,2.3
E00108581,93.7,6.3
E00108582,93.1,6.9
E00108583,97.8,2.2
E00108585,95.6,4.4
E00108586,93.6,6.4
E00108587,97,3
E00108588,94.7,5.3
E00108589,93.7,6.3
E00108590,96.8,3.2
E00108591,97,3
E00108592,99.4,0.6
E00108593,94.4,5.6
E00108594,96.1,3.9
E00108595,91.9,8.1
E00108596,92.3,7.7
E00108597,97.7,2.3
E00108598,91.6,8.4
E00108599,93.8,6.2
E00108601,95.1,4.9
E00108602,95.3,4.7
E00108603,92.6,7.4
E00108604,91.9,8.1
E00108605,90.8,9.2
E00108606,95,5
E00108607,98.1,1.9
E00108608,92.2,7.8
E00108609,98.2,1.8
E00108610,97.9,2.1
E00108611,96.6,3.4
E00108612,98.6,1.4
E00108613,98.1,1.9
E00108614,97.6,2.4
E00108616,92,8
E00108617,89.5,10.5
E00108618,93.3,6.7
E00108619,96.1,3.9
E00108620,97.6,2.4
