areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00045326,7.9,55.3,36.8
E00045327,11.7,66,22.3
E00045328,14.2,64.9,20.9
E00045329,12.3,50.8,36.9
E00045330,10.7,34.7,54.5
E00045331,12.7,55.6,31.7
E00045332,7.8,53.9,38.2
E00045333,10.3,47,42.7
E00045334,9.5,59.5,31
E00045335,7.5,42.5,50
E00045336,17,53,30
E00045337,7.4,39.3,53.3
E00045338,6.5,60.9,32.6
E00045339,3.9,25,71.1
E00045340,16.2,41.9,41.9
E00045341,15.2,51.5,33.3
E00045342,10.9,56.5,32.7
E00045343,14.1,67.1,18.8
E00045344,6.6,44.3,49.1
E00045345,7.6,51.5,40.9
E00045346,12.4,47.8,39.8
E00045347,10.5,58.1,31.4
E00045348,11,52.5,36.4
E00045349,9.3,72,18.6
E00045350,14.6,53.1,32.3
E00045351,6.6,52.6,40.8
E00045352,8.9,50.9,40.2
E00045353,8.4,39.9,51.7
E00045354,9.8,58.8,31.4
E00045355,16.7,45.6,37.8
E00045356,9.9,43.6,46.5
E00045357,9.1,51.5,39.4
E00045358,11.7,48.1,40.3
E00045359,9.2,52.3,38.5
E00045360,15.1,69.8,15.1
E00045361,9.9,69.1,21
E00045362,10.1,52.2,37.6
E00045363,9.7,45.1,45.1
E00045364,14.6,55.1,30.3
E00045365,17.1,59.8,23.2
E00045366,9.7,67.7,22.6
E00045367,6.1,67.7,26.3
E00045368,13.3,65,21.7
E00045369,17.1,70.5,12.4
E00045370,12.6,64.7,22.7
E00045371,11.8,69.7,18.5
E00045372,9.3,67,23.7
E00045373,13.5,69.4,17.1
E00045381,10.1,49.6,40.3
E00045382,10.9,60.9,28.3
E00045383,9.9,43.8,46.3
E00045384,11.4,37.6,51
E00045385,15.7,44.9,39.4
E00045386,7.1,69,23.9
E00045387,11.1,64.4,24.4
E00045388,14.5,40.6,44.8
E00045389,12.8,44.2,42.9
E00045390,12,57.6,30.4
E00045391,11.9,50.7,37.3
E00045392,10.3,44.9,44.9
E00045393,9.2,47.9,42.9
E00045394,11.6,49,39.4
E00045395,5.9,47.1,47.1
E00045396,11.6,49.7,38.8
E00045397,10,40.7,49.3
E00045398,5.9,53.8,40.3
E00045399,9.8,45.9,44.4
E00045400,4,51,45
E00045401,16.5,45.1,38.5
E00045402,8,52.6,39.4
