areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00045326,10.2,17.4,65.3,7.2
E00045327,9.2,24.4,55.5,10.9
E00045328,8.8,22,62.3,6.9
E00045329,4.8,34.4,57.6,3.2
E00045330,9.8,18.7,64.2,7.3
E00045331,12,24,57.3,6.7
E00045332,5.3,18.9,67.4,8.3
E00045333,3.3,24.6,63.9,8.2
E00045334,7,17.4,68.1,7.5
E00045335,13.3,11.5,69,6.2
E00045336,12,21.8,57.7,8.5
E00045337,8.3,26.9,56.5,8.3
E00045338,14.7,26.7,50.9,7.8
E00045339,14.2,29.2,54,2.7
E00045340,9.8,17.6,64.7,7.8
E00045341,6.6,27,59,7.4
E00045342,7.6,18.2,65.3,8.9
E00045343,5.8,23,65.5,5.8
E00045344,11.4,32.9,54.4,1.3
E00045345,10.9,23.8,59.9,5.4
E00045346,6.3,22.2,65.3,6.3
E00045347,6.8,15.9,70.5,6.8
E00045348,7.3,24.2,62.9,5.6
E00045349,6.6,19.8,65.3,8.3
E00045350,11.8,15.1,63.2,9.9
E00045351,7.1,21.4,64.3,7.1
E00045352,8.4,23.9,62.6,5.2
E00045353,6.7,23,62.2,8.1
E00045354,6.7,18.1,68.5,6.7
E00045355,15.5,21.6,58.1,4.7
E00045356,12.9,16.4,60.3,10.3
E00045357,10.5,23.8,58,7.7
E00045358,14,25.2,56.1,4.7
E00045359,11,23.1,59.3,6.6
E00045360,6.6,25.1,62.3,6
E00045361,9.2,21.8,68.3,0.7
E00045362,15.8,18,57.9,8.3
E00045363,8,26.5,57.4,8
E00045364,12.8,18.6,60.9,7.7
E00045365,5.9,21.2,61.8,11.2
E00045366,6.8,17.3,66.2,9.8
E00045367,8.1,21.6,64.9,5.4
E00045368,5.9,20.9,66,7.2
E00045369,6.9,21.4,66.7,5
E00045370,7.9,17.1,69.1,5.9
E00045371,8,19.6,63.8,8.7
E00045372,7.4,15.3,73.6,3.7
E00045373,7.7,16.8,65.7,9.8
E00045381,12.6,26.8,55.1,5.5
E00045382,5.7,18.6,70.7,5
E00045383,10.9,21.8,61.5,5.8
E00045384,8.7,30.4,57.4,3.5
E00045385,18.5,18.5,50.6,12.3
E00045386,7.2,17.8,63.2,11.8
E00045387,6.4,20.6,58.9,14.2
E00045388,11.6,32.7,48.3,7.5
E00045389,15.7,37.3,47.1,0
E00045390,10.9,28.5,52.6,8
E00045391,13.4,14.8,63.8,8.1
E00045392,11.7,20.2,68.1,0
E00045393,11.6,26.7,52.3,9.3
E00045394,13.1,21.9,63.5,1.5
E00045395,11.6,25.6,58.1,4.7
E00045396,7.8,22.5,65.1,4.7
E00045397,10.5,24.3,55.9,9.2
E00045398,13.6,19.8,58,8.6
E00045399,8.1,29,58.9,4
E00045400,10.2,29.6,50.9,9.3
E00045401,19.1,19.1,55.5,6.4
E00045402,17.6,28.9,45.8,7.7
E00045403,10.9,27.3,58.6,3.1
E00045404,29.4,11.8,52.9,5.9
E00045405,7.9,22.5,65.2,4.5
E00045406,13,20.5,61,5.5
E00045407,10.7,13.7,65.6,9.9
E00045408,8.2,15.3,66.3,10.2
E00045409,3.6,24.5,63.6,8.2
E00045410,10.8,20.8,60.8,7.5
E00045411,8.3,22.2,63.2,6.3
E00045412,8.2,17.9,67.2,6.7
E00045416,8.3,19.2,63.3,9.2
E00045420,9.5,14.7,67.9,7.9
E00045422,8.1,12.9,71,8.1
E00045427,11.7,19.3,63.7,5.3
E00045428,5.5,20.9,68.7,4.9
E00045429,9.3,14.3,67.7,8.7
E00045431,4.8,14.5,68.1,12.7
E00045434,9.3,23.7,58.8,8.2
E00045439,7.1,10.7,74.6,7.7
E00045441,8.2,21.2,64.4,6.2
E00045443,5.2,18.4,64.4,12.1
E00045445,9.7,19.4,62.8,8.2
E00045448,6.4,11.7,71.3,10.6
E00045464,4.7,29.1,56.7,9.4
E00045471,15.4,18.1,56.9,9.6
E00045473,6,19.2,63.5,11.4
E00045475,6.5,15.4,69.1,8.9
E00045478,6,19.7,66.5,7.8
E00045480,8.4,21,63.5,7.2
E00045481,8.1,13.3,72.8,5.8
E00045483,6.7,20.9,65,7.4
E00045484,5.2,17.9,67.2,9.7
E00045486,13.3,19.3,59.3,8
E00045488,6,15.9,64.8,13.3
E00045491,12.8,18.8,59.7,8.7
E00045492,6.6,14.2,64.9,14.2
E00045493,9.4,20.6,62.9,7.1
E00045494,8.1,15.6,68.2,8.1
E00045496,13,22.6,58.3,6.1
E00045498,9.7,18.9,60,11.4
E00045499,13.3,25.2,54.1,7.4
E00045500,9.6,25.4,56.5,8.5
E00045501,16.7,22.5,50.8,10
E00045502,9.6,22.3,62.8,5.3
E00045503,7.9,21.8,60.4,9.9
E00045504,0,27,67,6.1
E00045505,11.6,26.4,54.3,7.8
E00045506,11.9,12.6,64.4,11.1
E00045507,6.7,30.5,62.9,0
E00045508,8.3,18.9,68.2,4.5
E00045509,13.6,27.3,52.3,6.8
E00045510,10.6,18.2,65.2,6.1
E00045511,15.6,25.6,53.3,5.6
E00045512,16.5,12.7,67.1,3.8
E00045513,7.1,42.9,47.6,2.4
E00045514,7.7,28.8,57.7,5.8
E00045515,13.7,27.5,54.9,3.9
E00045516,6.7,32,50.7,10.7
E00045517,6.3,26.3,55,12.5
E00045518,8.6,31.9,51.7,7.8
E00045519,22.4,25,43.4,9.2
E00045522,13.2,11.9,63.6,11.3
E00045523,8.3,20.8,61.8,9
E00045524,8.6,22.3,56.8,12.2
E00045525,7.3,19.7,62.8,10.2
E00045526,9.6,18.2,55.6,16.6
E00045527,14.5,23.2,50,12.3
E00045528,5.9,21,65.5,7.6
E00045529,7.6,16.8,58.8,16.8
E00045530,5.8,17.3,60.6,16.3
E00045531,12.1,19.3,52.9,15.7
E00045532,11.9,22.8,57.4,7.9
E00045533,21,27.4,46.8,4.8
E00045534,10.5,21.9,59.6,7.9
E00045535,11.4,21.2,58.3,9.1
E00045536,4.9,25.2,60.1,9.8
E00045537,4.7,20.7,65.8,8.8
E00045538,7.8,24.8,63.4,3.9
E00045539,5.8,16.2,65.6,12.3
E00045540,4.6,22.9,67.2,5.3
E00045541,7.4,22.7,59.5,10.4
E00045542,7.3,19.4,66.1,7.3
E00045543,11.9,18.5,62.9,6.6
E00045544,12.1,16.1,61.1,10.7
E00045545,8.5,28.2,59,4.3
E00045546,12.4,19,59.5,9.1
E00045547,8.5,19.6,63,9
E00045548,14.6,20.9,57.6,7
E00045549,10.4,19.8,64.1,5.7
E00045550,4.5,21.8,65.5,8.2
E00045551,12,15.4,60.7,12
E00045552,12.2,26,56.1,5.7
E00045553,11.6,20.9,64,3.5
E00045554,5.6,22.4,67.2,4.8
E00045555,9.7,22.4,56.4,11.5
E00045556,12.5,26.3,56.3,5
E00045557,6.1,23.7,64,6.1
E00045558,8.3,16.7,66.7,8.3
E00045559,7.1,21.2,62.8,9
E00045560,6.8,16.7,70.5,6.1
E00045561,15.5,20.2,57.4,7
E00045562,8.8,17.7,65.5,8
E00045563,10.4,16,65.6,8
E00045564,5.3,17.6,66.4,10.7
E00045566,13.7,19.5,60,6.8
E00045568,6.5,21,60.1,12.3
E00045569,9.5,35.1,48.6,6.8
E00045570,8.7,16.7,68,6.7
E00045571,7.7,23.1,60.8,8.5
E00045572,8.4,19.2,62.3,10.2
E00045573,5,19.6,68.7,6.7
E00045574,7.7,13.7,64.9,13.7
E00045575,8.1,13.8,70,8.1
E00045576,12.4,28,51.6,8.1
E00045577,8.7,18.1,70.1,3.1
E00045578,6.9,6.9,75.9,10.3
E00045579,6.7,22.9,62.9,7.6
E00045580,7.4,18.9,64.8,9
E00045581,14.3,38.1,45.2,2.4
E00045582,7.5,20,58.8,13.8
E00045823,14.1,21.2,57.6,7.1
E00045826,8.6,21.6,62.7,7
E00045828,9.9,21.5,57,11.6
E00045832,10.7,11.9,61.9,15.5
E00045834,10.6,21.1,56.3,12
E00045836,9.7,21.3,63.9,5.2
E00045838,8.6,27.1,60.7,3.6
E00045839,7.3,16.4,68.4,7.9
E00045840,7,21.5,65.1,6.4
E00045869,10.9,19.6,57.8,11.7
E00045878,6.1,22.5,61.9,9.5
E00045881,6.7,23.6,62.1,7.7
E00045885,9.4,15.6,66.7,8.3
E00045890,13,18.4,60.9,7.7
E00045891,8.8,26.4,53.4,11.5
E00045894,9.7,14.5,70.3,5.5
E00045896,12,15.8,64.1,8.2
E00045899,9.3,20.5,64.6,5.6
E00046202,6.8,25.4,67.8,0
E00046203,12.2,19.4,63.3,5.1
E00046206,13.9,20.9,57.4,7.8
E00046212,10.1,18.2,67.7,4
E00046217,9.3,25.3,57.3,8
E00046220,6.4,25.5,62.8,5.3
E00046223,9.3,18.5,61.1,11.1
E00046227,10.9,26.4,57.4,5.4
E00046228,9.5,16.7,63.5,10.3
E00046230,6.3,17.3,70.1,6.3
E00046232,8.6,23.3,60.3,7.8
E00046235,6.7,18.4,68.2,6.7
E00046238,14,16.9,61.8,7.4
E00046240,4.8,10,76.3,8.8
E00046244,14.6,21.1,59.3,4.9
E00046245,7,19,67.1,7
E00046246,13.5,35.1,47.7,3.6
E00046248,14.4,28.1,53.4,4.1
E00046249,6.8,24.8,63.2,5.1
E00046250,11.4,21.4,61.4,5.7
E00046251,8.5,33.9,54.2,3.4
E00046253,11.5,26.4,55.2,6.9
E00046254,9.4,27.1,54.2,9.4
E00046255,12.2,12.2,64.4,11.1
E00046256,8.2,26.2,57.4,8.2
E00046257,13.3,21.5,58.2,7
E00046550,10.2,21.1,58.6,10.2
E00051506,11.6,17.1,57.9,13.4
