areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00045326,9.5,39.7,34.5,16.4
E00045327,13.1,40.4,35.4,11.1
E00045328,10.2,46.9,32.7,10.2
E00045329,27.4,46.2,19.7,6.8
E00045330,33.9,41.9,20.2,4
E00045331,34.3,40.7,20.7,4.3
E00045332,31,32.6,31.8,4.7
E00045333,42.8,38.4,13.8,5.1
E00045334,32.3,45.9,19.1,2.7
E00045335,30.8,47,19.7,2.6
E00045336,29.7,43.8,19.5,7
E00045337,38.2,42.7,16,3.1
E00045338,22.2,52.1,21.4,4.3
E00045339,26.1,41.2,29.4,3.4
E00045340,28.7,43.5,22.2,5.6
E00045341,22.1,44.2,26.5,7.1
E00045342,12.5,54.6,26.3,6.7
E00045343,16.4,48.4,30.3,4.9
E00045344,53,37.6,8.5,0.9
E00045345,28.2,44.4,21.8,5.6
E00045346,20.8,39.2,35.2,4.8
E00045347,23.1,49.2,24.6,3.1
E00045348,19.2,49.3,28.1,3.4
E00045349,8.3,51.2,31.4,9.1
E00045350,25.4,37.7,29.5,7.4
E00045351,32.4,46.2,15.2,6.2
E00045352,23.1,43.1,29.2,4.6
E00045353,22.3,45.4,28.5,3.8
E00045354,27.9,40,25,7.1
E00045355,23.1,45.5,24,7.4
E00045356,36.3,46,10.5,7.3
E00045357,29.9,48.5,16.4,5.2
E00045358,30.6,46.9,18.4,4.1
E00045359,28.1,40.3,23,8.6
E00045360,14.3,40.6,36.1,9
E00045361,14,43.9,34.2,7.9
E00045362,35.7,38.3,22.7,3.2
E00045363,22.8,42.3,22.8,12.2
E00045364,21.9,43.1,30.7,4.4
E00045365,9.1,39.7,33.1,18.2
E00045366,14.8,44.3,33,7.8
E00045367,55.8,30.1,11.5,2.7
E00045368,11,44.9,35.6,8.5
E00045369,11.5,37.4,41.2,9.9
E00045370,19.2,41.1,34.9,4.8
E00045371,17.4,47.2,31.9,3.5
E00045372,18,29.7,37.5,14.8
E00045373,14.4,39.4,31.8,14.4
E00045381,30.7,43.3,18.1,7.9
E00045382,8,34,39,19
E00045383,25.7,47.1,25,2.1
E00045384,38.6,45.5,13.6,2.3
E00045385,57.2,33.8,6.9,2.1
E00045386,10.4,37.4,33,19.1
E00045387,9.3,39.8,38.1,12.7
E00045388,27.3,45.3,21.6,5.8
E00045389,66,32.1,0.6,1.2
E00045390,10.1,37.4,40.4,12.1
E00045391,16.3,41.1,33.3,9.3
E00045392,49.7,43.7,5.3,1.3
E00045393,40.7,40.7,15,3.5
E00045394,35.6,40.2,21.2,3
E00045395,19.8,45,26.1,9
E00045396,19.6,50,22.5,8
E00045397,21,51.6,22.6,4.8
E00045398,54.6,36.2,6.4,2.8
E00045399,21.1,41.2,27.2,10.5
E00045400,30.7,50,15.8,3.5
E00045401,26.9,46.2,21.2,5.8
E00045402,26.2,47.7,22.1,4
E00045403,25.9,42.2,26.7,5.2
E00045404,69.1,28.4,1.2,1.2
E00045405,39.6,35.4,22.9,2.1
E00045406,24.1,48.1,22.6,5.3
E00045407,27.1,40.7,22.9,9.3
E00045408,33.9,43.1,17.4,5.5
E00045409,20.4,60.2,15.5,3.9
E00045410,29,49.5,16.8,4.7
E00045411,23.1,47,21.6,8.2
E00045412,28.9,39.7,21.5,9.9
E00045416,18.4,53.5,23.7,4.4
E00045420,34.1,53.6,11.7,0.6
E00045422,14.4,59.3,24.6,1.7
E00045427,32.8,40.1,20.4,6.6
E00045428,25.2,55.1,16.3,3.4
E00045429,24.6,50,23,2.5
E00045431,20,54.6,21.5,3.8
E00045434,62.9,31.9,5.2,0
E00045439,28.5,51.1,13.1,7.3
E00045441,28.1,33.1,26.4,12.4
E00045443,26.3,52,17.1,4.6
E00045445,29.5,53.2,16.2,1.2
E00045448,61.5,34,3.8,0.6
E00045464,36.7,50.8,10.2,2.3
E00045471,12.4,45.3,26.3,16.1
E00045473,31.1,55.3,11.4,2.3
E00045475,28.4,55.9,11.8,3.9
E00045478,28.5,52.3,17.4,1.7
E00045480,16.2,47.7,29.2,6.9
E00045481,33.8,50.7,13.2,2.2
E00045483,18.9,50.3,25.9,4.9
E00045484,18.8,50.8,23.4,7
