geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00041195,4.7,25,39.2,31.1
E00099144,19.3,42.2,31.1,7.4
E00099235,8.9,40.6,41.6,8.9
E00099237,4.5,30.6,51.4,13.5
E00099238,2.5,27.9,43.4,26.2
E00099854,5.4,35.1,40.5,18.9
E00099855,16.1,50.8,23.4,9.7
E00099856,10.4,31.9,45.2,12.6
E00099857,5.6,53.2,37.1,4
E00099858,7.4,42.3,35.6,14.8
E00099859,13.6,25.4,42.4,18.6
E00099863,6.8,37.6,36.1,19.5
E00099864,9.9,36.2,36.2,17.8
E00099865,31.3,44.5,18,6.3
E00099867,10.8,30.8,36.9,21.5
