geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00041195,0.3,0.3,0.5,98.7,0.3
E00099144,0,0,1.3,98.7,0
E00099235,0.9,0,0.4,98.7,0
E00099237,0,0.8,0.4,98.8,0
E00099238,0,0,1.4,98.6,0
E00099854,0,0,0,99.4,0.6
E00099855,0,0,1.3,98.7,0
E00099856,0.3,0,0.6,98.4,0.6
E00099857,0.4,0.4,2,97.1,0
E00099858,0.6,0,1.5,96.7,1.2
E00099859,0.8,0,2.3,96.9,0
E00099863,1.9,0.3,0.9,96.9,0
E00099864,0,0,0,100,0
E00099865,0,0,2.7,96.8,0.5
E00099867,0.7,0,0,98.6,0.7
