geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00041195,15.6,37.1,4.4,42.5,0.3
E00099144,24,44,6.8,23.2,2
E00099235,11.1,28,3.2,55,2.6
E00099237,3.1,17,4.5,74.6,0.9
E00099238,7.5,28.8,7.1,53.6,3
E00099854,13.9,27.1,4.9,51.4,2.8
E00099855,15.7,40.2,4.9,34.8,4.4
E00099856,11.9,29.9,2.7,52.5,3.1
E00099857,9.9,28.6,3.8,54,3.8
E00099858,10.7,30.2,2.8,54.8,1.4
E00099859,6.1,39.1,4.3,48.7,1.7
E00099863,14.3,36.8,5.6,41.7,1.5
E00099864,15.1,29.9,4.4,49.1,1.5
E00099865,29.6,25.7,7.8,34,2.9
E00099867,8.8,37.2,2.9,48.9,2.2
