geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00061874,56,1.4,42.6
E00061875,48.5,1.2,50.3
E00062043,51.6,7.1,41.3
E00062044,55.1,7,37.9
E00062045,51,4.8,44.2
E00062046,41.4,9.3,49.3
E00062047,43.8,5.6,50.6
E00062048,51.6,6.3,42.1
E00062049,57.8,1.3,40.8
E00062050,43.6,4.2,52.1
E00062051,61,5.3,33.8
E00062052,42.9,3.8,53.3
E00062053,63.8,4,32.2
E00062054,59,4.9,36.1
E00062055,53.9,4.8,41.3
E00062056,37.8,7.2,55
E00062057,38.9,2.6,58.5
E00062058,43.1,10.4,46.5
E00062059,26.9,7.6,65.5
E00062060,54.1,5.8,40.1
E00062061,52.3,4.1,43.6
E00062062,59.7,6.2,34.1
E00062064,54.3,2.7,43
E00062065,62.3,6.4,31.4
E00062066,42.3,11.1,46.6
E00062067,52.5,7.3,40.2
E00062068,52.2,4.7,43.1
E00062069,57.9,7.7,34.3
E00062070,62.1,9.8,28
E00062071,64.8,3.7,31.5
E00062072,68.1,1.4,30.5
E00062073,64.7,3,32.3
E00062074,62.8,1.3,35.8
E00062075,54.1,3,42.9
E00062076,66.5,3.1,30.4
E00062077,53.3,1.4,45.4
E00062078,44.5,6.4,49.1
E00062079,54.5,6.6,38.9
E00062080,58.4,2.2,39.4
E00062081,63.9,0.9,35.2
E00062082,69.6,1.3,29.1
E00062083,52.3,4.2,43.5
E00062084,50.2,2.3,47.5
E00062085,62.7,0.4,36.9
E00062086,61.7,3.5,34.8
E00062087,72.3,2.4,25.3
E00062088,48.5,5.4,46.1
E00062089,48.9,4.2,46.8
E00062090,54,3.6,42.4
E00062091,57,4.8,38.3
E00062092,46.8,7,46.3
E00062093,56.7,3.8,39.4
E00062094,48.3,2.1,49.7
E00062095,57,4.4,38.6
E00062096,44.3,7.2,48.5
E00062097,46.8,8.1,45.2
E00062098,19.8,2.4,77.8
E00062099,46.4,5.6,48
E00062100,56.6,5.6,37.8
E00062101,47.7,6.7,45.6
E00062102,42.3,6.7,51
E00062103,45.4,2.7,51.9
E00062104,60.7,4.1,35.2
E00062105,63,3.8,33.2
E00062106,41.9,2.7,55.4
E00062107,60.2,3.7,36.1
E00062108,60.7,1.1,38.2
E00062109,46.3,1.9,51.7
E00062110,54.7,1.7,43.6
E00062111,64.9,3,32.1
E00062112,59.7,2.9,37.5
E00062113,68,2.7,29.3
