geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00061874,3.2,18.3,37.6,40.9
E00061875,0.6,8.1,19.9,71.4
E00062043,33.2,40.3,19.4,7.1
E00062044,12.2,62.6,22.1,3.1
E00062045,0,40.8,52.5,6.7
E00062046,57.6,10.9,23.9,7.6
E00062047,29.1,35.5,30.8,4.7
E00062048,18.6,75.2,6.2,0
E00062049,0,16.7,78.3,5
E00062050,3.7,41.1,34.6,20.6
E00062051,0,35.9,48.7,15.4
E00062052,5.3,42.7,35.9,16
E00062053,3.4,75.4,20.3,0.8
E00062054,0,80.6,18.5,0.8
E00062055,28.4,37.6,33,0.9
E00062056,79.9,4.9,13.9,1.4
E00062057,3.4,51.3,41,4.3
E00062058,58.7,35.1,3.8,2.4
E00062059,63.6,28.8,5.9,1.7
E00062060,7.2,45,44.6,3.2
E00062061,29.4,44.4,23.1,3.1
E00062062,2,68.5,28.2,1.3
E00062064,6.2,49.6,42.5,1.8
E00062065,11.2,51.7,30.1,7
E00062066,45.2,34.9,13.7,6.2
E00062067,28.1,39.8,14.1,18
E00062068,15.8,57.9,23.7,2.6
E00062069,38,40.6,10.2,11.2
E00062070,42.8,18.9,32.2,6.1
E00062071,11.1,35,48.7,5.1
E00062072,0,36.6,55.4,8
E00062073,0.7,21.8,57,20.4
E00062074,1.4,17.9,65.7,15
E00062075,3.2,26.2,65.9,4.8
E00062076,0,22.2,50.9,26.9
E00062077,0.6,41.8,50.6,7
E00062078,30.9,9.8,56.1,3.3
E00062079,1.9,3.9,83.5,10.7
E00062080,1.5,48.9,45,4.6
E00062081,2.5,32.1,52.5,13
E00062082,0,28.4,49.1,22.4
E00062083,5.9,4.2,79.7,10.2
E00062084,5.7,45.9,44.3,4.1
E00062085,3.1,48.4,41.4,7
E00062086,0.8,31.1,63.1,4.9
E00062087,0,22.7,54.5,22.7
E00062088,28.1,29.8,38.8,3.3
E00062089,1.7,48.7,47,2.6
E00062090,4.3,13.7,79.5,2.6
E00062091,3.4,39.8,50.8,5.9
E00062092,27.9,39.3,30.3,2.5
E00062093,10.1,37.8,48.7,3.4
E00062094,17.1,56.1,21.4,5.3
E00062095,10.9,28.7,53.5,7
E00062096,9.2,26.2,55.4,9.2
E00062097,2.2,24.8,64.2,8.8
E00062098,80.4,8,7.1,4.5
E00062099,30.2,33.3,36.4,0
E00062100,12.8,4,75.2,8
E00062101,16.9,16.9,65.3,0.8
E00062102,9.1,29.8,57,4.1
E00062103,18.6,50,13.8,17.6
E00062104,0,7.8,53.2,39
E00062105,22.7,12.8,31.2,33.3
E00062106,7.4,20.1,46.6,25.9
E00062107,5.5,2.4,40.2,52
E00062108,3.3,17,30.7,49
E00062109,0,12,47.4,40.6
E00062110,0,18.7,61.8,19.5
E00062111,0,9.3,15.2,75.5
E00062112,19.1,45.9,7.7,27.3
E00062113,8.5,19.5,24.4,47.6
E00062114,31.9,32.8,7.8,27.6
E00062115,0.8,28,64.4,6.8
E00062116,0.8,61.1,32.5,5.6
E00062117,39,23.7,33.9,3.4
E00062119,1.6,41.5,51.2,5.7
E00062120,0.9,46.8,46.8,5.5
E00062121,0,24.4,66.1,9.4
E00062122,2.3,41.9,52.7,3.1
E00062123,4.5,51.5,40.9,3
E00062124,0.8,41.7,52.5,5
E00062125,51.4,22.9,18.1,7.6
E00062126,10.9,49.1,35.5,4.5
E00062127,28.2,38.8,28.2,4.9
E00062128,5,33.1,57.9,4.1
E00062129,0.8,65,29.3,4.9
E00062131,8.5,54.9,31,5.6
E00062132,39.2,20.8,38.5,1.5
E00062133,0.6,6.8,40.7,51.9
E00062134,1.2,21.5,47.1,30.2
E00062136,0,50.4,46.3,3.3
E00062138,5.1,42.8,45.7,6.5
E00062139,0,25.2,61,13.8
E00062140,2.1,35.4,50.7,11.8
E00062141,4.4,32.6,51.5,11.5
E00062142,0,24.6,67.9,7.5
E00062143,0.7,30,64.3,5
E00062144,0.8,43.3,50.8,5
E00062145,1.6,10.2,81.3,7
E00062146,2.1,41.3,51,5.6
E00062147,3.9,14,58.9,23.3
E00062148,0.8,50.4,47.3,1.6
E00062149,0.9,58.6,35.3,5.2
E00062150,1.7,44.2,47.5,6.7
E00062151,0.7,47.9,49.3,2.1
E00062152,0,22.2,72.2,5.6
E00062153,0,60.3,38,1.7
E00062154,1.3,6.4,37.8,54.5
E00062155,0.8,6.6,77,15.6
E00062156,0,7.5,33.9,58.6
E00062157,4.8,46.1,33.5,15.6
E00062158,10.6,17.9,52.8,18.7
E00062159,38.5,25.6,19.7,16.2
E00062160,3.2,9.6,76.8,10.4
E00062161,19.8,46.8,30.2,3.2
E00062162,8.9,45.5,42.3,3.3
E00062163,4.3,45.7,42.4,7.6
E00062164,11.1,25.9,59.3,3.7
E00062165,14.6,17.6,47.2,20.6
E00062166,2.6,39.3,53.8,4.3
E00062167,3.4,29.9,40.2,26.5
E00062168,3.7,40,54.8,1.5
E00062169,3,52.6,40,4.4
E00062170,0,24.4,52.9,22.7
E00062171,30.8,43.6,18,7.5
E00062172,4.1,33.1,9.9,52.9
E00062173,0.7,28.4,35.8,35.1
E00062174,0,38.1,47.8,14.2
E00062175,11.8,29.4,47.9,10.9
E00062176,5.5,61.4,26.8,6.3
E00062177,18,18,59,4.9
E00062178,0,17.2,70.1,12.7
E00062179,15.7,39.6,38.8,6
E00062180,0,20.2,30.2,49.6
E00062181,0,13,74.8,12.2
E00062182,0.8,27.7,48.5,23.1
E00062183,0.9,1.8,33.3,64
E00062184,0,40,50.4,9.6
E00062185,0,2.9,85.6,11.5
E00062186,1.6,44.9,52.8,0.8
E00062187,2.5,46.2,47.9,3.4
E00062188,24.8,25.7,46,3.5
E00062189,9,42.5,42.5,6
E00062190,0.8,27.9,67.4,3.9
E00062191,30.4,40,25.6,4
E00062192,1,15.8,65.5,17.7
E00062193,12.6,42.5,40.9,3.9
E00062194,0.9,26.1,67.8,5.2
E00062195,0,5.9,86,8.1
E00062196,0.9,6.4,58.7,33.9
E00062197,2.8,14.2,40.4,42.6
E00062198,0,19.8,51.5,28.7
E00062199,1.7,59.3,33.9,5.1
E00062200,3.3,45.9,33.6,17.2
E00062207,5.8,15,44.2,35
E00062208,0.6,7.9,25.8,65.7
E00062209,0,20.2,35.1,44.7
E00062210,8.8,19.3,49.1,22.8
E00062211,2.9,30,45.7,21.4
E00062212,1,12.7,40.2,46.1
E00062213,32,21.9,15.6,30.5
E00062214,0,9.4,23.4,67.2
E00062215,0.8,18.3,33.3,47.6
E00062216,0,2.5,18.2,79.3
E00062217,0.8,1.7,30.5,66.9
E00062218,50.4,6.7,12.6,30.3
E00062219,0.8,14.1,43,42.2
E00062220,1.7,11.9,54.2,32.2
E00062221,0.7,5.3,48,46
E00062222,0,7,72.7,20.3
E00062223,0,0,75.9,24.1
