geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00061874,89.1,0.9,10
E00061875,93.1,0,6.9
E00062043,65.9,11.9,22.2
E00062044,60.7,12.7,26.6
E00062045,77.6,4.3,18
E00062046,71.3,3.8,25
E00062047,51.3,10.1,38.6
E00062048,54.8,8.5,36.7
E00062049,82.2,3.7,14.1
E00062050,72.5,6,21.5
E00062051,74.3,6.7,19
E00062052,65.6,3.8,30.6
E00062053,71.3,6.5,22.2
E00062054,62.8,9.9,27.4
E00062055,63.4,15.5,21.1
E00062056,53.4,13.1,33.5
E00062057,74.7,1.8,23.5
E00062058,59.8,13.9,26.3
E00062059,66,6.7,27.3
E00062060,71,4.9,24.1
E00062061,51.3,26.1,22.5
E00062062,67,10.2,22.8
E00062064,61.8,7.5,30.7
E00062065,62,10.5,27.5
E00062066,59.4,8.5,32.1
E00062067,73.2,7.5,19.3
E00062068,66.2,7.1,26.7
E00062069,68.6,13.4,18
E00062070,61.9,12.1,26
E00062071,83.9,0.8,15.3
E00062072,87.1,3.8,9.1
E00062073,84.5,2.4,13
E00062074,84.1,0.9,15.1
E00062075,79.6,0.7,19.7
E00062076,89.8,1.4,8.8
E00062077,72.7,6,21.3
E00062078,66,1.9,32.1
E00062079,73.6,0.3,26
E00062080,86.4,0.4,13.2
E00062081,82.6,0.8,16.6
E00062082,86.7,4.9,8.4
E00062083,66.8,0.7,32.6
E00062084,77.2,0,22.8
E00062085,87.3,1.4,11.3
E00062086,79.2,1.5,19.3
E00062087,90.5,1.2,8.3
E00062088,67.7,2.8,29.5
E00062089,67,3.4,29.6
E00062090,65.1,2.9,31.9
E00062091,68.4,3.5,28.1
E00062092,67.9,4.9,27.2
E00062093,75.4,0.8,23.9
E00062094,67.3,6.7,26
E00062095,70,3.4,26.6
E00062096,62.8,7.6,29.6
E00062097,60.4,2.1,37.5
E00062098,62.1,3.8,34.1
E00062099,68.4,5.9,25.8
E00062100,67.3,4.6,28
E00062101,68,2.2,29.8
E00062102,69.3,1.5,29.2
E00062103,72.3,10.9,16.8
E00062104,93.4,1.8,4.8
E00062105,85.2,3.5,11.3
E00062106,91.2,2.7,6.1
E00062107,88.3,1.2,10.5
E00062108,90,4.7,5.2
E00062109,92.3,1.7,6
E00062110,92.8,0.7,6.5
E00062111,89.6,4.1,6.3
E00062112,84.7,7.9,7.3
E00062113,89.5,3.4,7.1
E00062114,78.5,6.2,15.3
E00062115,77.1,3,19.9
E00062116,77.2,2.8,19.9
E00062117,60.2,8.6,31.2
E00062119,81.5,1.1,17.4
E00062120,78.3,6.6,15.2
E00062121,81,4.5,14.5
E00062122,62,10.7,27.3
E00062123,70.2,7.1,22.7
E00062124,67.3,15.8,16.8
E00062125,55,3.9,41.1
E00062126,64.8,6.9,28.4
E00062127,58.4,8.7,32.9
E00062128,77.1,3.1,19.8
E00062129,78.6,3.1,18.3
E00062131,75.5,2.2,22.3
E00062132,47.6,14.1,38.3
E00062133,92.9,1.6,5.4
E00062134,87.5,0.5,12
E00062136,87.2,1.7,11.1
E00062138,79.2,1.8,19
E00062139,88.6,0,11.4
E00062140,79.8,5.4,14.8
E00062141,82.7,1,16.2
E00062142,76.5,1.1,22.5
E00062143,76,1,23
E00062144,78.5,2.7,18.8
E00062145,88.7,0.7,10.6
E00062146,71.5,2.8,25.8
E00062147,81,0.9,18.2
E00062148,79.6,2.2,18.3
E00062149,82.6,1.3,16.1
E00062150,88,0.4,11.6
E00062151,83.6,0,16.4
E00062152,81.9,3.2,14.9
E00062153,80.7,1.6,17.6
E00062154,89.7,3,7.4
E00062155,81.6,0.7,17.7
E00062156,92,2.4,5.6
E00062157,81.5,2,16.5
E00062158,82.2,0,17.8
E00062159,82.5,1.6,15.9
E00062160,81.6,3.2,15.2
E00062161,56,5.8,38.2
E00062162,59.6,3.9,36.5
E00062163,48.6,10.5,40.9
E00062164,63.1,3.2,33.7
E00062165,67.5,5.1,27.3
E00062166,68,2.7,29.3
E00062167,80.9,1.2,18
E00062168,69,4.4,26.6
E00062169,70.1,3.7,26.2
E00062170,85.5,1.6,12.9
E00062171,75,4.7,20.3
E00062172,84.2,2.7,13.1
E00062173,88.4,1.4,10.3
E00062174,74.8,2.9,22.3
E00062175,69.8,4.3,25.9
E00062176,81.8,0.4,17.8
E00062177,70.5,1.8,27.7
E00062178,86,0.3,13.7
E00062179,81.3,2,16.7
E00062180,88.9,0,11.1
E00062181,82.6,4.3,13.2
E00062182,82.6,1.8,15.6
E00062183,87.4,1.7,10.9
E00062184,84,3.5,12.4
E00062185,88.8,0.4,10.8
E00062186,58.1,5.4,36.5
E00062187,74.5,1.2,24.3
E00062188,55.1,5.3,39.5
E00062189,63.4,5.2,31.4
E00062190,69,0.6,30.4
E00062191,70,2.4,27.5
E00062192,84.8,2.1,13.1
E00062193,68,6.9,25.1
E00062194,88.8,1.1,10.1
E00062195,67.5,0.8,31.7
E00062196,89.5,3.5,7
E00062197,87.6,2,10.3
E00062198,84.9,4.2,10.9
E00062199,74.7,2.3,23
E00062200,86.7,0.9,12.4
E00062207,86.6,1.1,12.3
E00062208,93.1,0.4,6.5
E00062209,87.8,3.4,8.8
E00062210,82.5,0,17.5
E00062211,81.4,1.3,17.3
E00062212,86.3,0.4,13.3
E00062213,74.5,4.7,20.8
E00062214,93.7,0,6.3
E00062215,81.2,3.2,15.6
E00062216,91.6,3,5.4
E00062217,90.2,1.4,8.4
E00062218,76.6,4,19.4
E00062219,84.9,3.3,11.8
E00062220,87.4,3.4,9.2
E00062221,93.2,1.4,5.4
E00062222,86.5,2.4,11.1
E00062223,76.3,0.6,23.1
E00062224,86.9,3.7,9.4
E00062225,89.1,1.9,9.1
E00062227,88.9,0,11.1
E00062228,87.6,2.2,10.2
E00062229,91.1,1.8,7.1
E00062230,74.3,0.9,24.8
E00062231,89.9,0.3,9.8
E00062232,85.1,0.9,14
E00062233,88,3,9
E00062234,80.2,1.1,18.7
E00062235,84.7,2.3,13
E00062236,85.5,1.5,13
E00062237,61.2,7.1,31.7
E00062238,62.8,6.4,30.8
E00062239,64.4,6.1,29.5
E00062240,72,8.4,19.6
E00062241,72.9,3.9,23.2
E00062242,60.3,6.5,33.2
E00062243,86.4,4.1,9.6
E00062244,65.1,3.8,31.1
E00062245,75.9,1.6,22.5
E00062246,64.7,4.1,31.2
E00062247,63.3,7.3,29.4
E00062250,83.3,3.1,13.5
E00062251,64.9,6.3,28.8
E00062252,76.3,2.6,21.1
E00062253,78.1,3.8,18.2
E00062255,76.6,3.3,20.1
E00062256,80.6,3.6,15.8
E00062257,72.9,7.7,19.5
E00062258,77.2,2.6,20.2
E00062260,54.8,16.2,29
E00062261,81.5,0.3,18.2
E00062262,85.4,1.1,13.5
E00062263,85.8,2.3,11.9
E00062265,83.8,2.1,14.1
E00062266,87.8,0.4,11.8
E00062268,93.2,1.3,5.5
E00062269,94.4,0,5.6
E00062270,84.6,1.7,13.7
E00062272,80.7,4.2,15
E00062273,90.1,2.4,7.5
E00062274,86.4,0.8,12.8
E00062275,84.4,2.6,12.9
E00062276,77.8,0.4,21.8
E00062277,91,2.1,6.9
E00062278,87.1,1.4,11.5
E00062279,84.2,4.7,11.1
E00062280,86.3,2.5,11.2
E00062281,87.2,0,12.8
E00062282,92.9,0.6,6.5
E00062283,86.7,0.4,12.9
E00062284,84.5,1.8,13.7
E00062285,89.7,1.6,8.7
E00062286,85.8,2.7,11.6
E00062287,72.1,6.1,21.8
E00062288,50,4.9,45.1
E00062289,79.4,4.1,16.5
E00062290,57.2,9.2,33.6
E00062291,85.5,0.7,13.8
E00062292,89.3,2.7,8
E00062293,81.6,0.5,18
E00062294,72.5,4.2,23.3
E00062295,62.5,7,30.5
E00062296,62.2,6.5,31.3
