geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00036144,14.4,54.6,30.9
E00036145,12,59,29
E00036166,6.4,72.8,20.8
E00036167,8.9,57.4,33.7
E00036168,11.6,63.2,25.3
E00036169,14.6,51.5,34
E00036170,6.4,56.4,37.2
E00036171,7.7,76.9,15.4
E00036213,4.9,79.6,15.5
E00036215,10,76.7,13.3
E00036216,6.5,71.3,22.2
E00036217,13.1,72.9,14
E00036218,7.6,73.9,18.5
E00036219,10.1,70.9,19
E00036292,6.5,71.8,21.8
E00036293,15.4,69.2,15.4
E00036294,18.1,64.9,17
E00036295,9.8,61.6,28.6
E00036296,5.7,83,11.3
E00036297,12.4,59.8,27.8
E00036298,8.9,76.6,14.5
E00036299,6.7,76.9,16.4
E00036300,5.3,76,18.7
E00036301,8.2,80.1,11.6
E00036302,7.1,68.1,24.8
E00036303,16,63,21
E00036304,14,70,16
E00036305,9.7,67.7,22.6
E00036306,11.3,71.7,17
E00036307,5.9,60.8,33.3
E00036308,6,70.9,23.1
E00036309,9.7,73.1,17.2
E00036310,3.2,80.9,16
E00036311,12.1,65.7,22.2
E00036312,9.8,67.6,22.5
E00036313,10.7,66,23.3
E00036314,8.8,58.8,32.4
E00036315,12,56.5,31.5
E00036316,9.8,57.3,32.9
E00036317,4.8,79,16.1
E00036318,12.3,74.5,13.2
E00036319,9.1,65.2,25.8
E00036321,13.1,68.7,18.2
E00036322,7.8,73.9,18.3
E00036323,9.8,69.9,20.3
E00036324,13.5,70.2,16.3
E00036325,8.4,70.5,21.1
E00036326,1.6,82.1,16.3
E00036327,10,73.6,16.4
E00036328,11.1,61.1,27.8
E00036329,11.8,71.4,16.8
E00036330,6.7,78.7,14.7
E00036331,11,60,29
E00036332,17.6,51.4,31.1
E00036333,11.3,71.3,17.4
E00036334,12.4,67.3,20.4
E00036335,9.2,66.3,24.5
E00036336,6.4,57.7,35.9
E00036337,14.3,61.9,23.8
E00092481,10.9,71.3,17.8
E00092482,5.6,63.9,30.6
E00092485,8.6,76.5,14.8
E00092488,7.2,75.3,17.5
E00092489,11.3,63.4,25.4
E00092492,8.2,78.7,13.1
E00092493,11.9,47.8,40.3
E00092494,10.4,62.6,27
E00092495,8.3,75,16.7
E00092609,9.6,78.1,12.3
E00092610,10.7,69.3,20
E00092611,8.3,67.4,24.3
E00092612,14.3,63.3,22.4
E00092613,6.8,79.5,13.7
E00092615,8.1,84.6,7.3
E00092649,10.8,68.7,20.5
E00092650,7.3,64,28.7
E00092651,14.3,69.9,15.8
E00092655,11.5,61.5,26.9
E00093451,15.9,51.4,32.7
E00093452,23.8,55,21.3
E00093453,16.9,49.3,33.8
E00093454,8.1,60.2,31.7
E00093455,16.9,53.8,29.2
E00093456,18.8,45,36.3
E00093457,18,56.2,25.8
E00093458,16.7,60.3,23
E00093459,21.1,53.7,25.3
E00093460,18.7,54.7,26.7
E00093461,23.2,46.5,30.3
E00093462,10.2,63,26.9
E00093463,6.8,52.3,40.9
E00093464,7.7,57.9,34.4
E00093465,13.3,52.2,34.5
E00093466,6.5,61,32.5
E00093467,15.6,52.3,32.1
E00093468,11.1,62.6,26.3
E00093469,8.9,66.3,24.8
E00093470,7.5,63.6,29
E00093471,15.2,64.6,20.2
E00093472,11.7,63.3,25
E00093473,16.3,46.7,37
E00093474,11.2,63.2,25.6
E00093475,14.8,58,27.2
E00093476,13.5,46.8,39.7
E00093477,13,49,38
E00093479,16.3,64.1,19.6
E00093480,17.8,50,32.2
E00093481,7.7,74.4,17.9
E00093482,10.9,72.7,16.4
E00093483,15.2,66.3,18.5
E00093484,11.4,75.4,13.2
E00093485,16.4,67.2,16.4
E00093486,24,59.4,16.7
E00093487,9.8,77.2,13
E00093488,10.9,73.9,15.2
E00093489,11.9,62.7,25.4
E00093490,5.9,74.8,19.3
E00093491,10.6,79.5,9.8
E00093492,13.3,70.8,15.9
E00093493,13.9,70.8,15.3
E00093494,12.4,71.3,16.3
E00093495,9,63.2,27.8
E00093496,14.2,63,22.8
E00093497,11.5,59.4,29.2
E00093498,10.6,71.3,18.1
E00093499,4.1,78.1,17.8
E00093500,8.3,73.3,18.3
E00093501,10.2,75,14.8
E00093502,17.6,69.4,12.9
E00093503,18.1,66.9,15
E00093504,8.7,83.3,7.9
E00093505,12.9,70.6,16.5
E00093506,9.7,70.8,19.5
E00093507,11.2,68.2,20.6
E00093508,7.1,79.4,13.5
E00093509,10.1,76.8,13.1
E00093547,12,64,24
E00093548,9.2,72.4,18.4
E00093549,10.2,50,39.8
E00093550,15.5,59.5,25
E00093551,11.4,59.1,29.5
E00093552,14.4,53.6,32
E00093553,13,58.3,28.7
E00093554,9.5,76.2,14.3
E00093555,7.8,77.6,14.7
E00093556,17.9,57.1,25
E00093557,8.3,60.9,30.8
E00093558,17.3,63.6,19.1
E00093559,14.3,58.2,27.6
E00093560,5.3,64,30.7
E00093561,14.3,67.9,17.9
E00093562,12.4,68,19.6
E00093563,17.9,47.6,34.5
E00093564,20.5,60.3,19.2
E00093565,10.9,52.7,36.4
E00093566,11.3,59.8,28.9
E00093567,16.1,52.7,31.2
E00093568,9.8,63,27.2
E00093569,11.7,76.6,11.7
E00093570,18,67.2,14.8
E00093571,8,66.7,25.4
E00093572,14.7,64,21.3
E00093573,10.6,54.5,35
E00093586,12,76,12
E00093587,10,55,35
E00093588,9.7,60.4,29.9
E00093589,9.8,77.3,12.9
E00093590,10.4,70.8,18.8
E00093591,13.9,66.1,20
E00093593,18.5,64.1,17.4
E00093594,8.5,60.6,31
E00093595,9.5,78.8,11.7
E00093596,1.6,73.4,25
E00093597,13.2,71.9,14.9
E00093598,11.4,73.9,14.8
E00093599,13.3,51.4,35.2
E00093600,15.5,55.8,28.7
E00093601,13.5,53.9,32.6
E00093602,17,51.1,31.9
E00093603,13.8,67.5,18.8
E00093604,18.7,56,25.3
E00093605,23.1,51.9,25
E00093606,3.1,66.7,30.2
E00093607,12.7,56.9,30.4
E00093608,7,60.5,32.6
E00093609,8.5,53.8,37.7
E00093610,8.2,64.3,27.6
E00093612,15.5,56.3,28.2
E00093613,8.7,44.1,47.2
E00093614,15.4,46.2,38.5
E00093615,16.4,53.6,30
E00093616,14.4,56.7,28.8
E00093617,13.3,55,31.7
E00093618,15.2,56.3,28.5
E00093619,8.9,55.6,35.5
E00093620,13.9,56.9,29.2
E00093622,9.8,60.6,29.5
E00093623,2,65,33
E00093624,8.1,68.9,23
E00093625,17.7,60.8,21.5
E00093626,18.6,61.4,20
E00093627,9.6,82.4,8
E00093628,6.8,69.4,23.8
E00093629,6.8,77.8,15.4
E00093630,14.9,75.7,9.5
E00093631,11.2,76.5,12.2
E00093632,7.3,75.6,17.1
E00093633,5.9,75.4,18.6
E00093634,14.1,69.4,16.5
E00093635,5.9,78.2,15.8
E00093636,15.2,75,9.8
E00093637,10.7,62.5,26.8
E00093638,16.5,72.5,11
E00093639,11.7,71.8,16.5
E00093640,4.5,77.3,18.2
E00093641,18,66.3,15.7
E00093642,13.9,61.1,25
E00093643,17.5,72.8,9.6
E00093644,11.8,59.1,29
E00093645,16.7,62.3,21.1
E00093646,12.8,61.5,25.7
E00093647,9.9,65.8,24.3
E00093648,13,60.2,26.9
E00093649,6,75.9,18.1
E00093650,8.2,74.6,17.2
E00093651,8.7,74,17.3
E00093652,11.4,71.6,17
E00093653,7.4,74.1,18.5
E00093654,7.1,77.6,15.3
E00093655,10.4,73.6,16
E00093656,15.3,69.4,15.3
E00093657,11.4,72.2,16.5
E00093658,16.4,59.7,23.9
E00093659,21,67.6,11.4
E00093660,22.6,64.5,12.9
E00093661,15.7,61.8,22.5
E00093662,14.7,65.3,20
E00093663,10.5,64,25.6
E00093664,11.9,76.2,11.9
E00093665,11.8,74.8,13.4
E00093666,10.1,73.1,16.8
E00093667,12.5,55.7,31.8
E00093668,14.7,56,29.3
E00093669,8.5,57.5,34
E00093670,11.7,61.7,26.5
E00093671,16.5,58.6,24.8
E00093672,14.7,50.8,34.5
E00093673,13.9,58.3,27.8
E00093674,15.4,50.8,33.8
E00093675,8.2,52,39.8
E00093676,22,60.6,17.3
E00093678,8.1,63.4,28.6
E00093679,8,56.6,35.4
E00093680,8.3,70.2,21.5
E00093681,7.8,66.4,25.9
E00093682,15.8,74.7,9.5
E00093683,4,75,21
E00093684,6.7,77.9,15.4
E00093685,10.1,73.1,16.8
E00093686,6,76.1,17.9
E00093687,6.8,67.7,25.6
E00093688,3.6,80.4,16.1
E00093689,9.4,70.6,20
E00093690,8.3,68.8,22.9
E00093691,8,70.5,21.4
E00093692,21.8,61.8,16.4
E00093693,10.6,68.2,21.2
E00093694,16,66.7,17.4
E00093695,22.6,62.9,14.5
E00093696,18.5,52.3,29.2
E00093697,11,70.3,18.7
E00093698,7.7,53.3,39.1
E00093699,10.4,75.4,14.2
E00093705,3,84.8,12.1
E00093706,11.4,77.9,10.7
E00093710,6.8,77.7,15.5
E00168841,19.8,38.5,41.7
E00185153,18.5,60,21.5
E00185169,8.4,65.3,26.3
E00188756,10.6,71.3,18.1
E00188758,31.8,54.5,13.6
E00188759,12,56,32
E00188760,33.3,16.7,50
E00188770,22,58.5,19.5
E00188796,10.8,62.4,26.9
E00188799,27.9,48.8,23.3
