areacd,disability_3a-001,disability_3a-002
E00071738,28,72
E00071739,20.2,79.8
E00071740,24.2,75.8
E00071741,21.1,78.9
E00071742,31.6,68.4
E00071743,23.7,76.3
E00071744,21.5,78.5
E00071745,22.1,77.9
E00071746,19.5,80.5
E00071747,24.3,75.7
E00071748,22.5,77.5
E00071749,17.5,82.5
E00071750,16.7,83.3
E00071751,21.2,78.8
E00071752,19.7,80.3
E00071753,13.8,86.2
E00071754,21.1,78.9
E00071755,16.8,83.2
E00071756,32.7,67.3
E00071757,29.4,70.6
E00071758,21,79
E00071759,24.2,75.8
E00071760,23.6,76.4
E00071761,26.6,73.4
E00071762,26.9,73.1
E00071763,26.9,73.1
E00071764,31.8,68.2
E00071765,21.8,78.2
E00071766,23.4,76.6
E00071767,35.6,64.4
E00071769,20.6,79.4
E00071770,23.5,76.5
E00071771,17,83
E00071772,26.7,73.3
E00071773,15.3,84.7
E00071774,22.9,77.1
E00071775,23.1,76.9
E00071776,16.7,83.3
E00071780,21.7,78.3
E00071781,19.6,80.4
E00071782,25.4,74.6
E00071783,27.9,72.1
E00071784,18.1,81.9
E00071788,20.2,79.8
E00071789,21.6,78.4
E00071790,16.7,83.3
E00071791,25.7,74.3
E00071792,22.1,77.9
E00071793,16.2,83.8
E00071794,24.9,75.1
E00071795,16.8,83.2
E00071796,24.7,75.3
E00071797,42.1,57.9
E00071798,23.1,76.9
E00071799,27.2,72.8
E00071800,27,73
E00071801,18.6,81.4
E00071802,21.9,78.1
E00071803,22,78
E00071804,29.3,70.7
E00071805,27.6,72.4
E00071806,23,77
E00071807,24.7,75.3
E00071809,20.6,79.4
E00071810,20.9,79.1
E00071820,20.2,79.8
E00071821,18.9,81.1
E00071824,21.3,78.7
E00071825,19.5,80.5
E00071826,22.5,77.5
E00071831,20.6,79.4
E00071832,26,74
E00071833,22,78
E00071835,28.9,71.1
E00071837,28.8,71.2
E00071838,24.1,75.9
E00071839,18.3,81.7
E00071847,23.6,76.4
E00071848,19.9,80.1
E00071849,18.1,81.9
E00071850,20.9,79.1
E00071851,23.2,76.8
E00071852,24.4,75.6
E00071853,30.9,69.1
E00071855,19.8,80.2
E00071856,20,80
E00071900,19.9,80.1
E00071901,19.2,80.8
E00071902,17.8,82.2
E00071903,21.2,78.8
E00071904,33.3,66.7
E00071905,22.3,77.7
E00071906,15.7,84.3
E00071907,37.5,62.5
E00071908,30.9,69.1
E00071909,22,78
E00071910,20.4,79.6
E00071911,19,81
E00071912,24.1,75.9
E00071913,21.1,78.9
E00071914,25.9,74.1
E00071915,19.6,80.4
E00071916,19.4,80.6
E00071917,16,84
E00071918,34,66
E00071919,25.8,74.2
E00071920,25.7,74.3
E00071921,16,84
E00071922,20.2,79.8
E00071923,17.7,82.3
E00071924,20.8,79.2
E00071925,20.7,79.3
E00071926,26.9,73.1
E00071927,18.7,81.3
E00071928,24.8,75.2
E00071929,33.9,66.1
E00071930,21.3,78.7
E00071931,13.3,86.7
E00071932,21.6,78.4
E00071933,27.1,72.9
E00071934,27.1,72.9
E00071935,26.3,73.7
E00071936,23.7,76.3
E00071937,28.1,71.9
E00071938,18.1,81.9
E00071939,23.2,76.8
E00071940,20.6,79.4
E00071941,20.7,79.3
E00071942,22.2,77.8
E00071943,16.9,83.1
E00071944,19.3,80.7
E00071946,20.1,79.9
E00071947,15.1,84.9
E00071948,14.8,85.2
E00071949,14.4,85.6
E00071950,17.2,82.8
E00071952,26.3,73.7
E00071953,19.8,80.2
E00071954,34.5,65.5
E00071955,31.4,68.6
E00071956,17.3,82.7
E00071957,12,88
E00071958,22.7,77.3
E00071959,25.8,74.2
E00071960,21.6,78.4
E00071961,15.5,84.5
E00071962,20.2,79.8
E00071963,28.5,71.5
E00071964,19,81
E00071965,20.6,79.4
E00071966,17.5,82.5
E00071967,16.8,83.2
E00071968,15.3,84.7
E00071969,30.8,69.2
E00071970,18,82
E00071971,13.5,86.5
E00071972,26.3,73.7
E00071973,20.6,79.4
E00071974,16.9,83.1
E00071975,26.8,73.2
E00071976,18.6,81.4
E00071977,31.1,68.9
E00071978,17.8,82.2
E00071979,15.1,84.9
E00071980,17.5,82.5
E00071981,15.7,84.3
E00071984,28.1,71.9
E00071985,21.6,78.4
E00071986,26.6,73.4
E00071987,38.6,61.4
E00071988,25.8,74.2
E00071989,21.9,78.1
E00071990,14.4,85.6
E00071991,26.5,73.5
E00071992,24.9,75.1
E00071993,17.3,82.7
E00071994,23.7,76.3
E00071995,35.5,64.5
E00071996,10.2,89.8
E00071997,20.2,79.8
E00071998,21.8,78.2
E00071999,20.7,79.3
E00072000,21.9,78.1
E00072002,18.3,81.7
E00072003,32.3,67.7
E00072004,24.3,75.7
E00072005,24.8,75.2
E00072006,19.7,80.3
E00072007,24,76
E00072008,22.8,77.2
E00072009,22.8,77.2
E00072010,27,73
E00072011,23.6,76.4
E00072012,15.1,84.9
E00072013,19.1,80.9
E00072014,22.9,77.1
E00072015,27.7,72.3
E00072016,16.1,83.9
E00072017,18.8,81.2
E00072018,16.1,83.9
E00072019,19.6,80.4
E00072021,25.2,74.8
E00072022,9.1,90.9
E00072023,26.9,73.1
E00072024,17.3,82.7
E00072025,20.9,79.1
E00072027,31.6,68.4
E00072028,20.8,79.2
E00072029,19.1,80.9
E00072030,19.7,80.3
E00072031,18.3,81.7
E00072033,25.1,74.9
E00072034,11.5,88.5
E00072035,12.8,87.2
E00072036,20.6,79.4
E00072037,24.1,75.9
E00072038,21.6,78.4
E00072039,41.5,58.5
E00072040,28.7,71.3
E00072041,18.9,81.1
E00072042,22.2,77.8
E00072043,22.5,77.5
E00072044,29.7,70.3
E00072045,22,78
E00072046,17.8,82.2
E00072047,29.4,70.6
E00072048,11.8,88.2
E00072049,22.3,77.7
E00072050,21.1,78.9
E00072051,14.2,85.8
E00072052,23.4,76.6
E00072053,19.2,80.8
E00072054,16,84
E00072055,13.8,86.2
E00072056,18.1,81.9
E00072057,22.1,77.9
E00072058,15,85
E00072059,12.4,87.6
E00072060,16.3,83.7
E00072061,22,78
E00072062,14.9,85.1
E00072108,11.8,88.2
