areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00071738,54,5.8,40.3
E00071739,57.4,7,35.6
E00071740,62.7,5,32.2
E00071741,62.4,7.3,30.3
E00071742,54.7,1.3,44
E00071743,66.6,0.8,32.6
E00071744,54.1,10.1,35.9
E00071745,85,1.2,13.8
E00071746,90.9,0.5,8.6
E00071747,78.1,3,18.9
E00071748,78.8,1.8,19.3
E00071749,80.8,1.4,17.8
E00071750,66.7,4.8,28.5
E00071751,83.2,1.6,15.2
E00071752,85.9,1.7,12.5
E00071753,81.2,2.3,16.4
E00071754,78.9,0.4,20.7
E00071755,86.5,1.4,12.1
E00071756,55.2,2.5,42.2
E00071757,72.6,3,24.4
E00071758,54.5,6.2,39.3
E00071759,79.3,1.6,19.1
E00071760,69.5,4.3,26.2
E00071761,54.3,6.4,39.4
E00071762,74.2,3.2,22.6
E00071763,62.6,6.2,31.1
E00071764,58.1,5.7,36.2
E00071765,56,6.8,37.1
E00071766,65.8,2.6,31.6
E00071767,58.6,3.7,37.7
E00071769,65.9,7.6,26.5
E00071770,68.8,6.5,24.6
E00071771,64.5,10.8,24.7
E00071772,53.5,12.1,34.3
E00071773,87.3,1.3,11.4
E00071774,81.1,1.5,17.4
E00071775,87,1,12
E00071776,79.1,1.9,19
E00071780,78.1,0,21.9
E00071781,58.7,6.2,35.1
E00071782,54.7,14.1,31.2
E00071783,54.5,10.9,34.5
E00071784,50.1,8.6,41.2
E00071788,80.6,0,19.4
E00071789,68.6,6.4,25
E00071790,79,1.8,19.2
E00071791,74.8,1.8,23.5
E00071792,73.3,3.8,22.9
E00071793,77.4,4.5,18
E00071794,83,0.4,16.6
E00071795,85.8,3.3,10.9
E00071796,59.6,10.7,29.6
E00071797,56.5,5.5,38
E00071798,53.4,11.8,34.8
E00071799,59.9,7,33.1
E00071800,70.3,2.8,26.9
E00071801,68.8,4.9,26.2
E00071802,63,11,26
E00071803,59.5,9.1,31.4
E00071804,57.1,7.7,35.3
E00071805,53.5,12.6,33.9
E00071806,50.7,13.8,35.5
E00071807,49.4,12.4,38.2
E00071809,67.5,4.4,28.1
E00071810,67.9,7,25.1
E00071820,65.7,15.7,18.6
E00071821,49.1,26.2,24.7
E00071824,77.5,3.8,18.8
E00071825,55.8,14,30.2
E00071826,62,18.5,19.5
E00071831,75,4,21
E00071832,70.2,4.5,25.3
E00071833,79.6,0.4,20
E00071835,66.3,12.2,21.5
E00071837,79.8,0.4,19.7
E00071838,78.3,2.8,19
E00071839,72,3.8,24.3
E00071847,76.4,6.3,17.3
E00071848,72,2.4,25.6
E00071849,40.7,39,20.3
E00071850,69.7,10,20.4
E00071851,73.1,4.2,22.7
E00071852,62.4,15.7,22
E00071853,53.8,10.5,35.6
E00071855,61.4,9.5,29.1
E00071856,76.8,4,19.2
E00071900,64.5,8,27.5
E00071901,80.7,2.5,16.8
E00071902,59.5,12.6,27.9
E00071903,75.7,2.8,21.5
E00071904,57.4,3,39.6
E00071905,62.7,5.8,31.5
E00071906,52.6,12.2,35.2
E00071907,52.5,10.2,37.3
E00071908,61.8,5.8,32.4
E00071909,65.5,8.7,25.8
E00071910,68.2,10.2,21.6
E00071911,61.1,6.8,32.1
E00071912,66.3,9,24.7
E00071913,77.3,2.7,20
E00071914,51.4,13.5,35.1
E00071915,85.4,3.7,10.9
E00071916,65.5,7,27.5
E00071917,79.2,2.8,18
E00071918,55.5,5,39.4
E00071919,57.2,4.1,38.7
E00071920,68.5,3.3,28.2
E00071921,77.3,3.9,18.8
E00071922,60.3,14.9,24.8
E00071923,76.5,5.6,17.9
E00071924,61.6,10.7,27.7
E00071925,53.4,11.6,34.9
E00071926,58.2,10.1,31.7
E00071927,57.4,14.8,27.8
E00071928,58.4,7.8,33.9
E00071929,52.6,14.9,32.5
E00071930,55,19.9,25.1
E00071931,72.4,4.3,23.3
E00071932,62.3,11.1,26.6
E00071933,67,3.4,29.5
E00071934,68.2,4,27.8
E00071935,65.9,2.1,32
E00071936,61.3,3.8,35
E00071937,70.1,2.1,27.8
E00071938,83.5,5.6,10.8
E00071939,61.2,3.2,35.6
E00071940,86.3,4,9.7
E00071941,57.2,10.7,32.1
E00071942,51.8,22.6,25.5
E00071943,78.2,4.2,17.6
E00071944,57.7,20.5,21.8
E00071946,67.2,20.7,12.1
E00071947,78.4,13.5,8.1
E00071948,81.8,11.1,7.2
E00071949,55.7,30.6,13.7
E00071950,38.6,41.9,19.5
E00071952,65.7,11.9,22.4
E00071953,58.1,21.6,20.4
E00071954,48.4,22.4,29.1
E00071955,65.5,10.7,23.8
E00071956,60.1,17.5,22.4
E00071957,79.3,6.2,14.5
E00071958,51.7,18.7,29.7
E00071959,52,12.3,35.7
E00071960,68.1,9.9,22
E00071961,83.2,1.9,14.9
E00071962,72.7,4.1,23.2
E00071963,57.3,17.8,24.9
E00071964,64.8,6.9,28.3
E00071965,64,13.4,22.5
E00071966,59,25.1,15.9
E00071967,67.3,14.2,18.6
E00071968,76.2,6.6,17.1
E00071969,62.2,12.6,25.2
E00071970,55.5,28.3,16.2
E00071971,65.8,24.8,9.4
E00071972,68.1,13.3,18.6
E00071973,54.3,21.5,24.3
E00071974,58.1,28.1,13.8
E00071975,60.2,7.9,32
E00071976,63.2,21.8,15
E00071977,64.3,12.5,23.2
E00071978,50,25.9,24.1
E00071979,60.4,21.1,18.4
E00071980,79.9,6.6,13.5
E00071981,78.7,4.8,16.6
E00071984,59.4,11.6,28.9
E00071985,75.9,2.3,21.8
E00071986,70,0.7,29.3
E00071987,59.6,1.2,39.2
E00071988,72,2.4,25.6
E00071989,62.7,6.3,31
E00071990,88.6,0.5,10.9
E00071991,62.7,4.4,32.9
E00071992,77.6,1.5,20.9
E00071993,52.2,7.1,40.7
E00071994,58.2,8,33.8
E00071995,65.7,2.2,32.2
E00071996,86.6,1.3,12
E00071997,88.6,0.4,11
E00071998,54,5.2,40.8
E00071999,61.1,9.3,29.6
E00072000,77,2.3,20.7
E00072002,67.8,4.8,27.3
E00072003,45.9,8.3,45.9
E00072004,56.2,7.2,36.5
E00072005,58.7,8.5,32.8
E00072006,78.8,0,21.2
E00072007,70.5,5.1,24.4
E00072008,77.2,2,20.8
E00072009,52.5,6.9,40.6
E00072010,62.1,0.8,37.1
E00072011,63.5,6,30.6
E00072012,81.1,2.7,16.2
E00072013,55.3,6.3,38.4
E00072014,51,4.6,44.4
E00072015,46.3,8.6,45.1
E00072016,76.4,1.2,22.4
E00072017,75.4,0.8,23.8
E00072018,89.9,0.7,9.4
E00072019,79.1,1.2,19.7
E00072021,83.5,1.1,15.3
E00072022,88.5,1.7,9.8
E00072023,59.9,13.1,27.1
E00072024,78.9,3.1,17.9
E00072025,80.9,0.4,18.7
E00072027,65.8,1.2,33.1
E00072028,80.8,5.3,13.9
E00072029,74.1,5.7,20.3
E00072030,59.6,15,25.5
