areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00071738,93.8,4.6,1.6
E00071739,94.3,5.1,0.6
E00071740,97.4,2.3,0.3
E00071741,94.6,5.1,0.3
E00071742,98.9,0.6,0.6
E00071743,99.2,0.8,0
E00071744,89.6,9.6,0.8
E00071745,98.8,1.2,0
E00071746,99,0.8,0.3
E00071747,98.6,1.4,0
E00071748,100,0,0
E00071749,100,0,0
E00071750,97.5,1.9,0.6
E00071751,99.7,0.3,0
E00071752,97.6,2.4,0
E00071753,99.3,0.7,0
E00071754,99.6,0.4,0
E00071755,98.9,1.1,0
E00071756,97,3,0
E00071757,99,0.5,0.5
E00071758,96.8,2.2,1.1
E00071759,97.5,1.3,1.3
E00071760,96.2,2.3,1.5
E00071761,94.5,5.5,0
E00071762,99.2,0.8,0
E00071763,95.9,3.1,1
E00071764,97.6,2.1,0.3
E00071765,93.6,5.4,1
E00071766,97.4,2.6,0
E00071767,98.9,1.1,0
E00071769,94.2,5.4,0.4
E00071770,94.7,4.2,1.2
E00071771,91.8,6.8,1.4
E00071772,88.8,9.4,1.8
E00071773,99.1,0.9,0
E00071774,99.5,0.5,0
E00071775,98.3,0.7,1
E00071776,98.8,0.4,0.8
E00071780,95.8,4.2,0
E00071781,94,4.8,1.3
E00071782,86.3,11.2,2.4
E00071783,90.7,8,1.3
E00071784,93.7,5.4,0.9
E00071788,100,0,0
E00071789,95.2,4.4,0.4
E00071790,96.2,3.4,0.4
E00071791,98.2,1.8,0
E00071792,96.5,3.1,0.4
E00071793,97.3,1.6,1.2
E00071794,99.6,0,0.4
E00071795,98,2,0
E00071796,96.3,2.2,1.5
E00071797,93.1,5.2,1.7
E00071798,88.9,10.4,0.7
E00071799,93,5.2,1.7
E00071800,95.2,4.8,0
E00071801,95.7,3.5,0.8
E00071802,92.4,6.5,1.2
E00071803,92.3,6.4,1.3
E00071804,93.9,5.1,1
E00071805,90.9,7.8,1.4
E00071806,89.6,8.9,1.5
E00071807,87.7,9.8,2.5
E00071809,94.9,4.7,0.3
E00071810,91.4,8.1,0.6
E00071820,87.7,9.2,3.1
E00071821,78.3,17.5,4.1
E00071824,96.6,1.3,2.2
E00071825,90.4,9.3,0.4
E00071826,81.7,13.8,4.5
E00071831,94.2,4.1,1.7
E00071832,98,1.2,0.8
E00071833,100,0,0
E00071835,82.1,14.8,3.1
E00071837,99.6,0.4,0
E00071838,98,2,0
E00071839,97,3,0
E00071847,97,2.6,0.4
E00071848,97.9,1.7,0.4
E00071849,50.3,44,5.6
E00071850,88.2,10.2,1.6
E00071851,94.7,3.1,2.2
E00071852,79.3,13.5,7.3
E00071853,82.2,15.2,2.6
E00071855,92.4,5.8,1.7
E00071856,95.9,4.1,0
E00071900,88.8,9,2.2
E00071901,96.5,2.9,0.6
E00071902,85.4,11.8,2.8
E00071903,97.5,2,0.4
E00071904,97.2,1.8,0.9
E00071905,91.9,7.1,0.9
E00071906,87,9.4,3.6
E00071907,93.8,5.3,0.9
E00071908,91.7,5.5,2.8
E00071909,89.5,7.8,2.7
E00071910,89.6,7.1,3.2
E00071911,89.8,8.5,1.7
E00071912,91.6,7,1.5
