areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00071738,0.9,28.3,59.4,11.3
E00071739,7.3,20.3,64.2,8.1
E00071740,11.3,21,59.7,8.1
E00071741,7.1,24.8,62.4,5.7
E00071742,9.3,23.7,60.2,6.8
E00071743,9.4,20.9,61.9,7.9
E00071744,12.1,29,55.6,3.2
E00071745,12.9,16.1,60.2,10.8
E00071746,8.8,27.5,53.4,10.4
E00071747,4.3,23.5,63.6,8.6
E00071748,4.2,18.9,66.4,10.5
E00071749,12.3,16,62.3,9.3
E00071750,5.4,24.3,60.1,10.1
E00071751,3.4,20.1,69.8,6.7
E00071752,3.5,16.9,68.3,11.3
E00071753,8.8,20.3,58.8,12.2
E00071754,4.9,26.5,56.9,11.8
E00071755,12.8,29.3,48.1,9.8
E00071756,11.5,21.9,58.3,8.3
E00071757,5.7,18.4,62.1,13.8
E00071758,2,25.5,65.7,6.9
E00071759,8,24.1,57.1,10.7
E00071760,5.2,14.7,70.7,9.5
E00071761,10.1,19.3,63.3,7.3
E00071762,10.1,22.9,56.9,10.1
E00071763,13,20,59.1,7.8
E00071764,7.2,24.3,60.4,8.1
E00071765,8.8,12.3,70.2,8.8
E00071766,5.7,16.2,69.5,8.6
E00071767,9.6,26.9,51.9,11.5
E00071769,8.8,16.2,64.7,10.3
E00071770,9.4,18.7,64.9,7
E00071771,5.3,15.1,69.4,10.2
E00071772,9.3,21.5,62.6,6.5
E00071773,14.8,20.4,56.5,8.3
E00071774,5.4,16.2,63.5,14.9
E00071775,12.6,24.4,54.1,8.9
E00071776,8.2,18.2,64.5,9.1
E00071780,5.3,23.4,60.6,10.6
E00071781,9.6,24.2,57.3,8.9
E00071782,6.6,19.7,67.9,5.8
E00071783,8.5,22.3,60,9.2
E00071784,9.2,25.4,57.7,7.7
E00071788,7.3,28.1,56.3,8.3
E00071789,5.3,23.9,62.8,8
E00071790,9.3,25.7,57.1,7.9
E00071791,5.9,22.5,67.6,3.9
E00071792,12,18.5,62,7.4
E00071793,11.1,21.5,54.2,13.2
E00071794,11.6,20.9,57.4,10.1
E00071795,6.6,18.7,65.1,9.6
E00071796,9.3,26.9,59.3,4.6
E00071797,9.7,20.4,63.4,6.5
E00071798,6.9,25.9,60.3,6.9
E00071799,4.1,27,55.7,13.1
E00071800,5.8,20.9,65.1,8.1
E00071801,4.2,18.3,70,7.5
E00071802,6.1,20.5,65.2,8.3
E00071803,9,20.1,63.4,7.5
E00071804,8,29.5,54.5,8
E00071805,10.4,23.6,60.4,5.7
E00071806,6.6,22.8,63.2,7.4
E00071807,5.9,19.3,64.7,10.1
E00071809,3,25.4,64.2,7.5
E00071810,5.4,16.9,70.5,7.2
E00071820,6.6,14.3,74.7,4.4
E00071821,10.1,15.2,65.8,8.9
E00071824,3.7,28.7,63.9,3.7
E00071825,9.6,19.1,62.5,8.8
E00071826,5,20.7,64.3,10
E00071831,7.8,25,56,11.2
E00071832,9.4,26,61.4,3.1
E00071833,5.1,26.5,58.2,10.2
