areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00071738,71.3,19.6,9.1
E00071739,78.1,15.7,6.2
E00071740,71.8,18.2,10.1
E00071741,75,14,11
E00071742,68.5,20.3,11.2
E00071743,74.8,16.5,8.7
E00071744,80.9,13.5,5.6
E00071745,76.3,19,4.7
E00071746,81.9,13.7,4.3
E00071747,76.7,18,5.3
E00071748,75.6,15.3,9.1
E00071749,83.4,10.9,5.7
E00071750,82.4,11.8,5.8
E00071751,79.1,15.8,5.1
E00071752,80.7,11.9,7.5
E00071753,85.9,11.4,2.7
E00071754,76.7,17.6,5.7
E00071755,82.2,11.2,6.6
E00071756,61.5,21.9,16.6
E00071757,69.5,18,12.5
E00071758,79,14.8,6.2
E00071759,75.6,16.7,7.7
E00071760,73.9,19.3,6.8
E00071761,71.9,19.2,8.9
E00071762,71.1,19.3,9.6
E00071763,69.6,16.3,14.1
E00071764,70.1,17.8,12.1
E00071765,75.6,15,9.4
E00071766,75.2,15.8,9
E00071767,63.2,23.3,13.5
E00071769,81.2,14.3,4.5
E00071770,75,16.8,8.2
E00071771,84.1,10,5.9
E00071772,73.1,16.3,10.5
E00071773,88.2,9.2,2.6
E00071774,78.1,16.4,5.5
E00071775,81.9,13.9,4.2
E00071776,82.4,11.7,5.9
E00071780,76.6,17,6.4
E00071781,78.2,16.3,5.5
E00071782,76,14.6,9.4
E00071783,69.7,19.7,10.6
E00071784,76.9,15,8.1
E00071788,78.5,14,7.4
E00071789,78.1,16.3,5.6
E00071790,82.7,12.2,5
E00071791,70.2,16.9,12.9
E00071792,71.9,22.1,6.1
E00071793,79.6,14,6.4
E00071794,77.9,16.6,5.5
E00071795,83.2,12.8,3.9
E00071796,73.4,18.3,8.3
E00071797,55.2,31.4,13.4
E00071798,76,14.1,9.9
E00071799,74.9,17.8,7.3
E00071800,68.4,23.6,8
E00071801,80.4,12.8,6.8
E00071802,79.1,13.1,7.8
E00071803,76.5,13.8,9.8
E00071804,67.1,19.8,13.1
E00071805,72.8,20.1,7.1
E00071806,74.8,18.1,7.2
E00071807,72.7,16.3,11
E00071809,79,13.8,7.2
E00071810,80.2,11.8,8
E00071820,84.3,7.6,8.1
E00071821,77.9,16.4,5.8
E00071824,76.1,16.9,7
E00071825,77.7,15,7.3
E00071826,76.6,16.1,7.3
E00071831,75,16.1,8.9
E00071832,69.1,20,10.9
E00071833,75.5,17,7.5
E00071835,71.1,15.1,13.8
E00071837,67.7,20.3,12.1
E00071838,69.3,24,6.7
E00071839,77.7,12.8,9.5
E00071847,75.2,15.5,9.2
E00071848,80.4,13.9,5.7
E00071849,76,14.2,9.8
E00071850,79,15.5,5.5
E00071851,77.1,19.5,3.4
E00071852,70.7,18.5,10.8
E00071853,74,15.9,10.2
E00071855,82.5,12.9,4.6
E00071856,81.6,11.6,6.8
E00071900,78.7,13,8.3
E00071901,80.2,13.6,6.2
E00071902,76.3,17.6,6.1
E00071903,70.4,20,9.6
E00071904,66.9,21.4,11.7
E00071905,76.3,15.9,7.8
E00071906,78.5,15.4,6.2
E00071907,66.7,16,17.3
E00071908,69.5,20.1,10.4
E00071909,79.6,15.1,5.3
E00071910,75.8,17.8,6.4
E00071911,81.1,13.2,5.7
E00071912,78.3,11,10.7
E00071913,80.2,11.3,8.5
E00071914,76.9,15.3,7.8
E00071915,82.4,12.9,4.7
E00071916,76.4,15.5,8.1
E00071917,80.7,15,4.3
E00071918,64,20.5,15.5
E00071919,72.4,15.4,12.2
E00071920,74.5,19.8,5.7
E00071921,81.6,13.9,4.5
E00071922,76.5,15.5,8
E00071923,80.1,13.2,6.7
E00071924,77.3,15.5,7.1
E00071925,78,15.5,6.5
E00071926,72.3,18,9.7
E00071927,80.6,12,7.4
E00071928,70.7,18.9,10.4
E00071929,56.1,25.4,18.4
E00071930,77.5,15,7.5
E00071931,82.9,12.8,4.4
E00071932,79.9,13.8,6.2
E00071933,71.3,20.5,8.2
E00071934,74.4,17.3,8.3
E00071935,72.6,19.5,7.9
E00071936,74.8,14.3,10.9
E00071937,73.4,16.4,10.1
E00071938,82.3,13.7,4
E00071939,75.1,16.4,8.5
E00071940,78.6,13.4,8
E00071941,80,11.3,8.7
E00071942,74.2,15.5,10.3
E00071943,78.2,17.2,4.5
E00071944,80.5,14.3,5.2
E00071946,77.3,15.2,7.5
E00071947,82,12.9,5.1
E00071948,80.1,11,8.9
E00071949,81.5,12.3,6.2
E00071950,81.4,12.1,6.5
E00071952,70.6,17.5,11.9
E00071953,82.4,10.9,6.7
E00071954,69.4,24.6,6
E00071955,68.6,18.9,12.4
E00071956,78.5,12.7,8.8
E00071957,85.1,11.1,3.7
E00071958,77.5,15,7.5
E00071959,69.6,19.7,10.7
E00071960,76.5,14.7,8.8
E00071961,84.5,12.3,3.2
E00071962,74.7,17.8,7.4
E00071963,72,16.5,11.4
E00071964,74.2,17,8.8
E00071965,79.1,12.6,8.3
E00071966,82,9.8,8.2
E00071967,79.3,15.1,5.6
E00071968,79.7,14.1,6.2
E00071969,68.7,15.2,16
E00071970,79.1,12.3,8.6
E00071971,82.8,10.8,6.4
E00071972,70.8,14.3,14.9
E00071973,76.2,15.3,8.5
E00071974,83.3,12.4,4.3
E00071975,65.6,24.5,10
E00071976,77.7,15.6,6.8
E00071977,69.8,17.1,13.2
E00071978,78.5,15.6,5.8
E00071979,84.6,9.7,5.7
E00071980,80.3,13.1,6.6
E00071981,81,13.9,5.1
E00071984,72.7,15.6,11.7
E00071985,73.2,17.1,9.7
E00071986,72.4,19.4,8.2
E00071987,62.1,25.4,12.5
E00071988,71.2,21.5,7.3
E00071989,77.8,13.8,8.4
E00071990,83.7,11.7,4.6
E00071991,75.1,15.4,9.5
E00071992,73.3,20.2,6.5
E00071993,77.4,14.9,7.7
E00071994,74.4,14,11.6
E00071995,60.4,20.9,18.7
E00071996,87.8,9,3.2
E00071997,78.5,16.2,5.3
E00071998,76.4,16.8,6.8
E00071999,74.9,16.8,8.4
E00072000,78.9,13.7,7.4
E00072002,80.7,11.4,7.9
E00072003,68.7,17.9,13.4
E00072004,74.9,17.3,7.8
E00072005,72.1,18.8,9.1
E00072006,79.2,15.1,5.7
E00072007,71.4,21.4,7.3
E00072008,79.8,13,7.2
E00072009,75.4,16.5,8.1
E00072010,70.3,18.5,11.2
E00072011,77.2,15.2,7.6
E00072012,86.2,9,4.8
E00072013,80.8,11.7,7.5
E00072014,75.1,16.5,8.4
E00072015,70.6,17.2,12.3
E00072016,82.4,12.2,5.4
E00072017,80,13.5,6.5
E00072018,85.9,8.3,5.8
E00072019,83,9.9,7.1
E00072021,72.3,18.9,8.7
E00072022,89.7,8.8,1.5
E00072023,73.1,16.2,10.7
E00072024,81.3,13.8,4.9
E00072025,79.5,14.7,5.8
E00072027,65.1,21.7,13.2
E00072028,81.9,12.8,5.3
E00072029,79.9,15.6,4.5
E00072030,76.4,14.7,8.9
E00072031,80.3,11.7,8
E00072033,73.4,18.5,8.1
E00072034,85.1,11.8,3.1
E00072035,87.6,9.4,3
E00072036,79.4,13.5,7.1
E00072037,70.3,17,12.7
E00072038,80.5,13.4,6.1
E00072039,46.8,24.7,28.4
E00072040,69.8,19.4,10.8
E00072041,75.5,13.3,11.1
E00072042,75.8,16.9,7.3
E00072043,79,13.6,7.4
E00072044,72.8,18.9,8.3
E00072045,76.2,16.7,7
E00072046,74.7,19.2,6.1
E00072047,69.3,18.3,12.4
E00072048,86.9,10.1,3
E00072049,79.9,9.7,10.4
E00072050,75.8,18.4,5.8
E00072051,83.7,10.2,6
E00072052,77.5,13.5,9
E00072053,77.8,15.8,6.4
E00072054,82.1,12.2,5.7
E00072055,84.8,11.5,3.7
E00072056,81.1,13.2,5.7
E00072057,80.2,14.3,5.6
E00072058,85.5,9.8,4.7
E00072059,89.1,8.7,2.2
E00072060,87,9.2,3.9
E00072061,80.9,15.1,4
E00072062,80.2,16.1,3.6
E00072108,84.1,12.6,3.3
E00072109,80.5,12.9,6.7
E00072115,71.2,17.3,11.5
E00072124,75.9,15.4,8.7
E00072126,83.2,10.2,6.6
E00072127,83.3,12.4,4.2
E00072128,79.1,13.4,7.5
E00072129,69,17.8,13.1
E00072130,90.8,6.6,2.6
E00072131,78.8,14.9,6.4
E00072132,80.4,12.6,6.9
E00072133,75.1,18.7,6.2
E00072134,72.1,20.2,7.7
E00072135,56.6,24.8,18.6
E00072136,82.9,12.1,5
E00072137,80.7,11,8.3
E00072151,86.1,12.7,1.2
E00072152,79.5,15.2,5.4
E00072153,83.9,14.1,2
E00072154,80.2,13,6.9
E00072314,74.6,17.9,7.5
E00072315,83.4,13.2,3.3
E00072316,83.8,13.8,2.4
E00072317,82.8,11.8,5.3
E00072318,83.2,10.9,5.9
E00072319,75.9,14.4,9.7
E00072320,76.7,14.5,8.8
E00072321,77.4,15.8,6.8
E00072322,78.3,14.6,7.1
E00072323,82.9,16.3,0.8
E00072324,75.8,15.5,8.7
E00072325,66.3,23.9,9.9
E00072326,84.9,12.4,2.8
E00072327,73,17,10
E00072328,78.7,16.2,5.1
