areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
W00002704,10.8,28.9,48.2,12
W00002705,11.3,15,58.8,15
W00002706,9.8,23.2,56.1,11
W00002707,13.6,15.3,55.9,15.3
W00002708,13.6,19.8,56.8,9.9
W00002709,9.1,22.1,55.8,13
W00002710,15.3,33.9,37.3,13.6
W00002711,7.5,27,52.8,12.6
W00002712,9.8,26.2,55.7,8.2
W00002713,13.2,25,48.7,13.2
W00002714,14.3,23.5,46.9,15.3
W00002715,13.9,21.3,50,14.8
W00002716,19.3,26,41.3,13.3
W00002717,14.9,19.1,55.3,10.6
W00002718,8.8,31.9,51.3,8
W00002719,13.6,25.2,44.9,16.3
W00002720,9.7,30.6,48.4,11.3
W00002721,5.1,29.1,53.8,12
W00002722,12.2,18.3,60,9.6
W00002723,9.1,22.1,53.2,15.6
W00002724,10.9,32.8,46.9,9.4
W00002725,16.4,32.9,38.4,12.3
W00002726,15.1,20.4,52.7,11.8
W00002727,8.4,25.3,54.7,11.6
W00002728,10.6,27.6,49.6,12.2
W00002729,20,22.5,53.8,3.8
W00002730,11.3,21.1,50.7,16.9
W00002731,14.6,28.5,44.4,12.5
W00002732,11.4,27.6,52.4,8.6
W00002733,16.1,32.2,44.8,6.9
W00002734,13.6,20,56.4,10
W00002772,15.4,18.9,44.1,21.7
W00002773,9.6,23,46.7,20.7
W00002774,18.3,20.2,44,17.4
W00002775,18.3,22,39.4,20.2
W00002776,11.3,14.9,45.4,28.4
W00002777,8.9,34.1,44.4,12.6
W00002786,8.3,15,50,26.7
W00002787,6.7,26,46.2,21.2
W00002788,10.3,20.7,48.3,20.7
W00002789,11,26.6,41.3,21.1
W00002790,16.2,19.2,45.5,19.2
W00002800,18.5,13,48.9,19.6
W00002801,11.7,21.2,62.8,4.4
W00002802,11.4,21.5,57.7,9.4
W00002803,7.3,20.2,56,16.5
W00002820,13.6,16.8,46.3,23.4
W00002821,13.2,28.9,40.5,17.4
W00002822,16.5,18.4,54.4,10.7
W00002823,8.9,22.6,45.2,23.2
W00002824,6,28,58,8
W00002832,9.1,22.7,53.6,14.5
W00002833,8.3,21.9,51,18.8
W00002834,13.1,24.6,47,15.3
W00002835,20,32.7,32.7,14.5
W00002836,4.5,20.9,57.3,17.3
W00002837,6,21.8,56.4,15.8
W00002838,14.7,18.7,44,22.7
W00002839,10.7,21.4,45.2,22.6
W00002840,6.7,23.1,49,21.2
W00002841,13.2,16.3,38.8,31.8
W00002842,10.2,20.4,49.6,19.7
W00002843,10.4,20.1,52.1,17.4
W00002844,11,23.3,53.4,12.3
W00002845,10.5,22.6,61.3,5.6
W00002846,5.3,23.7,58.8,12.3
W00002847,8.5,26.4,50.9,14.2
