areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
W00002704,58.6,41.4
W00002705,51,49
W00002706,39.8,60.2
W00002707,42,58
W00002708,37.1,62.9
W00002709,41.8,58.2
W00002710,55.6,44.4
W00002711,49.6,50.4
W00002712,45.1,54.9
W00002713,34.2,65.8
W00002714,63.4,36.6
W00002715,54.5,45.5
W00002716,53.2,46.8
W00002717,56.9,43.1
W00002718,42,58
W00002719,55.3,44.7
W00002720,48.4,51.6
W00002721,31.3,68.7
W00002722,46.8,53.2
W00002723,55.2,44.8
W00002724,39.7,60.3
W00002725,31.8,68.2
W00002726,24.9,75.1
W00002727,35.6,64.4
W00002728,36.8,63.2
W00002729,27.7,72.3
W00002730,30,70
W00002731,28.3,71.7
W00002732,25.7,74.3
W00002733,22.9,77.1
W00002734,42.7,57.3
W00002772,54.2,45.8
W00002773,59.1,40.9
W00002774,45.1,54.9
W00002775,55.5,44.5
W00002776,60.8,39.2
W00002777,48.1,51.9
W00002786,46.8,53.2
W00002787,57.7,42.3
W00002788,47.3,52.7
W00002789,47.8,52.2
W00002790,48.1,51.9
W00002800,57.3,42.7
W00002801,49.4,50.6
W00002802,48.2,51.8
W00002803,57.9,42.1
W00002820,59.3,40.7
W00002821,59,41
W00002822,61.4,38.6
W00002823,55.6,44.4
W00002824,28.6,71.4
W00002832,41.3,58.7
W00002833,53.1,46.9
W00002834,49.3,50.7
W00002835,42.1,57.9
W00002836,43.3,56.7
W00002837,47.1,52.9
W00002838,58.6,41.4
W00002839,55.3,44.7
W00002840,56.6,43.4
W00002841,62.8,37.2
W00002842,63.2,36.8
W00002843,55.8,44.2
W00002844,52.9,47.1
W00002845,56.5,43.5
W00002846,47.2,52.8
W00002847,39.8,60.2
W00002848,59.6,40.4
W00002849,35,65
W00002850,26.9,73.1
W00002883,43.4,56.6
W00002910,47,53
W00002911,45.4,54.6
W00002912,41.2,58.8
W00002913,38.1,61.9
W00002914,54.4,45.6
W00002915,58,42
W00002916,51.4,48.6
W00002917,57.5,42.5
W00002918,57.5,42.5
W00002919,56.6,43.4
W00002920,57.9,42.1
W00002921,49.8,50.2
W00002922,49.6,50.4
W00002923,34,66
W00002924,62.4,37.6
W00002925,58.4,41.6
W00002926,51.6,48.4
W00002927,56.5,43.5
W00002928,55.8,44.2
W00002945,51.3,48.7
W00002946,55.1,44.9
W00002947,46.5,53.5
W00002948,55.6,44.4
W00002949,49.2,50.8
W00002956,53.2,46.8
W00002957,50.5,49.5
W00002958,57.2,42.8
W00002959,64.6,35.4
W00002960,63.7,36.3
W00002961,59.1,40.9
W00002962,63.3,36.7
W00002963,62.7,37.3
W00002966,61.7,38.3
W00002967,53.8,46.2
W00002968,48.4,51.6
W00002969,60.8,39.2
W00002970,52.2,47.8
W00002972,52.2,47.8
W00002974,58.7,41.3
W00002975,61.3,38.8
W00002976,48.4,51.6
W00002977,67.8,32.2
W00002978,39.9,60.1
W00002979,55.1,44.9
W00002980,31,69
W00002981,41.5,58.5
W00002982,51.3,48.7
