areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
W00002704,6.6,81.8,11.6
W00002705,9.4,74.2,16.4
W00002706,8.8,80.5,10.6
W00002707,6.3,77.9,15.8
W00002708,13,76.1,10.9
W00002709,5.8,74.8,19.4
W00002710,4.8,83.3,11.9
W00002711,12.2,80.6,7.2
W00002712,4.9,82.9,12.2
W00002713,5.8,75.8,18.3
W00002714,7.5,85.1,7.5
W00002715,6.3,87.5,6.3
W00002716,6.6,78.8,14.6
W00002717,14.3,74.6,11.1
W00002718,11.1,55.6,33.3
W00002719,6.9,80.2,13
W00002720,2.3,84.4,13.3
W00002721,8.5,61,30.5
W00002722,13.4,69.7,16.8
W00002723,11.4,71.5,17.1
W00002724,7.1,83.9,8.9
W00002725,6,83.3,10.7
W00002726,9.7,75.7,14.6
W00002727,16,58.5,25.5
W00002728,6,75.9,18.1
W00002729,3.6,78.3,18.1
W00002730,6.5,73.2,20.3
W00002731,8.7,59,32.4
W00002732,14.3,59.7,26.1
W00002733,9.1,55.7,35.2
W00002734,5.8,76,18.3
W00002772,15.5,69,15.5
W00002773,11.5,82.3,6.3
W00002774,4.2,73.6,22.2
W00002775,7.6,76.5,16
W00002776,4.5,80,15.5
W00002777,8.6,75,16.4
W00002786,6.2,80.5,13.3
W00002787,10.6,77,12.4
W00002788,9.7,81.5,8.9
W00002789,12.4,70.1,17.5
W00002790,6.7,86.5,6.7
W00002800,2.4,85.4,12.2
W00002801,11.2,73.6,15.2
W00002802,15.1,69.8,15.1
W00002803,11.9,72.9,15.3
W00002820,8.8,71.1,20.1
W00002821,5.4,79.2,15.4
W00002822,12.1,72.4,15.5
W00002823,11.3,75.7,13
W00002824,12.2,66.2,21.6
W00002832,12.9,73.4,13.7
W00002833,12.2,73.5,14.3
W00002834,3.8,86,10.2
W00002835,1.5,84.8,13.6
W00002836,10,76.2,13.8
W00002837,5.5,79.6,14.9
W00002838,14.1,73.7,12.1
W00002839,11.7,80.6,7.8
W00002840,9,79,12
W00002841,7.2,78.4,14.4
W00002842,2.3,86.9,10.8
W00002843,9.8,76.2,13.9
W00002844,9.5,71.4,19
W00002845,7.3,80.5,12.2
W00002846,11.6,74.4,14
W00002847,15.9,59.8,24.4
W00002848,3.8,83.8,12.5
W00002849,4.3,74.2,21.5
W00002850,12.4,60.7,27
W00002883,9.1,79.5,11.4
W00002910,11.3,72.2,16.6
W00002911,14.1,67.2,18.8
W00002912,4.7,81.4,14
W00002913,14.6,77.5,7.9
W00002914,10.3,82.2,7.5
W00002915,13,75.7,11.3
W00002916,10.3,74.4,15.4
W00002917,9.5,79.6,10.9
W00002918,6.5,77.9,15.6
W00002919,9.3,75,15.7
W00002920,10.3,75.9,13.8
W00002921,9.1,81.7,9.1
W00002922,8.3,78,13.8
W00002923,13.1,60.7,26.2
W00002924,5,80.7,14.3
W00002925,8.6,77.5,13.9
W00002926,6.1,73,20.9
W00002927,4.5,84.3,11.2
W00002928,7.3,80,12.7
W00002945,13.4,68.1,18.5
W00002946,15.7,68.6,15.7
W00002947,11,71.2,17.8
W00002948,6.1,80.9,13
W00002949,8.8,76.8,14.4
W00002956,5.6,84.5,9.9
W00002957,8.8,73.6,17.6
W00002958,13.3,68,18.7
W00002959,13.1,74.6,12.3
W00002960,15.3,68.1,16.7
W00002961,12.1,83.5,4.4
W00002962,11.8,79.4,8.8
W00002963,5.3,85.3,9.4
W00002966,16.1,71,12.9
W00002967,9.2,76.4,14.4
W00002968,6,62.7,31.3
W00002969,9.5,75.5,15
W00002970,11.5,76.1,12.4
W00002972,9.8,78.3,11.9
W00002974,7.6,80.2,12.2
W00002975,16.3,66,17.7
W00002976,11.5,67.7,20.8
W00002977,11.7,70.8,17.5
W00002978,8,78.6,13.4
W00002979,6.6,78.7,14.7
W00002980,1.8,82.3,15.9
W00002981,9.7,70.9,19.4
W00002982,6.6,85.1,8.3
W00002983,7.7,76,16.3
W00002984,7.6,76.2,16.2
W00002985,8.9,77.2,13.8
W00002986,11.7,72.1,16.2
W00002987,7.4,73.2,19.5
W00002988,13.5,66.2,20.3
W00002989,9,74.3,16.7
W00002990,6.9,70.4,22.6
W00002991,6.5,66.4,27.1
W00002992,8.8,83.8,7.5
W00002993,13.9,69.3,16.9
W00002994,7.9,73.8,18.3
W00002995,13.3,73.3,13.3
W00002996,12.6,74.7,12.6
W00002997,10.7,74.3,15
W00002998,7.8,84.3,7.8
W00002999,9,78.9,12
W00003000,12,69.6,18.5
W00003001,12.2,72.2,15.6
W00003002,5.3,80.9,13.8
W00003003,10.6,75.4,14.1
W00003004,12.4,57.1,30.5
W00003005,7,75,18
W00003006,12.4,75.2,12.4
W00003007,11.3,71.6,17
W00003008,23.5,63,13.6
W00003009,8.5,76.1,15.5
W00003010,9.2,64.9,25.9
W00003011,10,78.1,11.9
W00003012,10.5,82.9,6.6
W00003013,7.1,79.9,13
W00003014,12.3,81.5,6.2
W00003015,13.6,72.9,13.6
W00003016,7.1,76.8,16.1
W00003017,11.8,55.6,32.7
W00003018,7.7,89,3.2
W00003019,6.8,70.3,22.9
W00003020,12.3,71.3,16.4
W00003021,8.1,78.2,13.7
W00003022,13.5,80.5,6
W00003023,13.4,69.3,17.3
W00003024,6.8,76,17.1
W00003025,6.8,84.7,8.5
W00003026,9.3,68.9,21.7
W00003027,13,59.1,27.8
W00003028,14,63.6,22.4
W00003029,4.7,81.4,14
W00003030,10.9,73.9,15.2
W00003031,25,51.5,23.5
W00003032,16.3,60.2,23.5
W00003033,17.1,61,22
W00003034,8.3,60.2,31.5
W00003035,20.2,50.6,29.2
W00003036,6.3,48.6,45
W00003037,24.4,56.1,19.5
W00003038,6.3,64.9,28.8
W00003039,13.8,46,40.2
W00003040,18.1,50.9,31
W00003041,11.1,78.6,10.3
W00003042,15.4,68.3,16.3
W00003043,12,72.3,15.7
W00003044,10.2,67.3,22.4
W00003045,10.3,64.1,25.6
W00003046,8.8,61.2,29.9
W00003047,11.4,63.9,24.7
W00003048,10.6,82.1,7.3
W00003049,11.5,65.4,23.1
W00003050,7.6,83.2,9.2
W00003051,9.5,74.7,15.8
W00003052,17.2,57.5,25.3
W00003053,14.5,65.2,20.3
W00003054,6.6,75.9,17.5
W00003055,16.3,58.7,25
W00003056,15.7,59.3,25
W00003057,6.7,75.3,18
W00003058,6.3,72.6,21.1
W00003059,16.4,66.4,17.3
W00003060,9.2,76.9,13.8
W00003062,12.5,73.1,14.4
W00003063,7.7,76.9,15.4
W00003064,9.9,76.9,13.2
W00003065,12.4,73.9,13.7
W00003066,9.7,70.9,19.4
W00003067,5.3,82.5,12.3
W00003068,11.2,64,24.7
W00003069,12.8,75.9,11.2
W00003070,7.4,76.7,16
W00003071,6.8,78.7,14.5
W00003072,8.3,68.2,23.6
W00003073,16.8,69.2,14
W00003074,2.8,80.6,16.7
W00003075,12.6,71.7,15.7
W00003076,6.8,72.7,20.5
W00003077,7.1,71.4,21.4
W00003078,8.3,61.9,29.8
W00003079,11,76.1,12.9
W00003080,15.5,56.3,28.2
W00003081,7.7,79.5,12.8
W00003082,7.4,71.6,21
W00003083,4.3,83.6,12.1
W00003084,14.3,75.6,10.1
W00003085,8.8,75.3,15.9
W00003086,3.6,76.3,20.1
W00003087,9.1,78.7,12.2
W00003088,12.2,69.6,18.2
W00003089,9,76.9,14.2
W00003090,14.4,73.1,12.6
W00003091,8,70.2,21.8
W00003092,8.4,85,6.6
W00003093,14.5,71,14.5
W00003094,5.5,74.8,19.7
W00003095,10.7,80.5,8.7
W00003096,9.5,73.4,17.2
W00003097,8.8,79.8,11.4
W00003098,9.9,72.7,17.4
W00003099,7.3,80.3,12.4
W00003100,11.3,73,15.7
W00003101,11.8,66.7,21.5
W00003102,6.9,77.9,15.2
W00003103,6.5,85.6,7.9
W00003104,19,73.3,7.6
W00003105,9.9,74.1,16
W00003106,8.8,81.9,9.4
W00003107,7.2,78.3,14.5
W00003108,13.2,68.6,18.2
W00003109,11.4,77.2,11.4
W00003110,15.1,71,14
W00003111,6.5,81.7,11.8
W00003112,9.8,73,17.2
W00003113,9.5,73.8,16.7
W00003114,7.5,82.8,9.7
W00003115,8.9,74.1,17.1
W00003116,12.5,74.2,13.3
W00003117,13.7,74.5,11.8
W00003118,9.1,80.7,10.2
W00003119,6.1,81.2,12.7
W00003120,12.4,63.6,24
W00003121,14.4,62.2,23.3
W00003122,8.7,75,16.3
W00003123,10.1,79.9,10.1
W00003124,8.5,70.6,20.9
W00003125,12.8,68.8,18.4
W00003126,11.7,74.2,14.2
W00003127,9.9,82.1,7.9
W00003128,10.4,70.1,19.5
W00003129,8.1,70.8,21.1
W00003130,11.3,70.8,17.9
W00003131,9.6,70.2,20.2
W00003132,5.7,73.9,20.5
W00003133,22.2,57.1,20.6
W00003134,11.2,60.3,28.4
W00003135,20,71.7,8.3
W00003136,10.2,64.8,25
W00003137,9.1,74.7,16.2
W00003138,4.9,71.4,23.6
W00003139,4.1,61.5,34.3
W00003140,6.3,70.5,23.2
W00003141,11.1,65.7,23.2
W00003142,6.8,70.5,22.7
W00003143,8.4,59.4,32.2
W00003144,12.2,68.3,19.5
W00003146,9.1,56.2,34.7
W00003147,12.6,72.8,14.6
W00003149,13,80.6,6.5
W00003150,14.5,62.4,23.1
W00003151,11.6,81.4,7
W00003152,8.3,75,16.7
W00003153,12.1,51.7,36.2
W00003154,19.1,59.1,21.8
W00003155,6.4,71.3,22.3
W00003156,13.2,61.3,25.5
W00003157,5.6,65.3,29
W00003158,6.5,62.6,30.8
W00003159,17.5,60.2,22.3
W00003160,8.9,78.5,12.6
W00003161,7,67.4,25.6
W00003162,7.6,82.6,9.8
W00003163,8.2,74.1,17.6
W00003164,10.8,67.5,21.7
W00003165,16.7,52.8,30.6
W00003166,13.4,60.6,26
W00003167,13.8,64.6,21.5
W00003168,4.9,89.4,5.7
W00003169,6.8,61.5,31.6
W00003170,9,56.6,34.4
W00003172,8.4,75.1,16.4
W00003173,8.9,70,21.1
W00003174,4.6,78.9,16.5
W00003175,9.5,76.3,14.2
W00003177,10.1,48.2,41.7
W00003178,7.8,61.7,30.5
W00003179,8,58,33.9
W00003180,11.8,62.7,25.5
W00003181,3,65.9,31.1
W00003182,8.7,70.4,20.9
W00003183,10,56,34
W00003184,13.3,61.9,24.8
W00003185,10.5,64.8,24.8
W00003186,11.4,73.9,14.8
W00003187,17.9,66.4,15.7
W00003188,18.1,69.9,12
W00003189,17.5,58.8,23.8
W00003190,7.1,70.2,22.7
W00003191,4.5,78.4,17.1
W00003192,5.6,84.5,9.9
W00003193,11.7,62.5,25.8
W00003194,14.8,67.9,17.3
W00003195,10.9,66.3,22.8
W00003196,17.1,68.6,14.3
W00003197,11.2,71.4,17.3
W00003198,13.3,68.1,18.6
W00003199,11.1,81.7,7.1
W00003200,8.2,87.3,4.5
W00003201,4.2,87.5,8.3
W00003202,9.8,71.5,18.7
W00003203,9.4,79.7,10.9
W00003204,8.3,69.7,22
W00003205,6.1,71.7,22.2
W00003206,7,64.3,28.7
W00003207,7.8,65.9,26.4
W00003208,10.1,72.2,17.7
W00003209,7.6,81.5,10.8
W00003210,8.5,78.2,13.4
W00003211,7.5,76.4,16
W00003212,14.7,62.1,23.3
W00003213,14.8,71.3,13.9
W00003214,9.1,63.6,27.3
W00003215,8.5,70.7,20.7
W00003216,8.1,57.7,34.1
W00003217,6.7,73.1,20.2
W00003218,8.9,63.4,27.7
W00003219,15,66.3,18.8
W00003220,8.9,65.9,25.2
W00003221,11.8,59.8,28.4
W00003222,7.6,69.5,22.9
W00003223,4.2,56.7,39.2
W00003224,7.8,55.5,36.7
W00003225,9.2,58.6,32.2
W00003226,4.5,84.2,11.3
W00003227,5.1,76.8,18.2
W00003228,10.9,59.7,29.5
W00003229,9.1,68.5,22.4
W00003230,15.1,56.8,28.1
W00003231,9.9,61.3,28.8
W00003232,13.1,64.8,22.1
W00003233,15.7,48,36.3
W00003234,13.1,79.4,7.5
W00003235,12,68.5,19.4
W00003236,9.7,82.3,8
W00003237,16,61.6,22.4
W00003238,6.3,78.1,15.6
W00003239,14.9,67.6,17.6
W00003240,9.4,63.4,27.2
W00003241,9.5,50.4,40.1
W00003242,11,63.5,25.4
W00003243,15,64.2,20.8
W00003244,9.5,64.8,25.7
W00003245,11.9,71.3,16.8
W00003246,5.7,75.4,18.9
W00003247,13,65,22
W00003248,7.6,63.9,28.5
W00003249,11.6,70.9,17.4
W00003250,6.5,52.3,41.2
W00003251,12,58.4,29.6
W00003252,12.1,45.2,42.7
W00003253,11.8,56.9,31.3
W00003255,10.3,69.7,20
W00003256,12.3,69.8,17.9
W00003257,12.4,67.8,19.8
W00003258,9.3,67.8,23
W00003259,3.8,87.3,8.9
W00003260,7.6,65.2,27.2
W00003261,12.3,63.9,23.8
W00003262,12.8,63.3,23.9
W00003263,8,69.9,22.1
W00003264,9.2,68.8,22
W00003265,6.9,79.9,13.2
W00003266,11,78.8,10.2
W00003267,2.9,85.5,11.6
W00003268,3.7,86.5,9.7
W00003269,7.2,85,7.8
W00003270,9.9,73,17
W00003271,7.4,81.1,11.5
W00003272,13.6,66.9,19.5
W00003273,12.7,78.2,9.1
W00003274,9.1,81.8,9.1
W00003275,8.2,75.1,16.7
W00003276,6.6,82.8,10.6
W00003277,7.2,78.3,14.5
W00003279,5.7,81.9,12.4
W00003280,8.2,84.9,6.9
W00003281,13,75.4,11.6
W00003282,7.3,79.3,13.4
W00003283,11.9,79.7,8.5
W00003284,7.9,67.5,24.5
W00003285,9.6,70.2,20.2
W00003286,5.3,77,17.7
W00003287,21.4,60.4,18.2
W00003288,8.5,79.5,12
W00003289,9.2,76.1,14.8
W00003290,13.8,74.7,11.5
W00003291,9.6,72.3,18.1
W00003292,8.5,79.6,12
W00003293,10.7,76.9,12.4
W00003294,15.7,76.4,7.9
W00003295,9.6,83.6,6.8
W00003296,11.5,75,13.5
W00003297,5.6,76.1,18.3
W00003298,10.8,73.9,15.3
W00003299,11.3,72.2,16.5
W00003300,8.6,75.3,16.1
W00003301,6.3,81.3,12.5
W00003302,5.8,81.5,12.7
W00003303,5.2,83,11.9
W00003304,10.9,79.2,9.9
W00003305,20,68.8,11.3
W00003306,5.2,87,7.8
W00003307,19.6,67.4,13
W00003308,5.4,79.6,15.1
W00003309,5.2,75.3,19.5
W00003310,14.3,75.5,10.2
W00003311,8.5,83.1,8.5
W00003312,11.9,76.2,11.9
W00003313,7.8,76.7,15.5
W00003314,8.5,76.8,14.6
W00003315,10.9,67.3,21.8
W00003316,6.6,74.3,19.1
W00003317,10.8,72.3,16.9
W00003318,12.2,77.1,10.7
W00003319,8.8,69.3,21.9
W00003320,9.8,68.8,21.4
W00003321,13.8,72.5,13.8
W00003322,14.9,71.6,13.4
W00003323,5.3,84.2,10.5
W00003324,6.8,81.2,12
W00003325,7.9,79.8,12.3
W00003326,17.9,68.4,13.7
W00003327,14.7,64.7,20.6
W00003328,12.8,75.2,11.9
W00003329,6.5,66.3,27.2
W00003330,9.1,83.6,7.3
W00003331,12.1,75,12.9
W00003332,14.5,61.8,23.6
W00003333,4.8,73.8,21.4
W00003334,10.8,77,12.2
W00003335,18.2,54.5,27.3
W00003336,16.6,68.2,15.3
W00003337,14.3,71.4,14.3
W00003338,15.3,69.4,15.3
W00003339,12.2,67.3,20.4
W00003340,12.5,68.2,19.3
W00003341,10.7,75,14.3
W00003342,6.3,71.4,22.2
W00003343,11.5,77,11.5
W00003344,6.8,84.5,8.7
W00003345,14.3,72.6,13.1
W00003346,14.3,74.1,11.6
W00003347,9.1,69.7,21.2
W00003348,6.7,80.5,12.8
W00003349,8.5,85.1,6.4
W00003350,9.9,71.4,18.7
W00003351,5.5,80.5,14.1
W00003352,9.2,75.4,15.4
W00003353,10.7,72.1,17.1
W00003354,12.5,72.5,15
W00003355,9.2,76.5,14.4
W00003356,16.3,66.3,17.3
W00003357,8.2,82.5,9.3
W00003358,14.5,64.5,21.1
W00003359,10.7,71.8,17.6
W00003360,12.7,66.3,21.1
W00003399,8.5,65.3,26.3
W00003400,12.7,71.6,15.7
W00003401,4.5,79.5,16.1
W00003402,9.1,52.7,38.2
W00003403,5.9,58.1,36
W00003404,1.6,89.9,8.5
W00003405,8.7,65.8,25.5
W00003406,6.1,74.2,19.7
W00003407,10.2,74.2,15.6
W00003408,9.1,59.7,31.2
W00003409,8.5,77.5,14.1
W00003410,8.3,72.9,18.8
W00003411,4.4,86.1,9.5
W00003412,4.4,78.7,16.9
W00003413,7,75.7,17.4
W00003424,7.3,86.4,6.4
W00003425,9.2,80.9,9.9
W00003426,12.4,63.8,23.8
W00003427,12.4,73.3,14.3
W00003428,9.2,69,21.8
W00003429,14.8,45.7,39.5
W00003430,6.9,69,24.1
W00003431,10.5,64.2,25.3
W00003432,9.7,63.4,26.9
W00003433,10.9,62.2,26.9
W00003434,12.1,54.9,33
W00003435,7.7,69.2,23.1
W00003436,4.5,75.7,19.8
W00003437,14.3,47.1,38.7
W00003438,18.8,60.7,20.5
W00003439,10.7,62.1,27.2
W00003440,10.3,78.6,11.1
W00003441,14.3,67.2,18.5
W00003442,6.8,77.3,15.9
W00003443,7.6,74.5,17.9
W00003444,12.3,70.4,17.3
W00003445,17.1,61.9,21
W00003446,13.1,60.7,26.2
W00003447,15.2,69.6,15.2
W00003448,12.7,54.9,32.4
W00003449,17.2,52.7,30.1
W00003450,3.8,72.3,23.9
W00003451,18.9,55.9,25.2
W00003452,3.7,55.6,40.6
W00003453,4.5,84.5,10.9
W00003454,11.9,74.6,13.5
W00003455,5.2,80.2,14.7
W00003456,12,61,27
W00003457,11.1,59.3,29.6
W00003458,17.3,61.5,21.2
W00003459,11.2,65.3,23.5
W00003460,4.2,74.6,21.2
W00003463,3.3,82.4,14.3
W00003464,10.4,62.5,27.1
W00003465,19.1,64.5,16.4
W00003466,14.5,56.4,29.1
W00003467,5.4,75.7,18.9
W00003468,8.3,70.5,21.2
W00003469,9.9,64.8,25.3
W00003470,5.3,82,12.8
W00003471,14.1,57.6,28.3
W00003472,5,82,13
W00003473,6.8,78.9,14.3
W00003474,8.6,68.4,23
W00003475,4.9,81.3,13.8
W00003476,8.2,73.4,18.5
W00003483,8.7,79.4,11.9
W00003484,12.6,67.4,20
W00003485,5.4,77.5,17.1
W00003486,13.4,71.7,15
W00003487,15.5,75,9.5
W00003488,12.2,73.7,14.1
W00003489,9.5,78.1,12.4
W00003490,7.6,80.9,11.5
W00003491,5.8,80.3,13.9
W00003602,8.8,71.9,19.3
