areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00069561,9.7,39,33.8,17.5
E00069562,5.4,41.9,41.1,11.6
E00069563,6,43.6,35.3,15
E00069564,4.7,26.7,38.4,30.2
E00069569,4.1,30.4,41.5,24
E00069570,10.8,42.5,31.7,15
E00069571,20.8,50.8,25.8,2.5
E00069572,4.1,46.6,38.4,11
E00069573,0.8,33.6,41,24.6
E00069574,0,23.9,50.9,25.2
E00069575,6,35.9,44.4,13.7
E00069576,2.2,34.8,42.4,20.7
E00069577,11.8,55.9,30.9,1.5
E00069582,7.3,34.4,40.6,17.7
E00069584,3.4,36.4,40.9,19.3
E00069586,2.7,29.2,39.8,28.3
E00069587,3.5,40.4,38.6,17.5
E00069588,7.4,36.8,37.4,18.4
E00069589,5.9,32,41.2,20.9
E00069590,5.7,34.8,39.7,19.9
E00069591,3.8,32.7,41.8,21.6
E00069593,7.3,35.8,43.1,13.8
E00069594,7.2,36.7,40.3,15.8
E00069595,12,36.1,39.8,12
E00069596,4.7,38.8,41.2,15.3
E00069597,3.6,31.7,50.3,14.4
E00069598,7.4,36.2,45.7,10.6
E00069599,2.6,33.3,43.9,20.2
E00069634,5.2,31.4,41.9,21.4
E00069635,3.8,32.1,46.2,17.9
E00069636,5.3,43.5,32.1,19.1
E00069637,2,44.6,37.6,15.8
E00069638,5.5,38.2,41.2,15.2
E00069639,8.9,39.5,39.5,12.1
E00069640,24,38.4,25.6,12
E00069641,4.8,35.7,42.9,16.7
E00078837,3.1,29.7,42.2,25
E00078838,7.2,45.8,35.5,11.4
E00078839,17,41.5,32.7,8.8
E00078840,5,31.3,43.8,20
E00078841,11.3,33.9,40.9,13.9
E00078845,1.8,35.1,47.4,15.8
E00078846,5.5,27.5,50.5,16.5
E00078847,5,29.8,39.7,25.6
E00079024,8.6,39.9,38.7,12.9
E00079025,9.9,33,40.7,16.5
E00079035,4.1,34.2,38.4,23.3
E00079036,3.7,40.2,30.5,25.6
E00079037,3.8,28.9,47.2,20.1
E00079038,8.2,32.8,44.3,14.8
E00079040,4,56.3,37.3,2.4
E00079042,4.5,54.5,35.1,6
E00079043,14.8,43,35.9,6.3
E00079044,4.9,48,39.8,7.3
E00091461,11.5,35.1,35.1,18.2
E00091462,7.6,32.9,41.2,18.2
E00091466,5.4,35.8,36.5,22.3
E00091467,9,44.8,26.9,19.4
E00133514,30.2,47.2,17.9,4.7
E00133515,30.1,45.1,20.9,3.9
E00133516,10,51.1,26.8,12.1
E00133517,21.5,39.7,33.9,5
E00133518,19.4,48,29.6,3.1
E00133520,25.9,43.9,25.9,4.3
E00133521,5.8,51.2,31.4,11.6
E00133522,10.7,55.7,29,4.6
E00133523,55.5,28.1,14.8,1.6
E00133524,22.2,53.8,20.5,3.4
E00133525,29.8,46,16.9,7.3
E00133526,16.4,43.1,33.6,6.9
E00133527,32,44.8,16.8,6.4
E00133528,14.2,48.3,30.8,6.7
E00133529,6.4,44.3,38.4,11
E00133737,2.9,21.6,43.1,32.4
E00133785,5.9,31.4,47.5,15.3
E00133826,53,41.1,4.2,1.8
E00133827,10.5,52.4,26.6,10.5
E00133828,27.3,48.2,19.1,5.5
E00133829,22.8,52,21.1,4.1
E00133830,12.5,36.5,38.5,12.5
E00133831,16.4,35.3,37.1,11.2
E00133832,22.3,43.6,26.6,7.4
E00133833,20.8,33.1,33.8,12.3
E00133834,15.8,46.8,32.4,5
E00133835,16.9,45.9,27,10.1
E00133836,14.8,38.7,34.5,12
E00133837,19.2,45,26.7,9.2
E00133838,16.5,54.8,25.5,3.2
E00133839,16.3,49,22.4,12.2
E00133840,24.6,50,21.1,4.4
E00133841,25,56.3,15,3.8
E00133842,15.7,50,26.7,7.6
E00133843,39.8,41.5,16.1,2.5
E00133844,18.8,47,26.8,7.4
E00133845,14.5,66.4,17.6,1.5
E00133846,9.6,55.7,30.4,4.3
E00133847,46.8,42.2,8.3,2.8
E00133848,30.9,52.5,14.2,2.5
E00133849,32.1,49.4,14.3,4.2
E00133850,29.7,56.3,10.9,3.1
E00133851,25.9,51.1,19.3,3.7
E00133852,24.6,54.9,16.9,3.6
E00133853,21.4,38.6,32.9,7.1
E00133854,36.2,49.3,10.5,3.9
E00133855,13.8,47.4,29.6,9.2
E00133856,22.1,47.5,25.4,4.9
E00133857,25.2,46.7,23.7,4.4
E00133880,5.8,43.1,35,16.1
E00133881,0,52.8,36,11.2
E00133882,4.3,42.6,40,13
E00133883,4.1,39.8,37.8,18.4
E00133884,4.3,27.6,46.6,21.6
E00133885,8.5,45.8,34.7,11
E00133886,4.1,35.2,43.4,17.2
E00133887,6.1,37.7,44.7,11.4
E00133888,8.8,44,44,3.2
E00133889,9.6,39.4,34.6,16.3
E00133890,14.8,45.9,33.6,5.7
E00133891,10,43.1,37.7,9.2
E00133892,9.4,46.5,32.3,11.8
E00133893,9.3,44.7,34.8,11.2
E00133894,7.4,42.1,38.8,11.6
E00133895,5.4,44.2,41.1,9.3
E00133896,5.6,34.9,42.9,16.7
E00133898,4.7,24.8,51.9,18.6
E00133924,5,35.6,43.3,16.1
E00133927,6,35,40,19
E00133928,1.9,34.6,43,20.6
E00137070,24.8,41.9,27.1,6.2
E00137071,61,33.1,5.1,0.8
E00137072,34.4,40,20,5.6
E00137073,56.4,32.7,7.3,3.6
E00137074,19.8,46.8,27,6.3
E00137075,33.6,42.9,16.8,6.7
E00137076,23.9,41.5,23.2,11.3
E00137077,42.6,38,17.1,2.3
E00137083,10.7,50,36.6,2.7
E00137084,19.9,38.5,33.8,7.8
E00137085,23.4,44.1,28.3,4.1
E00137086,9.7,40,39.3,11
E00137107,19.5,48.9,24.7,6.8
E00137108,39,40.7,11,9.3
E00137109,23.7,45.8,22.1,8.4
E00137110,33.9,37.2,19.8,9.1
E00137111,20.4,49.6,24.8,5.1
E00137112,33.3,45.9,18,2.7
E00137113,24.1,42.1,26.3,7.5
E00137114,19.4,43.8,31.9,4.9
E00137115,41.7,41.1,15.2,2
E00137116,44.4,35.3,15,5.3
E00137117,26.1,43.7,23.5,6.7
E00137118,36.2,41.5,20,2.3
E00137124,33.1,42.4,18.6,5.9
E00137135,42.1,31.7,19.8,6.3
E00137165,43.6,41.4,11,3.9
E00137166,20.9,40,29.6,9.6
E00137167,18.7,52.8,22.8,5.7
E00137173,30.2,39.6,25.2,5
E00137175,22.6,45.9,27.8,3.8
E00137178,24.2,40.2,22.7,12.9
E00137179,19.8,45.5,24.8,9.9
E00137181,16.5,41.7,34.8,7
E00137182,24.8,44.2,20.2,10.9
E00137183,6.3,30.6,40.6,22.5
E00137184,22.2,36.3,32.6,8.9
E00137185,15.3,42.7,31.3,10.7
E00137208,11.4,32.3,36.1,20.3
E00137209,1.3,31.8,40.3,26.6
E00137210,9.2,35.1,35.1,20.6
E00137211,12.6,55.6,25.9,5.9
E00137213,13.3,45.5,25.9,15.4
E00137214,6.1,40.2,43.2,10.6
E00137215,7.4,36.3,38.5,17.8
E00137216,6.7,28.9,45.8,18.7
E00137217,6.7,36.1,34.5,22.7
E00137233,39.8,39.8,12.7,7.6
E00137234,18.3,45.8,26.7,9.2
E00137501,4.5,35.9,44.5,15.1
E00137502,3.5,33.3,40.4,22.8
E00137503,5.1,26.7,51.1,17
E00137504,8.2,44.3,33.5,13.9
E00137505,5.5,40.4,35.6,18.5
E00137551,7,35.2,36.6,21.1
E00137552,0,26.8,43.9,29.3
E00137553,1.9,32.4,37.1,28.6
E00137554,11.9,26.2,42.9,19
E00137555,8.3,35,35.6,21.1
E00137556,9.6,38.5,42.3,9.6
E00137557,9.6,36,31.2,23.2
E00137558,5.2,32.5,27.3,35.1
E00137559,2.6,31.2,41.6,24.7
E00137560,10.8,18.5,53.8,16.9
E00137561,10.3,34.5,29.3,25.9
E00137562,3.2,31.2,47.2,18.4
E00137564,5.3,24,44,26.7
E00137565,8.9,33.1,46.2,11.8
E00137566,4.9,38.2,39.8,17.1
E00137567,11.6,40.5,35.5,12.4
E00137568,6.1,20.4,57.1,16.3
E00137569,5.2,28.3,45.7,20.8
E00137576,11.3,48.1,32.1,8.5
E00137578,30.7,47.3,18.7,3.3
E00137579,27.4,51.6,14.5,6.5
E00137584,20,41.7,30.8,7.5
E00137585,5.2,33.6,42.5,18.7
E00137586,4.4,37.7,40.4,17.5
E00137587,7,54.8,32.5,5.7
E00137589,13.2,49.3,30.9,6.6
E00137590,22.8,45.6,25.7,5.9
E00137591,6.2,40.5,43.1,10.3
E00137592,4.3,33.3,46.4,15.9
E00137593,5.2,28.5,45.3,20.9
E00137594,9.6,37.4,39.6,13.4
E00137595,4.1,27.4,46.6,21.9
E00137596,5.2,28.1,45.8,20.8
E00137597,6.3,39.2,37.9,16.7
E00169160,16.2,39.6,33.1,11
E00169188,35.2,47.6,12.4,4.8
E00169189,11,50.6,31.8,6.5
E00169400,8.4,39.3,44,8.4
E00169401,12.8,39.9,30.4,16.9
E00171326,5.1,55.9,30.1,8.8
E00171327,10.6,39.4,39.4,10.6
E00171329,6.1,45.5,42.4,6.1
E00172623,0,28.6,48,23.5
E00172626,4.2,41.7,48.6,5.6
E00185278,15,36.8,39.9,8.3
E00185294,13.4,51.2,23.6,11.8
E00185366,13.6,45.6,28,12.8
E00185406,8,30.7,55.1,6.3
E00185460,6.4,52.4,32.3,8.9
E00185461,3.6,30.4,39.3,26.8
E00187608,10,44.4,37.8,7.8
E00188964,5.5,40.9,44.1,9.4
E00188981,4.7,46.5,37.8,11
E00188986,12.5,47.8,33.1,6.6
E00189010,2.4,38.6,53.5,5.5
E00189051,2.4,35,47.2,15.4
E00189053,3.6,26.3,48.2,21.9
E00189057,1.6,44.4,52.4,1.6
E00189062,4,42.7,41.9,11.3
E00189063,7.6,38.9,48.9,4.6
E00189067,1.6,33.3,60.2,4.9
E00189071,1.6,46.9,45.3,6.3
E00189086,7.8,42.6,42.6,7
E00189102,0.8,34.8,47.7,16.7
E00189178,3.1,19.4,62,15.5
E00189185,1.5,33.1,60.8,4.6
E00189191,2.2,26.1,61.9,9.7
E00189194,4.3,35.5,44.2,15.9
