areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00069561,9,80,11
E00069562,6.3,84.8,8.9
E00069563,10.3,74.8,15
E00069564,9.6,73.5,16.9
E00069569,9.9,77.2,12.9
E00069570,9.4,76.5,14.1
E00069571,10.1,68.7,21.2
E00069572,15.3,61.9,22.9
E00069573,5.2,78.4,16.5
E00069574,14.9,68.1,17
E00069575,4.5,84.5,10.9
E00069576,10.1,70.9,19
E00069577,5.2,56.9,37.9
E00069582,5.5,73.6,20.9
E00069584,8.6,77.1,14.3
E00069586,7.1,83,9.8
E00069587,18.2,70.5,11.4
E00069588,11,69.1,19.9
E00069589,13.5,72.2,14.3
E00069590,11.5,78.5,10
E00069591,8.8,73.5,17.7
E00069593,11.9,78,10.2
E00069594,6.7,81.3,11.9
E00069595,10.5,70.5,18.9
E00069596,9.6,81.6,8.8
E00069597,8.7,74.6,16.7
E00069598,8.9,83.5,7.6
E00069599,9.2,81.6,9.2
E00069634,11.6,64.6,23.8
E00069635,7.5,85,7.5
E00069636,9.6,77.9,12.5
E00069637,7.4,87.4,5.3
E00069638,10.1,80.6,9.4
E00069639,9.9,74.3,15.8
E00069640,8.9,65.3,25.7
E00069641,1.3,82.3,16.5
E00078837,9,75.9,15
E00078838,12.7,71.8,15.5
E00078839,12,68,20
E00078840,11.1,75,13.9
E00078841,9.7,81.7,8.6
E00078845,11.8,64.7,23.5
E00078846,5.2,81.3,13.5
E00078847,5.5,75.8,18.8
E00079024,10.3,71.7,17.9
E00079025,7.8,74.4,17.8
E00079035,5.8,71,23.2
E00079036,9.5,70.3,20.3
E00079037,5.5,80.3,14.2
E00079038,5.4,75,19.6
E00079040,33.3,48.9,17.8
E00079042,29.7,43.2,27
E00079043,10.9,70.7,18.5
E00079044,28.1,46.9,25
E00091461,10.9,70.5,18.6
E00091462,12.7,79.6,7.7
E00091466,11.6,66.7,21.7
E00091467,19.2,69.2,11.5
E00133514,14.5,72.4,13.2
E00133515,13.7,54.7,31.6
E00133516,13.2,74.6,12.3
E00133517,13.1,60.7,26.2
E00133518,10.6,72.3,17
E00133520,15.3,71.2,13.5
E00133521,8.2,61.2,30.6
E00133522,4.5,85,10.5
E00133523,10.7,59.8,29.5
E00133524,10.3,70.1,19.5
E00133525,4.7,68.8,26.6
E00133526,8.9,78.9,12.2
E00133527,12.5,61.7,25.8
E00133528,11.8,61.2,27.1
E00133529,16.3,74.4,9.3
E00133737,14,71,15.1
E00133785,11.1,72.2,16.7
E00133826,5.5,76.6,17.9
E00133827,16.8,70.5,12.6
E00133828,9.4,68.8,21.9
E00133829,13.1,62.3,24.6
E00133830,2.4,85.5,12
E00133831,15.5,69,15.5
E00133832,11.6,73.9,14.5
E00133833,19.4,67.3,13.3
E00133834,15.2,77.7,7.1
E00133835,9.6,59.6,30.7
E00133836,12.3,61.4,26.3
E00133837,12.9,68.6,18.6
E00133838,8,71.7,20.4
E00133839,18.3,63.4,18.3
E00133840,12.3,69.9,17.8
E00133841,8.1,84.6,7.4
E00133842,17.1,61.3,21.6
E00133843,17.9,56.8,25.3
E00133844,14.6,61.2,24.3
E00133845,18.8,73.4,7.8
E00133846,16.2,66.2,17.6
E00133847,5.5,76.4,18.2
E00133848,11,70.7,18.3
E00133849,13.8,57.2,29
E00133850,8.8,70.3,20.9
E00133851,12.4,63.9,23.7
E00133852,12.4,77.5,10.1
E00133853,7.5,75,17.5
E00133854,3.6,79.5,17
E00133855,9.6,74.2,16.3
E00133856,9.8,75,15.2
E00133857,9.4,85.4,5.2
E00133880,24.1,53.4,22.4
E00133881,14,79.4,6.5
E00133882,8.8,73.5,17.6
E00133883,13.3,57.8,28.9
E00133884,8.5,76.3,15.3
E00133885,5.5,81.3,13.2
E00133886,12.2,72.2,15.6
E00133887,16.4,75.4,8.2
E00133888,10.7,76.8,12.5
E00133889,7.7,75.4,16.9
E00133890,8.5,62.2,29.3
E00133891,8.3,84.3,7.4
E00133892,5.3,77,17.7
E00133893,8.2,67.3,24.5
E00133894,18.2,69.3,12.5
E00133895,6.3,78.6,15.1
E00133896,9,78.2,12.8
E00133898,9.3,73.6,17.1
E00133924,14.5,76.3,9.2
E00133927,12.5,77.3,10.2
E00133928,4.4,85.1,10.5
E00137070,9,74,17
E00137071,16,61,23
E00137072,10.5,62.8,26.7
E00137073,15.7,55.7,28.6
E00137074,18,60.7,21.3
E00137075,20.8,47.5,31.7
E00137076,18,68,14
E00137077,12.6,46.6,40.8
E00137083,7.2,62.3,30.4
E00137084,10.9,62.2,26.9
E00137085,10,70.9,19.1
E00137086,13.8,74.5,11.7
E00137107,19.8,55.4,24.8
E00137108,10.8,67.7,21.5
E00137109,12,57,31
E00137110,12.4,64.8,22.9
E00137111,14.7,49.5,35.8
E00137112,9.9,56.3,33.8
E00137113,21.7,47,31.3
E00137114,16.7,52.4,31
E00137115,19.2,57.5,23.3
E00137116,13.3,59,27.7
E00137117,25.3,49.4,25.3
E00137118,9.4,71.1,19.5
E00137124,20.4,43,36.6
E00137135,18.3,54.8,27
E00137165,5.1,60.6,34.3
E00137166,10.2,61.4,28.4
E00137167,17.3,64,18.7
E00137173,9.1,53.4,37.5
E00137175,14.1,59.6,26.3
E00137178,11.2,62.9,25.8
E00137179,16.3,60,23.8
E00137181,24.3,55.7,20
E00137182,19.5,64.9,15.6
E00137183,10.3,66.2,23.5
E00137184,9.3,63,27.8
E00137185,15.8,61.1,23.2
E00137208,8.3,69.2,22.5
E00137209,18.6,72,9.3
E00137210,11.4,75.8,12.9
E00137211,6.3,70.3,23.4
E00137213,8.3,74,17.7
E00137214,6.4,57.6,36
E00137215,7.8,72.8,19.4
E00137216,13.9,72.3,13.9
E00137217,14.9,70.1,14.9
E00137233,7.8,54.4,37.9
E00137234,21.2,53,25.8
E00137501,9.7,74.4,15.9
E00137502,21.3,67,11.7
E00137503,9.5,79.1,11.5
E00137504,13.6,70.3,16.1
E00137505,14.1,70.3,15.6
E00137551,20,67.7,12.3
E00137552,7.4,82.4,10.3
E00137553,15.2,72.4,12.4
E00137554,17,73.2,9.8
E00137555,11,71.2,17.8
E00137556,14.4,66.4,19.2
E00137557,4.6,79.8,15.6
E00137558,9.7,57.3,33.1
E00137559,22.7,54.5,22.7
E00137560,11.1,81,7.9
E00137561,11.1,80,8.9
E00137562,6.5,83.9,9.7
E00137564,12,63.9,24.1
E00137565,9,78.4,12.7
E00137566,2,88.8,9.2
E00137567,8.2,72.7,19.1
E00137568,20,50,30
E00137569,11.6,69,19.4
E00137576,12.4,68.9,18.6
E00137578,5.6,83.3,11.1
E00137579,5.2,73.9,20.9
E00137584,10.1,62.4,27.5
E00137585,8.3,81,10.7
E00137586,9.6,79.8,10.6
E00137587,9.2,64.4,26.4
E00137589,14.4,61.6,24
E00137590,7.4,73.8,18.9
E00137591,7.9,75.4,16.8
E00137592,3.9,88.2,7.8
E00137593,9.7,80.7,9.7
E00137594,13.5,62.6,24
E00137595,10.6,76.6,12.8
E00137596,12.1,72.5,15.4
E00137597,12.3,76.6,11.1
E00169160,31.9,46.4,21.7
E00169188,12.2,43.9,43.9
E00169189,30.9,43.6,25.5
E00169400,31.7,44.4,23.8
E00169401,9.6,74.8,15.6
E00171326,17.7,53.2,29
E00171327,4.3,82.6,13
E00171329,22.6,58.1,19.4
E00172623,21.2,51.5,27.3
E00172626,27.6,48.3,24.1
E00185278,9.9,60.5,29.6
E00185294,6.9,81,12.1
E00185366,7.1,70.5,22.3
E00185406,21.4,51.8,26.8
E00185460,8.7,76.9,14.5
E00185461,16.7,75,8.3
E00187608,30.4,46.4,23.2
E00188964,25.6,41.9,32.6
E00188981,12.2,53.1,34.7
E00188986,12,69.6,18.5
E00189010,48.3,20.7,31
E00189051,38.7,41.9,19.4
E00189053,16.2,60.6,23.2
E00189057,34,40.4,25.5
E00189062,23.1,56.4,20.5
E00189063,10,58.3,31.7
E00189067,32.3,22.6,45.2
E00189071,28.6,50,21.4
E00189086,17.9,61.5,20.5
E00189102,22.8,52.6,24.6
E00189178,23.7,57.9,18.4
E00189185,33.3,41.7,25
E00189191,32.6,43.5,23.9
E00189194,12.8,73.1,14.1
