areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00000625,67.2,26,6.8
E00000627,58.5,34.4,7.1
E00000636,72.9,21.6,5.5
E00000643,68.5,22.7,8.8
E00000646,70.2,22.9,6.9
E00000649,43.6,47.3,9.1
E00000652,60.6,34.4,5
E00000658,68.4,25.6,6
E00000663,73.3,20.6,6.2
E00000664,65.5,23.1,11.3
E00000666,44.9,42.4,12.7
E00000941,83,13.3,3.6
E00000947,81.9,14.9,3.2
E00000948,90.3,8.4,1.3
E00000949,86.3,10.1,3.6
E00000950,79.7,15.1,5.2
E00000951,78.2,18.3,3.4
E00000952,79,17.3,3.8
E00000953,50,42.8,7.2
E00000954,88.3,10,1.7
E00000955,78.7,16.1,5.2
E00000956,63.6,29.1,7.3
E00000958,60.5,31,8.5
E00000959,60.4,31.5,8
E00000960,65.6,29.6,4.7
E00001110,68.4,25.7,5.9
E00001115,65.9,28.1,6
E00001116,58.4,32,9.7
E00001145,75.2,19,5.9
E00001146,82.9,15.2,1.9
E00001147,75.9,19.9,4.3
E00001148,77.6,18.8,3.6
E00001154,72.3,20.9,6.8
E00002345,82.9,13.2,3.9
E00002346,67.8,25.1,7
E00002347,63.2,30.5,6.3
E00002348,51.5,36.3,12.3
E00002349,74.1,19.7,6.3
E00002350,64.3,22,13.7
E00002351,64,28.9,7.1
E00002352,74.7,21.1,4.2
E00002353,75.1,21.5,3.4
E00002354,73.3,20.5,6.1
E00002355,68.3,25.2,6.5
E00002356,48,42.9,9.2
E00002357,74.5,20.6,4.9
E00002358,64.8,26.5,8.7
E00002359,64.2,28.9,6.9
E00002360,75.3,22.3,2.4
E00002361,72.6,23.6,3.7
E00002362,60.3,36.1,3.6
E00002363,62,33.9,4.1
E00002364,62.3,30.6,7.1
E00002365,57.6,32.6,9.8
E00002366,74.9,19.6,5.5
E00002367,76,19.4,4.6
E00002368,58.1,33.1,8.8
E00002369,67.2,27.5,5.3
E00002370,66.1,28.2,5.7
E00002372,71.1,21.2,7.7
E00002378,70.2,26.5,3.4
E00002379,76.7,17.5,5.8
E00002380,67.7,24.6,7.7
E00002381,65.1,26,8.9
E00002382,66.4,26.8,6.8
E00002498,57.6,37.1,5.3
E00002500,62.9,26.1,11
E00002503,45.6,43.8,10.7
E00002507,65.5,28,6.5
E00002508,80,15.5,4.5
E00002510,64.8,29.2,6
E00002512,55.6,33.1,11.3
E00002515,73.4,22.1,4.6
E00002516,69.5,25.3,5.2
E00002517,66.4,27.2,6.4
E00002518,69.2,25.4,5.4
E00002521,57.6,34.2,8.2
E00002522,51.1,39.5,9.3
E00002523,74.5,20.8,4.7
E00002527,55.9,35.1,9
E00002607,52.8,41.5,5.6
E00002608,58.6,34.3,7.1
E00002609,69.8,26.8,3.3
E00002610,68.8,27.7,3.5
E00002611,70.3,25,4.7
E00002612,62.3,30.3,7.3
E00002613,81.7,15.1,3.2
E00002614,67.7,27.8,4.6
E00002615,78.7,16.9,4.4
E00002616,69.6,22.3,8.1
E00002617,63.5,27.8,8.8
E00002618,57.7,35.3,7
E00002619,77.2,20.1,2.7
E00002620,75,20.5,4.5
E00002621,71.2,22.8,5.9
E00002622,67,28.2,4.9
E00002623,71.4,25.8,2.8
E00002624,75.6,22.1,2.3
E00002625,81.9,16.9,1.3
E00002626,59.4,29.9,10.7
E00002627,45.2,43.4,11.4
E00002628,49.4,41.4,9.2
E00002629,54.3,34,11.7
E00002630,60.2,32.2,7.6
E00002631,67.9,25.5,6.6
E00002632,69.7,25.9,4.5
E00002633,60.1,27.4,12.5
E00002634,51.8,38.1,10.1
E00002635,56.6,35.6,7.8
E00002636,54.1,37.2,8.7
E00002637,56.2,34.5,9.3
E00002638,72.1,22.1,5.8
E00002740,68.3,26.7,5
E00002748,69.1,25.9,5
E00002750,75.7,19.5,4.7
E00002751,71.9,24.3,3.8
E00002752,70,24.5,5.4
E00002753,80.3,16.5,3.1
E00002754,76.5,19.3,4.2
E00002755,66.9,27.8,5.2
E00002756,71.8,26.8,1.3
E00002757,74.6,22.3,3.1
E00002758,62.6,31.7,5.8
E00002759,75.2,19.2,5.6
E00002760,84.9,12.3,2.8
E00002761,63.5,30.1,6.4
E00002763,56.8,34.1,9.1
E00002764,72.7,24,3.2
E00002765,50.1,38.7,11.1
E00002766,74.1,19.4,6.5
E00002767,71.4,24.8,3.8
E00002768,69.3,26.1,4.6
E00002769,63.7,29.1,7.1
E00002770,59.3,34.5,6.2
E00002772,65.3,28.2,6.5
E00002773,54.8,38.9,6.3
E00002775,60.3,34.3,5.4
E00002776,55.2,32.1,12.7
E00002777,48,42.2,9.8
E00002778,60.6,31.3,8
E00002779,46.8,45.4,7.7
E00002780,58.6,32.5,8.9
E00002781,45.3,43,11.7
E00002783,62,32.7,5.3
E00002786,70.5,24.1,5.4
E00002797,59.9,32.1,8
E00002798,69.5,27.4,3.1
E00002799,68.2,27,4.7
E00002800,67.6,24.7,7.7
E00002801,54.3,35.5,10.2
E00002802,49.3,39.4,11.3
E00002803,61.3,32.3,6.4
E00002804,73.3,20.3,6.4
E00002805,48.4,42.6,9
E00002806,47.3,40.9,11.8
E00002849,54.7,35.8,9.5
E00002851,61.1,28.8,10.1
E00002852,64.6,30,5.4
E00002854,73.5,19.9,6.6
E00002855,54.9,35.3,9.8
E00002856,60.3,34.9,4.9
E00002857,61.9,29.6,8.5
E00002858,47.8,39.7,12.5
E00002859,48.3,42.8,8.9
E00002861,48.4,43.6,8
E00002862,60,33.2,6.9
E00002863,47.6,42.7,9.7
E00002864,66.4,24.2,9.4
E00002865,56.6,35.9,7.5
E00002867,62,29.4,8.6
E00002868,57.2,30.4,12.4
E00002869,55.9,34.8,9.3
E00002870,67.5,24.5,8.1
E00002871,63.8,30.6,5.6
E00002872,54.7,36.3,9.1
E00002873,51.6,40.1,8.3
E00002876,51.8,38.1,10.2
E00002877,81.3,16.3,2.4
E00002878,54.4,33.1,12.5
E00002880,47.2,43.7,9.1
E00002881,62.6,26.5,10.9
E00002882,45.6,42.3,12.2
E00003003,69.2,25.5,5.3
E00003008,67.6,25.9,6.5
E00003009,68.4,26.6,5.1
E00003012,64.1,29.4,6.5
E00003013,74.3,19.1,6.6
E00010569,71.2,23.6,5.2
E00010570,71.4,22.8,5.8
E00010571,72.3,24.3,3.4
E00010572,67.9,25.9,6.2
E00010573,79,18.3,2.7
E00010574,83.5,13.9,2.7
E00010575,86.1,10.9,3
E00010576,68.3,25.5,6.1
E00010577,79,18.8,2.2
E00010578,77.6,19.6,2.8
E00010579,60.6,32.7,6.7
E00010580,53.7,35.1,11.1
E00010581,70.7,23.8,5.5
E00010582,65.5,28.2,6.3
E00010583,77,19.8,3.3
E00010584,75.5,20.7,3.8
E00010585,75.8,21,3.2
E00010586,75.2,19.8,5
E00010587,73.6,21.7,4.7
E00010588,74.4,23.5,2.1
E00010589,71.4,23.8,4.8
E00010590,83.6,12.5,3.9
E00010591,81.4,17.1,1.6
E00010592,83.7,14.4,1.9
E00010593,82.8,12.4,4.7
E00010594,64.8,30.1,5.1
E00010595,71.7,25.6,2.6
E00010596,67.9,26.3,5.8
E00010597,73.8,23.3,2.9
E00010598,73.7,22,4.3
E00010599,75.8,21.9,2.3
E00010600,62,28.9,9.1
E00010601,83.4,14.2,2.3
E00010602,75,20.5,4.5
E00010603,81.1,15.2,3.7
E00010604,65.4,28.8,5.8
E00010605,90.9,8,1.2
E00010606,80.5,15.9,3.6
E00010607,82,15,3
E00010608,86.6,11.2,2.2
E00010609,83,14.9,2.1
E00010610,79.4,16.7,3.9
E00010611,71.8,22,6.3
E00010612,76,20.7,3.3
E00010613,63.8,27.2,9
E00010614,56.2,31.7,12
E00010615,66.2,24.6,9.2
E00010616,76.2,19.7,4.1
E00010617,78.9,18.1,3
E00010618,63.7,31,5.3
E00010619,75.5,18.8,5.6
E00010630,56.1,33.6,10.4
E00010631,51.8,39.5,8.7
E00010632,59.8,30.1,10.1
E00010633,59.2,32.9,7.9
E00010634,63.5,29.4,7.2
E00010635,62.5,27.7,9.8
E00010636,50.1,33.3,16.5
E00010637,59.1,31.7,9.2
E00010638,62.3,30.9,6.8
E00010639,54.4,36,9.6
E00010640,57.4,33.3,9.3
E00010641,56.1,32,11.9
E00010642,52.8,35.9,11.2
E00010643,58.7,30.4,10.8
E00010644,55.3,35.9,8.7
E00010645,47.1,42.9,10
E00010646,51.4,35.9,12.7
E00010647,61.1,31.4,7.5
E00010649,66.5,26.2,7.3
E00010650,70.1,22.7,7.2
E00010651,62.7,29.9,7.4
E00010652,61.8,30.7,7.5
E00010653,58.7,32.4,8.9
E00010654,66.2,24,9.8
E00010655,52.8,40,7.3
E00010656,62,30,7.9
E00010657,62,30.3,7.7
E00010658,77.7,20.1,2.2
E00010660,56.3,38.3,5.4
E00010661,52.4,43.1,4.5
E00010662,75.6,20.7,3.7
E00010663,68.5,27.6,3.9
E00010665,52.3,31.1,16.7
E00010666,67.6,24.4,8
E00010668,71.5,25.5,3
E00010670,83.7,14.3,1.9
E00010671,62.6,32.2,5.1
E00010673,72.7,21.7,5.5
E00010674,66.1,27.5,6.4
E00010675,65.8,26,8.2
E00010677,63.8,29.6,6.6
E00010678,58.4,36,5.7
E00010679,55.6,32.4,12
E00010681,69.5,26.1,4.3
E00010682,58,34.8,7.2
E00010683,57.2,36.3,6.5
E00010684,66.4,26.9,6.7
E00010685,80.6,15.4,4.1
E00010686,60.9,31.4,7.7
E00010687,65.8,22.7,11.5
E00010688,57.2,38.7,4.2
E00010689,60.1,34,5.9
E00010690,53.3,40.4,6.3
E00010691,82.9,15.1,2
E00010693,79.5,15.9,4.6
E00010694,90.9,8.3,0.8
E00010695,72.9,23.2,3.9
E00010697,84.9,14.1,1
E00010700,73.6,20.7,5.8
E00010702,82.2,15.9,1.9
E00010703,66.4,28.3,5.3
E00010705,92.3,7,0.7
E00010707,73.7,21.4,4.9
E00010708,93.3,5.5,1.2
E00010709,64.1,27.8,8.1
E00010710,86.9,10.7,2.4
E00010711,70.2,20.8,9
E00010712,59.9,32.6,7.5
E00010713,73.4,21.8,4.8
E00010714,75,21.5,3.5
E00010715,62.9,26.6,10.5
E00010716,77.6,19,3.4
E00010718,72.1,23.6,4.3
E00010724,84.7,14.6,0.7
E00010725,92,6.3,1.7
E00010727,76.5,18,5.5
E00010728,68.1,24,7.9
E00010729,66.9,21.2,11.9
E00010730,86.1,12.9,1.1
E00010731,68.6,25.9,5.5
E00010732,69.7,24.3,6.1
E00010733,75.2,19.4,5.3
E00010734,76.2,18.1,5.7
E00010736,75.8,20.3,3.8
E00010737,75.5,18.2,6.3
E00010738,79.9,16.9,3.2
E00010739,65.8,25.6,8.6
E00010740,74.4,22.2,3.4
E00010741,73.9,21.7,4.3
E00010742,75.8,19.5,4.7
E00010744,86.8,8.8,4.4
E00010745,77.5,19.2,3.4
E00010746,79.4,16.8,3.8
E00010747,85.1,12.7,2.2
E00010748,71.2,22.1,6.7
E00010749,71.2,23.5,5.3
E00010750,80.8,16.8,2.4
E00010751,83.6,13.4,3
E00010752,72.6,21.9,5.5
E00010753,71,25.2,3.8
E00010755,82.2,15.8,2
E00010756,65.7,29.2,5.1
E00010757,82.7,14.5,2.8
E00010758,70.5,21.6,7.9
E00010759,76.1,21.7,2.3
E00010819,69.3,26.3,4.3
E00010820,72.6,23.2,4.1
E00010822,79.5,18.4,2.1
E00010824,76.4,18.8,4.8
E00010827,72.1,23.6,4.3
E00010830,83.3,14.6,2.1
E00010831,79.3,17.9,2.9
E00010835,79.3,19.2,1.5
E00010838,53,36.5,10.6
E00010839,69.4,27.2,3.5
E00010840,68.8,27.8,3.4
E00010842,68.4,23.9,7.7
E00010844,64.5,29.3,6.2
E00010845,72.8,24.6,2.7
E00010846,70.5,24.5,5
E00010847,75.4,21.9,2.7
E00010848,63.3,28.7,8
E00010849,55.6,33.7,10.7
E00010850,49.4,42.8,7.8
E00010851,49.3,36,14.8
E00010852,50.9,38.7,10.4
E00010853,54,38.4,7.6
E00010854,47,41.1,11.9
E00010855,56.1,31.5,12.4
E00010856,65.8,25,9.2
E00010857,50.4,38.9,10.7
E00010858,65.1,29.2,5.7
E00010859,62.4,26.2,11.4
E00010860,57,35.3,7.7
E00010861,58.8,31.6,9.6
E00010862,68.9,23.7,7.4
E00010863,57.4,32.4,10.3
E00010864,60.8,35,4.2
E00010865,70.4,21.2,8.5
E00010866,66.8,25.7,7.5
E00010867,58.8,27.5,13.7
E00010868,60.5,30.1,9.4
E00010869,54.4,33.3,12.3
E00010870,53.5,36.7,9.8
E00010871,57.6,32.8,9.5
E00010872,62.1,28.4,9.5
E00010873,60.3,30.1,9.6
E00010874,58,32.4,9.6
E00010875,70.9,24.2,4.9
E00010876,63,34.5,2.5
E00010877,65.3,29.3,5.4
E00010878,65,28.5,6.5
E00010879,63.1,30.8,6
E00010880,56.9,35.3,7.7
E00010881,66.9,25.5,7.6
E00010882,59.1,34.7,6.3
E00010883,57.4,36.6,5.9
E00010884,66.8,26,7.2
E00010885,68.5,25.8,5.7
E00010886,67.4,27.4,5.2
E00010887,62,32.6,5.4
E00010888,73,22.6,4.4
E00010889,74.2,22.8,3.1
E00010890,66.8,27.4,5.8
E00010891,66.4,26,7.5
E00010892,68.4,27.4,4.2
E00010893,65.2,28.6,6.2
E00010894,72.3,22.3,5.4
E00010895,59,36.2,4.8
E00010896,63.8,32.1,4
E00010897,59.2,32.4,8.4
E00010898,59.5,30.5,10.1
E00010899,63.4,29.5,7.1
E00010900,70.3,24.8,4.9
E00010901,62.4,29.7,7.9
E00010902,75.3,20.8,3.9
E00010903,60.7,31.5,7.8
E00010907,65.3,27.3,7.4
E00010908,75.3,19.3,5.5
E00010909,77.8,19.6,2.6
E00010912,59.8,32.3,8
E00010913,72.3,24.5,3.3
E00010914,63.5,27.8,8.7
E00010915,69,26.2,4.8
E00010916,68.3,28.5,3.2
E00010917,76.2,18.4,5.4
E00010918,60.8,32.1,7.1
E00010919,68.8,25.4,5.8
E00010920,52.8,36.1,11.1
E00010921,61.2,34.2,4.6
E00010922,64.8,23.4,11.9
E00010923,67.8,25.5,6.7
E00010925,69.9,21.9,8.2
E00010926,52.8,31.3,16
E00010927,61.6,31.9,6.5
E00010928,74.6,19.5,6
E00010930,38,44.1,17.9
E00010993,57,36.2,6.8
E00010994,69.6,22.9,7.5
E00010996,56.7,32.8,10.5
E00010997,57.5,35.5,7
E00010998,60.3,33.7,6
E00010999,58,34.4,7.6
E00011000,55.5,37,7.6
E00011001,57.2,30,12.8
E00011002,51.2,38.7,10.1
E00011003,59,34.9,6
E00011004,41.4,44.6,14
E00011005,55.2,31.2,13.6
E00011006,47.2,42.4,10.4
E00011007,46.1,39.6,14.3
E00011008,69.2,24.7,6.1
E00011009,54.8,38.6,6.6
E00011010,44.5,43.2,12.3
E00011011,54.8,38.6,6.6
E00011012,44.7,39.8,15.5
E00011013,54.3,37.2,8.5
E00011014,41.3,45.2,13.4
E00011015,50.4,40.1,9.5
E00011016,56.6,34.8,8.6
E00011017,66.9,27.5,5.6
E00011018,53.8,37.4,8.8
E00011019,49.8,42.4,7.8
E00011113,75.1,17.5,7.4
E00011114,82.6,15.5,1.8
E00011115,74.9,22.3,2.8
E00011117,80,17.6,2.4
E00011118,77,16.2,6.8
E00011119,66.9,29.1,4
E00011121,80.8,17.2,2
E00011122,79.8,17.2,3
E00011123,77.9,19,3.1
E00011124,85.1,14.2,0.7
E00011125,76.8,18.6,4.6
E00011133,68.1,23.1,8.9
E00011134,83.6,13.7,2.7
E00011136,72,22.8,5.2
E00011137,73.8,19.1,7.1
E00011139,66.5,28.3,5.3
E00011140,67.7,24.2,8.1
E00011141,73.7,21.8,4.5
E00011142,75.6,21.5,2.9
E00011144,65.3,27.4,7.2
E00011145,53.6,36.4,10.1
E00011146,68,23.1,8.9
E00011147,71.2,24.6,4.2
E00011148,64.5,29.7,5.8
E00011149,78.4,17.6,3.9
E00011150,70.1,21,9
E00011151,66.9,23.2,9.9
E00011152,63.3,30.2,6.5
E00011153,64.4,27.3,8.3
E00011154,67.5,27.1,5.4
E00011155,65.9,26.5,7.6
E00011156,50.7,34.5,14.8
E00011157,69.7,24.9,5.4
E00011158,72.6,22.2,5.2
E00011159,61.4,30.4,8.3
E00011161,68.1,23.9,8
E00011163,70,22.3,7.7
E00011164,63.3,30.3,6.4
E00011165,56.1,33.4,10.5
E00011166,62.6,28.9,8.5
E00011167,68.2,22.5,9.3
E00011168,65.9,28,6.1
E00011169,54.7,37,8.2
E00011170,71.1,22.4,6.5
E00011171,65.7,27.6,6.7
E00011172,54.6,40.8,4.6
E00011181,65.6,28.7,5.8
E00011182,66.8,29.2,4
E00011184,69.7,27,3.3
E00011186,60.7,33.1,6.2
E00011188,75.7,17.8,6.5
E00011189,78.5,18.7,2.8
E00011190,73.8,16.8,9.3
E00011191,68.3,26.7,5.1
E00011192,82.4,15.3,2.3
E00171089,69.8,25.2,5
E00171097,79.4,18.2,2.4
E00171099,75.5,22.3,2.1
E00171102,57.5,36.6,5.9
E00171113,50.7,39.7,9.6
E00171114,60.2,32.5,7.3
E00171117,59.4,32.2,8.4
E00171119,72.8,21.1,6.1
E00171127,78.5,17.8,3.6
E00174554,73.4,18.7,7.8
E00174557,63.4,35,1.6
E00174685,63.3,31.9,4.8
E00174697,55.1,36.9,8
E00174698,70.5,22.5,7
E00174700,42.5,49.3,8.2
E00174703,64.9,31.4,3.7
E00174730,45.8,50,4.2
E00174733,70.5,21,8.5
E00174736,76.7,17.2,6.1
E00174738,68.4,26.9,4.7
E00174904,59.6,32.1,8.3
E00174914,63.3,31.3,5.4
E00174917,53.7,39.9,6.4
E00174920,70.4,24.4,5.2
E00178750,53.3,37.4,9.3
E00178781,68.3,27.7,4
E00178804,64.9,29.8,5.4
E00178910,76.5,20.2,3.2
E00178918,69.7,25.1,5.2
E00178953,72.3,26.7,1
E00178954,57.4,31,11.6
E00178968,61,34.2,4.8
E00178976,58,39.3,2.7
E00178997,57.2,34.7,8.1
E00179047,60,31.5,8.5
E00179051,63,30.4,6.7
E00179062,63.7,30.8,5.5
E00184389,52.4,39.8,7.7
E00184391,71,24.7,4.3
E00184392,60.5,30.6,9
E00184397,65.8,33.2,1
E00184399,87.5,11.7,0.7
E00184400,56.7,41.2,2.1
E00184401,48.5,45,6.4
E00184402,83.4,15.7,0.9
E00184403,78.1,19.2,2.7
E00184406,87.9,7.9,4.3
E00184407,66.1,30.3,3.6
E00184408,55.7,34,10.4
E00184411,55.7,38,6.3
E00184418,55.7,37.7,6.6
E00184420,51.6,38.2,10.2
E00184426,66.9,27.2,5.9
E00184427,62.1,34.6,3.3
E00184428,59.3,39.8,0.8
E00184429,55.8,33.8,10.4
E00184430,85.3,12.8,1.9
E00184431,66.3,30.2,3.6
E00184432,38.6,47.1,14.3
E00184434,58.2,32.2,9.6
E00184436,63.1,30,6.9
E00184437,53.3,36.7,10
E00184440,80.7,16.8,2.5
E00184442,38,48.3,13.7
E00184443,64,29.5,6.6
E00184446,50.7,42.4,6.9
E00184447,67.3,32,0.6
E00184450,67.5,27.8,4.6
E00184451,77.9,21,1.1
E00184452,74.9,19.4,5.7
E00184460,58.4,39.7,1.9
E00184464,57,41.1,2
E00184467,78.2,16.4,5.5
E00184469,66.7,28.5,4.9
E00184470,73.9,19.9,6.2
E00184473,59.3,36,4.6
E00184480,52.1,35.9,12
E00184482,59.4,36.9,3.7
E00184483,68.7,28.7,2.6
E00184488,63.8,31,5.2
