areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00000625,21.6,52,16.8,9.6,0
E00000627,30.3,43.4,18.9,5.7,1.6
E00000636,33.6,42.4,18.4,4.8,0.8
E00000643,38.3,34.8,19.1,7.8,0
E00000646,25.2,37.8,26.9,10.1,0
E00000649,29.3,50.7,17.1,2.9,0
E00000652,39.1,45.5,14.5,0.9,0
E00000658,35.5,37.7,19.1,7.1,0.5
E00000663,21.8,42.7,27.3,8.2,0
E00000664,16.9,31.5,37.6,12.9,1.1
E00000666,15.2,55.6,23.2,6.1,0
E00000941,52.8,29.9,14.6,1.4,1.4
E00000947,49.4,32.6,15.1,2.9,0
E00000948,64,27.2,8,0.8,0
E00000949,43.6,36.4,15.7,2.9,1.4
E00000950,49.6,36.2,12.6,1.6,0
E00000951,45.2,40.5,14.3,0,0
E00000952,53,36.8,8.5,0.9,0.9
E00000953,27.7,46.9,20.3,2.8,2.3
E00000954,60.5,30.6,8.9,0,0
E00000955,51.7,33.8,11.7,2.8,0
E00000956,43.2,34.8,21.2,0,0.8
E00000958,32.5,41.1,19.1,6.1,1.2
E00000959,41.3,34.8,18.1,5.8,0
E00000960,52.6,34,10.9,2.6,0
E00001110,44.1,37,14.2,4.7,0
E00001115,37.1,29.8,24.2,8.9,0
E00001116,33.6,33.6,25.9,5.2,1.7
E00001145,54.9,35.2,6.6,3.3,0
E00001146,61.3,29,8.9,0.8,0
E00001147,58.5,32.2,7.6,1.7,0
E00001148,60,24.2,15,0.8,0
E00001154,65.8,22.8,10.5,0.9,0
E00002345,33.3,44.8,13.3,8.6,0
E00002346,42.5,35.4,15,4.4,2.7
E00002347,49.2,34.1,14.3,2.4,0
E00002348,30.6,41.7,22.2,5.6,0
E00002349,22.2,46,26.2,5.6,0
E00002350,24.8,44.8,12.8,17.6,0
E00002351,58.5,31.7,8.5,1.4,0
E00002352,53.6,32.8,10.4,3.2,0
E00002353,30.3,35.8,26.6,5.5,1.8
E00002354,49.6,30.8,16.2,3.4,0
E00002355,43.5,35.5,17.7,3.2,0
E00002356,31.2,44.8,21.6,2.4,0
E00002357,52.4,27,19,0.8,0.8
E00002358,43.5,41.1,9.7,5.6,0
E00002359,44.1,44.1,10.2,1.6,0
E00002360,34.5,45.4,16,4.2,0
E00002361,58.8,29.8,11.5,0,0
E00002362,56.3,34.1,8.7,0.8,0
E00002363,56.6,32,9,2.5,0
E00002364,44.6,36.2,15.3,3.4,0.6
E00002365,43,40.5,9.9,6.6,0
E00002366,61.7,29.3,7.5,0.8,0.8
E00002367,51,30.2,14.8,4,0
E00002368,41.3,37.6,15.6,5.5,0
E00002369,44.1,37.1,14.7,4.2,0
E00002370,43.3,40.9,12.9,2.3,0.6
E00002372,30.3,36.5,20.4,12.3,0.5
E00002378,31.2,33.2,24.4,11.2,0
E00002379,26.4,44.9,18.5,9,1.1
E00002380,52.2,38.1,8.8,0.9,0
E00002381,32.4,43.2,19.6,4.7,0
E00002382,32.5,40.1,23.6,3.8,0
E00002498,31.6,48.1,17.3,3,0
E00002500,40.2,26.2,18,15.6,0
E00002503,31.7,40,25,3.3,0
E00002507,43.4,38.8,14.7,3.1,0
E00002508,39.3,35.7,18.8,5.4,0.9
E00002510,42.5,37.3,15.7,4.5,0
E00002512,33.3,31.9,26.8,7.2,0.7
E00002515,49.2,37.5,13.3,0,0
E00002516,45.3,40.6,10.2,3.9,0
E00002517,47.8,30.1,17.7,4.4,0
E00002518,57.1,29.4,13.4,0,0
E00002521,29.5,41,25.4,3.3,0.8
E00002522,27.4,47.4,21.5,3.7,0
E00002523,53,32.6,10.6,3.8,0
E00002527,24.5,47.1,25.5,2.9,0
E00002607,43.6,37.6,15.8,3,0
E00002608,43.2,36,16.8,4,0
E00002609,56.5,33.6,9.9,0,0
E00002610,48.2,34.8,15.6,1.4,0
E00002611,53.3,33.6,12.3,0.8,0
E00002612,49.3,36.6,12,2.1,0
E00002613,60.7,33.6,5.7,0,0
E00002614,53.2,39.5,6.5,0.8,0
E00002615,51.3,34.2,12,2.6,0
E00002616,54.5,33.7,10.9,1,0
E00002617,45.1,39.8,14.2,0.9,0
E00002618,40,36.8,17.9,4.2,1.1
E00002619,61.7,29.6,8.7,0,0
E00002620,64,32.5,3.5,0,0
E00002621,50,42.6,5.6,1.9,0
E00002622,51.6,37.9,10.5,0,0
E00002623,58.4,26.3,13.9,1.5,0
E00002624,53.2,33.9,9.2,3.7,0
E00002625,48.6,32.4,18.1,1,0
E00002626,37.4,45,17.6,0,0
E00002627,31.1,43,21.5,4.4,0
E00002628,44.7,39.8,14.3,1.2,0
E00002629,39.6,51.7,4.7,4,0
E00002630,49,33.7,14.3,3.1,0
E00002631,58.2,32.8,8.2,0.8,0
E00002632,50.4,38.2,10.6,0.8,0
E00002633,56.1,29,12.1,2.8,0
E00002634,32.7,48.1,14.4,4.8,0
E00002635,53,31.1,14.4,1.5,0
E00002636,44.4,32.3,14.3,9,0
E00002637,32.6,39.7,23.4,3.5,0.7
E00002638,54.2,36.4,6.8,2.5,0
E00002740,46.2,40.2,10.3,3.4,0
E00002748,50,32.9,15.2,1.9,0
E00002750,51.3,33.6,13.4,1.7,0
E00002751,55.3,36.8,7.9,0,0
E00002752,50.8,37.7,11.5,0,0
E00002753,53.4,38.1,6.8,1.7,0
E00002754,47.9,41,10.3,0.9,0
E00002755,48.6,36.9,10.8,3.6,0
E00002756,57.8,26.6,14.1,1.6,0
E00002757,49.1,34.3,14.8,1.9,0
E00002758,49.1,35.7,14.3,0.9,0
E00002759,44.4,37.9,13.7,4,0
E00002760,55.3,37.7,5.3,1.8,0
E00002761,49.2,34.2,15,1.7,0
E00002763,33.3,46.5,18.4,1.8,0
E00002764,53.2,35.3,11.5,0,0
E00002765,33.9,41.1,17.7,6.5,0.8
E00002766,53.7,33.9,10.7,1.7,0
E00002767,55.9,32.2,9.3,2.5,0
E00002768,46.7,34.4,15.6,3.3,0
E00002769,25,39.5,25.8,9.7,0
E00002770,49.3,31.2,14.5,5.1,0
E00002772,55.3,30.1,11.7,2.9,0
E00002773,54.1,31.5,12.6,1.8,0
E00002775,48.8,37.8,11.8,1.6,0
E00002776,27,49,16,8,0
E00002777,44.3,34.4,18.3,3.1,0
E00002778,45.7,42.2,9.5,2.6,0
E00002779,43.2,30.8,18.5,7.5,0
E00002780,40,39.2,12,8.8,0
E00002781,39.7,40.4,9,10.9,0
E00002783,50,33.1,13.1,3.8,0
E00002786,23,26.7,26.7,16,7.5
E00002797,41.7,42.5,10.8,5,0
E00002798,55.4,36.6,8,0,0
E00002799,59.8,31.3,7.1,1.8,0
E00002800,52.8,30.1,13,3.3,0.8
E00002801,47.9,33.6,18.5,0,0
E00002802,50,38.6,8.8,2.6,0
E00002803,52.3,34.8,10.6,2.3,0
E00002804,58.2,30.3,11.5,0,0
E00002805,31.6,38.5,26.5,3.4,0
E00002806,33.6,45.8,15.3,4.6,0.8
E00002849,42.1,35.4,18,3.9,0.6
E00002851,42.4,40,16.8,0.8,0
E00002852,39.7,42.2,14.7,3.4,0
E00002854,32.6,44.9,15.9,5.8,0.7
E00002855,51.5,37.1,9.8,1.5,0
E00002856,51.6,37.1,8.9,2.4,0
E00002857,50,35.8,9.4,3.8,0.9
E00002858,32.8,50,14.7,2.6,0
E00002859,47.2,34.4,15.2,3.2,0
E00002861,36.2,45.2,15.4,2.7,0.5
E00002862,35.6,41.5,21.2,0.8,0.8
E00002863,47.5,40,12.5,0,0
E00002864,54.6,32.8,12.6,0,0
E00002865,53.3,36.9,9.8,0,0
E00002867,40.6,43.4,8.5,7.5,0
E00002868,42.1,41.2,12.3,4.4,0
E00002869,50.3,35,14,0.7,0
E00002870,40.6,31.5,24.8,3,0
E00002871,53.7,33.6,10.4,2.2,0
E00002872,41,35,23.1,0.9,0
E00002873,39,44.1,16.9,0,0
E00002876,42.2,38.5,16.5,2.8,0
E00002877,60.3,33.6,6,0,0
E00002878,48.7,38.1,13.3,0,0
E00002880,45.1,38.5,10.7,5.7,0
E00002881,34.6,41.3,21.2,2.9,0
E00002882,26,45,22.9,6.1,0
E00003003,46.9,41.4,10.2,1.6,0
E00003008,54.4,32,10.9,2.7,0
E00003009,48.6,32.9,16.4,2.1,0
E00003012,39.2,39.2,17.5,4.2,0
E00003013,37.6,39.4,20.2,2.8,0
E00010569,47.3,37.2,14.7,0.8,0
E00010570,49.6,32.5,16.2,1.7,0
E00010571,62.1,30.3,6.1,1.5,0
E00010572,51.9,35.7,10.1,2.3,0
E00010573,62.4,26.8,10.1,0.7,0
E00010574,57.9,36.8,4.5,0.8,0
E00010575,63.6,27.3,7.6,1.5,0
E00010576,44.9,32.7,16.8,4.7,0.9
E00010577,56.1,30.2,10.8,2.2,0.7
E00010578,62.9,31.1,6.1,0,0
E00010579,46.7,36.8,12.5,3.3,0.7
E00010580,38.8,34.5,20.9,2.9,2.9
E00010581,49.2,36.5,13.5,0.8,0
E00010582,52.4,34.3,10.5,2.8,0
E00010583,52.2,37.5,9.6,0.7,0
E00010584,52.6,36.5,9.5,1.5,0
E00010585,61.8,24.3,13.2,0.7,0
E00010586,60.7,32.4,4.8,2.1,0
E00010587,60,28.8,8.8,2.4,0
E00010588,60.6,30.3,7.7,1.4,0
E00010589,43.2,41.8,13.7,1.4,0
E00010590,66.4,25.8,6.3,1.6,0
E00010591,66.2,26.3,6.8,0.8,0
E00010592,68.4,27.8,3.8,0,0
E00010593,54.5,30.9,13,1.6,0
E00010594,51.9,35.1,12.2,0.8,0
E00010595,63.7,29.5,6.8,0,0
E00010596,47.8,35.8,14.9,1.5,0
E00010597,53.8,32.8,12.6,0.8,0
E00010598,20,41,29.5,8.6,1
E00010599,50,34.7,8.9,6.5,0
E00010600,38.8,39.5,18.6,3.1,0
E00010601,67.2,27.7,5,0,0
E00010602,30.1,28.3,25.7,12.4,3.5
E00010603,50,32.3,15.4,2.3,0
E00010604,41.7,37.1,18.9,2.3,0
E00010605,71.1,23.1,5.8,0,0
E00010606,64.9,28.4,5.2,1.5,0
E00010607,53.9,35.9,7.8,2.3,0
E00010608,67.6,25.9,5.6,0.9,0
E00010609,62.7,26.2,10.3,0.8,0
E00010610,55,32.6,11.6,0.8,0
E00010611,35.7,40.3,17.5,6.5,0
E00010612,55.5,32.8,10.2,1.6,0
E00010613,41.3,38.1,17.5,3.2,0
E00010614,34.8,38.4,21.3,5.5,0
E00010615,36.3,42.7,17.7,3.2,0
E00010616,58.3,33.1,8.7,0,0
E00010617,52.8,35.4,10.4,1.4,0
E00010618,46.7,34.8,14.8,3.7,0
E00010619,59.3,27.6,9.8,2.4,0.8
E00010630,45,39.3,14.3,1.4,0
E00010631,43.9,32.5,18.7,4.9,0
E00010632,48.2,36.2,10.6,5,0
E00010633,48.1,34.1,14.7,3.1,0
E00010634,54.6,31.1,11.8,2.5,0
E00010635,40.7,40,13.8,5.5,0
E00010636,27.3,47.5,18,5.8,1.4
E00010637,48.5,31.8,12.9,6.8,0
E00010638,42.5,40.8,14.2,1.7,0.8
E00010639,54.7,29.1,10.3,5.1,0.9
E00010640,43,39.7,14,3.3,0
E00010641,26.9,46.3,21.6,4.5,0.7
E00010642,38.1,38.1,21.2,2.5,0
E00010643,40.2,41,16.4,2.5,0
E00010644,40.5,38,18.2,3.3,0
E00010645,39,40.7,16.3,2.4,1.6
E00010646,27.7,43.5,24.9,3.4,0.6
E00010647,43.1,31,18.4,6.9,0.6
E00010649,24.5,38.7,24.5,10.4,1.9
E00010650,18,43.2,25.2,10.8,2.7
E00010651,48.2,29.8,16.8,4.7,0.5
E00010652,52.1,32.1,15,0.7,0
E00010653,50.4,34.1,14,1.6,0
E00010654,34.3,40.3,17.2,8.2,0
E00010655,41.2,42.4,15.8,0.6,0
E00010656,52.9,33.8,12.5,0.7,0
E00010657,50.8,40.5,6.3,2.4,0
E00010658,59.3,32.7,8,0,0
E00010660,46.2,39.1,13.9,0.8,0
E00010661,34.4,41.6,19.2,4,0.8
E00010662,55.3,31.7,12.2,0.8,0
E00010663,49.1,35,11.7,4.3,0
E00010665,41.7,33.3,23.3,1.7,0
E00010666,33.3,43.3,16.2,6.2,1
E00010668,60.6,27.5,9.9,2.1,0
E00010670,66.4,25,7.8,0,0.9
E00010671,44.6,36.3,14,5.1,0
E00010673,34.2,25.4,29.8,10.5,0
E00010674,17.2,39.3,35.2,8.2,0
E00010675,34.8,35.6,23,5.9,0.7
E00010677,45.1,35,18.4,1.5,0
E00010678,52.8,32.8,13.6,0.8,0
E00010679,55.1,29.1,15,0.8,0
E00010681,55.1,31.6,8,4.8,0.5
E00010682,37.2,47.3,13.5,2,0
E00010683,53.8,33.8,10.8,1.5,0
E00010684,59,28.6,11.4,1,0
E00010685,60.5,30.7,7,1.8,0
E00010686,41.6,34.1,21.1,2.7,0.5
E00010687,42.1,40.5,15.1,2.4,0
E00010688,50.7,35.8,11.2,1.5,0.7
E00010689,44.9,33.1,19.1,2.2,0.7
E00010690,38.5,44.3,12.3,4.9,0
E00010691,63.3,28.1,7.1,1.5,0
E00010693,63.6,31.4,5,0,0
E00010694,70.9,22.8,6.3,0,0
E00010695,52.5,35.5,9.9,2.1,0
E00010697,69.2,26,4.8,0,0
E00010700,52.9,30.6,13.5,2.9,0
E00010702,55.3,30.9,12.2,1.6,0
E00010703,47.8,41.8,9.7,0.7,0
E00010705,68.3,31.7,0,0,0
E00010707,60.5,32.5,7,0,0
E00010708,61.7,25.9,12.3,0,0
E00010709,9.5,40.5,33.3,15.5,1.2
E00010710,59.6,28.8,2.9,3.8,4.8
E00010711,13.8,48.5,31.1,6.1,0.5
E00010712,45.5,40.2,9.8,4.5,0
E00010713,51.8,35.7,9.8,2.7,0
E00010714,58.9,27.7,11.6,1.8,0
E00010715,24.6,45.7,20.3,8.7,0.7
E00010716,58.8,29.4,10.9,0.8,0
E00010718,52.5,34,12.1,1.4,0
E00010724,71.4,21.4,3.6,3.6,0
E00010725,64.6,21.5,5.1,7.6,1.3
E00010727,47.9,32.9,15,4.3,0
E00010728,41.5,42.2,13.3,2.2,0.7
E00010729,33.3,34,23.6,9,0
E00010730,65.1,29.5,5.4,0,0
E00010731,47,33,14.8,4.3,0.9
E00010732,47,36.5,13.9,2.6,0
E00010733,46.1,41.7,10.4,1.7,0
E00010734,43,37.5,17.2,2.3,0
E00010736,52.1,33.6,11.4,2.9,0
E00010737,24.4,46.3,26,3.3,0
E00010738,43,43,10.7,3.3,0
E00010739,39.3,38.6,20,2.1,0
E00010740,41.3,47.1,10.9,0.7,0
E00010741,48,32.4,14.9,4.7,0
E00010742,36.7,32.8,20.3,10.2,0
E00010744,43.8,38.8,12.5,4.4,0.6
E00010745,53.8,31.5,11.9,2.8,0
E00010746,56.3,34.9,7.9,0.8,0
E00010747,37,34.6,20.5,6.3,1.6
E00010748,43.8,38,13.2,5,0
E00010749,44,41.8,12.7,1.5,0
E00010750,53.5,37,9.4,0,0
E00010751,56.8,27.1,14.4,1.7,0
E00010752,47.3,25.9,22.3,3.6,0.9
E00010753,44.7,39,13,2.4,0.8
E00010755,46.6,39.8,10.5,3,0
E00010756,42.6,41.8,12.3,3.3,0
E00010757,25,44.5,21.1,8.6,0.8
E00010758,33.9,47,18.3,0,0.9
E00010759,49.6,31.1,16,3.4,0
E00010819,47.2,35.9,14.1,2.8,0
E00010820,48.2,33.8,14.4,3.6,0
