areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00000625,29.3,9,2.9,53.5,5.3
E00000627,29.4,23.7,8.3,26,12.6
E00000636,15.5,11,13.3,54.5,5.8
E00000643,32.2,16.3,5.3,38.8,7.5
E00000646,26.6,12.8,6.6,44.7,9.3
E00000649,16.6,34,3.3,35.8,10.4
E00000652,18,18.9,10.7,40.8,11.6
E00000658,29.7,15.1,6.6,35.6,13.1
E00000663,26.3,20,4.7,38.8,10.2
E00000664,20.3,12.4,5.7,51.4,10.2
E00000666,24.8,16.1,5,43.8,10.2
E00000941,17.1,2.6,2.8,67.3,10.2
E00000947,25.7,7.1,4,52.7,10.6
E00000948,20.7,2.6,1.8,63.2,11.8
E00000949,11,3.5,1.6,76.4,7.5
E00000950,16,5.6,2.8,67.4,8.1
E00000951,21,3.1,3.6,53.1,19.2
E00000952,28.9,4.7,1.8,56.1,8.4
E00000953,21.1,11.6,5.4,48.4,13.4
E00000954,25.1,5.6,2.9,62,4.3
E00000955,20.2,7.2,3.5,59.6,9.5
E00000956,26,3.6,1.9,52.3,16.2
E00000958,24.5,15.3,3.5,45.1,11.5
E00000959,43.1,8.1,3.5,35.6,9.7
E00000960,31.3,11.8,3,43.1,10.9
E00001110,25.2,11.7,4.7,46.2,12.2
E00001115,19.9,17.3,6.1,51.2,5.5
E00001116,23.2,8,3.6,54,11.2
E00001145,18.8,1.6,2.7,62.2,14.7
E00001146,20.8,1.8,2.1,66.9,8.5
E00001147,28.5,12.1,1.9,45.2,12.3
E00001148,32.6,6.8,5,46.6,8.9
E00001154,28.9,5,2.3,59.4,4.4
E00002345,20.7,25.8,6.7,34.4,12.4
E00002346,33.2,13.7,2.1,42.6,8.5
E00002347,46.1,6.3,2.9,24.6,20
E00002348,42.2,5.6,3.1,34.8,14.3
E00002349,15.2,31.4,13.4,33.5,6.4
E00002350,51.9,10.4,3.5,26.2,8.1
E00002351,45.5,6.4,3,28.2,16.9
E00002352,29.2,8.2,5,35.2,22.4
E00002353,18.3,24.2,2.9,40.3,14.3
E00002354,29.9,6.7,1,42.5,19.8
E00002355,39.1,12.6,4.4,32.2,11.7
E00002356,34.5,4.2,5.5,44.1,11.7
E00002357,39.1,3.6,5.6,36.8,14.8
E00002358,43,6.6,1.8,31.6,17
E00002359,32,11.2,3.8,35.8,17.2
E00002360,34.3,26.7,3,22,14
E00002361,31.3,8.8,8.1,27.9,24
E00002362,26.3,5,3.8,44.2,20.8
E00002363,37.6,6.1,3.5,27.3,25.5
E00002364,34.5,13.7,3.6,29.3,19
E00002365,37.9,11.5,1.7,31.5,17.4
E00002366,38.8,12,3.6,31.4,14.3
E00002367,48.6,7.8,3.4,19.4,20.8
E00002368,31.9,12.2,5.9,33.9,16.1
E00002369,43,16.6,4.3,25.2,10.9
E00002370,36.2,14.8,5.6,39.4,4
E00002372,23.8,32.6,3.3,29,11.3
E00002378,34,25.7,2.9,22.7,14.7
E00002379,21.4,37.4,4.7,30.3,6.2
E00002380,43.6,7.6,3.4,36,9.4
E00002381,43.2,9.9,2.7,35.7,8.5
E00002382,41,16.1,3.8,29.5,9.7
E00002498,39.1,8.3,4.6,36.6,11.5
E00002500,41.9,5.1,1.7,34.2,17.1
E00002503,42,2.5,4.8,46.6,4.1
E00002507,59.8,2.1,0.9,30.5,6.6
E00002508,25.5,35.9,5.9,23.7,8.9
E00002510,25.3,10.5,3.6,50.7,9.9
E00002512,37.1,12,5.1,34.7,11.2
E00002515,50.5,5.9,0,30,13.6
E00002516,33.8,5,4.1,47.2,10
E00002517,39.4,5.4,4.1,45.4,5.7
E00002518,53.4,7.3,1.5,29.5,8.3
E00002521,39.5,6.7,4.4,37.7,11.6
E00002522,31.4,10.5,4.1,41.5,12.6
E00002523,23.3,6,3.3,52.9,14.5
E00002527,37.3,5,2.7,44.1,10.9
E00002607,50.3,6.3,1,30.9,11.5
E00002608,56.3,2.6,1.2,28.4,11.5
E00002609,49.1,2.7,1.7,42.9,3.7
E00002610,36.4,9.7,0.8,43.6,9.5
E00002611,53.9,2.3,3.3,30.2,10.3
E00002612,44.9,8.9,1.6,34.8,9.8
E00002613,63.8,2.1,1,25.8,7.2
E00002614,53.1,4.4,3.3,29.8,9.4
E00002615,57.2,2,1.4,28.7,10.7
E00002616,51.6,3.5,4.3,33.3,7.2
E00002617,53.8,1.6,3,26.1,15.4
E00002618,21.8,7.9,2.2,65.5,2.6
E00002619,60.4,1.8,4.2,28,5.7
E00002620,66.7,1,1.3,22.9,8.1
E00002621,59.8,3.8,3.3,27.8,5.3
E00002622,54.7,3.1,1.1,34,7.1
E00002623,56.7,4.2,4.6,24.4,10.1
E00002624,58.4,2.5,2.2,34.3,2.5
E00002625,54.3,1.2,2.9,33.5,8.2
E00002626,51.3,5.3,2.4,34.7,6.3
E00002627,49.3,3.7,2.4,40.2,4.4
E00002628,56.2,2.3,2,37.9,1.6
E00002629,39,6.1,3.6,48.9,2.4
E00002630,73.9,2,2,18.8,3.4
E00002631,62.4,3.6,3.3,24.1,6.6
E00002632,57.4,1.6,1,31.9,8.1
E00002633,64.8,2.6,2.1,28,2.4
E00002634,47.5,8,1.2,37.8,5.6
E00002635,67.5,1.4,0.8,24,6.2
E00002636,39.7,18.4,2.5,23.6,15.9
E00002637,64.7,6.9,1.6,24.7,2.1
E00002638,62.5,2,3.4,22.8,9.3
E00002740,53.1,9.3,5.6,25.6,6.3
E00002748,46.7,5.3,3.6,40.6,3.8
E00002750,58.3,7.5,2.3,21.2,10.7
E00002751,57.8,7.9,3.1,19,12.2
E00002752,50.1,4.5,1.9,29.9,13.6
E00002753,59.3,1.1,3.1,30.6,5.9
E00002754,43.1,4.9,4,31.7,16.3
E00002755,55.9,8.7,1,26.4,7.9
E00002756,50.3,8.3,6,26.7,8.8
E00002757,67.7,4,2.7,19.7,5.9
E00002758,46.7,6.9,2.6,31.1,12.8
E00002759,60,4.6,3.2,19.6,12.6
E00002760,59.4,2.8,6.9,22.1,8.8
E00002761,52.1,10.3,0.8,29.4,7.4
E00002763,36.5,18.7,3.1,32.6,9.1
E00002764,51.1,5.9,2.8,19.1,21.2
E00002765,39.1,13.6,3.8,33.7,9.8
E00002766,53.7,8.9,3.5,17,17
E00002767,60.5,9.6,2,18.1,9.8
E00002768,48.3,11.3,3.7,31.9,4.7
E00002769,17.2,24.7,6.6,41.6,10
E00002770,47.9,4.7,3.8,35.6,8
E00002772,40,6.2,1.8,36.9,15.1
E00002773,41.5,5.2,2.9,35.2,15.1
E00002775,34.7,4.6,1.2,45.2,14.3
E00002776,29.1,13.1,2.8,43.4,11.6
E00002777,47.4,3.7,0.2,33.1,15.6
E00002778,51,5.5,2.8,30.2,10.5
E00002779,38.6,7.2,2.6,43.8,7.8
E00002780,34.1,2.9,4.5,43.2,15.2
E00002781,25.5,5.2,2.7,54.6,12
E00002783,61.1,5.4,2.5,17.5,13.5
E00002786,30.1,9,2.2,48.3,10.4
E00002797,38.4,6.6,8.8,38.1,8.1
E00002798,56.7,3.6,4.4,26.7,8.6
E00002799,41.9,12.4,3.8,32.5,9.4
E00002800,45.2,6.3,3.2,30.2,15.1
E00002801,45.6,5.9,2.7,40.2,5.6
E00002802,40.7,5.5,2.5,42.3,8.9
E00002803,44.7,6.4,2.3,39.4,7.1
E00002804,39.8,7.2,1.8,41.4,9.8
E00002805,28.7,4.5,5.3,55.7,5.8
E00002806,28,6.4,1.8,55.1,8.8
E00002849,56.9,3.4,3.2,29.7,6.8
E00002851,51,1.6,1.8,39.6,5.9
E00002852,44.2,7.5,5.1,36.1,7
E00002854,34.1,26.9,4.6,29.8,4.6
E00002855,59.9,5.3,1.7,22.9,10.3
E00002856,51,1.5,2.7,32.8,12
E00002857,51.4,4.5,2.7,31.5,9.9
E00002858,52.1,0,0.2,43.1,4.5
E00002859,46.2,1.6,1.6,42,8.6
E00002861,35.3,12.5,3.1,47.6,1.6
E00002862,44.7,6.6,2.5,34.5,11.6
E00002863,42.6,5,3.4,42.6,6.3
E00002864,53.1,6.2,2.6,35.1,3.1
E00002865,52.1,3.2,2.8,37.3,4.6
E00002867,63.7,4.1,3,23.1,6
E00002868,55.9,4.1,2.2,34.6,3.2
E00002869,50.3,2.6,4,37.4,5.8
E00002870,24.6,9.8,5.2,54.2,6.2
E00002871,62.5,5.9,2,24.6,5
E00002872,59.9,3.6,1.6,26.4,8.5
E00002873,46.4,3.9,3.6,37.2,8.9
E00002876,40.5,3.8,0.7,36.5,18.6
E00002877,17.1,4.3,6.2,68.5,3.9
E00002878,60.1,4.2,0.6,23.5,11.7
E00002880,50,3.6,2.3,32.1,12
E00002881,43,10.1,3,34.5,9.5
E00002882,50.1,8.1,1.6,32.3,7.9
E00003003,41.5,2.7,3.2,42.8,9.8
E00003008,28.4,7.9,4.3,41,18.5
E00003009,45.1,9.8,2.3,37.2,5.5
E00003012,35,12.5,3,34.7,14.8
E00003013,31,6.2,6.8,24.8,31.3
E00010569,45.6,4.9,2.3,38,9.1
E00010570,46.6,7.6,1.8,39.9,4.1
E00010571,64.7,1.3,2.7,28.1,3.2
E00010572,60.2,4.4,2.4,24.4,8.5
E00010573,51.3,3.9,5.5,33.5,5.9
E00010574,58.2,4.6,3.3,30.5,3.3
E00010575,58.5,4.4,3.4,25.8,7.9
E00010576,32.8,5.4,5.1,50.3,6.4
E00010577,60.8,3.1,1.9,31.4,2.8
E00010578,53.4,1.6,1.3,39.5,4.3
E00010579,44.6,8,2.3,31.5,13.5
E00010580,49.9,5.4,1.9,34.3,8.5
E00010581,40.4,6.5,2.3,45.8,4.9
E00010582,62.3,4.3,1.8,25.4,6.3
E00010583,53.8,1,4.4,35.6,5.3
E00010584,49.5,12.4,2.8,28.4,6.8
E00010585,61.2,1.6,2.2,30.3,4.8
E00010586,61.5,6.4,4.4,25.4,2.2
E00010587,59.6,0.7,1.4,34.2,4.1
E00010588,59.2,6.7,2.9,25.7,5.5
E00010589,67.9,5.4,2.8,20.4,3.6
E00010590,53.6,2.1,3.6,36.2,4.6
E00010591,35.8,3,3.6,49.6,8.1
E00010592,46.9,2.8,3.3,41.5,5.4
E00010593,33.7,2.3,3.1,56,4.9
E00010594,51.5,2.5,1.8,40,4.3
E00010595,55.4,3,4.1,31,6.5
E00010596,23.5,6.4,2.4,56.6,11.2
E00010597,40.4,6.2,6.5,36.7,10.2
E00010598,32.8,14.1,0,45.8,7.3
E00010599,39,7.2,3.7,41.7,8.4
E00010600,38.9,5.8,1.9,44.1,9.3
E00010601,57,5.2,1.1,30.1,6.6
E00010602,33,12.4,3.4,38.2,13.1
E00010603,24.6,5.7,1.8,51.6,16.4
E00010604,21.8,7.6,1.8,57.3,11.5
E00010605,31.8,1.7,2.6,52.4,11.5
E00010606,51.8,1.5,0,36.3,10.4
E00010607,47.2,4.9,1.6,41.2,5.1
E00010608,42.5,1.6,2.2,41.9,11.7
E00010609,33.6,2.3,2.3,56.1,5.6
E00010610,44.9,3.2,3.5,41.7,6.7
E00010611,30.7,8.3,2.1,54.8,4.1
E00010612,56.5,2.9,2.9,28.4,9.3
E00010613,22.8,8.8,6.2,56.3,5.9
E00010614,23,12.1,3.2,53.2,8.5
E00010615,31.2,4.7,3.4,48.1,12.5
E00010616,62.6,2,0,30.6,4.9
E00010617,47.8,6.3,3.1,39.2,3.6
