geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00093729,25.1,41.7,13.1,20
E00093730,42.1,36.4,8.3,13.2
E00093731,27.2,41.7,17.2,13.9
E00093733,25,47.1,10,17.9
E00093734,45,34.7,9.5,10.7
E00093735,58.8,31.3,6.9,3.1
E00093736,45.8,38.9,8.3,6.9
E00093738,24.4,36.1,16.7,22.8
E00093739,26.3,43.1,11.7,19
E00093740,29.2,46.2,15.4,9.2
E00093741,52.7,34.4,6.5,6.5
E00093742,30.7,32.9,10.7,25.7
E00093743,30.5,43.8,15.2,10.5
E00093744,18.2,31.4,28.5,21.9
E00093745,57.4,23.5,10.4,8.7
E00093746,33.1,35.2,14.5,17.2
E00094001,21.4,39.7,14.3,24.6
E00094002,16.8,40,21.6,21.6
E00094004,18,42.1,19.5,20.3
E00094010,21.9,43.9,16.7,17.5
E00094024,42,30.4,16.1,11.6
E00094026,49.2,30.3,9.8,10.7
E00094032,33.3,35.2,13,18.5
E00094034,32.1,48.6,6.4,12.8
E00094223,21.6,40.9,9.1,28.4
E00094224,32.7,38.5,11.5,17.3
E00094225,35.3,40.3,9.4,15.1
E00094226,30.1,45.9,14.4,9.6
E00094227,28.1,39.5,16.7,15.8
E00094228,15,40.9,18.9,25.2
E00094229,26.6,48.9,7.2,17.3
E00094230,23.1,44.6,13.2,19
E00094231,26.1,39.6,14.2,20.1
E00094232,22.2,38.3,22.2,17.3
E00094233,35.7,34.5,14.9,14.9
E00094234,37.5,36.1,15.3,11.1
E00094235,21.7,39.1,14.3,24.8
E00094236,25.9,51,10.5,12.6
E00094237,32.8,44.8,8.6,13.8
E00094239,20.5,35.6,15.1,28.8
E00099207,30.5,38.9,13.7,16.8
E00099220,21.4,51.9,13.7,13
E00099221,26.3,38.2,9.2,26.3
E00099222,19.9,44.7,13.5,22
E00099223,24.3,49.3,15.4,11
E00099224,21.5,49.5,15,14
E00099225,26.4,48.1,11.3,14.2
E00099248,26.5,39.4,13.6,20.5
E00099321,38.2,38.9,12.2,10.7
E00099322,29.2,49.6,9.7,11.5
E00099323,35,39.2,13.3,12.5
E00099324,32,36.7,14.8,16.4
E00099325,25,39.7,17.2,18.1
E00099326,13.4,46.3,13.4,26.9
E00099327,47,28.2,12.8,12
E00099722,35.8,32.8,13.9,17.5
E00099723,65.9,22,5.7,6.5
E00099724,63.2,24.6,5.3,7
E00099725,41.3,35.5,12.4,10.7
E00099726,36.9,42.6,13.1,7.4
E00099727,32,41.6,13.6,12.8
E00099728,36.7,34.4,13.3,15.6
E00099731,27,46,14.3,12.7
E00099732,19,53.3,12.4,15.2
E00099743,27.1,33.6,21.4,17.9
E00099744,24.6,37.3,20.9,17.2
E00099745,18.5,38,17.5,26
E00099746,23.4,42.1,13.1,21.5
E00099747,26,38.4,16.9,18.6
E00099748,22.8,40.4,16.9,19.9
E00099749,22.8,35.3,18,24
E00099750,46.4,28.6,11.6,13.4
E00099751,27.3,39.6,15.1,18
E00099752,64.8,24.1,7.4,3.7
E00099753,58.3,25,9.1,7.6
E00099754,52.9,28.7,8.8,9.6
E00099755,43.1,33.3,9.7,13.9
E00099756,94.7,5.3,0,0
E00099757,44.8,27.6,11.7,15.9
E00099758,61.5,28.7,5.6,4.2
E00099759,38.7,34.7,12,14.7
E00099760,44.2,34.6,11.5,9.6
E00099761,24.6,39.6,20.1,15.7
E00099762,52.9,27.3,14.9,5
E00099763,47.5,26.2,14.8,11.5
E00099764,24.1,35.5,14.9,25.5
E00099765,39.2,44,10.4,6.4
E00099766,38.9,36.8,9.7,14.6
E00099767,23.7,47.5,11.9,16.9
E00099768,29.4,31.5,25.2,14
E00099769,28,41.7,10.9,19.4
E00099770,29.4,35.7,16.7,18.3
E00099771,25.8,31.3,14.1,28.9
E00099772,55.9,28,10.2,5.9
E00099773,16.7,49.1,16.7,17.5
E00099775,30.8,34.3,16,18.9
E00099776,50.7,35.5,8.6,5.3
E00099777,30.8,43.4,14.7,11.2
E00099778,35.2,43,11.7,10.2
E00099779,27.6,43.6,17.2,11.7
E00099780,29.7,32.8,15.6,21.9
E00099781,14.7,45.7,11.2,28.4
E00099782,35.6,44.1,11.9,8.5
