geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00093729,67.4,29.1,3.4,0,0
E00093730,58.2,26.2,13.9,1.6,0
E00093731,63.2,31.6,5.3,0,0
E00093733,69.1,23,6.5,1.4,0
E00093734,65.2,26.6,7,0.8,0.4
E00093735,46.6,34.4,16.8,1.5,0.8
E00093736,65,28,6.3,0.7,0
E00093738,66.7,25.6,6.7,1.1,0
E00093739,56.2,37.2,5.1,1.5,0
E00093740,53.4,37.4,6.9,2.3,0
E00093741,61.5,28.9,8,1.6,0
E00093742,59.3,29,9,2.8,0
E00093743,62.5,27.9,6.7,2.9,0
E00093744,51.5,30.1,14,4.4,0
E00093745,46.1,40.9,12.2,0.9,0
E00093746,64.6,27.1,6.9,1.4,0
E00094001,50.8,34.9,13.5,0.8,0
E00094002,57.6,32,8.8,1.6,0
E00094004,69.7,26.5,3.8,0,0
E00094010,67.9,28.6,3.6,0,0
E00094024,39.3,37.5,20.5,2.7,0
E00094026,42.3,29.3,20.3,8.1,0
E00094032,51.4,41.1,7.5,0,0
E00094034,53.6,35.5,10.9,0,0
E00094223,67.8,20.7,9.2,2.3,0
E00094224,58.1,36.2,5.7,0,0
E00094225,52.1,35,10.7,2.1,0
E00094226,58.5,33.3,6.1,2,0
E00094227,63.5,31.3,4.3,0.9,0
E00094228,68.5,27.6,3.1,0.8,0
E00094229,62.8,29.2,7.3,0.7,0
E00094230,68.6,27.3,4.1,0,0
E00094231,61.9,28.4,6.7,3,0
E00094232,64.6,22,12.2,1.2,0
E00094233,58.7,28.7,10.8,1.8,0
E00094234,61.8,31.3,6.3,0.7,0
E00094235,57.8,31.1,5.6,5.6,0
E00094236,53.8,39.2,5.6,1.4,0
E00094237,58.3,37.4,3.5,0.9,0
E00094239,69.4,26.4,2.8,1.4,0
E00099207,42.3,39.7,13.2,4.8,0
E00099220,54.5,37.9,7.6,0,0
E00099221,48.1,32.5,15.6,3.9,0
E00099222,49,40.6,9.8,0.7,0
E00099223,45.2,42.2,11.1,1.5,0
E00099224,51.4,38.7,9,0.9,0
E00099225,53.7,38,6.5,1.9,0
E00099248,57.6,34.8,6.8,0.8,0
E00099321,35.2,44.5,18.8,1.6,0
E00099322,53.1,33.6,11.5,1.8,0
E00099323,58.7,31.4,9.9,0,0
E00099324,61.7,28.9,7.8,1.6,0
E00099325,41.9,47,9.4,1.7,0
E00099326,62,26.8,8.5,2.8,0
E00099327,56.8,31.4,11,0.8,0
E00099722,35.8,40.1,19.7,4.4,0
E00099723,25.8,40.3,25,7.3,1.6
E00099724,30.7,32.5,25.4,11.4,0
E00099725,45.8,33.3,16.7,4.2,0
E00099726,55.7,33.6,10.7,0,0
E00099727,54,36.5,9.5,0,0
E00099728,50.4,34.6,13.4,1.6,0
E00099731,54.3,33.9,11.8,0,0
E00099732,55.2,38.1,6.7,0,0
E00099743,60.9,26.8,10.1,2.2,0
E00099744,62,32.1,4.4,1.5,0
E00099745,71.8,22.8,5,0.5,0
E00099746,59.6,31.2,7.3,1.8,0
E00099747,61.5,27.9,10.1,0.6,0
E00099748,66.7,23,7.4,3,0
E00099749,51.8,32.7,13.1,2.4,0
