areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00006130,21.4,45.2,27.8,5.6
W00006131,31.4,43.2,22.9,2.5
W00006133,47.2,41.5,10.4,0.9
W00006137,2.9,30.8,49.4,16.9
W00006138,4.5,36.4,40.9,18.2
W00006139,24.4,50,22,3.6
W00006140,0,41.9,46,12.1
W00006141,5.7,35.5,41.8,17
W00006146,16.8,51.8,27,4.4
W00006147,23.1,48.3,22.4,6.3
W00006231,57.9,30.7,10,1.4
W00006232,32.7,46.5,14.9,5.9
W00006239,40.9,46.1,9.6,3.5
W00006240,20,39.5,30.3,10.3
W00006241,21.6,44.8,20.8,12.8
W00006242,47.3,36.4,14.5,1.8
W00006243,27.5,40.5,24.4,7.6
W00006244,19.4,47,29.1,4.5
W00006245,19.7,45.3,29.1,6
W00006246,16.5,56.2,19,8.3
W00006247,12.7,38.1,36.5,12.7
W00006248,11.2,47.8,32.1,9
W00006249,11.2,43.4,36.5,8.8
W00006250,21.4,43.3,25.7,9.6
W00006251,22,51.8,22,4.1
W00006300,8.9,42.2,34.8,14.1
W00006301,5,17.5,47.5,30
W00006302,7.9,34.9,38.9,18.3
W00006303,9.2,44.2,35.8,10.8
W00006304,8.8,43.4,32.7,15.1
W00006305,11.5,33.8,41,13.7
W00006306,8.5,43.4,34.1,14
W00006307,5.1,40.2,39.3,15.4
W00006308,7.8,25.6,41.9,24.8
W00006310,4.8,40.5,42.1,12.7
W00006311,12.8,42.7,31.6,12.8
W00006312,4.2,35.8,43.3,16.7
W00006313,10.5,37.9,38.9,12.6
W00006315,3.8,26.2,49.2,20.8
W00006317,9.6,37.7,35.1,17.5
W00006318,9.2,33.8,46.2,10.8
W00006452,27.9,42.9,23.1,6.1
W00006500,31.5,29.1,28.3,11
W00006501,26.6,38.3,29.7,5.5
W00006502,39.6,32.8,19.4,8.2
W00006503,46.2,33.5,13.3,6.9
W00006504,29.7,49.5,19.8,1
W00006505,38.7,38.7,18.5,4.2
W00006506,56.6,32.9,9.8,0.7
W00006507,22.2,41,23.1,13.7
W00006508,49.6,35.4,11.8,3.1
W00006509,26.6,31.3,32,10.2
W00006510,45,32.4,15.3,7.2
W00006511,25.8,44.4,26.6,3.2
W00006512,33.8,33.1,22.3,10.8
W00006513,37.9,41.4,13.8,6.9
W00006514,45.5,37,15.8,1.8
W00006515,13.1,55.9,26.8,4.2
W00006516,8.9,42.5,34.2,14.4
W00006517,26.6,54.7,14.8,3.9
W00006518,24.5,46.6,23.9,4.9
W00006519,13.9,43.5,28.7,13.9
W00006520,19.8,42.1,25.6,12.4
W00006521,13.8,38.8,31,16.4
W00006522,6.3,60.3,26.2,7.1
W00006523,5.8,47.5,35.8,10.8
W00006524,21.8,48.4,24.2,5.6
W00006525,6.5,52.4,35.5,5.6
W00006526,15.9,39.7,33.3,11.1
W00006536,8.2,42.5,35.8,13.4
W00006537,14.7,49.3,29.4,6.6
W00006538,12.3,46.2,31.5,10
W00006539,28.5,48.5,16.2,6.9
W00006540,8.3,44,41.3,6.4
W00006541,11.7,39.8,39.1,9.4
W00006542,32.5,38.6,22.8,6.1
W00006543,13.6,42.4,32.2,11.9
W00006544,9.5,49.2,34.1,7.1
W00006545,8,25.9,42.9,23.2
W00006546,4.2,40.8,39.4,15.5
W00006547,13.3,47.6,31.5,7.7
W00006548,13.4,46.4,30.4,9.8
W00006549,11,38.6,37,13.4
W00006596,26.7,43.7,22.2,7.4
W00006597,20.5,55.3,21.2,3
W00006598,7.9,37.8,38.6,15.7
W00006599,18.9,48.5,26.5,6.1
W00006600,18.8,50.7,25.7,4.9
W00006601,18.4,50,26.5,5.1
W00006602,23.9,42,26.8,7.2
W00006603,21,53.2,21,4.8
W00006604,27.7,48.9,19,4.4
