areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
W00006130,53.8,2.7,43.6
W00006131,43.2,6.8,50
W00006133,38.5,6.4,55.1
W00006137,68,0,32
W00006138,59.5,3.2,37.4
W00006139,53.5,3.6,42.9
W00006140,73.5,1.6,24.9
W00006141,62,3,35
W00006146,54.5,2.1,43.3
W00006147,55.2,3.4,41.4
W00006231,46.6,3.9,49.5
W00006232,50.2,6.7,43.1
W00006239,45.2,3,51.8
W00006240,59.2,4.1,36.7
W00006241,54.3,2.6,43
W00006242,38.6,4.7,56.7
W00006243,49.2,5.1,45.8
W00006244,59.4,3.6,37.1
W00006245,55.5,2.3,42.2
W00006246,46.1,1.4,52.5
W00006247,57.1,0.9,42
W00006248,52.6,3.7,43.8
W00006249,61.6,1.8,36.6
W00006250,58.2,3.2,38.6
W00006251,63.3,4.6,32.1
W00006300,60.5,2.1,37.4
W00006301,56,2.2,41.8
W00006302,60.4,4.6,35
W00006303,64.3,1.6,34.1
W00006304,62.4,5,32.7
W00006305,51.7,1.8,46.5
W00006306,59.3,4.7,36
W00006307,54.6,2.2,43.2
W00006308,46.9,2.7,50.4
W00006310,64.7,1.2,34.1
W00006311,54.5,1.9,43.6
W00006312,60.1,1.7,38.2
W00006313,53,1.1,45.9
W00006315,59.2,1.8,39
W00006317,53.6,0.9,45.5
W00006318,55.1,2.6,42.3
W00006452,54.2,3.1,42.7
W00006500,49.4,4.3,46.3
W00006501,53.7,3.7,42.5
W00006502,54.7,2.2,43
W00006503,44.7,5,50.3
W00006504,45.6,6.9,47.5
W00006505,47.5,7,45.5
W00006506,39.5,5.8,54.7
W00006507,46.5,3.9,49.6
W00006508,35.9,4.1,60
W00006509,54.6,3.1,42.4
W00006510,44.6,2.1,53.4
W00006511,45.7,4.1,50.2
W00006512,52.1,1.3,46.6
W00006513,45.9,0.7,53.4
W00006514,42.3,3,54.7
W00006515,70.9,2.3,26.8
W00006516,50.5,1.5,48
W00006517,47.8,3.5,48.7
W00006518,64.8,4,31.1
W00006519,64.3,2.3,33.5
W00006520,59,5.9,35.1
W00006521,63.2,3.1,33.6
W00006522,72.7,1.5,25.8
W00006523,56.3,1.9,41.9
W00006524,56.5,0.4,43
W00006525,57.9,2.8,39.3
W00006526,57.2,2.6,40.1
W00006536,52.5,2.7,44.7
W00006537,47.8,0.4,51.8
W00006538,60.1,3.6,36.3
W00006539,46.2,4.5,49.3
W00006540,53.1,2.3,44.6
W00006541,49.4,0.8,49.8
W00006542,36.3,4.2,59.5
W00006543,39.8,0.8,59.3
W00006544,33.8,2.1,64.1
W00006545,46.5,2.6,50.9
W00006546,42.5,0.7,56.8
W00006547,41.5,3.1,55.4
W00006548,47.3,1,51.7
W00006549,53.9,3.1,43
W00006596,58.5,3,38.5
W00006597,58.7,0.5,40.8
W00006598,57.2,2.3,40.5
W00006599,55.8,4.4,39.8
W00006600,62.5,3.6,33.9
W00006601,50.6,4.1,45.4
W00006602,61.3,1.7,37.1
W00006603,50.7,1.8,47.5
W00006604,46,3.1,50.9
W00006605,58.7,4.9,36.4
W00006606,56.4,1.6,42
W00006607,46.5,0.4,53.1
W00006608,55.2,5,39.8
W00006622,55.7,3.8,40.4
W00006623,43.9,7.7,48.4
W00006624,51.4,6.1,42.4
W00006625,47.2,5.8,47
W00006626,41.6,13.9,44.5
W00006627,49.3,7.4,43.3
W00006628,35.8,9.4,54.7
W00006629,38.5,6,55.5
W00006630,45.5,4.3,50.2
W00006631,36.7,7.4,55.8
W00006633,53.6,7.2,39.2
W00006971,65.6,5.5,29
W00006972,58.5,4.2,37.3
W00006973,57.9,3.1,39.1
W00006974,67.6,3.6,28.9
W00006975,61.1,2.9,36.1
W00006976,56,2.9,41
W00006977,61.4,5.1,33.6
W00006978,54.5,4.1,41.4
W00006979,38.9,5.7,55.4
W00006980,53.2,3.2,43.6
W00006981,54.7,3.6,41.7
W00006982,52.1,3.7,44.2
W00006983,57,4.2,38.7
W00006984,57.1,5,37.8
W00006985,44.6,3.8,51.6
W00006986,48.7,4.8,46.5
W00006987,56.4,3.6,40
W00006988,38.9,5.9,55.2
W00006989,43.1,4.3,52.6
W00006990,67.6,2.8,29.6
W00006991,58.5,4,37.5
W00007021,59.2,1.8,39
W00007022,55.8,2.7,41.5
W00007023,58.7,2.4,39
W00007024,50,2.9,47.1
W00007026,73.6,0,26.4
W00007028,44.8,2.3,52.9
W00007029,46.1,3,50.9
W00007030,56.7,3.9,39.5
W00007031,55.6,3.7,40.7
W00007032,42.2,2,55.8
W00007033,56.6,0.8,42.6
W00007034,40.5,1.3,58.2
W00007035,64.3,2.7,33
W00007036,47.4,5.2,47.4
W00007037,56.7,3.4,39.8
W00007039,47,1.7,51.3
W00007040,46.9,1.8,51.3
W00007045,61.6,6.3,32.1
W00007049,62.4,2.3,35.3
W00007050,35.7,7.7,56.6
W00007051,39.8,7.9,52.4
W00007052,38.3,4.1,57.5
W00007053,53.9,5.5,40.6
W00007054,40.7,2.6,56.7
W00007153,58.9,3.8,37.3
W00007154,44.9,0,55.1
W00007155,60.2,2.1,37.7
W00007156,38.1,5.1,56.9
W00007157,58,3.1,38.9
W00007158,57,3.5,39.5
W00007159,56.5,2.1,41.3
W00007161,56,0.4,43.7
W00007162,58.5,2.9,38.5
W00007163,37.6,1.3,61.1
W00007164,55.6,2.9,41.6
W00007165,57.2,5.9,36.9
W00007166,62.8,4.3,32.8
W00007167,35.6,5.1,59.3
W00007175,42.2,2.2,55.6
W00007176,38.7,0.9,60.4
W00007177,53,0.4,46.6
W00007178,41.8,0.9,57.3
W00007179,57,3,40
W00007181,55.4,2.9,41.7
W00007182,65.5,2,32.5
W00007183,62.3,1.9,35.8
W00007184,38.8,4.1,57.1
W00007185,57.2,1.7,41
W00007186,61.8,0,38.2
W00007187,61.8,3.5,34.7
W00007188,53.2,2.7,44.1
W00007190,56.5,3,40.6
W00007191,53.9,2.5,43.6
W00007192,63.4,2.6,34
W00007193,60.8,3.2,36
W00007194,46.3,3.7,50
W00007195,63.4,2.9,33.7
W00007196,52.2,4.9,42.9
W00007292,56,1.8,42.2
W00007293,54.4,5.1,40.4
W00007294,55.7,2.6,41.7
W00007295,64.5,1.8,33.6
W00007296,49.8,3.4,46.8
W00007297,51.1,3.8,45.1
W00007298,50.2,4.8,45
W00007299,55.6,2,42.4
W00007300,45.7,3.5,50.8
W00007301,46.8,0.9,52.4
W00007302,35.7,3.1,61.2
W00007303,60.2,1.5,38.3
W00007304,63.3,4.7,32.1
W00007305,45.2,1.9,52.9
W00007306,62.2,0.4,37.3
W00007307,51.8,6,42.3
W00007308,61.2,5.8,33.1
W00007309,61,2.9,36.1
W00007310,51.7,2.8,45.5
W00007311,33,3.8,63.2
W00007312,39.8,0.6,59.7
W00007313,40.8,7.1,52.1
W00007314,39.3,5.5,55.3
W00007315,74.2,2.2,23.6
W00007316,56.8,4,39.2
W00007318,69.9,4.2,25.9
W00007319,51.9,1.9,46.2
W00007320,76.4,2.7,20.9
W00007322,72.7,2.9,24.4
W00007323,70,2.8,27.2
W00007324,43.3,7,49.8
W00007325,49.2,3.6,47.2
W00007326,45.4,7.1,47.5
W00007327,42.9,3.6,53.6
W00007424,62.2,2.1,35.6
W00007427,44.4,2.3,53.4
W00007428,62.1,2.6,35.3
W00007429,43.2,3.7,53.1
W00007430,52.7,1.3,46
W00007431,51.5,1.5,46.9
W00007432,40.7,6.2,53.1
W00007433,43.8,2.5,53.8
W00007434,33.6,3.3,63.1
W00007435,41.2,4.5,54.3
W00007436,38.8,3.1,58.2
W00007437,34.1,7.2,58.7
W00007438,41.8,5.2,53.1
W00007439,32.4,8.5,59
W00007440,41.6,0,58.4
W00007441,46.8,2.1,51.1
W00007442,41.4,0.5,58.2
W00007443,60.1,4.8,35.1
W00007444,43,0.9,56.1
W00007445,76.1,3.8,20.1
W00007446,41.9,1.9,56.2
W00007447,61.9,3.1,35
W00007448,48.8,2.7,48.5
W00007450,50.9,2.8,46.3
W00007451,46,1.6,52.4
