areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00006130,75.4,15.4,9.3
W00006131,69.8,17.8,12.5
W00006133,67.8,21.9,10.3
W00006137,89.3,7.7,3.1
W00006138,83.6,11.3,5.1
W00006139,74.3,16.4,9.3
W00006140,92.5,5.6,1.9
W00006141,79.8,11.8,8.4
W00006146,74.4,15.4,10.2
W00006147,80.7,14.3,5
W00006231,53,33.3,13.7
W00006232,77.7,15.5,6.8
W00006239,65.9,18,16.1
W00006240,77.2,16.3,6.5
W00006241,77.1,16.4,6.5
W00006242,65.1,20.6,14.4
W00006243,70.5,16,13.5
W00006244,78.6,16.8,4.5
W00006245,76,14.3,9.7
W00006246,70.7,17.7,11.6
W00006247,78.5,18.5,3
W00006248,78.1,15.3,6.6
W00006249,84.4,10.1,5.4
W00006250,74.2,17.9,7.9
W00006251,81.5,12.7,5.8
W00006300,80.5,15.5,4
W00006301,87,8.9,4.1
W00006302,83.2,13,3.8
W00006303,87.2,8.7,4.2
W00006304,85.5,11,3.5
W00006305,83.4,10.2,6.4
W00006306,80.7,13.1,6.2
W00006307,81.4,15,3.6
W00006308,85.3,11,3.8
W00006310,87.3,9.4,3.3
W00006311,84.8,11.6,3.6
W00006312,81.8,12.6,5.6
W00006313,83.6,11.6,4.7
W00006315,87.8,8.9,3.3
W00006317,81.4,10.7,7.9
W00006318,83.3,12.1,4.6
W00006452,74.8,16.9,8.3
W00006500,69.1,18.6,12.3
W00006501,73.4,17.3,9.2
W00006502,71.7,16.1,12.2
W00006503,70.3,20,9.7
W00006504,73,17.4,9.6
W00006505,73.7,19.8,6.5
W00006506,70.8,17.7,11.5
W00006507,74.5,15.1,10.4
W00006508,70.2,18.5,11.2
W00006509,73.6,18.2,8.3
W00006510,60.4,25.7,14
W00006511,65.6,21.9,12.5
W00006512,73.6,16.2,10.2
W00006513,71.5,17.5,11
W00006514,64.8,23.9,11.3
W00006515,85.9,9.6,4.5
W00006516,67.6,22.5,9.9
W00006517,75.2,16,8.8
W00006518,81,13.9,5.2
W00006519,79.3,16.9,3.8
W00006520,77.7,18.7,3.7
W00006521,76.4,18.5,5.1
W00006522,88.8,6.7,4.5
W00006523,80.2,13.7,6
W00006524,78.4,14.9,6.7
W00006525,81,14,5
W00006526,76.4,16.6,7
W00006536,85.1,11.9,3
W00006537,76.2,16.6,7.2
W00006538,78.6,16.7,4.7
W00006539,69.9,18.9,11.2
W00006540,83.8,10.7,5.5
W00006541,76.3,16.4,7.3
W00006542,72,18.4,9.6
W00006543,75.3,16.7,8
W00006544,79.2,18,2.7
W00006545,85.2,9.4,5.4
W00006546,74.9,18.7,6.4
W00006547,72.9,18.2,8.9
W00006548,81.4,17.3,1.3
W00006549,84.4,11.4,4.1
W00006596,76.7,16,7.4
W00006597,79.4,10.9,9.7
W00006598,88.5,10.5,1
W00006599,81.4,14.3,4.2
W00006600,74.3,18.4,7.3
W00006601,69.7,20.3,10
W00006602,76.6,17.7,5.7
W00006603,76.5,17.3,6.3
W00006604,74.3,14.6,11.1
W00006605,80.6,11.9,7.5
W00006606,77.8,12.7,9.5
W00006607,76.4,16.1,7.5
W00006608,78.6,15,6.3
W00006622,77.4,14.3,8.4
W00006623,82.4,10.3,7.4
W00006624,85,12.6,2.5
W00006625,86.7,10.1,3.1
W00006626,82.7,12.5,4.8
W00006627,78.3,16.1,5.7
W00006628,81.8,10.2,8
W00006629,84.2,12.6,3.2
W00006630,80.4,12.8,6.8
W00006631,80.1,13.4,6.5
W00006633,81.8,14,4.2
W00006971,81.9,12.9,5.2
W00006972,78.9,15.2,6
W00006973,77.2,14.1,8.6
W00006974,83.4,12.7,3.9
W00006975,78.8,13.1,8
W00006976,75.4,15.1,9.5
W00006977,79.5,13.7,6.7
W00006978,77.8,16.5,5.7
W00006979,61.5,21.4,17.1
W00006980,74.5,16.1,9.5
W00006981,74.2,17.8,8
W00006982,77.2,11.7,11.1
W00006983,77,15.2,7.8
W00006984,75.5,13.7,10.7
W00006985,66.4,18.9,14.7
W00006986,70.3,22.2,7.5
W00006987,76.3,15.4,8.3
W00006988,74.9,14.7,10.3
W00006989,71.8,20.1,8.2
W00006990,81,13.9,5.1
W00006991,77.2,14.4,8.4
W00007021,83.5,11,5.5
W00007022,79.1,13.3,7.6
W00007023,82.7,11.8,5.4
W00007024,76.4,17.8,5.8
W00007026,87.5,9.6,2.9
W00007028,77.8,14.3,7.9
W00007029,78.6,17.1,4.4
W00007030,78.1,15.6,6.3
W00007031,72.6,17.8,9.7
W00007032,65.5,24.1,10.4
W00007033,79.7,14,6.3
W00007034,68.8,17.4,13.8
W00007035,83.8,10.2,6
W00007036,78.4,16.7,4.9
W00007037,72.3,17.5,10.2
W00007039,76,16.4,7.7
W00007040,70.7,20.3,9
W00007045,75.7,19.2,5.1
W00007049,82.3,12.1,5.6
W00007050,67.4,18.7,13.9
W00007051,63.5,21.9,14.6
W00007052,63.8,22.7,13.5
W00007053,78.5,17.5,4
W00007054,58.9,24.5,16.6
W00007153,75.3,15.6,9.1
W00007154,69.5,17.5,13
W00007155,79.9,14.1,5.9
W00007156,66.2,19.8,13.9
W00007157,76.6,14.4,9
W00007158,76,13.8,10.2
W00007159,83.5,10.4,6.1
W00007161,79.6,15.5,4.9
W00007162,75.5,16.5,8
W00007163,66.7,24.2,9.1
W00007164,73.6,20,6.4
W00007165,75.3,16.6,8.1
W00007166,77.7,14,8.3
W00007167,57.7,25.1,17.2
W00007175,66.5,20.8,12.7
W00007176,72.9,15.9,11.2
W00007177,75.5,14.8,9.7
W00007178,64.5,21.1,14.5
W00007179,72.2,19.4,8.5
W00007181,74.2,16,9.8
W00007182,82.3,12.1,5.6
W00007183,77.6,15.4,6.9
W00007184,63.2,18.4,18.4
W00007185,72.4,21.3,6.3
W00007186,79.1,13,7.9
W00007187,82.8,10.5,6.7
W00007188,73.2,14.1,12.7
W00007190,78.2,16.1,5.8
W00007191,74.7,19,6.3
W00007192,77.7,14.4,7.9
W00007193,78.9,14.4,6.7
W00007194,68.4,20.8,10.8
W00007195,78,14.7,7.3
W00007196,79.8,14,6.2
W00007292,77.7,16.4,5.9
W00007293,79.3,13.2,7.5
W00007294,73.7,19.7,6.6
W00007295,85.1,11.6,3.2
W00007296,77.6,16.6,5.8
W00007297,73.6,14.6,11.8
W00007298,72.3,15.9,11.8
W00007299,85.2,10.3,4.5
W00007300,68,19.5,12.5
W00007301,74.6,15.2,10.2
W00007302,62.2,21.8,16
W00007303,76.7,15.9,7.4
W00007304,84.4,12.5,3.1
W00007305,67.6,17.2,15.2
W00007306,74,20.3,5.7
W00007307,74.1,15.8,10.1
W00007308,85.4,11.5,3.1
W00007309,85.4,12.3,2.3
W00007310,75.7,11.8,12.5
W00007311,61.5,22,16.5
W00007312,60.5,24.7,14.7
W00007313,65.2,18.4,16.5
W00007314,68.3,18,13.7
W00007315,89.2,8.4,2.4
W00007316,75.7,14.9,9.4
W00007318,88.8,7.7,3.5
W00007319,81.6,12,6.4
W00007320,88.4,10.3,1.3
W00007322,89.4,7.2,3.4
W00007323,75.5,16.9,7.6
W00007324,66.8,16.4,16.8
W00007325,81.5,14.4,4.1
W00007326,70.5,18.2,11.3
W00007327,69.9,14.9,15.2
