areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
W00006130,27.7,72.3
W00006131,33.7,66.3
W00006133,27.6,72.4
W00006137,30.3,69.7
W00006138,25.5,74.5
W00006139,25.2,74.8
W00006140,27.9,72.1
W00006141,26.9,73.1
W00006146,29.1,70.9
W00006147,27.7,72.3
W00006231,17.9,82.1
W00006232,31.1,68.9
W00006239,25.3,74.7
W00006240,26.1,73.9
W00006241,22.2,77.8
W00006242,26.2,73.8
W00006243,24.8,75.2
W00006244,34,66
W00006245,30.6,69.4
W00006246,29,71
W00006247,22.6,77.4
W00006248,22.9,77.1
W00006249,25.9,74.1
W00006250,28.9,71.1
W00006251,17.3,82.7
W00006300,24.2,75.8
W00006301,25,75
W00006302,27.2,72.8
W00006303,22.5,77.5
W00006304,30.5,69.5
W00006305,28.6,71.4
W00006306,22.7,77.3
W00006307,21.3,78.7
W00006308,37.7,62.3
W00006310,24.8,75.2
W00006311,22.6,77.4
W00006312,29.4,70.6
W00006313,23,77
W00006315,26.7,73.3
W00006317,26.4,73.6
W00006318,31.7,68.3
W00006452,28.2,71.8
W00006500,28.3,71.7
W00006501,27.5,72.5
W00006502,29.4,70.6
W00006503,37.9,62.1
W00006504,25,75
W00006505,29.7,70.3
W00006506,35.2,64.8
W00006507,31.4,68.6
W00006508,36.4,63.6
W00006509,31.3,68.8
W00006510,26.2,73.8
W00006511,33.1,66.9
W00006512,35,65
W00006513,31.3,68.7
W00006514,33,67
W00006515,24,76
W00006516,31.5,68.5
W00006517,36.4,63.6
W00006518,27.9,72.1
W00006519,28.9,71.1
W00006520,31.8,68.2
W00006521,33.1,66.9
W00006522,17.9,82.1
W00006523,33.3,66.7
W00006524,21.7,78.3
W00006525,30.6,69.4
W00006526,25,75
W00006536,23,77
W00006537,26.9,73.1
W00006538,30.2,69.8
W00006539,27.2,72.8
W00006540,30.9,69.1
W00006541,24,76
W00006542,27.5,72.5
W00006543,27.1,72.9
W00006544,19,81
W00006545,27.4,72.6
W00006546,31.2,68.8
W00006547,16.7,83.3
