areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00006130,74.4,1.8,23.8
W00006131,63.6,3.2,33.2
W00006133,61.4,8.2,30.5
W00006137,89.9,0.9,9.2
W00006138,83.9,4,12
W00006139,71.6,2.9,25.5
W00006140,94.1,0.6,5.3
W00006141,81.3,2,16.7
W00006146,75.7,3.2,21.1
W00006147,72,6.9,21.2
W00006231,62.8,8.7,28.4
W00006232,69.7,16.3,13.9
W00006239,75.1,2.4,22.4
W00006240,80.6,4.3,15.1
W00006241,83.6,2.6,13.9
W00006242,69.2,2.4,28.4
W00006243,77.1,1.4,21.5
W00006244,79.9,2.6,17.5
W00006245,76.4,3.6,20
W00006246,84.7,2.8,12.5
W00006247,81.3,3,15.7
W00006248,77.6,4.3,18.1
W00006249,86.8,0.5,12.7
W00006250,75.8,2.9,21.3
W00006251,79.6,3.2,17.2
W00006300,87.5,2.4,10.1
W00006301,90.8,1,8.3
W00006302,94.9,0,5.1
W00006303,85.5,2.4,12.1
W00006304,88.2,0.8,11
W00006305,86.3,0.6,13.1
W00006306,88.7,1.5,9.8
W00006307,89.4,1.1,9.5
W00006308,88.4,1.4,10.2
W00006310,85.9,6.4,7.7
W00006311,89.2,2,8.8
W00006312,86.4,2.1,11.5
W00006313,86.3,1.3,12.4
W00006315,92.9,1.2,5.9
W00006317,81.8,1.1,17.1
W00006318,91.2,0.9,7.8
W00006452,79.3,2.8,17.9
W00006500,76.2,0.3,23.5
W00006501,66.8,4.6,28.7
W00006502,79.4,2.4,18.3
W00006503,63.7,1.6,34.7
W00006504,59.1,8,33
W00006505,70.9,2.1,26.9
W00006506,54.2,2.4,43.4
W00006507,77,0.6,22.3
W00006508,56.4,2.8,40.8
W00006509,72.6,3.5,23.9
W00006510,62.2,2.3,35.6
W00006511,72.7,0.6,26.6
W00006512,77.2,1.3,21.5
W00006513,64.5,5.5,30
W00006514,63.3,2.2,34.5
W00006515,86,2.2,11.8
W00006516,79.6,0.8,19.6
W00006517,74.2,0.3,25.5
W00006518,85.5,2.6,11.9
W00006519,81.4,0,18.6
W00006520,74.5,3.6,21.8
W00006521,80.4,0.7,18.8
W00006522,88.3,1.8,9.9
W00006523,92.4,0.4,7.2
W00006524,82.5,2.2,15.2
W00006525,88.8,1.7,9.6
W00006526,80.6,0.6,18.7
W00006536,91.1,1,7.9
W00006537,83.2,1.7,15.1
W00006538,76.7,3.5,19.9
