areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E02001327,0.6,1,1.9,95.7,0.8
E02001328,0.6,0.6,1.6,97,0.3
E02001329,1.2,0.7,1.6,96,0.5
E02001330,0.9,0.8,1.4,96.1,0.9
E02001331,0.7,0.6,1.4,96.9,0.5
E02001332,1.5,2.2,2,93.8,0.6
E02001334,2.6,1.7,1.3,93.2,1.3
E02001336,1.2,0.7,1.8,95.6,0.7
E02001337,2.5,0.5,1.4,95.1,0.5
E02001338,1.5,0.8,2.1,94.9,0.7
E02001340,1.4,0.7,2,95.3,0.6
E02001341,0.8,0.7,1.3,96.7,0.4
E02001342,1.4,0.2,1.7,96.5,0.3
E02001343,1.8,0.7,1.8,95.1,0.5
E02001344,2.3,0.7,2.8,93.8,0.3
E02001345,1.2,0.4,1.8,96.4,0.2
E02001346,1.3,0.8,2.5,94.8,0.7
E02001347,4.9,1.4,1.6,91.4,0.7
E02001348,1.9,0.6,1.1,96,0.5
E02001349,1.9,0.8,1.6,95.3,0.3
E02001350,3.9,3.6,1.7,89.6,1.2
E02001351,3.2,3,2,91,0.8
E02001352,3.3,2,2.3,91.1,1.2
E02001353,3.9,1.4,2,91.8,0.9
E02001354,1.8,1.7,1.3,93.6,1.6
E02001355,1.8,2.1,2.3,92,1.8
E02001356,6.3,3.8,2.5,86,1.4
E02001357,3.2,2.5,1.8,91.1,1.4
E02001358,3,2.2,2.4,90.5,1.9
E02001359,5.3,1.3,1.9,90.7,0.8
E02001360,4.2,5,2.3,84.9,3.6
E02001361,2.5,2.4,1.6,92.5,1.1
E02001362,2,1.1,1.9,94.4,0.6
E02001363,4.1,2.9,2.4,89.6,1
E02001364,5.3,4.4,3,82.4,4.9
E02001365,5.8,5.7,3.9,78.2,6.5
E02001366,4.5,3.2,3.4,86,2.9
E02001367,3.1,0.5,1.2,94.3,0.9
E02001368,4.1,3.3,2.1,86.8,3.7
E02001369,7,5,2.9,80.7,4.4
E02001370,7.7,7.6,4,75.3,5.4
E02001371,4.8,1.5,2.5,89.1,2.1
E02001372,3.4,1.7,2,92,0.9
E02001373,4.7,2,3.4,85.4,4.5
E02001374,7.9,9.5,4.8,70.5,7.2
E02001375,4.1,1.4,2.5,90.8,1.2
E02001376,12.2,11.8,3.9,64.1,8
E02001377,19.1,5.1,5.1,64.5,6.2
E02001378,5.4,2,5.1,84.7,2.7
E02001380,2.8,1.3,3,91.9,1
E02001381,12,7.8,6.4,62.8,11
E02001382,4.6,0.7,2,92.2,0.5
E02001383,12.9,8.9,7.6,63.3,7.3
E02001384,9.3,3.9,5.4,77.9,3.5
E02001385,12.4,25.3,9.6,30.3,22.4
E02001386,2.1,0.8,3.2,93.3,0.6
E02001387,4.4,1.1,4,88.8,1.7
E02001388,4.3,2.2,5.6,86,1.8
E02001389,6.4,6.7,8,69.6,9.3
E02001390,9.4,8.6,6.4,66.6,9
E02001391,1,0.9,3.1,94.4,0.6
E02001392,4.4,0.5,2.3,91.9,0.9
E02001393,6.2,0.8,2.6,89.1,1.3
E02001394,4.1,2.2,5.9,85.3,2.6
E02001395,4.6,1.3,3.4,89.6,1.1
E02001396,3.3,2.8,4.3,86.8,2.8
E02001397,2.3,0.9,3.1,93,0.6
E02001398,4.4,2.4,4.9,86,2.3
E02001399,2.3,0.8,3.1,92.9,0.9
E02001400,6.5,2.1,3.4,86.2,1.8
E02001401,3.6,0.7,2.2,92.9,0.6
E02001402,4.9,1.2,3.2,90,0.8
E02001403,3.3,1.3,3,91.3,1.1
E02001404,2.6,1.7,2.3,92.3,1.1
E02001405,1.9,1.7,2.5,93,0.9
E02001429,1.1,0.3,1,97.4,0.2
E02001430,1,0.3,0.9,97.6,0.2
E02001431,1.6,0.6,1.6,95.8,0.4
E02001432,3,1.3,2.4,91.2,2.1
