areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02001327,29.9,70.1
E02001328,26.4,73.6
E02001329,30.6,69.4
E02001330,31.6,68.4
E02001331,30,70
E02001332,30.5,69.5
E02001334,31.9,68.1
E02001336,34.1,65.9
E02001337,30,70
E02001338,29.6,70.4
E02001340,25.8,74.2
E02001341,30.4,69.6
E02001342,24.8,75.2
E02001343,28,72
E02001344,28.8,71.2
E02001345,27.7,72.3
E02001346,31.6,68.4
E02001347,29.8,70.2
E02001348,29.2,70.8
E02001349,27.8,72.2
E02001350,31.2,68.8
E02001351,34.8,65.2
E02001352,32.1,67.9
E02001353,28.6,71.4
E02001354,29.4,70.6
E02001355,32.3,67.7
E02001356,33.1,66.9
E02001357,34.1,65.9
E02001358,32.4,67.6
E02001359,30.8,69.2
E02001360,33.7,66.3
E02001361,30.7,69.3
E02001362,31.8,68.2
E02001363,31.8,68.2
E02001364,32,68
E02001365,33.6,66.4
E02001366,30.5,69.5
E02001367,28.5,71.5
E02001368,32.4,67.6
E02001369,35.8,64.2
E02001370,38.5,61.5
E02001371,31.7,68.3
E02001372,29.8,70.2
E02001373,30.6,69.4
E02001374,33,67
E02001375,33.9,66.1
E02001376,42.7,57.3
E02001377,48.4,51.6
E02001378,29.4,70.6
E02001380,26.7,73.3
E02001381,35.7,64.3
E02001382,27.7,72.3
E02001383,38.4,61.6
E02001384,47.9,52.1
E02001385,42.1,57.9
E02001386,32.6,67.4
E02001387,29.3,70.7
E02001388,28.5,71.5
E02001389,27.9,72.1
E02001390,34.3,65.7
E02001391,34,66
E02001392,26.4,73.6
E02001393,30.6,69.4
E02001394,26.4,73.6
E02001395,29.1,70.9
E02001396,26.2,73.8
E02001397,27.6,72.4
E02001398,27.4,72.6
E02001399,27.3,72.7
E02001400,30,70
E02001401,28,72
E02001402,26.1,73.9
E02001403,30.7,69.3
E02001404,28.9,71.1
E02001405,32.7,67.3
E02001429,34.5,65.5
E02001430,34.4,65.6
E02001431,32.7,67.3
E02001432,29.5,70.5
E02001433,35.7,64.3
E02001434,32.2,67.8
E02001435,33.5,66.5
E02001436,33.5,66.5
E02001437,33.9,66.1
E02001438,34,66
E02001439,34.9,65.1
E02001440,33.3,66.7
E02001441,32.6,67.4
E02001442,33.5,66.5
E02001443,32.3,67.7
E02001444,32.4,67.6
E02001445,30.9,69.1
E02001446,28.3,71.7
E02001447,27.6,72.4
E02001448,28.5,71.5
E02001449,29.2,70.8
E02001450,30.7,69.3
E02001451,33.3,66.7
E02001452,32.5,67.5
E02001453,28,72
E02001454,28.3,71.7
E02001455,28.6,71.4
E02001456,28,72
E02001457,32.9,67.1
E02001458,28.1,71.9
E02001459,29.7,70.3
E02001460,30.5,69.5
E02001461,29.4,70.6
E02001462,33.6,66.4
E02001463,32.9,67.1
E02001464,32.7,67.3
E02001465,30,70
E02001466,30,70
E02001467,28.6,71.4
E02001468,32.2,67.8
E02001469,30.6,69.4
E02001470,29.9,70.1
E02001471,32.8,67.2
E02001472,29.6,70.4
E02001473,31,69
E02001474,34.7,65.3
E02001475,31.5,68.5
E02001476,31.6,68.4
E02001477,35.1,64.9
E02001478,31.2,68.8
E02001479,29.7,70.3
E02001480,30.5,69.5
E02001481,28.8,71.2
E02001482,33.5,66.5
E02001483,30.1,69.9
E02001484,29.8,70.2
E02001485,34.4,65.6
E02001486,25.5,74.5
E02001487,34.1,65.9
E02001488,29.8,70.2
E02001489,30.5,69.5
E02001490,28.9,71.1
E02001491,35.5,64.5
E02001492,33.3,66.7
E02001493,32.8,67.2
E02001494,32.5,67.5
E02001495,31.4,68.6
E02001496,30.6,69.4
E02001497,30.8,69.2
E02001498,29.4,70.6
E02001499,32.2,67.8
E02001500,31,69
E02001501,28.6,71.4
E02001502,27.2,72.8
E02001503,30.9,69.1
E02001504,29.9,70.1
E02001505,28.3,71.7
E02001506,33.6,66.4
E02001507,27.5,72.5
E02001508,29.2,70.8
E02002633,33.9,66.1
E02002634,32.2,67.8
E02002635,32,68
E02002636,33.8,66.2
E02002637,29.3,70.7
E02002638,34,66
E02002639,36.3,63.7
E02002640,34.8,65.2
E02002641,29.7,70.3
E02002642,36.7,63.3
E02002643,35.1,64.9
E02002644,31.1,68.9
E02002645,36.4,63.6
E02002646,32.2,67.8
E02002647,34.4,65.6
E02002648,34.1,65.9
E02002649,33.1,66.9
E02002650,31.4,68.6
E02002651,32.5,67.5
E02003794,28.4,71.6
E02003795,32.3,67.7
E02003796,32.6,67.4
E02003797,29,71
E02003798,36.9,63.1
E02003799,34.2,65.8
E02003801,29.6,70.4
E02003802,26.5,73.5
E02003803,36.2,63.8
E02003804,26.2,73.8
E02003805,31.8,68.2
E02003806,26.7,73.3
E02003807,29.9,70.1
E02003808,30.9,69.1
E02003841,33.6,66.4
E02003842,29.4,70.6
E02003843,29.9,70.1
E02003844,32,68
E02003845,28.4,71.6
E02003846,33.8,66.2
E02003847,26.8,73.2
E02003848,32.3,67.7
E02003849,32.7,67.3
E02003850,30.4,69.6
E02003851,27.1,72.9
E02003852,29,71
E02003978,28.9,71.1
E02003979,26.2,73.8
E02003980,34.2,65.8
E02003981,27.4,72.6
E02003982,27.8,72.2
E02003983,31.8,68.2
E02003984,34.9,65.1
E02003985,28.8,71.2
E02003986,29.1,70.9
E02005203,31,69
E02005204,27.4,72.6
E02005205,30,70
E02005206,33.5,66.5
E02005207,33.2,66.8
E02005208,32.3,67.7
E02005209,28.1,71.9
E02005210,33.7,66.3
E02005211,32.4,67.6
E02005224,36.1,63.9
E02005226,36.4,63.6
E02005228,33.5,66.5
E02005229,32.9,67.1
E02005230,35.3,64.7
E02005236,31.3,68.7
E02005304,29,71
E02005305,31.8,68.2
E02005306,33.3,66.7
E02005307,28.8,71.2
E02005309,30.5,69.5
E02005310,43.2,56.8
E02005311,34.5,65.5
E02005315,31.1,68.9
E02005319,34.7,65.3
E02005320,33.3,66.7
E02005321,34.5,65.5
E02005322,33.7,66.3
E02005323,32.8,67.2
E02005326,34.6,65.4
E02005327,29.7,70.3
E02005328,32.2,67.8
E02005329,31.2,68.8
E02005330,31.2,68.8
E02005331,30.6,69.4
E02005332,31,69
E02006017,29.8,70.2
E02006023,32.3,67.7
E02006024,29.8,70.2
E02006025,29.9,70.1
E02006026,30,70
E02006027,34.1,65.9
E02006028,31.8,68.2
E02006039,32.2,67.8
E02006041,35.9,64.1
E02006871,34,66
E02006932,43,57
E02006933,22.7,77.3
E02006934,21.9,78.1
W02000001,30.3,69.7
W02000002,30.1,69.9
W02000003,35.1,64.9
W02000004,33.5,66.5
W02000005,34.3,65.7
W02000006,29.8,70.2
W02000007,29.1,70.9
W02000008,31.4,68.6
W02000009,30.3,69.7
W02000010,51.5,48.5
W02000011,32.2,67.8
W02000012,32.1,67.9
W02000013,27.9,72.1
W02000014,31.3,68.7
W02000015,29.7,70.3
W02000016,28.4,71.6
W02000017,31.5,68.5
W02000018,31.9,68.1
W02000019,33.1,66.9
W02000020,31.2,68.8
W02000021,32.3,67.7
W02000022,35.5,64.5
W02000023,34.3,65.7
W02000024,31.5,68.5
W02000025,35,65
W02000026,34.9,65.1
W02000027,38.4,61.6
W02000028,35.2,64.8
W02000029,32.3,67.7
W02000030,34.2,65.8
W02000031,32,68
W02000032,33.9,66.1
W02000033,35.2,64.8
W02000034,31.3,68.7
W02000035,30.8,69.2
W02000036,32.5,67.5
W02000037,30,70
W02000038,35.4,64.6
W02000039,34.9,65.1
W02000040,27.8,72.2
W02000041,32.1,67.9
W02000042,32,68
W02000043,32.2,67.8
W02000044,31.6,68.4
W02000045,35.2,64.8
W02000047,35.7,64.3
W02000049,28.4,71.6
W02000050,28,72
W02000051,28.8,71.2
W02000052,30.5,69.5
W02000053,28.9,71.1
W02000054,31.5,68.5
W02000055,30.2,69.8
W02000056,30.6,69.4
W02000057,34.2,65.8
W02000058,28.7,71.3
W02000059,29.5,70.5
W02000060,28.3,71.7
W02000061,25.8,74.2
W02000062,26.7,73.3
W02000063,27.8,72.2
W02000064,27.3,72.7
W02000065,25.6,74.4
W02000066,27.1,72.9
W02000067,25.1,74.9
W02000068,25,75
W02000069,26.7,73.3
W02000070,26.9,73.1
W02000071,25.8,74.2
W02000072,25.2,74.8
W02000073,28.6,71.4
W02000074,25.1,74.9
W02000075,28.1,71.9
W02000076,28.4,71.6
W02000077,26.4,73.6
W02000080,26.7,73.3
W02000081,27.9,72.1
W02000082,26.7,73.3
W02000083,26,74
W02000085,27.4,72.6
W02000087,34.1,65.9
W02000088,24.7,75.3
W02000089,24.7,75.3
W02000090,27.5,72.5
W02000091,27.3,72.7
W02000092,28.7,71.3
W02000093,25.9,74.1
W02000094,29.8,70.2
W02000095,31.4,68.6
W02000096,32.8,67.2
W02000097,33.2,66.8
W02000098,29.4,70.6
W02000099,32.1,67.9
W02000100,34.1,65.9
W02000101,31.1,68.9
W02000102,32.3,67.7
W02000103,31,69
W02000104,30.9,69.1
W02000105,32,68
W02000419,31.5,68.5
W02000424,28.6,71.4
W02000425,27.6,72.4
W02000426,29.3,70.7
