areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02001327,90.4,0.1,9.3,0.3
E02001328,94.1,0.1,5.6,0.2
E02001329,91.6,0.1,7.9,0.4
E02001330,93,0,6.5,0.6
E02001331,93.8,0,5.8,0.4
E02001332,93.9,0.1,5.5,0.5
E02001334,92.3,0.1,7,0.7
E02001336,93,0.1,6.6,0.2
E02001337,94.5,0.1,5.1,0.3
E02001338,91.1,0.1,8.7,0.1
E02001340,93.7,0.1,5.8,0.4
E02001341,93.6,0.1,6,0.3
E02001342,92.5,0.2,7.2,0.1
E02001343,94.4,0.2,5.1,0.3
E02001344,94.8,0.1,4.9,0.2
E02001345,95.2,0.1,4.5,0.2
E02001346,94.1,0.1,5.6,0.3
E02001347,93.9,0.2,5,0.9
E02001348,92.5,0.2,6.4,0.8
E02001349,89.7,0.2,9.3,0.7
E02001350,93,0.4,6,0.7
E02001351,88.9,0.1,10,1
E02001352,92.2,0.3,7,0.5
E02001353,95.2,0.2,4.3,0.3
E02001354,94.6,0.1,4.9,0.4
E02001355,90,0.3,8.3,1.5
E02001356,93.5,0.1,5.9,0.5
E02001357,94.7,0.2,5,0.2
E02001358,86.9,0.3,9.9,2.9
E02001359,95,0.1,4.2,0.7
E02001360,90.3,0.5,7.8,1.4
E02001361,93.1,0.1,6.4,0.4
E02001362,95,0.3,4.5,0.3
E02001363,93,0.6,6,0.4
E02001364,87.9,0.7,9.7,1.7
E02001365,84.6,0.5,11.5,3.3
E02001366,90,0.4,8,1.6
E02001367,93.8,0.3,5.4,0.5
E02001368,89.4,0.9,8.4,1.3
E02001369,85.3,2.2,11.3,1.1
E02001370,89.8,0.6,7.8,1.8
E02001371,92.8,0.1,5.7,1.3
E02001372,92.6,0.1,6.2,1.1
E02001373,90.3,0.3,8.1,1.3
E02001374,83.3,1.7,12.7,2.3
E02001375,90.9,0.3,7.7,1
E02001376,72.8,8,16.4,2.8
E02001377,51.5,11.5,31.4,5.5
E02001378,92,0.4,7.1,0.5
E02001380,93.7,0.2,5.5,0.5
E02001381,78.8,4.9,13.8,2.5
E02001382,94.1,0.2,5.4,0.3
E02001383,61.8,8.1,26.5,3.6
E02001384,52.3,22.1,24.2,1.4
E02001385,87.4,1.5,9.6,1.5
E02001386,94.4,0.2,5.2,0.2
E02001387,90.9,1.2,7.2,0.7
E02001388,70.2,4.6,24.5,0.7
E02001389,77.9,2,18.3,1.8
E02001390,89.6,0.7,8.6,1
E02001391,95.8,0.1,3.9,0.2
E02001392,93.5,0.3,5.8,0.4
E02001393,89.8,0.7,8.9,0.6
E02001394,80.7,3.6,14.3,1.5
E02001395,91.6,0.6,6.9,0.9
E02001396,87.7,1.3,10,1
E02001397,91.7,0.2,7.4,0.8
E02001398,83.9,1.3,13.6,1.3
E02001399,95.3,0.2,4.3,0.2
E02001400,92.8,0.1,6.1,0.9
E02001401,93.5,0.4,5.6,0.5
E02001402,91.4,0.3,7.8,0.5
E02001403,90.7,0.5,8.2,0.6
E02001404,93.3,0.2,6.1,0.4
E02001405,91.9,0.1,7.7,0.3
E02001429,94,0.1,5.7,0.2
E02001430,93.6,0.2,5.9,0.3
E02001431,91,0.1,8.5,0.5
E02001432,85.3,0.2,12.9,1.6
E02001433,93.1,0.1,6.4,0.4
E02001434,92.7,0.1,7,0.3
E02001435,90.1,0.3,8.9,0.8
E02001436,89,0.2,10.1,0.6
E02001437,90.4,0.3,8.6,0.8
E02001438,93.5,0.2,6.1,0.2
E02001439,93.3,0.2,6.3,0.2
E02001440,93,0.2,6.5,0.3
E02001441,92.2,0.3,7.1,0.4
E02001442,91.8,0.2,7.5,0.6
E02001443,91.8,0.3,7.6,0.4
E02001444,92.7,0.2,6.7,0.4
E02001445,93.4,0.1,6.3,0.2
E02001446,94.1,0.1,5.5,0.2
E02001447,90.1,0.1,9.3,0.5
E02001448,94.2,0.1,5.5,0.2
E02001449,93.5,0.2,6,0.3
E02001450,92.3,0.3,6.9,0.5
E02001451,93.9,0.1,5.6,0.4
E02001452,93.8,0.1,5.7,0.4
E02001453,93.4,0.2,6.1,0.3
E02001454,93,0.1,6.5,0.4
E02001455,94.3,0.1,5.2,0.4
E02001456,93.5,0.1,6.2,0.2
E02001457,92.9,0,6.9,0.2
E02001458,91.2,0.2,8.2,0.5
E02001459,93.6,0.1,5.8,0.4
E02001460,92.6,0.1,7,0.3
E02001461,94.5,0,5.3,0.1
E02001462,91.7,0.1,7.7,0.5
E02001463,94.6,0.1,5.1,0.2
E02001464,91.5,0.1,7.5,0.9
E02001465,87.7,0.1,10,2.3
E02001466,92.5,0.1,6.4,1.1
E02001467,91.1,0.1,8.4,0.4
E02001468,92.5,0.2,6.9,0.4
E02001469,93.9,0.2,5.6,0.4
E02001470,93.2,0.2,6.3,0.3
E02001471,92.4,0.2,7.1,0.3
E02001472,93.3,0.2,6.3,0.2
E02001473,92.7,0.1,6.7,0.5
E02001474,90.6,0.2,9,0.2
E02001475,93.7,0.1,6,0.2
E02001476,90.9,0.1,8.4,0.6
E02001477,92.3,0.1,7.3,0.3
E02001478,93.7,0.3,5.8,0.2
E02001479,93.7,0.1,5.9,0.3
E02001480,90.4,0.3,8.9,0.4
E02001481,90.9,0.2,8.5,0.4
E02001482,89.2,0.1,10,0.7
E02001483,94,0.1,5.6,0.3
E02001484,93,0.1,6.7,0.3
E02001485,92.3,0.1,7.3,0.2
E02001486,88.9,0.2,10.2,0.6
E02001487,90.4,0.1,8.7,0.8
E02001488,90,0.2,9.2,0.6
E02001489,93.8,0.3,5.6,0.3
E02001490,94.8,0.2,4.8,0.2
E02001491,92.5,0.1,7.1,0.3
E02001492,91,0.2,8.1,0.6
E02001493,90.2,0.1,9.4,0.3
E02001494,92.1,0.2,7.3,0.4
E02001495,93.8,0.1,5.9,0.2
E02001496,91.3,0.2,8.2,0.3
E02001497,91.9,0.2,7.5,0.4
E02001498,94.3,0.3,5,0.4
E02001499,92.7,0.1,6.8,0.4
E02001500,93.4,0.1,6.2,0.4
E02001501,93.7,0.2,5.9,0.3
E02001502,91.3,0.1,8.2,0.3
E02001503,89.9,0.3,9.4,0.5
E02001504,93.1,0.2,6.3,0.4
E02001505,92.7,0.2,6.9,0.2
E02001506,92.1,0.3,7.2,0.4
E02001507,94.5,0.2,5,0.3
E02001508,93.1,0.1,6.3,0.4
E02002633,92.3,0.1,7.4,0.3
E02002634,92.9,0.2,6.7,0.2
E02002635,92,0.2,7.6,0.2
E02002636,92.6,0.2,6.9,0.3
E02002637,92.7,0.2,6.8,0.3
E02002638,86.3,0.1,12.7,1
E02002639,91.5,0.1,7.9,0.5
E02002640,86.9,0,11.9,1.1
E02002641,88.9,0.2,9.5,1.4
E02002642,86.2,0.1,11.3,2.4
E02002643,88.6,0.2,9.6,1.6
E02002644,92,0.2,7.5,0.4
E02002645,87.3,0,11.8,0.8
E02002646,91.1,0.1,8.5,0.2
E02002647,89.8,0.1,9.7,0.4
E02002648,91.9,0,7.8,0.3
E02002649,90.3,0.1,9.1,0.4
E02002650,92.5,0.1,7.2,0.3
E02002651,93,0.1,6.6,0.3
E02003794,91.8,0.3,7.3,0.6
E02003795,86.6,0.2,12.3,1
E02003796,92.5,0.3,6.7,0.5
E02003797,89.5,0.7,8.7,1.1
E02003798,93.6,0.3,5.7,0.4
E02003799,93.8,0.1,5.8,0.3
E02003801,93,0.2,6.1,0.6
E02003802,76.9,1.9,19.2,2.1
E02003803,60.3,8.8,26.4,4.6
E02003804,86.3,0.5,12,1.2
E02003805,91.3,0.3,7.7,0.7
E02003806,91.1,0.3,8.1,0.5
E02003807,90.1,0.5,8.6,0.8
E02003808,92.1,0.2,7.3,0.4
E02003841,91.6,0.6,7.2,0.7
E02003842,88.7,0.3,10.6,0.5
E02003843,92.9,0.1,6.9,0.2
E02003844,92,0.5,7.2,0.3
E02003845,88.4,0.2,10.7,0.6
E02003846,93.4,0.1,6.2,0.3
E02003847,91.8,0.3,7.6,0.4
E02003848,92.4,0.2,7.2,0.2
E02003849,92,0.2,7.5,0.3
E02003850,93.8,0.2,5.7,0.3
E02003851,93.9,0.3,5.5,0.2
E02003852,94.9,0.1,4.7,0.3
E02003978,91.7,0.1,7.9,0.2
E02003979,92.8,0.1,6.1,1
E02003980,92.2,0.1,7.4,0.2
E02003981,90.5,0.1,8.9,0.5
E02003982,92.6,0.1,6.9,0.4
E02003983,92.8,0.1,6.9,0.3
E02003984,86.2,0.1,12.7,1
E02003985,93,0.1,6.4,0.5
E02003986,91.6,0.1,7.6,0.7
E02005203,86.3,0.2,10.3,3.1
E02005204,91,0.1,8.4,0.5
E02005205,90.6,0.2,8.8,0.4
E02005206,89.4,0.1,9.9,0.5
E02005207,90.4,0.1,8.9,0.6
E02005208,89.5,0.3,9.2,1
E02005209,89.7,0.1,9.4,0.7
E02005210,90.5,0.1,8.8,0.6
