areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E02001327,16.6,25.2,40.5,17.7
E02001328,33.1,44.9,8.5,13.6
E02001329,20.8,21.3,39.4,18.5
E02001330,25.7,26.7,25.9,21.8
E02001331,28.2,25.3,30.4,16
E02001332,16.9,24,47.8,11.3
E02001334,16.4,23.7,50.7,9.2
E02001336,16.8,19.6,50,13.7
E02001337,33.5,32.9,20.8,12.9
E02001338,28.1,34.4,19.4,18.1
E02001340,41.4,44.6,3.4,10.5
E02001341,25.1,25.9,32.8,16.2
E02001342,46.5,43.9,2.2,7.4
E02001343,46,40.8,2.2,11.1
E02001344,31,31.4,26.7,10.9
E02001345,45.1,40.5,4.8,9.5
E02001346,24.9,28,34.6,12.5
E02001347,26.3,29.6,27.6,16.5
E02001348,34.3,33.3,5.9,26.4
E02001349,35.1,34.2,6.1,24.7
E02001350,19.1,25.2,39.4,16.3
E02001351,20.7,20.2,42.6,16.5
E02001352,19.5,21,32.4,27.1
E02001353,38,41.8,7.3,12.9
E02001354,24.7,23.2,35.5,16.7
E02001355,26.6,19.4,24.9,29.1
E02001356,12.4,26.3,46.6,14.8
E02001357,23.1,20.1,46.3,10.5
E02001358,22.3,15.7,20.4,41.6
E02001359,40.9,31.8,15.2,12.2
E02001360,18.4,10.9,44.8,25.9
E02001361,28.7,21.3,31,19
E02001362,36.1,28.7,23.9,11.3
E02001363,20.3,21.8,37.2,20.7
E02001364,16.4,16.7,39.6,27.3
E02001365,21.6,16.1,14,48.4
E02001366,26.9,22.5,16.4,34.2
E02001367,40.3,36.3,8.3,15
E02001368,11.4,15.1,53,20.6
E02001369,15.1,11.8,50.8,22.2
E02001370,11.7,10.3,55.2,22.9
E02001371,18.8,26.5,36.8,17.8
E02001372,30.4,28,27,14.6
E02001373,28.1,24.7,17.3,29.9
E02001374,14.2,14.2,27.3,44.3
E02001375,29.1,25.8,19.4,25.7
E02001376,15.9,8.3,26.4,49.5
E02001377,12.2,11,35.8,41
E02001378,26.6,26.8,26,20.7
E02001380,42.7,41.2,4.4,11.7
E02001381,19.7,16.7,22.6,41.1
E02001382,45.9,43.1,2.9,8.1
E02001383,4,6.7,50,39.3
E02001384,15.7,16,16.4,51.9
E02001385,8.4,8.5,53.9,29.2
E02001386,21.6,24.7,45.4,8.3
E02001387,48.1,38,1.4,12.5
E02001388,25.8,36.3,6.4,31.5
E02001389,8.5,10.5,35,46
E02001390,10.9,12.2,53.4,23.5
E02001391,25.8,24.5,37.8,11.9
E02001392,48.3,37.1,4.5,10
E02001393,54.2,35.1,2.1,8.7
E02001394,23.2,21.8,22.7,32.4
E02001395,43.7,38.1,3.7,14.5
E02001396,22.3,23.9,22.8,31
E02001397,35,26.5,22.9,15.7
E02001398,28.3,26.7,19.7,25.3
E02001399,46.5,38.6,7.4,7.4
E02001400,34.2,33.7,22.2,9.9
E02001401,42,35.9,8.2,13.9
E02001402,38,35,8.7,18.4
E02001403,20.4,28.1,27.1,24.4
E02001404,19.5,28.6,35.3,16.6
E02001405,14.6,18.6,51.9,14.9
E02001429,52.6,31.7,3.6,12.1
E02001430,52.4,33.9,2.5,11.2
E02001431,46,19.9,14.8,19.2
E02001432,22.3,12.9,8.2,56.6
E02001433,33.4,35.3,8.9,22.4
E02001434,33.8,38.2,6.5,21.5
E02001435,27.3,26.1,5.4,41.2
E02001436,36.6,35.6,8.7,19.1
E02001437,49.8,25.1,5.6,19.5
E02001438,42.9,36.5,5.7,14.9
E02001439,36.6,29.9,19.5,14
E02001440,63.7,29.3,1.1,5.8
E02001441,62.9,30.2,1.1,5.8
E02001442,51.3,28.3,6.6,13.8
E02001443,55.8,33.2,3.8,7.2
E02001444,50.6,34.6,2.3,12.5
E02001445,51.7,36.3,3.5,8.5
E02001446,49,36.4,6.2,8.5
E02001447,46.4,34.9,7.5,11.2
E02001448,48.9,38.7,3.3,9
E02001449,44.6,34.5,12.1,8.8
E02001450,48.9,32.5,3.9,14.7
E02001451,29.3,24.8,31.6,14.3
E02001452,20.6,20.5,46.5,12.5
E02001453,44,39.3,6.8,9.8
E02001454,43.6,40.2,6.1,10.1
E02001455,43.4,40,6.3,10.3
E02001456,38.3,33.2,8.2,20.2
E02001457,23.2,25.1,40.1,11.6
E02001458,30.6,33.8,7.4,28.3
E02001459,31.4,31.2,22.4,14.9
E02001460,21.8,22.1,32.7,23.5
E02001461,36.6,39.2,13.8,10.3
E02001462,15.9,17.2,41.7,25.2
E02001463,23,30.2,35.4,11.4
E02001464,20.1,18.4,28.2,33.3
E02001465,13.8,14.1,45.1,27
E02001466,25.7,23.8,24.7,25.7
E02001467,32.1,26.3,11.2,30.3
E02001468,30,32.3,7.8,29.9
E02001469,43.3,31.6,7.5,17.6
E02001470,45.4,37.3,2.1,15.3
E02001471,23.6,24.9,14.7,36.8
E02001472,36.6,32.6,16.8,13.9
E02001473,34.9,32.2,6.4,26.5
E02001474,17.2,17.2,31.8,33.8
E02001475,21.6,22.2,41.3,14.8
E02001476,19.9,23.7,25.7,30.6
E02001477,12.9,16.4,54.6,16.1
E02001478,39.6,31.1,16,13.3
E02001479,47.2,39.2,3.5,10.1
E02001480,44.2,31.6,6,18.2
E02001481,37.2,34.3,7.4,21.1
E02001482,11.4,10,51.1,27.4
E02001483,48.3,37.5,3.2,11
E02001484,40.3,35.1,11.4,13.2
E02001485,24.9,25.7,35.8,13.7
E02001486,33.2,22.6,14.4,29.8
E02001487,17.3,21.8,22.2,38.7
E02001488,28.6,28.2,10.4,32.8
E02001489,55,32.8,4.1,8.1
E02001490,45.9,39.7,2.7,11.7
E02001491,24,21.8,35.6,18.7
E02001492,42.5,28.3,9.1,20.1
E02001493,13,17.1,35.2,34.7
E02001494,55.2,34.9,2.7,7.2
E02001495,32.5,34,13.5,20.1
E02001496,42.6,36.4,11,9.9
E02001497,24.2,22.5,30.9,22.4
E02001498,41.9,36.5,8.2,13.4
E02001499,53.4,34.1,3.4,9.1
E02001500,48.4,36.6,6.2,8.8
E02001501,44.8,37.3,7.6,10.3
E02001502,29.6,39,15.2,16.2
E02001503,42.4,30.3,13.6,13.7
E02001504,57,31.2,0.9,10.9
E02001505,36.4,33.5,16.4,13.7
E02001506,60.3,33.7,1,5
E02001507,54.6,35.9,2.9,6.6
E02001508,37.8,36.5,12.4,13.3
E02002633,46.8,30,1.6,21.6
E02002634,36.8,26.3,19.6,17.3
E02002635,43.8,29.2,1.9,25.1
E02002636,32.6,32.4,12.3,22.6
E02002637,39.4,36.4,2.1,22.1
E02002638,19.5,15.4,8.3,56.8
E02002639,17.9,15.6,48.8,17.8
E02002640,16.5,16.7,24.6,42.2
E02002641,32.8,32.2,2.3,32.7
E02002642,18,12.4,9.7,59.9
E02002643,24.5,23.4,6.5,45.6
E02002644,36.7,34.5,1.5,27.3
E02002645,17.8,14.5,9.1,58.6
E02002646,31,27.6,21.7,19.7
E02002647,27.3,26.4,6.3,39.9
E02002648,30.2,28.9,10.4,30.5
E02002649,32.5,29.4,3.7,34.4
E02002650,41.3,32.5,5.8,20.4
E02002651,41.3,31,7.9,19.8
E02003794,46,34.8,7.4,11.7
E02003795,45.1,33.1,8.8,13
E02003796,39.6,27.1,22.9,10.3
E02003797,41.3,35.9,6.1,16.8
E02003798,23.9,24.2,39.5,12.5
E02003799,26,22.6,37.6,13.8
E02003801,42.7,38.1,10.1,9.1
E02003802,17.1,19.4,24.2,39.3
E02003803,22.2,20.7,11.3,45.9
E02003804,32,30.2,10.1,27.6
E02003805,48.7,35.4,6,10
E02003806,40,45.2,5.2,9.6
E02003807,45.8,27.2,7,20
E02003808,26.6,29.6,26,17.7
E02003841,42.1,25.8,17.9,14.1
E02003842,54,31.4,4.7,9.9
E02003843,34.5,32,18.5,15
E02003844,50.5,31.7,7.8,10
E02003845,14.4,27.8,28.5,29.2
E02003846,21.9,26.7,35.9,15.5
E02003847,46.7,44.1,1.7,7.5
E02003848,28.8,29.3,27.5,14.5
E02003849,17.3,29,40,13.8
E02003850,43.2,35.4,12,9.4
E02003851,49.2,40.1,2.5,8.2
E02003852,51.2,39.5,0.8,8.6
E02003978,43.1,35,7.4,14.5
E02003979,57.9,33.2,1.7,7.2
E02003980,26.5,24.8,31.7,16.9
E02003981,38.4,40.5,3.3,17.8
E02003982,44,40.2,8.9,7
E02003983,30.6,34.2,18.5,16.7
E02003984,25.2,19.5,16.9,38.3
E02003985,42.9,34.6,10.1,12.4
E02003986,38.4,29.9,6.7,25
E02005203,44.1,34,6.8,15
E02005204,35,35.5,12.8,16.8
E02005205,47.2,32.2,10.5,10.2
E02005206,38.6,30.2,13,18.1
E02005207,51.1,27.7,5.4,15.8
E02005208,37.7,19.7,5.7,36.9
E02005209,45.6,32.3,7.8,14.4
E02005210,49.7,25.2,8,17
E02005211,47,26.2,5.5,21.4
E02005224,55.8,23.5,1.7,19
E02005226,24.3,21.7,14.2,39.8
E02005228,37.3,38.3,2.8,21.6
E02005229,22.8,21.2,7.4,48.6
E02005230,38.9,22,20.1,18.9
E02005236,40.9,35.1,7.1,17
E02005304,47.2,36.6,4.8,11.4
E02005305,49.1,32.1,8.1,10.7
E02005306,49.1,32.4,6.5,12
E02005307,38.4,36.5,10.7,14.5
E02005309,47,34.2,8.1,10.8
E02005310,29.6,27.5,16.9,26.1
E02005311,51.2,33.2,4.1,11.4
E02005315,53.6,35.4,3.9,7.1
E02005319,27.6,20.9,12.3,39.1
E02005320,40.3,33,10.7,16
E02005321,43.5,20.9,23.5,12.2
E02005322,52.9,27.8,4.4,14.8
E02005323,34,28.9,20.3,16.8
E02005326,43.4,24.3,4.9,27.5
E02005327,50.4,31.5,6.7,11.4
E02005328,51.5,31.4,1.4,15.7
E02005329,35,35.9,7.1,22
E02005330,51.9,34.6,1.5,12
E02005331,40.3,31.2,7.7,20.7
E02005332,52.8,33.2,1.9,12.1
E02006017,47.4,25.1,9.2,18.4
E02006023,42.8,28.7,15.8,12.7
E02006024,35,28,21.3,15.8
