areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02001327,11.2,45.3,43.5
E02001328,13,57.2,29.7
E02001329,10.7,50.1,39.2
E02001330,11.2,51,37.8
E02001331,11.1,51.5,37.4
E02001332,10.7,51.7,37.5
E02001334,10.3,45.4,44.3
E02001336,10.9,48.5,40.7
E02001337,11.3,53.7,35
E02001338,11.4,56.6,32
E02001340,12.2,62.8,25
E02001341,10.3,52.2,37.5
E02001342,9.6,67.7,22.6
E02001343,11.6,65.9,22.5
E02001344,10.9,59.8,29.3
E02001345,11.2,66.2,22.6
E02001346,10.9,54.2,34.9
E02001347,11.3,52.8,35.9
E02001348,11.6,60.8,27.6
E02001349,13.2,60.5,26.3
E02001350,9.6,51,39.5
E02001351,12.5,50.3,37.2
E02001352,10.9,50.3,38.8
E02001353,13.8,56.5,29.7
E02001354,11,50.6,38.4
E02001355,11.4,53.5,35.1
E02001356,13.8,47.2,39
E02001357,10.4,50.8,38.8
E02001358,15,49.4,35.6
E02001359,10.8,60.8,28.4
E02001360,11,48,41
E02001361,10.6,55.4,33.9
E02001362,10.4,58,31.6
E02001363,11.9,48.4,39.8
E02001364,12.4,47.8,39.8
E02001365,13.3,47.7,39
E02001366,11.9,53.4,34.7
E02001367,11.3,63.4,25.3
E02001368,11.7,44.2,44.1
E02001369,13.2,46.8,40
E02001370,11.6,43.9,44.5
E02001371,12.4,48.4,39.2
E02001372,10.3,55.9,33.8
E02001373,12,53.3,34.7
E02001374,16.8,40.8,42.4
E02001375,11.2,55.7,33.1
E02001376,22.8,37.6,39.6
E02001377,32.3,30.2,37.5
E02001378,11.4,55.6,33.1
E02001380,12.5,64.5,23
E02001381,20.1,40.6,39.4
E02001382,11.8,65.6,22.6
E02001383,28.3,35.2,36.5
E02001384,37.1,38.6,24.3
E02001385,14.8,29,56.2
E02001386,10.1,55.8,34.1
E02001387,12.3,66.5,21.2
E02001388,34.8,41,24.2
E02001389,17,47.4,35.5
E02001390,12.6,42.4,45
E02001391,9.1,52,38.9
E02001392,8.6,70.2,21.2
E02001393,14.3,67.4,18.4
E02001394,16.3,56.6,27.1
E02001395,11.6,66.8,21.6
E02001396,14.2,49.3,36.4
E02001397,9.8,67.6,22.7
E02001398,17.4,58.4,24.2
E02001399,10,70.7,19.3
E02001400,10,61.4,28.6
E02001401,10,67.4,22.5
E02001402,10.4,65.8,23.8
E02001403,12.6,54,33.4
E02001404,11.7,51.4,36.8
E02001405,11,50.8,38.2
E02001429,8,73.4,18.6
E02001430,8.5,73,18.5
E02001431,6.8,72.5,20.7
E02001432,11.1,63.1,25.8
E02001433,13.5,61.4,25.1
E02001434,11.7,63.8,24.5
E02001435,14.2,60.1,25.6
E02001436,11.9,65.9,22.2
E02001437,8.5,73.5,18
E02001438,12.3,68.5,19.2
E02001439,9.7,65.5,24.8
E02001440,6.5,80.5,13
E02001441,7.1,76.7,16.2
E02001442,7.5,76.3,16.2
E02001443,10,74.2,15.7
E02001444,10.9,69.7,19.5
E02001445,9,71.4,19.6
E02001446,10.2,67.2,22.6
E02001447,8.6,71.4,19.9
E02001448,8.9,71.1,20
E02001449,9.4,70.9,19.7
E02001450,9.1,72.1,18.8
E02001451,10.7,57.3,31.9
E02001452,9.6,56.3,34.1
E02001453,10.4,69.3,20.3
E02001454,9.1,67.3,23.6
E02001455,10.5,66.7,22.9
E02001456,10.9,68.5,20.6
E02001457,12,56.3,31.8
E02001458,14,63.2,22.8
E02001459,11.3,58.8,29.9
E02001460,10.1,60.3,29.6
E02001461,10.2,62.2,27.6
E02001462,10.6,53.3,36.1
E02001463,11.7,55.9,32.4
E02001464,12.2,50.8,37
E02001465,11.2,51.4,37.3
E02001466,12.6,54,33.4
E02001467,9.2,65.9,24.9
E02001468,10,60.7,29.3
E02001469,10.4,70,19.6
E02001470,10.1,69.1,20.8
E02001471,10.2,57.8,32
E02001472,11.5,61.8,26.7
E02001473,10.9,62.4,26.7
E02001474,9.1,54.5,36.4
